label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62
0.03	north1_all	80	3105	1139	770	714	1035	505	384	428	247	84	66	143	67	82	40	63	18	21	27	20	10	10	22	9	4	5	12	6	3	1	11	2	1	3	1	1	3	1	0	0	1	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1553	491	360	404	661	308	246	268	140	31	24	106	37	52	20	42	8	12	18	11	3	5	13	2	2	2	10	6	2	0	6	2	1	3	0	1	2	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3102	1195	784	759	1090	547	420	438	231	82	73	145	80	63	36	55	18	32	26	26	16	16	13	10	6	7	10	5	2	1	9	1	2	3	1	1	1	1	0	0	1	0	2	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1553	526	379	437	666	353	277	280	140	33	32	93	44	38	19	36	9	22	16	15	11	9	4	3	3	2	8	5	2	0	5	1	1	3	0	1	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3241	1236	750	805	1150	545	442	455	249	67	72	164	98	86	35	52	20	36	26	27	18	15	11	11	7	8	10	5	3	1	9	2	3	1	1	1	1	0	0	0	1	0	2	0	1	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1666	560	361	466	725	367	295	299	144	30	31	105	52	54	21	32	8	21	14	17	12	9	5	4	3	2	8	3	3	0	6	2	1	1	0	1	1	0	0	0	0	0	1	0	1	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3239	1286	777	877	1294	540	437	428	255	73	81	180	96	94	37	53	22	31	26	28	29	12	10	8	8	7	15	2	2	4	7	1	3	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1621	579	369	509	830	360	294	286	152	31	33	109	50	59	22	33	8	16	13	14	18	6	7	4	4	3	13	0	2	2	4	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3227	1259	790	873	1279	529	429	408	246	69	70	173	102	113	33	60	21	22	22	25	25	5	11	6	8	10	12	4	3	6	7	4	3	2	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1622	550	364	496	846	350	287	268	144	30	29	110	57	68	18	33	9	8	10	15	14	2	9	2	5	5	11	1	1	4	4	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3251	1195	817	891	1303	511	425	436	233	73	62	187	101	105	43	62	19	13	17	28	27	3	10	5	7	7	9	2	2	6	7	3	2	2	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1645	531	385	505	862	315	284	287	149	32	22	112	61	69	23	36	6	7	8	16	16	3	8	3	3	4	7	1	0	4	4	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3264	1217	796	917	1247	552	447	457	240	76	55	186	105	96	40	77	16	17	22	24	20	11	10	5	8	8	2	2	3	4	3	4	3	1	1	2	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1681	570	394	541	842	358	284	310	155	37	23	112	66	62	21	44	9	10	9	14	16	9	5	2	3	4	0	1	0	2	3	3	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3296	1221	769	941	1277	544	451	515	265	72	67	210	112	86	40	78	24	22	27	25	26	14	11	5	7	5	6	4	4	3	2	1	4	1	2	2	1	1	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1711	572	391	560	823	354	279	351	172	38	26	120	78	52	18	46	11	12	14	15	21	10	4	4	3	1	3	2	0	2	2	1	2	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3270	1268	748	891	1214	572	490	512	286	87	75	197	118	103	33	83	25	23	39	19	41	16	16	6	7	7	11	4	2	2	2	1	6	3	2	1	1	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1659	600	377	539	818	372	311	354	179	40	33	111	90	61	13	52	11	10	23	8	34	11	10	3	2	3	7	2	0	1	2	1	4	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3298	1261	754	857	1231	543	513	515	268	99	81	171	102	113	31	73	25	25	36	19	37	10	12	8	5	4	17	6	1	2	4	5	4	3	2	2	1	1	2	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1667	586	386	501	802	350	318	354	159	45	36	88	80	71	11	46	10	9	25	9	26	6	8	4	1	2	9	4	0	1	2	4	3	1	1	1	0	1	2	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3039	1177	734	738	995	490	417	418	225	82	59	152	81	102	37	47	24	25	16	17	17	8	12	11	6	5	8	4	8	2	13	0	1	3	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1492	532	359	415	606	310	260	268	140	32	34	98	50	57	14	32	14	18	11	12	13	3	8	7	1	2	7	2	6	1	11	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3112	1255	742	790	1151	519	449	417	233	97	60	162	79	114	46	53	22	37	18	15	15	9	11	9	10	7	10	4	8	1	7	0	2	4	2	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	1568	572	358	429	759	338	281	272	155	41	25	102	51	64	16	32	14	21	11	9	10	4	5	6	4	3	5	2	6	1	4	0	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3233	1294	754	848	1257	564	436	448	235	101	75	171	85	135	37	59	19	35	24	13	14	9	7	11	10	7	16	4	5	1	11	0	3	6	3	0	0	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1
0.03	north13_active	80	1693	606	358	462	876	376	268	302	154	47	32	108	61	74	15	35	9	18	15	8	7	4	3	8	4	3	9	2	4	1	7	0	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north14_all	80	3384	1272	759	860	1310	568	463	435	255	99	79	194	89	127	28	77	16	28	20	13	20	9	8	8	8	6	25	3	3	0	13	1	3	5	3	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1
0.03	north14_active	80	1777	576	357	497	892	377	288	283	166	47	29	124	64	73	13	54	5	9	12	7	11	4	3	7	5	2	11	1	3	0	5	1	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north15_all	80	3379	1226	815	884	1283	570	445	459	258	104	82	195	106	127	28	81	18	26	26	20	18	8	8	7	5	3	21	3	1	2	16	1	3	4	2	0	0	1	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north15_active	80	1738	543	398	539	891	376	274	288	166	50	34	128	76	85	13	56	5	14	15	7	10	2	3	6	4	1	8	1	1	1	9	1	1	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north16_all	80	3325	1168	808	873	1207	571	447	469	276	89	70	191	119	103	27	72	20	31	23	18	21	11	14	6	4	2	17	2	2	2	15	1	2	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	1680	498	393	539	797	365	290	299	181	40	28	124	86	77	13	59	7	18	13	7	14	1	7	4	3	1	3	1	1	1	8	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	3253	1169	825	876	1190	571	455	494	282	87	71	182	95	112	32	49	23	26	28	17	17	9	17	7	7	5	14	2	4	5	25	0	4	4	4	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0
