label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north17_all	80	48650	16936	15313	5568	2841	1950	3009	1196	728	496	768	284	418	155	191	88	62	49	66	28	41	35	8	7	9	10	6	5	3	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	27550	9086	9518	3004	1325	990	1880	634	348	245	487	130	285	84	112	44	32	19	52	14	25	19	4	2	5	6	4	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	48424	17007	15324	5639	2835	1944	2935	1175	712	479	782	284	404	158	154	92	71	59	84	26	46	33	14	8	9	7	7	17	4	4	3	2	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	27452	9183	9490	3050	1356	975	1863	637	331	232	519	115	264	86	88	43	37	31	66	10	31	17	5	2	6	5	4	14	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	48323	16948	14997	5625	2877	2013	2890	1103	730	467	763	260	421	154	141	91	81	73	89	27	44	31	16	12	12	11	6	18	5	4	3	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	27350	9162	9400	3042	1401	985	1824	599	365	224	500	112	273	81	85	41	43	44	71	9	31	18	5	6	7	8	3	15	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	48414	16989	15218	5645	2872	1964	2932	1093	722	477	749	257	416	147	127	97	85	70	80	21	37	30	12	12	10	7	3	15	4	4	4	0	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	27629	9174	9538	3081	1411	933	1883	599	372	224	476	123	250	68	74	42	35	41	58	5	20	17	4	6	6	5	1	12	3	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	46676	16396	14362	5365	2779	1873	3050	1131	712	491	838	254	416	153	123	88	57	55	69	32	29	22	9	7	4	14	6	9	3	5	0	2	0	1	0	0	1	1	0	2	0	0	0	0
0.03	south21_active	80	26237	8699	8838	2891	1293	920	1949	577	347	227	517	104	280	63	59	47	23	27	39	15	11	11	5	6	0	8	4	1	2	3	0	1	0	1	0	0	1	0	0	2	0	0	0	0
0.03	south22_all	80	45823	16146	14127	5301	2744	1868	2910	1169	724	464	791	245	360	179	119	96	54	59	54	30	37	25	9	7	5	13	5	11	1	5	1	2	2	4	0	0	0	1	0	0	0	0	1	0
0.03	south22_active	80	25447	8473	8737	2822	1265	899	1771	627	362	219	515	112	238	79	57	49	23	22	32	15	20	13	3	6	0	9	3	3	0	2	0	1	1	4	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	45598	16165	13969	5307	2713	1883	2827	1175	750	460	807	233	336	181	136	86	45	52	54	26	41	22	10	11	5	8	5	6	1	2	2	0	2	3	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	25303	8490	8611	2801	1299	908	1663	641	391	227	540	107	225	90	72	47	17	20	27	12	22	13	1	9	1	5	2	2	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	46804	16459	14808	5384	2784	1872	3006	1162	738	479	773	237	293	166	160	90	52	54	44	22	37	23	10	7	8	5	3	7	1	1	2	0	2	3	1	0	0	0	0	1	0	0	1	0
0.03	south24_active	80	26221	8679	9245	2856	1365	903	1776	647	383	238	486	118	182	90	94	48	25	19	18	10	22	19	3	4	5	3	0	3	1	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	47726	16807	15108	5609	2851	1944	3045	1203	759	507	827	247	374	156	186	85	51	58	52	25	31	34	11	9	7	4	5	12	3	0	2	0	0	3	3	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	27034	8928	9421	2981	1393	946	1883	693	379	271	494	112	229	88	115	48	25	24	24	14	20	28	4	6	6	0	3	5	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	47973	16896	15147	5483	2877	1956	3104	1236	738	490	790	250	410	151	180	80	53	53	58	25	34	35	17	8	7	8	3	19	3	0	2	0	1	4	3	0	0	0	1	1	0	0	0	0
0.03	south26_active	80	27280	9004	9559	2936	1390	964	1947	671	347	271	439	114	236	79	111	43	27	31	24	16	26	27	6	7	5	5	3	9	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	48089	16689	14941	5421	2835	1978	3093	1200	714	505	761	240	402	147	159	76	53	60	87	24	44	25	13	8	5	12	7	19	3	2	2	0	1	7	2	0	0	0	2	1	0	1	0	0
0.03	south27_active	80	27369	8799	9373	2910	1331	999	1916	642	330	273	435	112	236	78	95	39	28	35	54	16	28	17	5	6	3	8	3	8	0	1	1	0	0	4	1	0	0	0	0	0	0	1	0	0
0.03	south28_all	80	46654	16236	14190	5250	2735	1962	2853	1196	672	524	684	230	366	143	136	77	51	59	96	17	38	19	17	9	7	11	5	21	2	2	2	0	2	7	2	0	0	0	2	1	0	1	0	0
0.03	south28_active	80	26254	8453	8841	2792	1259	969	1749	631	298	284	408	103	202	79	77	35	29	35	57	11	22	12	7	7	3	9	0	9	0	1	1	0	1	4	1	0	0	0	0	0	0	1	0	0
0.03	south29_all	80	45216	15875	13658	5100	2702	1887	2713	1095	660	516	630	205	307	128	133	76	57	59	91	26	32	18	11	9	6	8	5	11	2	2	0	0	2	6	0	0	0	2	1	1	0	1	0	0
0.03	south29_active	80	24967	8152	8410	2702	1217	910	1616	571	306	258	381	89	180	69	72	42	27	26	57	15	17	8	5	5	3	5	0	3	0	1	0	0	2	4	0	0	0	2	0	0	0	1	0	0
0.03	south30_all	80	43797	15411	13132	4964	2655	1844	2775	999	652	515	607	230	298	142	136	72	59	65	80	28	40	13	11	6	6	5	4	2	2	3	0	3	2	2	0	0	0	2	1	1	0	0	0	0
0.03	south30_active	80	23898	7869	8115	2550	1201	882	1668	518	306	241	368	98	167	70	84	40	25	31	54	13	17	4	5	4	2	2	1	1	0	2	0	3	2	0	0	0	0	2	1	0	0	0	0	0
0.03	south31_all	80	47095	16265	14884	5289	2797	1961	3008	1083	741	493	778	259	443	124	157	64	75	54	58	32	26	17	15	9	10	5	1	11	6	1	0	1	2	0	0	1	0	1	0	0	0	1	0	0
0.03	south31_active	80	26689	8646	9100	2928	1336	914	1961	598	340	239	445	109	296	58	92	29	38	33	32	13	14	12	9	6	5	3	0	8	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	45395	15891	14175	5227	2741	1942	2823	1034	717	486	705	252	380	142	153	66	70	46	55	27	41	11	13	7	7	9	2	10	3	1	0	2	1	0	0	1	0	1	0	0	0	1	0	0
0.03	south32_active	80	25555	8360	8597	2821	1301	880	1824	569	345	222	418	110	245	68	94	31	34	28	33	10	27	6	5	4	3	3	0	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	43908	15577	13639	5045	2720	1871	2698	1050	695	499	683	232	327	140	151	57	61	48	43	24	41	14	14	8	5	11	6	9	3	2	1	2	1	1	0	3	1	0	0	0	0	1	0	0
0.03	south33_active	80	24371	8081	8260	2626	1288	853	1666	581	342	228	422	99	180	70	88	27	25	30	25	7	29	8	5	6	2	5	2	8	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	43277	15553	13289	5045	2662	1794	2768	1022	699	504	678	233	298	140	134	68	61	45	56	24	35	15	13	7	3	13	7	9	5	2	1	2	0	1	2	3	1	0	0	0	0	1	0	0
0.03	south34_active	80	23855	7987	8046	2541	1230	834	1664	543	349	236	414	100	146	70	71	31	25	26	38	6	25	11	5	4	0	5	2	8	4	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0
0.03	south35_all	80	43438	15585	13364	5129	2667	1786	2736	1011	693	493	701	256	306	134	127	74	61	50	64	27	29	17	11	6	7	11	8	10	2	3	1	1	0	1	2	4	1	0	0	0	0	0	0	0
0.03	south35_active	80	23814	8015	8235	2605	1217	849	1624	520	342	237	433	110	157	68	67	34	26	30	46	8	19	13	4	4	3	7	4	8	2	2	0	1	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south36_all	80	44548	15657	13584	5291	2703	1862	2845	1029	688	500	702	273	323	139	105	80	74	46	69	27	30	21	5	7	8	5	5	1	2	3	1	1	0	0	2	6	0	0	0	0	0	0	0	0
0.03	south36_active	80	24772	8180	8548	2738	1267	892	1731	521	324	258	442	117	177	70	54	36	35	24	44	9	23	16	2	3	4	3	2	0	2	2	0	1	0	0	2	4	0	0	0	0	0	0	0	0
0.03	south37_all	80	46409	16214	14139	5528	2781	1863	2996	1089	704	486	771	278	344	146	133	84	72	59	70	21	34	23	8	8	9	5	5	1	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south37_active	80	26250	8593	8987	2947	1331	902	1828	554	333	233	490	125	211	83	77	37	37	30	40	8	24	15	6	4	4	3	3	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south38_all	80	47612	16547	14801	5566	2818	1959	3093	1119	757	498	803	252	436	144	139	91	67	57	77	18	49	24	9	10	10	5	9	3	3	3	1	0	0	5	0	2	0	0	0	0	0	0	0	0
0.03	south38_active	80	27226	8846	9398	3001	1351	951	1928	604	376	236	509	118	279	81	83	35	33	27	46	8	32	14	7	4	5	3	5	3	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south39_all	80	47789	16674	14825	5606	2784	1905	3105	1139	759	468	828	253	420	149	142	89	54	66	66	28	36	19	10	11	7	7	7	4	5	3	1	0	0	7	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	27316	8950	9321	3012	1337	910	1986	631	380	196	502	113	263	92	83	33	28	36	34	12	20	13	7	3	3	4	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	46077	16113	14373	5330	2784	1904	2911	1035	737	430	784	241	406	156	135	79	65	67	55	27	42	10	10	12	7	6	7	6	6	3	1	0	0	7	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	25835	8459	8899	2823	1289	920	1892	545	377	194	475	107	264	88	86	31	33	37	32	12	20	7	6	4	4	3	3	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
