label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north6_all	80	20257	7128	2371	2013	2938	998	1019	454	419	325	319	271	284	185	202	228	109	141	126	61	136	53	92	29	39	16	59	18	53	18	13	30	7	9	4	8	3	7	1	3	16	3	2	1	2	4	1	0	1	0	1	1	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north6_active	80	17172	5541	799	1310	2605	522	759	154	177	87	144	147	202	121	145	184	68	121	95	22	111	26	76	7	33	6	47	13	50	10	8	26	5	3	1	5	2	6	0	1	16	1	0	0	1	3	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	20361	7157	2393	2018	3107	978	1018	448	452	309	302	261	262	176	195	227	116	153	127	63	141	48	81	35	45	20	40	17	51	8	11	27	11	7	4	9	3	6	2	4	19	2	1	1	4	5	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north7_active	80	17295	5562	828	1302	2771	522	754	146	178	99	137	142	187	110	139	173	79	136	95	25	118	23	66	7	38	7	29	9	50	5	5	25	6	3	2	6	3	5	1	2	18	0	0	0	4	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north8_all	80	20400	7255	2365	2119	3251	917	1043	488	431	318	286	256	250	190	201	223	141	185	119	62	141	51	80	34	49	20	37	20	38	7	13	26	5	6	4	7	3	5	2	4	7	2	1	4	3	3	0	0	1	2	0	2	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	17355	5663	829	1370	2908	487	776	172	169	103	130	139	176	117	153	169	97	163	89	26	122	27	61	6	42	5	30	9	37	3	8	24	2	2	1	4	1	4	1	1	6	0	0	0	3	1	0	0	1	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	20419	7202	2332	2176	3443	899	1004	484	413	323	283	252	255	187	207	216	128	165	117	56	148	48	59	30	45	24	40	20	28	13	11	24	7	6	4	7	6	6	2	4	6	3	4	4	3	3	0	0	2	2	0	2	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	17449	5679	821	1420	3085	488	733	160	163	103	131	133	187	122	162	175	88	144	88	25	130	29	43	4	38	7	36	7	26	7	6	22	3	1	1	3	2	5	1	1	5	0	1	0	3	1	0	0	2	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	20713	7060	2300	2144	3447	937	984	508	377	341	285	259	274	213	201	225	121	166	123	47	137	48	58	21	33	20	33	21	30	19	12	23	8	9	5	6	8	12	3	6	5	4	3	4	3	2	1	0	3	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	17705	5585	792	1408	3063	501	703	169	161	105	125	142	206	135	158	191	76	146	91	16	122	26	40	4	28	7	27	10	26	13	8	23	3	2	1	3	2	11	1	4	4	2	1	0	3	1	1	0	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	20239	6994	2321	2103	3226	967	1044	501	404	327	288	243	282	180	187	195	110	168	116	55	121	38	70	25	33	27	53	17	37	14	13	43	6	9	6	5	5	4	8	8	3	5	0	3	1	1	3	6	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	17204	5427	778	1360	2878	473	750	161	169	122	124	130	192	92	142	160	77	142	90	19	106	22	58	12	24	7	46	9	31	6	6	38	4	3	1	4	3	3	3	6	2	1	0	2	0	1	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	20312	7119	2308	2124	3318	965	1061	502	411	305	297	252	286	188	223	167	112	181	131	49	136	38	75	26	29	21	58	15	26	8	12	46	5	8	7	5	5	5	5	6	9	4	1	3	0	0	3	3	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	17264	5561	774	1395	2946	495	776	157	167	121	131	137	202	104	175	137	70	151	107	15	121	22	62	13	24	8	52	4	20	4	5	42	2	1	1	4	3	4	2	6	7	1	1	2	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	20360	7124	2300	2125	3255	950	1025	502	407	296	280	263	277	183	217	191	133	186	117	56	134	41	61	23	25	22	37	12	37	10	12	35	9	8	7	6	5	5	5	9	6	1	1	4	0	1	1	2	0	1	1	1	0	1	1	2	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	17327	5598	776	1416	2886	500	754	154	167	123	126	140	198	104	170	156	77	164	95	19	120	23	47	10	19	8	33	5	34	6	4	32	2	2	1	4	5	3	2	9	5	0	1	2	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	20110	7068	2294	2159	3288	942	1014	496	427	294	297	243	297	210	195	200	142	214	134	63	116	38	52	26	24	19	43	14	48	14	11	30	14	5	9	8	4	6	8	4	16	3	2	3	1	1	1	1	0	0	1	1	0	2	1	1	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	17142	5549	801	1431	2912	522	757	146	152	116	135	129	216	118	157	162	83	190	113	23	100	16	38	10	19	9	37	7	46	7	4	27	5	1	1	4	4	4	5	4	15	1	2	1	0	1	0	0	0	0	1	1	0	2	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	20288	7004	2231	2150	3292	955	988	522	421	316	296	252	312	218	174	185	140	206	131	57	142	34	51	30	32	19	38	16	55	19	9	15	14	4	9	11	6	6	6	11	29	4	3	4	6	1	1	1	0	0	1	2	0	1	0	1	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	17360	5477	756	1417	2927	505	746	165	142	115	131	130	225	122	136	145	80	181	108	23	122	14	40	10	28	7	32	12	50	12	3	12	5	3	3	4	4	5	4	10	29	1	3	1	4	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	20447	6963	2268	2135	3277	977	945	503	404	336	288	256	309	217	204	173	131	204	135	56	132	41	71	34	33	21	43	23	33	17	9	12	11	4	10	13	9	7	8	12	32	5	3	4	6	0	1	1	0	0	1	2	1	2	0	0	1	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	17396	5427	763	1387	2907	540	708	165	133	112	119	130	229	127	169	137	79	173	107	20	107	17	60	12	26	6	35	13	27	13	3	10	5	3	5	4	4	6	4	11	32	1	3	1	4	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	20462	6825	2302	2115	3152	934	984	503	393	336	291	254	294	200	209	190	118	182	140	63	127	43	72	35	45	23	53	30	40	14	10	9	9	6	6	15	9	7	5	11	30	3	3	1	6	0	1	1	0	1	1	2	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	17353	5314	786	1356	2800	508	722	169	130	105	117	124	213	121	170	151	81	150	114	19	104	23	63	14	35	4	45	17	32	11	3	6	4	3	5	4	3	6	2	9	30	0	2	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	20584	6983	2277	2053	3142	918	1047	468	418	335	294	256	280	202	244	212	112	185	137	72	106	55	70	31	50	26	46	32	42	18	11	19	6	5	7	9	7	8	4	3	6	1	3	0	1	0	1	1	0	1	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	17422	5440	797	1333	2786	497	763	149	146	104	125	127	200	119	200	174	71	158	113	23	92	32	62	15	36	5	40	14	38	7	4	15	3	3	6	2	3	7	1	2	6	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	20429	7063	2278	2059	3227	886	985	482	411	318	289	240	287	196	209	237	118	172	149	82	86	62	80	25	55	24	56	26	48	20	21	19	4	4	6	6	5	4	3	2	6	0	3	2	9	1	1	3	0	1	2	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
0.03	north19_active	80	17329	5530	775	1337	2865	461	703	153	154	109	125	113	196	98	164	199	74	149	123	31	76	34	69	15	42	6	50	12	41	6	11	15	2	1	4	0	0	3	1	1	6	0	1	1	8	1	0	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	north20_all	80	20589	7023	2269	2070	3133	946	972	511	416	319	311	265	276	190	187	232	108	179	128	72	114	60	81	26	50	22	46	22	38	21	26	26	3	4	7	6	3	4	3	3	2	1	2	3	11	2	1	4	1	2	7	1	2	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	north20_active	80	17531	5496	788	1368	2770	467	691	161	148	106	134	138	187	95	144	190	66	157	104	31	101	32	69	13	36	7	43	8	30	5	15	23	2	1	4	1	0	2	1	3	2	0	1	1	11	2	0	4	1	1	2	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south21_all	80	8505	3725	3152	1599	1188	940	654	830	409	425	262	275	248	164	119	138	123	83	62	60	49	42	48	31	24	32	21	18	15	15	13	10	5	13	6	18	6	6	6	8	2	5	0	0	0	2	1	0	1	2	2	1	1	1	2	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2200	948	2083	474	576	458	191	580	208	262	118	165	162	54	29	77	65	47	31	22	11	13	27	9	8	19	10	11	5	12	6	1	0	10	2	17	1	2	6	5	1	5	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	8605	3656	3433	1526	1229	981	686	852	460	450	263	284	272	146	118	166	124	84	63	58	46	47	54	28	25	37	19	29	18	13	12	6	7	13	7	17	4	5	7	11	2	6	1	0	0	1	2	1	1	1	2	1	1	1	4	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2401	933	2392	492	650	522	229	634	251	279	125	182	190	48	32	96	68	52	34	20	10	10	28	8	12	22	10	18	8	10	5	2	1	10	4	16	0	2	5	7	1	6	1	0	0	0	1	1	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8420	3747	3552	1556	1290	963	682	857	468	464	255	284	298	151	110	154	112	82	63	61	46	41	64	36	26	44	18	33	18	15	8	5	10	16	5	15	6	5	6	11	4	5	3	0	0	0	2	3	1	3	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2445	997	2560	526	718	535	241	643	262	304	132	180	223	49	29	92	63	51	39	24	13	9	37	7	15	27	10	20	10	12	2	1	1	15	4	14	2	1	3	8	3	5	1	0	0	0	1	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	8544	3805	3611	1514	1286	971	713	917	483	460	262	295	309	158	116	145	99	94	65	62	43	48	53	33	26	43	23	34	16	26	6	7	8	32	4	12	7	6	8	7	9	3	4	2	0	2	3	4	1	4	0	0	0	0	5	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	2577	1037	2655	538	712	533	264	712	285	302	125	208	225	53	40	93	56	52	39	24	11	12	30	5	17	23	13	20	9	21	1	3	1	28	4	11	4	1	5	5	7	3	1	0	0	0	2	2	1	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	8556	3830	3610	1582	1291	947	694	923	459	472	267	307	302	160	111	145	90	83	71	65	52	41	52	26	35	36	27	30	16	29	8	5	10	33	3	13	14	5	9	9	9	4	3	2	2	2	1	3	1	5	0	8	0	0	3	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south25_active	80	2643	1007	2662	536	727	512	247	726	269	320	125	217	229	52	35	100	46	46	41	28	16	12	32	4	17	22	17	18	7	24	3	2	1	29	2	12	11	1	6	7	7	4	0	0	1	0	1	1	1	4	0	8	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south26_all	80	8587	3781	3589	1580	1310	972	677	966	484	465	288	298	296	153	127	158	95	86	85	68	50	43	48	22	32	19	31	33	10	31	14	6	6	31	9	7	15	5	13	6	6	6	7	2	3	2	2	4	1	2	0	8	0	0	1	2	1	0	1	1	1	1	2	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south26_active	80	2619	996	2635	534	743	527	245	739	273	312	128	206	220	51	43	109	49	41	54	27	19	15	25	4	12	10	18	22	4	26	9	4	1	27	8	6	13	0	10	5	4	5	6	0	1	0	1	3	1	1	0	8	0	0	1	1	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south27_all	80	8516	3790	3585	1597	1323	980	678	951	465	469	299	300	307	156	140	143	103	89	77	61	55	41	55	19	34	28	32	36	11	27	14	10	8	27	9	5	14	5	9	9	3	4	9	0	3	0	1	3	0	2	0	8	1	0	0	2	1	1	1	1	1	1	2	0	0	0	1	0	1	0	0	0	1	0	0
0.03	south27_active	80	2575	1003	2614	518	745	536	245	733	259	315	133	205	229	51	46	89	50	50	47	23	21	11	27	6	9	24	19	26	4	21	9	7	1	25	7	5	12	2	7	9	2	3	8	0	1	0	0	3	0	1	0	8	1	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0
0.03	south28_all	80	8367	3804	3618	1606	1331	1012	652	952	477	450	323	275	333	147	148	130	108	94	81	55	54	40	65	24	32	41	21	26	11	27	15	11	9	30	9	7	7	4	7	5	8	4	11	2	1	1	1	2	1	1	0	0	2	0	0	2	2	1	0	1	1	1	2	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south28_active	80	2538	1045	2637	515	763	547	242	749	259	302	148	178	253	47	38	72	53	51	48	22	20	7	29	8	11	30	10	22	6	22	8	7	1	29	8	6	4	2	5	5	6	3	10	1	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south29_all	80	8379	3857	3550	1584	1343	994	648	964	451	455	290	279	319	141	125	125	107	92	80	62	50	41	67	32	30	50	16	28	13	27	10	16	12	24	2	11	4	5	6	16	8	3	10	3	1	3	0	0	1	1	0	0	2	1	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	2548	1034	2591	535	770	557	228	768	259	313	133	172	236	43	33	70	58	55	47	21	17	6	34	12	12	35	9	20	7	20	3	7	0	22	1	10	1	3	4	16	6	2	7	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_all	80	8465	3794	3588	1533	1348	960	679	964	467	489	288	280	305	131	118	120	109	84	70	60	37	46	67	36	32	36	20	26	13	25	12	16	10	17	4	12	5	5	5	12	8	3	8	4	1	3	0	2	1	0	0	0	2	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	2584	1018	2659	545	775	541	230	764	269	337	131	177	230	45	31	70	58	44	30	21	10	7	32	14	18	24	11	16	8	21	6	6	0	16	3	10	2	3	3	12	6	2	6	2	1	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_all	80	8446	3864	2820	1521	1126	953	648	658	396	379	272	252	213	152	146	120	103	77	67	53	37	36	39	33	22	26	23	22	12	17	11	9	7	20	9	15	6	4	8	1	2	2	2	2	2	0	1	3	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south31_active	80	2085	1055	1729	368	495	428	177	437	171	199	106	130	128	34	41	52	51	32	26	12	9	10	16	9	8	14	10	14	3	14	4	2	1	4	4	9	3	2	4	1	0	2	1	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	8491	3781	3150	1568	1198	977	656	772	430	410	274	256	251	154	133	122	102	75	79	57	41	37	45	40	27	26	21	27	16	22	16	13	4	24	12	30	5	2	6	1	1	6	2	4	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_active	80	2199	1008	2096	442	599	476	201	568	217	230	115	145	170	40	35	56	57	38	41	15	11	10	23	9	11	17	11	15	4	17	4	4	0	13	7	21	2	2	1	1	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	8414	3793	3442	1601	1266	1004	664	863	469	446	271	261	284	148	121	133	102	63	76	50	53	42	55	36	30	30	26	26	16	24	16	15	4	22	12	26	7	2	22	0	4	7	2	3	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0
0.03	south33_active	80	2377	978	2429	512	687	518	236	661	264	293	137	158	214	48	24	67	55	34	42	15	17	14	31	8	15	22	18	17	5	20	3	5	0	14	9	20	4	1	18	0	1	5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_all	80	8477	3805	3620	1597	1327	978	631	919	510	457	290	286	316	137	131	134	101	70	80	52	57	44	48	30	28	25	26	24	15	26	16	14	6	15	14	24	9	3	24	1	5	6	3	3	2	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_active	80	2548	1029	2633	554	788	522	239	719	304	318	140	178	241	46	30	70	48	37	45	14	25	15	31	6	14	20	19	15	8	19	3	5	0	13	12	18	6	2	21	0	1	4	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_all	80	8422	3858	3681	1525	1302	930	623	934	498	440	310	277	344	122	137	129	100	75	78	52	56	41	47	29	38	32	24	28	13	23	16	10	7	10	19	12	9	3	26	2	5	3	4	1	2	0	1	0	1	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	2578	1064	2702	536	770	501	232	751	310	315	144	172	280	42	38	72	48	39	45	16	25	14	30	3	24	23	21	16	7	17	4	5	0	9	18	8	7	2	25	0	2	2	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_all	80	8436	3876	3734	1514	1255	926	647	963	506	473	300	287	330	134	148	119	91	80	93	47	56	38	44	29	42	26	21	24	17	23	14	9	9	9	22	11	8	5	17	2	4	1	4	0	3	0	0	0	1	0	1	2	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south36_active	80	2615	1061	2742	531	748	503	242	784	316	328	135	187	264	46	47	63	41	40	56	17	25	13	28	3	23	16	19	15	9	18	4	5	0	8	21	9	6	3	15	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south37_all	80	8391	3820	3864	1580	1251	949	621	977	471	479	281	293	296	151	134	127	110	78	96	51	43	34	41	31	40	28	15	19	19	28	13	10	9	5	24	14	7	5	14	3	3	1	4	0	3	0	0	5	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	2618	1038	2884	545	718	537	216	800	299	316	129	193	240	55	47	75	59	36	64	16	18	10	24	5	21	19	12	12	9	25	5	4	1	5	23	13	5	3	12	1	2	0	3	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	8321	3871	3860	1614	1324	977	642	964	474	520	277	286	301	152	116	142	113	66	93	53	43	41	43	33	35	25	22	18	18	29	13	10	6	4	19	19	6	10	9	2	4	3	3	0	3	1	1	5	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0
0.03	south38_active	80	2600	1036	2854	537	750	568	229	778	282	344	135	186	238	48	41	86	64	30	62	18	15	15	23	5	15	21	13	12	6	25	5	5	1	2	17	17	4	6	8	1	3	1	3	0	1	0	0	5	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	8248	3861	3935	1623	1379	1019	645	908	450	482	291	281	281	154	110	167	112	67	80	52	40	44	35	23	30	24	23	18	19	28	15	9	4	13	14	17	8	9	10	1	6	5	6	1	2	1	1	5	1	2	1	0	1	1	0	0	2	0	0	0	0	0	6	1	1	0	0	0	0	0	0	1	0	0	0
0.03	south39_active	80	2553	1041	2890	539	809	580	230	721	256	309	141	184	215	44	37	113	67	33	47	16	13	13	19	4	17	20	10	13	7	23	7	3	1	7	13	16	5	5	10	1	6	4	6	1	1	0	0	5	1	2	0	0	1	1	0	0	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	8331	3866	3813	1554	1333	1007	651	940	484	515	284	270	294	146	112	179	107	81	78	55	49	46	32	25	32	19	25	27	20	21	13	7	6	13	10	19	10	9	11	2	6	5	7	1	1	1	2	2	1	2	2	1	1	2	0	0	2	1	0	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0
