label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	6506	5659	1693	1078	844	591	583	1218	866	265	163	201	445	115	291	202	75	110	50	41	31	50	26	21	19	20	10	11	14	10	9	11	6	7	9	3	3	6	0	2	5	0	7	2	1	1	1	0	0	2	0	5	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3025	4634	818	314	418	254	368	1112	745	101	40	110	392	31	262	166	38	90	20	9	10	41	6	7	3	8	3	2	7	2	5	10	2	4	9	2	0	6	0	1	1	0	7	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6525	5560	1650	1053	836	588	580	1223	877	269	178	186	447	102	316	205	72	123	45	44	30	43	31	24	12	18	9	12	18	9	8	10	7	7	11	2	4	9	2	5	6	0	3	1	0	5	1	0	1	1	0	4	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0
0.03	north2_active	80	3022	4487	770	315	415	259	366	1105	755	106	48	100	399	32	286	166	35	104	20	8	9	37	10	10	3	7	3	2	13	3	2	9	3	4	9	1	0	9	0	2	1	0	3	1	0	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0
0.03	north3_all	80	6430	5562	1656	1030	825	585	586	1267	967	269	190	172	415	119	320	218	73	129	41	51	25	55	29	21	10	11	8	12	17	8	9	3	7	6	12	0	3	8	3	3	5	2	3	1	2	5	2	0	1	3	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
0.03	north3_active	80	2935	4454	751	306	412	244	368	1128	851	100	56	87	376	54	292	171	33	114	21	12	9	49	13	9	2	4	5	4	16	1	2	3	5	3	10	0	0	7	0	1	1	0	3	1	2	4	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
0.03	north4_all	80	6308	5494	1670	1047	845	588	583	1294	999	231	192	153	396	132	386	190	74	111	37	52	25	76	32	23	16	20	10	16	21	10	7	2	6	4	7	2	5	5	6	3	5	2	1	1	4	5	2	0	1	4	2	1	0	3	1	2	1	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
0.03	north4_active	80	2874	4396	753	314	432	240	354	1156	898	91	53	80	357	59	355	147	28	98	15	10	9	64	17	9	1	6	5	5	18	1	2	2	3	1	5	1	0	4	0	1	2	0	1	1	4	4	0	0	0	4	2	1	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
0.03	north5_all	80	6233	5619	1683	1086	825	594	602	1230	1047	222	183	151	447	132	362	209	73	105	41	56	24	73	27	19	21	20	12	16	16	11	4	5	5	5	6	2	4	1	6	1	1	3	0	0	8	3	2	2	1	4	2	1	0	3	0	2	1	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
0.03	north5_active	80	2855	4528	761	326	401	231	381	1091	967	90	48	89	403	59	331	166	25	92	18	11	10	57	13	9	3	7	5	6	14	2	0	4	3	1	3	1	0	0	0	0	1	1	0	0	8	3	0	0	0	4	2	1	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0
