label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north1_all	80	11437	5269	2198	1101	927	568	1000	372	851	374	303	250	125	227	98	210	187	130	58	124	43	36	22	25	11	16	10	13	28	11	4	12	11	9	7	6	3	10	1	1	7	2	2	0	0	2	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0
0.03	north1_active	80	7004	3130	1224	504	464	251	647	168	584	223	195	129	60	141	50	154	122	92	33	59	21	18	8	13	5	7	4	2	18	6	3	8	6	4	5	2	1	7	0	1	6	0	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0
0.03	north2_all	80	11031	5096	2174	1092	930	570	980	362	761	375	317	263	126	226	103	209	167	145	62	114	43	35	29	28	9	15	15	14	22	11	10	12	7	6	8	5	6	11	2	1	10	1	0	0	1	1	1	2	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	0	0	0
0.03	north2_active	80	6698	3008	1199	522	478	243	610	148	519	225	201	144	60	148	46	144	116	106	31	48	20	18	11	15	4	4	6	4	14	7	5	7	3	2	6	1	3	8	0	1	7	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0
0.03	north3_all	80	10723	4829	2145	1084	915	565	920	369	686	372	290	262	148	243	112	193	151	143	48	109	44	39	34	24	10	16	17	14	16	12	13	11	9	6	10	5	6	9	3	1	10	2	0	0	1	1	3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
0.03	north3_active	80	6473	2866	1160	505	469	244	559	157	467	224	175	162	74	158	52	131	98	104	22	53	21	24	15	13	4	6	7	6	8	7	6	4	3	3	8	1	3	7	0	1	7	1	0	0	1	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north4_all	80	10416	4689	2097	1073	857	600	846	370	692	362	310	263	159	243	114	169	143	139	47	94	39	42	29	26	15	17	16	12	19	8	14	8	9	6	13	5	4	4	4	1	7	3	1	0	1	0	5	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	6235	2806	1109	503	447	263	495	165	430	215	176	161	78	158	57	108	85	100	19	53	21	28	13	13	6	4	7	5	6	3	6	2	4	3	9	1	2	4	0	0	4	1	1	0	1	0	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10197	4511	2046	1087	877	609	825	362	666	367	324	231	159	260	105	184	138	155	50	90	33	42	35	29	13	24	13	13	16	9	12	8	12	8	19	4	0	5	3	2	13	2	2	1	0	0	6	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	5997	2669	1050	490	448	284	479	169	391	225	189	140	80	164	58	111	78	110	20	57	17	28	17	15	4	10	7	6	2	3	5	2	5	5	9	0	0	5	0	1	8	1	1	1	0	0	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10151	4602	2003	1085	870	634	807	358	692	369	303	231	151	238	87	213	128	139	43	101	29	34	29	20	17	20	10	8	16	7	16	8	11	6	13	5	1	3	1	5	8	3	2	1	0	0	4	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5944	2697	1055	489	437	296	465	161	424	224	176	136	69	152	51	141	79	91	19	62	15	19	14	7	6	10	5	3	5	2	9	3	6	4	2	2	0	3	0	2	6	1	1	1	0	0	3	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10305	4680	2004	1071	902	632	832	358	725	379	310	210	131	231	89	229	155	142	39	88	31	35	26	20	19	20	16	9	16	12	12	8	16	7	16	5	2	7	1	4	7	2	2	2	1	0	2	0	1	1	1	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
