label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91
0.03	north6_all	80	550	350	124	106	74	66	54	80	143	44	30	24	19	19	8	34	10	5	39	18	18	9	9	10	10	20	4	8	12	9	5	3	4	4	3	7	4	4	2	3	4	1	3	6	1	1	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	3	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	313	208	66	55	42	39	23	54	69	27	16	16	9	7	3	18	5	1	28	12	14	3	4	5	7	20	2	3	9	8	2	1	2	0	1	6	3	1	2	0	3	0	2	4	1	1	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	547	351	135	107	80	69	58	81	137	33	31	34	17	25	5	37	11	5	49	15	16	11	7	8	10	12	4	12	7	12	7	3	3	2	3	7	5	5	2	3	3	0	1	5	0	1	2	0	0	1	3	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	314	215	75	50	35	38	27	57	58	26	17	23	5	11	1	19	5	1	31	10	14	5	4	3	8	11	3	7	5	7	5	0	1	0	1	6	4	2	2	0	2	0	0	4	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	527	347	137	101	83	58	53	80	141	33	32	32	18	28	5	35	13	6	44	12	20	12	9	11	8	12	5	9	7	12	10	3	5	0	3	7	2	2	0	1	0	1	1	6	0	3	2	0	1	1	2	0	0	0	1	0	5	0	0	0	0	2	1	0	0	0	2	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	298	209	73	46	44	31	29	53	85	22	23	20	10	11	1	20	6	1	29	8	18	4	6	5	6	10	3	7	5	7	8	0	2	0	1	6	1	1	0	1	0	0	0	4	0	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	504	344	142	81	96	65	49	87	170	38	27	23	15	27	6	32	15	7	61	11	17	13	7	4	4	22	4	8	12	9	11	1	6	0	1	5	2	1	1	3	0	1	0	2	0	2	0	0	1	1	2	1	0	0	1	0	5	0	0	0	0	2	1	0	0	0	2	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	283	200	77	37	47	40	23	48	98	21	21	11	8	12	1	20	8	2	47	7	12	6	6	2	2	17	3	6	10	3	9	0	2	0	1	5	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	508	342	138	80	96	61	38	87	219	40	24	21	17	25	9	33	16	9	61	10	21	10	5	5	4	24	4	4	11	11	8	2	7	0	2	3	5	0	2	3	0	1	0	2	0	3	0	0	1	0	3	1	1	1	0	0	5	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	1	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	285	207	64	33	43	37	18	51	151	18	20	6	10	12	3	16	7	4	50	6	13	6	4	3	1	18	3	2	9	9	5	2	3	0	1	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	526	313	144	103	89	67	45	76	171	74	34	42	18	23	17	34	4	6	59	11	18	13	4	5	6	36	3	2	2	11	1	10	8	4	1	8	4	3	1	2	1	2	3	2	1	2	3	2	3	0	1	0	0	0	1	0	0	0	4	0	0	1	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0
0.03	north11_active	80	283	169	72	53	53	37	21	46	108	39	15	24	11	16	6	26	3	5	42	6	5	6	3	4	2	10	2	1	0	9	0	10	7	2	0	8	3	2	0	2	0	2	2	2	0	1	3	2	1	0	1	0	0	0	1	0	0	0	4	0	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	532	294	140	104	88	58	47	72	150	66	38	43	15	33	15	24	6	4	52	7	21	13	6	7	5	16	4	3	5	13	1	5	8	3	1	10	5	4	1	3	1	2	3	5	2	2	6	1	2	0	1	3	0	0	1	0	0	0	0	0	0	1	0	2	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
0.03	north12_active	80	284	164	69	51	54	33	18	47	102	40	18	27	8	26	5	15	6	3	37	3	6	6	4	5	2	13	1	1	3	11	0	5	7	2	0	10	4	1	0	3	0	2	2	5	1	2	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	535	278	147	95	82	58	45	72	144	58	37	49	19	29	15	22	8	5	50	5	23	10	6	13	8	14	2	5	11	15	2	6	6	4	3	5	6	4	2	1	1	2	3	6	3	1	6	2	1	0	1	6	0	0	0	1	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0
0.03	north13_active	80	275	154	71	46	48	30	20	48	95	36	21	35	10	26	4	12	7	5	36	3	9	5	3	2	3	10	0	3	7	12	2	5	5	3	0	5	5	0	1	1	0	2	2	5	1	1	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	526	304	144	88	86	53	50	72	158	70	36	46	18	30	10	26	15	5	44	5	13	12	8	17	5	17	2	6	14	10	3	11	2	3	5	7	4	3	1	1	1	0	3	6	3	1	6	2	1	0	5	6	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	269	168	69	43	51	25	20	50	99	52	24	34	10	24	3	17	11	2	28	4	5	8	4	3	1	12	0	3	9	9	2	7	2	2	1	7	3	0	1	1	0	0	2	5	1	1	3	2	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	541	302	142	87	82	50	50	86	160	71	32	45	20	23	10	30	13	6	44	10	11	9	8	17	5	20	2	8	10	20	5	8	4	2	6	3	6	1	2	1	1	0	1	7	2	1	2	2	2	0	4	3	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	288	165	62	39	50	25	23	60	91	52	21	39	11	18	5	21	8	3	35	8	5	7	4	5	3	15	0	5	6	19	4	4	3	1	1	3	2	0	2	1	0	0	1	6	1	1	2	2	2	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	523	322	146	93	82	53	51	94	150	61	31	40	19	27	6	30	14	8	33	11	16	12	8	10	5	34	1	7	5	17	4	8	4	3	5	3	8	2	1	0	0	0	1	4	0	0	2	1	2	0	4	0	0	3	0	4	0	0	0	0	1	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
0.03	north16_active	80	277	184	68	48	48	26	24	62	88	48	22	31	11	21	3	21	8	2	23	7	9	8	5	4	3	26	0	5	3	16	3	5	3	1	1	2	3	2	1	0	0	0	1	4	0	0	2	1	2	0	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	510	331	143	84	79	61	49	121	172	65	25	26	15	22	10	31	12	6	33	13	18	17	5	12	5	26	6	6	5	17	3	10	5	2	1	3	9	2	3	0	0	2	1	5	1	0	4	0	2	0	4	0	0	3	0	3	6	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
0.03	north17_active	80	271	193	69	38	45	28	27	86	103	48	21	19	7	16	4	20	6	3	22	9	10	13	3	6	3	20	3	5	4	14	2	3	3	0	0	2	3	2	1	0	0	0	1	4	0	0	4	0	2	0	4	0	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	514	320	158	84	79	64	47	117	175	51	30	29	20	20	10	26	8	7	28	11	25	15	7	8	3	26	7	5	6	5	2	9	6	2	1	5	5	2	3	1	2	2	1	5	1	0	4	0	0	0	0	0	0	3	0	2	6	0	0	0	1	0	0	0	0	1	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
0.03	north18_active	80	259	200	72	37	38	31	23	82	118	29	19	17	11	15	4	15	4	4	19	8	17	12	4	3	1	18	4	5	2	1	1	2	4	0	0	2	2	2	0	1	1	0	1	4	0	0	4	0	0	0	0	0	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north19_all	80	515	324	153	73	72	57	52	120	177	58	31	35	17	20	8	30	8	7	48	7	22	10	8	12	3	29	6	2	7	8	2	11	4	0	2	6	5	2	5	1	3	2	2	3	2	0	5	0	3	0	0	0	0	0	0	1	6	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	263	198	72	34	34	27	27	87	117	30	18	20	10	14	2	15	3	6	37	4	16	10	4	6	1	23	4	2	3	3	0	3	2	0	1	2	3	2	0	1	1	0	1	2	0	0	5	0	1	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	508	293	155	81	76	51	47	103	152	75	31	47	23	17	8	29	8	7	47	7	26	8	8	15	4	33	4	8	15	4	3	7	4	3	2	6	4	0	3	1	3	3	1	2	1	0	3	0	3	0	0	0	0	0	0	0	6	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	north20_active	80	262	177	76	41	40	26	18	63	103	42	12	27	11	9	1	11	3	6	40	6	19	7	4	8	1	27	2	3	4	2	1	5	2	2	1	3	2	0	0	1	1	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	494	286	135	85	81	62	39	91	119	46	19	38	18	14	12	32	21	8	21	3	17	3	9	7	4	12	2	3	16	3	6	9	2	2	2	4	2	5	2	3	3	3	1	4	2	1	3	0	2	1	0	1	1	0	2	0	0	2	3	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	248	174	64	30	41	27	14	54	61	31	12	17	9	10	4	15	7	3	16	0	9	2	5	4	2	4	0	2	14	2	1	5	0	1	1	3	2	3	2	2	0	2	0	3	1	0	1	0	2	1	0	1	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	500	272	126	92	72	53	45	95	163	44	21	34	20	10	12	29	20	9	28	4	16	4	4	7	4	10	1	5	18	2	9	11	1	1	2	3	5	4	3	3	0	3	1	1	2	1	3	1	0	1	0	2	0	0	2	2	0	2	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1
0.03	south22_active	80	264	164	53	41	34	21	17	57	86	26	14	16	11	8	4	19	5	2	19	1	7	1	0	3	1	4	0	4	7	1	2	8	0	1	1	3	5	2	3	1	0	2	0	0	1	0	1	1	0	1	0	1	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
0.03	south23_all	80	522	277	131	91	71	60	44	109	200	53	21	27	21	12	11	30	15	13	37	6	13	8	5	5	5	20	1	6	18	5	9	8	1	0	1	3	3	4	3	3	0	1	0	5	2	2	5	2	0	1	0	1	0	0	3	3	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south23_active	80	271	157	62	41	31	30	17	72	111	34	12	14	11	8	4	21	4	7	27	4	7	4	1	2	3	6	0	4	3	5	4	5	1	0	1	3	3	2	3	1	0	1	0	0	1	0	3	2	0	1	0	0	0	0	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_all	80	541	278	119	101	63	52	46	120	211	48	24	32	20	10	10	41	10	14	43	11	14	11	9	6	3	20	0	5	17	5	7	9	1	2	0	3	3	2	3	2	2	0	0	5	3	2	9	2	1	1	3	2	0	1	2	3	3	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	293	153	57	54	30	23	19	85	120	28	16	15	10	4	5	31	4	8	33	7	10	5	4	3	2	7	0	3	2	5	4	7	1	1	0	3	3	1	3	1	2	0	0	0	1	0	7	2	1	1	0	0	0	0	2	1	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	550	316	122	90	68	54	51	110	162	52	27	34	19	13	10	38	10	11	45	13	21	8	7	6	3	22	1	5	11	4	4	8	2	2	0	3	5	1	1	1	2	0	0	6	2	1	8	2	2	1	3	1	1	1	1	2	8	2	1	0	0	0	0	0	0	0	0	0	3	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	295	177	66	48	33	27	19	83	101	30	16	18	10	5	5	25	5	7	37	10	17	5	4	3	3	8	1	2	3	4	2	8	2	1	0	1	2	0	1	1	2	0	0	1	1	0	7	2	2	1	0	0	1	0	1	2	6	1	1	0	0	0	0	0	0	0	0	0	2	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	532	315	131	85	73	49	47	118	171	61	34	32	18	21	11	33	16	12	59	14	19	6	10	5	4	18	2	7	11	3	2	11	4	2	0	4	4	0	2	3	2	0	0	5	1	1	6	1	2	1	3	3	2	1	0	4	9	1	2	0	0	0	0	0	0	0	0	0	3	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	288	176	73	49	35	27	18	88	116	38	19	18	9	12	8	18	10	4	50	10	13	2	7	5	2	11	2	3	4	3	1	11	3	1	0	2	1	0	1	2	2	0	0	1	0	0	5	0	2	1	0	1	1	0	0	4	7	0	2	0	0	0	0	0	0	0	0	0	2	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	495	317	139	77	76	41	51	111	179	63	32	25	17	22	15	28	20	12	60	11	22	9	6	3	4	22	3	9	15	9	3	8	3	0	3	5	5	0	1	3	3	1	0	4	2	1	1	1	3	0	3	2	2	0	0	4	9	0	1	0	0	0	0	0	1	1	0	0	3	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	259	185	82	43	37	23	18	77	126	39	17	16	10	13	9	14	12	4	49	7	17	6	3	3	1	13	3	3	12	6	2	8	2	0	2	3	1	0	0	2	3	1	0	3	1	0	0	0	2	0	0	1	1	0	0	4	7	0	1	0	0	0	0	0	1	0	0	0	2	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	498	308	146	81	79	44	54	94	212	63	33	27	20	25	17	22	23	12	51	9	22	11	7	5	7	19	5	10	15	12	4	12	3	0	4	9	6	1	2	3	1	1	1	3	2	1	0	2	2	1	2	3	2	0	0	3	2	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	254	179	83	41	37	20	26	56	159	39	12	16	10	18	7	12	13	3	38	5	19	7	3	5	1	9	4	4	14	9	3	7	2	0	3	5	1	0	1	2	1	1	1	2	1	0	0	1	1	1	2	1	0	0	0	3	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	497	310	136	83	74	49	55	98	225	55	35	31	16	23	16	19	22	11	57	7	13	14	5	9	8	43	5	11	14	12	5	7	0	1	6	7	5	1	2	1	1	1	1	3	2	0	0	1	1	1	2	2	2	0	0	2	1	0	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	247	170	72	39	39	21	28	64	177	31	10	19	9	15	6	13	12	5	41	3	13	10	1	6	1	32	4	6	12	9	3	1	0	0	3	5	1	0	2	1	1	1	1	2	1	0	0	1	0	1	2	1	0	0	0	2	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	517	334	136	83	82	54	58	98	211	50	37	33	24	24	17	15	19	9	44	4	14	12	8	11	9	40	5	6	16	8	5	8	3	3	6	4	4	1	2	3	0	0	1	6	1	0	0	1	0	1	3	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	257	180	57	34	43	21	28	61	152	29	13	20	13	15	5	8	10	4	32	1	14	9	3	8	1	30	3	5	15	5	3	2	0	0	4	2	0	0	2	3	0	0	1	0	1	0	0	1	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	489	275	135	85	81	59	51	76	156	55	30	26	18	17	9	24	4	10	19	7	25	11	8	8	4	4	5	5	5	8	1	8	7	4	1	5	5	0	1	0	0	0	0	3	1	1	0	0	1	0	3	1	0	2	1	4	1	0	0	1	1	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south31_active	80	243	145	60	37	36	23	28	45	117	33	17	15	7	9	3	9	3	5	14	5	13	5	2	3	1	3	1	5	1	7	0	6	5	3	0	4	2	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	2	1	4	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_all	80	480	261	127	70	88	56	41	70	115	52	26	22	23	17	10	30	7	11	12	10	29	12	7	7	3	2	4	3	5	11	1	8	5	3	2	4	4	0	1	1	0	0	1	3	1	0	0	0	1	0	2	2	0	3	1	4	0	0	0	2	1	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	238	135	57	28	38	19	24	36	93	31	16	15	12	8	3	15	4	6	8	6	17	5	2	3	0	1	2	3	1	7	0	6	4	3	0	4	2	0	1	1	0	0	1	1	1	0	0	0	1	0	1	2	0	3	1	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	466	269	132	79	94	66	34	64	112	45	25	23	27	17	8	30	6	13	11	9	18	11	7	8	4	3	5	1	4	7	0	6	5	3	2	4	3	1	1	1	1	0	1	7	0	0	0	0	0	0	2	2	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	230	143	60	37	41	27	16	35	84	30	14	16	16	7	4	15	4	6	6	4	10	7	2	3	1	2	3	1	2	3	0	6	4	2	0	4	1	0	1	1	1	0	1	6	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
