label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north1_all	80	8311	4835	2624	1118	757	912	550	389	458	204	212	238	119	163	89	55	37	46	48	37	53	46	17	15	7	11	13	4	6	5	2	2	1	5	3	1	4	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	4376	2937	1516	539	342	535	286	194	292	88	120	146	72	104	45	30	23	27	28	25	30	32	10	9	3	6	7	4	4	5	1	1	0	4	2	1	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	8267	4833	2662	1095	755	917	529	375	404	193	188	239	112	164	75	57	41	49	44	51	53	47	14	14	9	10	10	6	6	7	4	3	1	6	5	7	4	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	north2_active	80	4427	2991	1534	533	347	506	273	193	245	83	98	153	67	101	40	33	25	31	23	35	34	34	9	7	5	5	7	6	3	3	2	1	0	4	2	6	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	8223	4673	2680	1114	772	979	550	365	403	181	187	212	113	167	69	59	45	47	40	42	57	54	15	12	11	10	7	12	5	8	5	2	0	4	6	9	2	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	4428	2821	1590	558	369	577	276	176	242	80	93	127	70	101	34	30	29	31	23	27	39	42	8	7	6	5	6	8	2	2	2	0	0	2	2	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8222	4624	2665	1119	768	996	566	341	406	173	197	204	133	155	69	56	49	41	36	45	46	64	10	13	11	8	21	15	2	6	6	1	1	6	4	8	3	0	3	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	4433	2808	1533	548	376	590	280	163	243	75	94	121	90	90	31	29	26	27	22	30	36	45	3	7	7	4	5	11	1	0	3	0	0	2	1	5	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8222	4704	2667	1173	736	973	599	343	439	163	220	202	139	135	76	47	45	48	42	45	46	77	14	12	13	6	19	15	3	6	7	1	1	5	3	9	3	1	2	0	0	1	1	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	4364	2775	1553	553	345	567	328	162	251	78	121	119	89	79	37	24	22	28	29	24	37	52	2	7	6	3	3	11	1	1	4	0	0	3	0	7	3	1	1	0	0	1	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	8231	4709	2654	1142	719	972	592	336	444	160	218	209	148	114	80	44	43	54	54	40	41	75	16	16	12	3	28	7	2	4	5	1	3	7	0	4	3	1	2	1	0	1	1	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	4344	2805	1523	524	326	553	320	164	257	77	124	116	92	67	39	17	17	32	38	22	25	48	3	10	5	1	10	6	0	1	4	0	2	3	0	2	3	1	1	1	0	1	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8177	4757	2660	1131	715	994	581	353	467	175	222	207	152	123	72	49	42	51	66	33	73	64	15	15	11	3	20	3	4	5	7	2	2	5	0	4	0	1	0	1	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	4380	2806	1550	510	321	561	325	173	276	97	121	111	87	69	37	19	17	29	45	19	49	41	3	9	5	1	13	2	1	2	6	1	2	2	0	3	0	1	0	1	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8188	4699	2684	1124	735	991	569	354	514	184	226	221	145	131	77	52	46	57	56	35	70	69	10	14	5	6	20	3	6	5	7	2	2	5	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	4395	2768	1554	526	335	566	312	180	308	99	118	121	84	82	40	19	23	27	36	23	42	36	2	10	2	1	14	2	2	2	5	1	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8342	4732	2688	1158	757	1008	547	368	479	182	212	198	147	146	69	60	45	46	46	47	77	52	13	15	6	7	24	7	5	7	6	1	2	5	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	4499	2798	1531	537	363	582	290	175	291	94	108	101	93	94	34	26	21	20	29	35	55	28	4	9	2	2	16	4	2	4	4	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8318	4791	2635	1121	775	990	545	367	465	199	198	194	146	141	74	61	45	44	49	53	68	54	12	17	6	9	14	8	8	7	2	1	0	2	4	5	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north10_active	80	4458	2835	1523	512	376	592	283	183	289	97	106	100	91	90	38	25	18	17	30	39	47	34	4	12	2	5	9	4	3	5	1	1	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	8300	4747	2688	1160	736	938	566	347	438	195	219	205	127	154	58	57	48	50	37	44	39	39	18	12	4	11	13	8	8	5	6	3	2	4	2	6	3	2	1	1	2	0	2	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	4458	2809	1601	577	318	546	307	181	257	92	112	131	79	90	29	28	23	32	20	29	26	24	9	8	2	7	6	4	1	2	1	1	1	4	1	3	2	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	8234	4814	2605	1178	738	952	568	333	460	190	212	190	122	163	64	66	47	47	44	41	44	44	20	12	9	11	17	12	6	7	6	5	1	5	3	6	2	3	1	0	1	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4404	2856	1518	561	314	567	305	176	267	89	105	113	66	103	32	31	19	24	24	25	28	27	9	6	4	7	8	8	1	2	1	3	1	4	1	3	0	1	0	0	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8202	4735	2591	1125	742	920	568	338	439	202	214	199	119	166	71	65	40	39	54	34	38	37	21	16	13	10	15	11	5	7	3	3	3	3	4	6	1	2	0	3	1	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
