label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168
0.03	north6_all	80	2711	2037	3191	853	592	883	552	381	416	386	312	392	268	298	109	107	106	119	63	71	90	67	65	92	66	48	41	53	33	70	35	28	65	39	25	19	19	40	25	31	10	35	15	16	12	41	16	7	8	21	9	11	8	5	3	8	14	8	5	2	4	7	8	3	14	8	7	18	4	9	5	8	4	2	4	2	5	3	2	6	3	1	1	4	2	1	2	2	3	1	5	0	1	2	1	1	0	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1191	1166	2058	471	287	563	322	230	246	230	200	244	176	195	56	66	60	77	25	39	43	27	26	66	38	26	18	24	14	41	14	15	34	28	15	10	10	21	13	20	3	23	7	8	8	33	7	1	8	12	6	8	5	2	1	2	7	4	2	1	3	3	0	0	9	5	4	17	1	6	4	5	3	2	2	2	4	1	0	4	3	1	0	3	1	1	2	1	1	0	3	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2750	2049	3145	920	586	840	524	376	442	349	327	375	283	301	130	117	106	123	73	67	89	61	69	78	61	56	51	48	30	68	38	32	60	38	20	17	22	45	24	27	9	57	14	16	17	41	15	8	9	23	13	10	5	4	8	6	20	8	7	1	7	9	12	4	14	6	6	15	5	9	5	11	1	4	3	4	4	5	4	7	6	0	3	6	2	1	3	3	2	0	3	0	0	0	1	1	1	1	1	1	2	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1216	1212	2083	509	252	540	310	220	272	194	206	221	171	203	67	76	59	75	35	34	48	25	34	52	36	29	24	20	15	46	15	18	30	25	11	8	12	23	9	14	2	30	7	9	10	32	8	1	9	14	9	8	2	2	3	3	14	5	4	1	3	5	4	1	11	3	3	15	0	6	4	7	1	4	3	4	3	1	2	5	6	0	3	4	1	1	3	1	0	0	2	0	0	0	1	0	0	1	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2785	2009	3065	869	560	809	517	346	441	348	312	350	270	294	115	114	100	103	75	63	96	54	69	91	56	49	73	52	23	81	34	29	58	43	12	21	19	47	29	20	7	45	14	13	18	38	21	7	10	17	11	9	3	3	13	9	14	8	6	2	7	12	18	5	15	5	5	13	3	7	12	10	0	7	3	3	5	5	4	6	4	0	3	5	3	1	1	6	2	0	1	0	0	2	1	2	1	2	0	1	1	0	3	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1235	1150	2036	475	245	527	306	193	258	194	199	220	155	192	53	66	57	56	40	32	48	23	34	59	34	22	42	19	11	46	18	16	29	28	6	9	11	27	13	11	1	25	6	7	11	30	15	2	7	9	7	6	0	0	7	5	10	5	4	2	3	7	14	3	11	2	1	13	0	6	10	5	0	6	2	2	2	0	2	5	3	0	3	4	2	1	1	2	0	0	0	0	0	1	1	0	0	2	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2827	1958	2849	804	538	776	476	335	442	321	278	318	263	270	111	105	99	88	81	67	91	55	60	95	57	46	77	49	22	75	29	35	44	32	13	22	16	38	26	18	10	53	10	8	19	25	18	8	13	16	9	10	3	6	17	11	14	7	6	1	6	8	18	7	7	8	3	5	4	2	11	8	2	7	4	3	12	4	3	4	5	0	5	3	2	0	1	6	1	1	1	1	0	2	1	1	1	2	1	2	0	0	6	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	1266	1099	1910	425	222	488	275	177	249	185	155	203	154	162	53	56	46	51	46	30	41	24	34	59	33	23	44	26	12	41	15	17	19	21	8	11	8	22	13	9	2	29	6	4	13	18	10	3	8	9	6	6	1	0	9	8	10	4	4	1	2	5	15	4	4	3	1	5	1	0	8	6	1	6	3	2	9	0	2	3	4	0	4	2	2	0	1	3	1	0	1	0	0	1	1	0	0	2	1	1	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2830	1825	2608	763	514	713	463	336	394	336	254	293	239	232	85	98	83	60	69	66	99	52	57	91	62	50	73	52	17	68	30	35	40	41	16	20	14	32	22	13	12	44	15	6	10	14	20	8	14	19	9	12	5	7	13	12	3	4	5	2	4	5	18	6	4	9	3	3	3	2	11	4	2	6	4	2	9	7	0	4	3	1	7	1	1	1	1	7	2	1	1	2	0	2	0	1	0	2	1	1	1	0	4	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	1281	969	1690	391	219	441	267	179	209	189	147	192	134	127	41	44	35	30	34	28	44	21	31	55	41	24	41	27	9	39	17	19	26	29	5	13	6	20	13	7	2	27	8	2	7	8	12	3	8	10	5	7	2	1	7	8	1	2	3	2	2	4	16	4	1	6	1	3	1	0	8	3	1	5	2	1	7	3	0	2	2	1	6	0	1	0	1	4	1	0	1	0	0	1	0	0	0	2	1	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2741	2027	3164	890	509	842	506	395	449	332	289	333	295	282	103	120	101	108	93	57	68	67	60	93	50	69	79	68	43	69	25	34	64	44	11	20	19	34	29	39	14	44	11	9	21	22	20	9	16	20	15	4	9	5	12	5	10	7	3	4	7	7	17	8	8	4	4	21	3	16	7	9	3	5	0	1	13	2	5	9	3	2	2	5	3	4	2	3	1	1	1	3	2	2	0	0	2	1	1	1	1	0	3	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	1253	1127	2112	566	253	522	318	229	299	187	167	213	161	189	41	55	46	59	45	22	34	33	25	51	25	50	52	37	20	44	13	19	50	28	4	11	8	21	15	16	4	36	7	4	10	7	14	5	7	15	10	0	4	2	7	4	6	1	0	3	1	4	11	5	7	0	2	11	2	14	3	5	2	2	0	0	8	0	2	8	0	1	0	3	2	2	0	3	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	2733	2040	3062	891	539	878	513	398	401	356	293	351	290	293	116	118	111	97	95	53	77	68	49	101	56	73	66	66	32	64	23	27	68	45	12	22	18	39	33	35	11	40	9	7	15	26	12	8	20	10	13	4	14	5	11	5	17	3	6	6	6	6	20	8	8	5	5	11	4	17	5	2	2	12	1	1	15	2	4	9	1	1	9	2	3	3	1	3	1	2	0	3	1	2	0	0	1	1	0	1	1	0	3	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	1268	1156	2051	552	259	541	325	241	268	203	174	222	167	194	48	54	53	58	55	28	39	36	22	63	28	49	42	42	15	40	11	14	57	25	4	10	4	23	19	18	2	28	8	1	6	9	7	5	11	6	10	1	7	2	8	5	8	0	0	3	4	3	15	5	6	0	4	7	3	15	4	0	2	9	1	0	10	0	1	5	0	1	7	2	2	1	0	3	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	2730	2082	3163	857	550	886	497	396	454	379	278	358	277	308	124	117	93	100	88	64	74	67	41	100	64	74	69	66	27	66	33	26	62	45	15	21	16	44	31	39	14	33	9	11	11	33	9	8	18	11	10	4	13	5	9	4	16	4	4	4	6	3	16	7	6	6	5	12	2	10	4	3	3	13	1	1	10	7	0	9	5	0	10	2	1	1	0	3	2	3	0	2	2	1	0	0	1	0	1	2	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	1248	1159	2154	500	257	538	306	239	294	226	175	224	160	198	52	63	48	60	44	33	40	32	19	67	36	49	39	46	13	48	14	11	47	27	5	11	6	24	20	22	3	14	7	4	5	17	6	4	9	5	8	3	7	2	6	4	8	1	0	1	4	2	11	5	5	1	4	7	2	7	2	2	3	11	1	1	4	4	0	5	3	0	8	2	0	1	0	3	1	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	2694	2062	3131	832	534	883	507	386	451	380	297	341	271	309	116	117	113	89	90	77	69	69	38	102	72	75	72	63	26	76	34	25	65	40	16	24	17	45	23	41	15	42	11	11	13	35	9	9	19	9	7	5	11	8	7	5	21	4	6	4	6	2	18	3	8	4	5	14	5	4	4	3	1	12	3	1	7	5	0	5	4	0	11	1	1	1	1	0	2	3	0	1	1	1	0	1	0	0	1	2	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1226	1143	2124	474	249	521	278	228	280	211	195	211	159	196	50	60	57	48	43	39	36	34	18	72	42	47	38	43	16	53	17	15	47	24	5	12	7	25	16	24	3	25	6	5	11	22	7	5	11	4	6	3	5	4	3	3	10	2	0	0	3	1	14	2	6	2	4	10	3	2	2	2	1	10	2	1	3	4	0	1	3	0	9	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2674	2092	2989	875	515	887	531	401	488	378	299	316	274	298	114	107	105	95	88	78	67	76	35	88	78	74	67	44	33	71	37	36	56	35	18	24	16	43	23	37	14	44	12	12	11	41	7	9	16	17	6	8	8	9	8	5	15	6	3	3	6	1	21	4	10	2	2	11	4	5	5	5	2	9	2	2	4	7	0	7	4	1	10	1	1	2	1	0	2	4	0	1	1	0	0	1	0	0	1	2	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1196	1169	2025	490	243	539	289	239	295	209	184	206	161	176	53	53	51	52	40	33	39	35	17	60	45	43	33	27	17	41	16	18	36	21	5	10	11	25	13	28	2	30	6	9	9	29	4	4	9	8	3	5	2	5	4	3	9	3	0	0	4	1	14	2	9	2	1	6	1	2	2	3	1	6	1	2	3	6	0	2	3	1	9	1	0	1	0	0	2	3	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2659	2023	3049	914	516	867	533	398	491	371	298	327	270	296	97	101	132	103	94	71	57	73	45	99	73	82	67	40	28	75	24	38	68	40	19	24	19	41	26	29	10	49	11	9	15	30	9	8	11	18	5	9	9	9	7	7	10	8	3	2	4	3	20	6	8	7	2	11	6	8	6	12	1	6	3	2	4	3	1	13	2	2	3	1	1	3	4	0	1	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1186	1137	2058	532	261	548	283	247	295	199	171	204	171	175	50	44	64	52	44	32	34	36	20	64	34	57	37	25	14	36	11	21	47	25	6	8	13	30	12	20	3	33	5	7	10	23	4	4	6	8	2	7	3	6	4	5	7	5	0	0	2	2	11	4	7	5	1	7	1	3	1	10	0	3	1	2	3	2	0	2	2	2	2	1	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2729	1996	3035	900	502	843	495	389	506	355	300	347	241	282	107	97	125	103	91	58	67	74	49	93	84	82	69	41	29	71	27	34	67	44	19	20	21	46	27	25	7	40	13	12	17	31	13	11	16	17	4	15	7	12	6	11	7	7	3	3	3	5	19	8	7	6	2	7	5	6	7	12	1	4	3	1	4	5	2	20	0	3	1	2	1	2	3	2	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1211	1115	2053	513	247	520	281	242	306	197	172	224	148	145	54	47	60	55	48	25	44	35	25	54	44	61	39	25	13	35	12	17	46	26	6	8	14	30	12	14	2	30	7	8	11	20	7	2	8	9	2	11	1	6	4	9	5	4	1	1	3	2	12	4	7	4	2	5	0	3	2	9	0	1	1	1	2	3	1	6	0	3	0	2	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
