label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123
0.03	south21_active	80	6559	2142	2723	553	442	294	365	186	309	317	340	209	141	118	204	57	176	116	43	47	122	31	109	29	75	25	15	15	21	48	16	14	20	35	30	30	2	2	18	5	7	7	8	9	3	3	9	4	3	3	2	2	8	3	3	6	3	3	5	0	0	1	2	1	1	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10956	3842	4183	1140	921	618	695	413	564	564	554	367	282	248	344	119	295	178	91	93	191	73	174	63	118	50	31	37	43	86	32	32	28	54	35	33	12	12	46	11	20	10	16	12	4	6	14	7	5	13	5	5	13	5	6	7	4	7	4	1	2	0	3	0	1	1	0	4	1	5	4	2	0	0	1	5	1	2	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	6974	2229	2668	537	439	287	359	186	296	334	308	211	140	127	200	53	190	109	36	51	130	34	109	32	80	20	15	19	16	61	17	19	18	32	23	29	8	4	29	4	12	8	8	9	0	2	11	3	1	2	2	2	8	4	4	5	3	2	4	1	0	0	2	0	0	1	0	4	0	2	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11182	3932	4366	1133	888	638	720	415	577	570	557	395	270	264	331	130	300	187	81	81	188	76	163	60	110	50	40	39	42	96	39	30	37	53	33	25	13	11	39	20	23	8	20	16	4	10	14	8	4	12	4	4	11	5	8	5	1	5	3	3	1	1	4	1	2	1	0	4	1	3	3	1	0	1	1	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	7168	2287	2765	544	407	296	369	208	303	337	320	236	144	146	198	57	203	114	34	43	131	36	110	34	69	23	18	19	17	73	19	16	21	36	24	20	9	4	28	11	12	7	8	12	1	6	12	4	2	4	1	2	7	4	5	5	1	1	3	1	0	1	2	1	1	1	0	4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11127	3885	4284	1119	901	632	691	428	594	560	539	410	277	252	343	140	302	167	100	89	204	78	176	53	97	44	41	39	38	87	39	26	40	49	22	33	13	13	53	20	15	9	19	17	7	11	19	7	5	13	5	4	7	4	9	1	2	1	3	3	1	1	3	3	1	1	0	5	1	2	4	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	7161	2274	2723	512	422	292	349	212	332	329	300	241	153	150	225	61	199	98	49	44	144	29	123	28	61	23	17	21	19	64	21	16	22	35	15	27	9	6	41	9	9	7	8	9	2	8	16	4	1	7	1	3	5	2	5	1	2	0	2	1	0	1	1	1	1	1	0	4	0	1	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	11119	3914	4339	1152	858	651	672	432	577	563	595	408	249	259	360	149	290	164	100	93	196	76	159	51	87	49	45	43	33	78	35	23	41	43	24	30	12	12	37	17	9	9	15	16	7	11	17	7	7	11	4	8	2	2	11	5	3	1	4	4	0	1	2	6	1	1	0	1	1	4	4	0	0	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	7055	2318	2807	554	391	284	353	201	345	311	368	245	145	166	244	67	190	92	52	45	132	29	116	26	52	28	18	22	17	57	19	11	21	27	14	18	9	7	27	8	4	6	7	7	3	9	11	3	3	8	0	4	1	0	8	3	3	1	3	1	0	1	0	2	1	1	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	11157	3955	4284	1165	862	609	671	424	598	569	607	417	239	258	373	144	289	177	101	104	197	75	154	53	99	49	44	39	35	63	27	32	36	36	20	41	12	16	37	8	4	10	9	15	5	8	13	9	7	11	4	9	4	1	7	4	5	2	3	5	0	1	3	5	2	0	0	3	0	2	3	0	0	2	0	4	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	7070	2328	2711	551	399	271	348	198	369	325	396	252	143	163	261	60	196	101	57	53	119	34	104	27	59	29	18	20	17	44	11	11	19	17	10	19	8	9	25	1	0	5	6	5	2	7	7	4	3	8	1	4	0	0	5	2	3	1	2	2	0	1	1	1	2	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	11172	4003	4256	1205	876	633	692	431	561	602	623	403	235	246	342	151	279	200	103	88	169	75	161	56	103	46	44	33	36	72	25	26	40	35	24	35	19	19	25	12	4	9	7	12	5	7	9	13	5	9	5	7	8	8	7	6	9	3	9	5	0	0	4	3	2	0	0	3	2	2	0	1	1	2	1	5	1	0	1	0	0	2	0	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	6993	2368	2723	566	409	274	364	184	333	346	406	232	129	141	230	74	185	134	58	43	104	36	91	36	58	29	20	17	18	50	11	5	24	9	16	14	13	9	9	5	1	4	4	2	2	3	2	8	4	5	1	2	3	4	7	3	7	1	7	3	0	0	2	1	2	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	11105	3969	4219	1186	893	645	646	444	562	570	553	374	254	243	334	133	282	199	87	88	168	65	175	61	125	49	47	34	36	83	25	32	33	44	26	29	27	19	31	16	5	9	10	7	5	8	12	13	4	7	4	9	10	9	5	4	7	4	12	4	1	1	5	1	3	0	0	5	3	2	0	2	1	2	1	2	1	0	1	0	0	1	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	6954	2312	2679	540	435	301	333	202	346	333	346	223	145	132	202	67	180	131	48	48	106	38	95	34	72	31	21	16	16	63	8	9	23	15	18	10	20	8	13	10	2	5	7	1	1	2	5	9	2	3	2	2	3	6	4	1	5	1	10	2	0	0	4	1	2	0	0	2	1	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10992	3976	4248	1139	912	676	662	456	527	576	538	347	267	252	364	144	243	205	104	78	180	55	197	57	148	43	52	30	39	83	29	30	34	52	31	23	31	20	36	20	5	10	9	8	7	8	10	9	9	10	4	6	10	9	4	4	6	2	15	4	2	2	6	1	3	1	0	7	3	0	0	2	1	0	1	1	1	0	1	0	1	1	0	4	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6875	2298	2740	514	456	324	343	211	310	356	329	207	156	129	219	72	143	138	57	43	130	26	111	27	94	26	24	12	20	63	8	13	25	26	23	8	22	8	20	12	3	4	6	1	2	3	6	5	6	5	2	0	4	6	3	2	5	0	12	3	0	0	6	1	2	1	0	4	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	11118	3862	4215	1163	886	662	635	450	529	573	543	365	253	268	371	128	244	192	116	82	200	61	205	54	126	34	52	35	37	80	30	22	23	49	38	32	27	19	41	26	8	11	9	8	5	6	16	9	12	8	2	5	9	5	6	3	4	2	11	5	2	2	5	1	2	2	0	5	3	0	2	2	0	0	0	2	1	0	1	0	1	3	0	0	0	2	0	0	0	0	0	0	2	1	0	0	2	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	7076	2205	2754	545	441	316	324	212	313	355	341	226	147	151	224	61	149	120	64	50	146	30	130	24	85	17	28	13	19	59	9	15	10	32	29	17	16	7	26	18	4	4	5	2	1	3	9	3	8	3	1	0	7	2	5	1	3	1	9	4	0	0	5	1	1	2	0	3	1	0	2	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10152	3613	3552	1081	865	625	619	434	534	465	476	337	262	237	291	120	214	198	88	72	147	64	138	47	107	50	35	53	33	71	29	42	35	44	24	25	18	9	25	15	16	6	12	9	8	4	9	10	11	12	4	3	7	5	2	2	5	2	8	1	4	1	0	1	4	1	0	0	1	1	4	1	2	1	1	4	1	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	6345	2073	2254	517	420	281	307	209	284	250	297	195	146	126	162	64	134	126	45	36	71	35	89	24	75	23	18	24	13	37	13	18	18	32	17	14	14	2	12	8	8	4	6	7	5	0	2	5	8	2	2	2	2	2	1	1	2	2	2	0	1	1	0	0	2	0	0	0	0	0	2	1	2	0	0	4	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	10574	3759	3804	1140	845	626	638	404	566	510	514	328	271	244	301	140	235	208	91	87	161	62	132	58	100	50	36	44	37	67	35	38	34	50	18	33	24	10	25	16	16	6	10	8	6	5	7	9	10	13	6	2	6	5	5	3	3	3	9	2	6	1	0	3	4	1	0	3	1	1	0	1	4	1	2	2	0	2	0	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	6625	2154	2459	539	412	276	321	193	303	299	326	194	147	140	173	69	152	128	50	46	88	33	84	32	66	25	20	16	17	41	13	17	16	29	10	24	18	3	17	9	10	4	6	5	3	0	2	3	7	3	3	2	2	2	2	1	1	2	2	0	1	1	0	0	3	0	0	0	0	0	0	1	2	0	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	11120	3879	4093	1188	832	619	660	412	599	550	575	353	275	250	309	135	265	181	109	93	166	63	133	55	106	45	38	46	39	81	33	36	34	49	28	40	25	14	40	21	17	4	9	11	8	12	9	8	5	10	5	4	11	3	3	4	6	3	13	2	6	1	1	3	3	1	0	3	1	0	0	1	4	2	1	2	0	3	0	0	1	1	2	3	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	7003	2242	2726	565	402	289	340	186	332	365	381	221	154	132	195	64	167	109	55	52	88	34	84	28	71	22	21	19	20	60	13	21	18	23	12	26	16	6	21	12	10	2	3	5	4	7	4	1	4	2	3	2	8	1	1	1	4	2	7	0	3	1	0	1	2	0	0	0	0	0	0	1	2	1	1	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	11294	3869	4281	1214	833	595	696	411	605	616	578	359	270	278	354	165	266	197	117	104	202	60	107	52	90	36	39	42	42	95	30	33	35	47	34	34	27	14	34	22	16	8	7	14	9	11	12	7	6	5	4	10	11	4	5	5	4	2	14	3	6	1	2	3	2	2	0	3	1	1	0	0	3	2	1	2	0	2	0	0	1	1	2	2	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	7062	2254	2814	553	394	276	378	177	351	427	366	211	148	150	248	81	171	126	57	59	123	33	61	27	55	21	21	16	20	72	11	19	17	19	18	22	16	7	19	14	7	6	1	5	5	7	9	1	3	3	1	6	7	1	3	2	3	1	10	0	4	1	1	1	1	0	0	0	0	1	0	0	1	1	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_all	80	11250	3934	4204	1208	848	601	692	440	635	605	590	351	270	269	395	162	241	183	110	96	203	66	134	54	95	31	42	41	34	82	22	27	32	42	42	35	22	15	34	24	15	10	6	13	12	11	17	6	5	5	4	13	11	6	5	6	4	2	14	2	4	1	4	4	0	2	4	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_active	80	7012	2300	2772	561	397	273	395	194	383	418	373	205	154	152	275	78	170	120	48	61	134	36	81	23	60	17	19	12	12	61	11	18	14	21	22	19	12	8	18	15	8	7	0	4	7	8	11	1	3	4	2	5	6	2	3	3	3	0	11	0	4	1	2	2	0	0	3	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_all	80	11312	3965	4372	1233	842	609	679	426	619	627	568	362	252	266	375	153	261	190	98	92	205	64	164	52	84	40	41	47	36	88	29	32	27	44	43	32	21	16	26	30	14	10	8	14	10	3	18	12	7	4	7	15	16	6	5	5	3	2	9	3	3	1	4	2	2	2	4	3	1	1	1	0	1	2	0	0	1	0	1	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	7077	2336	2903	573	400	287	390	190	381	415	372	207	137	151	252	81	193	123	40	56	147	30	104	22	45	18	17	22	14	58	15	17	11	22	27	16	12	9	11	18	6	7	0	4	5	1	12	5	2	4	4	6	8	2	3	3	0	0	8	0	3	1	2	2	0	1	3	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south37_all	80	11241	4013	4266	1229	851	623	675	433	609	581	592	369	253	249	365	129	232	210	81	73	199	68	188	53	103	39	46	46	28	95	29	30	33	38	38	33	25	19	22	21	10	6	10	13	14	2	13	12	6	6	8	13	13	4	10	5	3	3	3	3	3	1	4	2	3	2	4	3	2	1	1	0	1	1	0	3	1	0	1	0	2	4	0	0	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south37_active	80	7033	2343	2790	598	402	300	385	192	365	365	388	218	137	145	236	68	157	136	45	43	141	26	112	23	63	17	17	24	12	68	15	15	19	28	25	14	13	9	13	12	3	2	0	8	6	1	9	5	2	4	5	6	5	2	5	2	0	0	3	0	1	1	2	2	0	1	3	1	0	0	0	0	1	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south38_all	80	11408	4007	4278	1162	822	614	667	430	591	605	582	395	258	260	349	126	259	200	96	77	181	73	212	56	110	39	46	47	32	79	31	33	42	38	34	40	27	20	29	21	11	6	13	14	12	3	14	11	7	9	10	5	14	4	8	10	3	4	1	2	3	3	1	2	4	2	1	4	2	1	1	0	0	1	1	3	1	0	1	0	2	4	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south38_active	80	7173	2337	2802	556	377	300	371	206	339	373	382	233	139	158	202	65	166	121	53	36	119	27	130	24	75	15	20	28	15	51	18	16	26	27	23	21	15	8	16	13	1	2	4	10	4	1	11	6	2	3	5	1	9	2	4	3	0	0	1	0	0	1	0	2	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south39_all	80	11352	3989	4234	1128	831	609	665	419	579	590	617	381	259	260	377	137	235	199	86	87	214	70	201	58	125	33	46	35	28	83	30	35	48	47	24	47	34	19	30	16	12	12	15	16	12	3	13	6	7	10	9	3	13	3	8	11	1	2	3	3	5	4	2	3	2	2	1	2	2	1	1	1	0	0	1	3	0	0	0	0	1	4	1	0	1	0	0	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south39_active	80	7186	2319	2789	556	387	291	381	194	313	374	373	218	147	152	230	68	159	125	50	37	148	29	121	30	94	13	20	20	13	56	16	21	32	35	15	30	21	8	20	11	1	7	6	12	3	2	10	2	2	3	4	2	9	3	5	3	0	0	2	2	0	1	0	2	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south40_all	80	11443	3946	4176	1113	845	601	664	415	561	605	572	398	261	290	403	147	228	197	104	95	214	74	196	53	128	26	39	25	35	92	25	32	47	60	25	48	30	18	36	16	11	11	18	16	11	6	14	6	3	10	9	2	12	3	6	9	1	3	2	4	5	3	1	3	2	1	1	1	2	0	3	1	0	1	1	0	1	0	1	0	0	4	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	7317	2323	2743	559	390	287	353	194	318	381	337	233	160	164	246	73	149	124	49	41	141	31	130	25	100	13	14	16	13	63	16	19	33	45	13	33	16	9	26	10	3	6	8	12	6	5	8	4	0	2	4	1	10	3	5	2	0	0	1	4	0	0	0	1	1	0	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
