label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north1_all	80	3880	5552	1917	1770	1298	473	401	393	253	234	179	274	275	151	154	181	149	183	57	68	58	70	43	40	46	35	16	39	74	18	16	30	52	91	14	12	31	17	21	24	22	15	23	10	40	14	1	4	5	3	7	3	0	4	15	2	4	4	3	0	10	0	1	1	2	0	1	3	1	1	0	0	1	1	2	0	0	1	3	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1127	4933	1433	1417	1057	130	203	230	61	80	48	189	224	81	89	141	108	150	13	39	30	49	18	24	15	15	6	30	67	7	8	19	47	87	6	6	22	10	17	21	18	8	18	9	38	9	0	0	1	1	6	2	0	2	14	1	2	2	1	0	9	0	0	1	1	0	0	2	0	0	0	0	0	1	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3866	5581	1874	1704	1296	465	389	400	258	233	186	229	306	164	154	187	151	165	60	53	50	80	44	48	38	33	16	37	83	17	20	29	34	82	15	10	27	16	14	34	15	16	25	18	43	19	2	4	4	4	9	1	1	2	16	2	3	5	2	3	8	0	0	0	3	0	1	3	1	1	1	0	1	1	1	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1082	4949	1403	1367	1045	132	194	221	55	81	49	154	250	88	92	145	112	129	15	23	21	53	14	31	15	18	6	23	75	5	10	21	30	75	5	4	23	8	7	30	12	8	21	17	41	16	0	0	0	3	8	0	0	1	15	1	0	2	0	1	7	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3868	5461	1844	1653	1263	466	398	363	274	239	194	221	318	166	153	185	167	143	63	59	47	78	44	54	33	36	18	49	66	25	24	25	37	73	15	10	25	9	20	36	9	11	30	24	28	25	5	3	2	5	7	3	2	1	16	2	2	4	2	5	6	1	0	0	3	0	1	4	0	1	1	0	1	3	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	1100	4852	1366	1336	1011	134	210	198	59	84	49	154	256	95	86	143	135	108	17	26	25	53	14	33	14	19	8	36	54	8	12	19	32	62	5	5	21	2	11	34	6	6	27	21	26	21	3	0	1	3	6	0	1	1	15	2	0	2	0	3	6	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3755	5604	1932	1629	1275	481	404	353	276	220	200	237	302	164	144	168	171	151	66	66	51	70	46	58	31	33	25	44	63	27	21	20	51	44	12	10	14	9	18	42	6	9	24	24	25	18	7	3	4	6	5	2	4	1	4	2	2	5	2	5	6	2	1	0	3	0	0	1	1	0	1	0	1	4	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	1102	4959	1446	1330	1029	153	229	208	60	86	42	169	237	93	79	115	141	109	24	30	27	41	14	37	12	19	13	28	53	8	11	14	45	33	3	3	12	2	9	40	6	4	23	20	23	16	4	0	1	5	5	0	1	0	2	2	0	2	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3728	5496	2036	1594	1231	476	443	353	281	218	204	262	297	142	131	168	176	157	65	69	53	72	42	59	34	39	27	63	76	27	25	14	73	55	12	15	13	9	26	48	19	8	28	56	18	34	9	4	5	7	1	3	3	1	5	26	4	4	2	5	0	2	1	0	2	1	1	1	2	1	1	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	1100	4876	1530	1308	1003	149	255	214	69	88	45	178	233	74	78	117	147	118	24	33	28	40	14	39	12	17	13	48	61	8	14	9	66	47	4	5	10	0	12	46	19	4	25	52	16	33	7	0	1	5	1	0	1	0	3	26	2	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
