label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120
0.03	north6_all	80	14846	3303	2305	3948	2006	839	814	608	495	534	1240	426	429	219	243	480	176	125	114	117	298	168	77	186	99	137	41	43	29	44	62	69	53	20	20	52	32	18	24	14	14	18	13	42	9	16	12	8	14	8	7	2	12	11	3	3	4	1	5	3	2	2	2	5	10	1	0	0	5	1	3	0	1	2	2	0	1	1	0	1	0	1	0	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	12494	1557	1315	3483	1589	280	481	309	264	360	1147	334	323	104	158	416	107	44	49	66	270	142	53	160	74	109	11	18	7	26	46	59	43	8	6	51	30	6	19	4	6	10	8	37	5	4	5	4	5	7	5	0	12	8	2	3	4	1	4	2	2	1	1	5	9	1	0	0	1	0	1	0	0	1	2	0	1	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14205	3297	2253	3831	1937	814	753	592	483	538	1153	443	419	212	239	417	176	115	111	101	264	145	94	166	84	99	42	49	30	39	68	64	51	17	17	32	33	21	20	18	16	12	12	36	7	13	11	3	12	7	8	4	9	7	3	5	1	3	4	3	3	3	1	3	5	2	0	1	5	1	2	0	1	2	1	0	0	0	1	0	0	0	0	0	0	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	11808	1491	1223	3370	1525	264	420	290	258	359	1053	341	309	104	142	355	113	37	44	50	237	114	69	139	68	79	10	19	6	25	50	54	40	3	7	32	27	8	14	6	8	7	7	30	2	3	4	2	4	5	6	1	8	5	0	4	1	1	2	2	3	2	1	3	4	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	12902	3239	2229	3543	1754	805	718	570	485	496	1071	433	375	211	247	405	181	113	111	115	245	138	100	148	83	96	38	47	35	37	51	58	48	20	17	25	38	21	16	17	16	13	12	39	9	10	10	3	2	12	10	4	8	5	3	4	0	3	4	3	3	4	2	1	10	2	0	1	4	0	1	0	1	2	1	0	0	0	1	0	0	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	10433	1450	1124	3088	1355	252	390	257	242	310	971	321	284	96	139	340	122	33	41	62	211	108	72	123	68	78	9	20	10	18	34	50	36	6	5	20	31	8	10	7	7	8	6	33	2	4	3	2	1	10	8	1	6	4	0	3	0	1	3	2	3	2	1	1	9	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	12103	3140	2135	3444	1692	766	714	594	491	475	904	403	385	220	254	374	177	119	104	118	189	147	107	119	90	96	38	47	45	34	53	62	45	22	23	29	36	20	18	22	17	11	9	53	9	8	4	4	3	17	9	4	10	5	6	5	1	8	5	1	4	4	3	2	9	1	0	3	3	0	1	0	1	1	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	9541	1333	1062	2966	1285	243	389	254	244	286	807	277	272	108	140	315	112	34	33	58	154	111	81	94	76	84	9	16	13	15	29	51	36	10	5	22	27	8	10	8	6	3	6	49	1	2	1	2	3	13	6	1	7	5	4	2	0	6	2	1	3	1	1	1	9	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	12425	3114	2133	3339	1713	758	751	584	506	487	916	414	407	204	240	383	187	138	101	119	185	127	93	93	105	124	44	44	48	37	59	64	41	23	19	55	37	17	22	23	15	15	10	50	7	6	2	8	5	22	10	2	11	12	10	3	1	6	5	0	1	4	2	3	16	1	0	2	0	0	0	0	0	1	0	4	2	0	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	9894	1330	1130	2854	1300	256	421	260	245	292	816	292	295	101	124	330	120	45	36	64	151	95	67	71	86	110	7	12	14	19	37	50	30	12	5	44	29	7	12	9	3	7	7	49	1	1	0	4	3	16	8	1	9	12	8	1	0	6	2	0	0	1	0	1	13	1	0	0	0	0	0	0	0	1	0	3	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	15125	3384	2479	4039	1910	797	782	616	569	529	1009	440	432	225	226	401	192	107	113	124	265	239	93	162	137	128	63	37	40	50	77	64	46	30	25	68	45	16	14	21	14	19	15	37	8	3	10	6	6	17	12	4	8	8	20	5	3	6	4	0	6	4	5	3	5	5	4	2	0	2	1	2	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north11_active	80	12674	1582	1400	3591	1515	287	446	342	313	369	904	336	321	111	124	354	130	33	46	70	237	210	69	140	115	108	16	16	11	30	61	53	41	11	8	61	43	6	11	4	7	11	11	34	2	0	2	1	4	12	10	3	6	5	20	2	2	5	3	0	3	3	2	3	5	5	3	2	0	0	1	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north12_all	80	14794	3326	2400	3876	2007	767	791	624	574	538	1066	390	403	213	221	426	201	128	97	130	256	220	92	172	142	102	49	52	36	50	80	72	34	28	30	80	47	22	18	20	16	18	20	48	13	5	8	9	9	14	11	3	8	15	21	3	4	5	5	0	7	5	6	2	3	10	4	4	0	3	1	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	12402	1548	1334	3454	1613	278	460	346	319	374	970	296	316	103	125	377	137	40	41	69	227	188	65	154	116	84	12	24	11	33	63	60	30	10	9	72	42	12	14	3	7	12	16	45	4	2	2	2	5	8	8	2	7	12	21	0	3	5	3	0	3	3	2	2	3	10	3	3	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14118	3242	2336	3775	2060	781	811	624	559	531	1110	432	413	218	212	440	200	123	96	127	243	218	90	158	116	89	47	50	34	64	57	65	35	22	28	52	43	21	23	19	21	13	24	55	12	7	6	5	10	11	6	3	13	20	16	3	3	2	5	2	6	3	6	2	5	11	2	5	1	3	0	1	1	1	0	0	4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	11740	1469	1279	3347	1640	276	488	335	313	363	999	332	328	109	121	390	127	39	42	63	206	183	59	138	89	70	10	19	12	40	44	57	30	9	7	45	39	13	17	5	9	10	18	51	6	3	2	1	6	8	4	1	10	16	15	2	2	2	3	1	1	1	1	2	5	10	1	4	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	13303	3229	2252	3532	1861	784	821	621	504	479	1009	385	387	213	188	431	187	123	91	115	225	172	98	145	108	72	44	52	36	51	50	47	39	23	25	42	41	22	30	9	19	11	20	43	11	8	4	8	10	7	7	4	10	15	6	3	4	0	6	3	6	3	5	1	3	11	1	3	1	4	1	1	1	0	0	0	2	0	1	2	0	2	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10843	1394	1184	3094	1448	267	472	312	273	293	895	286	304	101	100	377	112	40	35	51	185	140	67	124	77	51	9	17	14	30	40	38	29	13	7	37	38	12	18	4	7	8	12	40	5	3	2	1	5	3	6	1	7	12	4	2	2	0	4	1	1	2	1	0	3	10	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13063	3223	2170	3450	1842	795	804	598	473	451	1032	419	391	210	186	415	185	115	87	119	250	184	103	137	83	79	48	41	32	56	42	45	44	22	21	37	38	17	38	10	22	13	16	40	7	9	4	8	8	10	8	8	10	17	4	4	11	3	5	3	6	3	5	2	5	15	1	4	1	4	1	1	0	1	0	0	2	0	1	2	0	2	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	10549	1412	1140	2996	1414	265	445	280	240	267	913	308	309	95	109	366	110	37	24	56	218	148	67	117	59	57	11	9	12	33	33	36	32	14	8	32	36	6	24	4	9	7	10	38	3	1	1	2	3	6	8	1	8	13	2	3	9	3	4	1	2	3	0	0	5	14	0	4	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	13067	3235	2184	3346	1847	816	799	601	491	480	973	426	389	220	211	453	193	127	92	129	277	168	128	129	102	86	40	39	33	48	45	31	48	26	19	36	34	21	31	11	17	14	10	29	11	8	5	10	4	14	6	9	9	12	13	3	12	5	4	3	6	4	5	4	5	10	2	3	0	2	1	0	0	1	0	1	2	0	0	1	0	2	1	1	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	10551	1406	1179	2906	1405	260	429	282	264	295	865	325	303	97	129	406	119	40	23	64	246	138	88	109	81	58	11	8	13	27	36	24	35	15	4	25	30	9	21	6	7	6	7	27	4	2	0	3	1	10	6	2	7	8	11	1	10	4	2	2	4	4	0	2	5	10	1	3	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13343	3231	2167	3491	1889	808	840	572	506	482	992	422	397	208	222	452	213	129	110	122	275	171	129	133	109	116	51	38	33	54	53	37	36	23	18	55	32	22	25	13	18	14	13	24	11	6	6	12	5	17	4	9	6	9	12	5	14	7	4	2	5	4	6	5	4	10	2	3	0	2	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north17_active	80	10882	1434	1201	3046	1447	244	467	272	256	297	888	306	307	80	136	418	142	37	33	70	255	143	84	115	91	80	13	9	11	34	43	30	29	12	5	42	28	10	18	4	9	8	10	22	2	2	0	6	1	12	4	2	4	8	11	1	12	6	2	1	4	3	1	2	4	10	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	12739	3155	2166	3381	1839	776	793	544	523	463	978	441	404	243	234	404	199	124	114	108	246	151	108	143	108	112	47	45	29	52	47	32	37	18	22	55	28	18	20	13	18	12	12	16	12	6	6	11	5	19	3	4	11	16	17	6	5	6	2	3	3	5	7	3	9	5	1	3	0	2	0	0	1	1	0	1	3	0	1	1	0	1	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north18_active	80	10266	1335	1161	2917	1394	230	437	255	259	279	857	305	307	94	142	366	131	39	34	62	216	125	74	122	82	78	14	11	10	34	37	26	31	7	7	41	22	8	11	3	8	6	8	15	3	2	0	5	0	15	2	2	6	15	15	2	3	5	0	2	3	3	1	2	9	5	1	2	0	0	0	0	0	1	0	0	3	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	12322	3121	2180	3206	1693	777	761	569	507	438	891	397	418	248	218	360	198	134	120	110	229	137	103	123	120	113	46	48	36	50	54	43	38	21	19	57	28	15	21	15	15	13	11	22	11	5	4	15	4	12	4	3	11	13	16	4	3	5	3	2	1	7	5	1	10	1	2	3	0	2	1	0	1	0	0	1	4	0	1	1	0	1	1	0	0	2	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north19_active	80	9717	1281	1126	2707	1275	231	411	261	242	254	768	265	322	102	121	315	121	44	38	60	193	108	66	103	90	82	12	12	9	32	44	35	30	12	6	41	22	6	11	4	8	8	6	21	3	0	0	7	0	9	2	1	4	11	13	1	2	5	1	1	0	5	2	0	8	1	2	2	0	1	0	0	0	0	0	0	3	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	12608	3176	2230	3309	1753	787	736	585	535	439	865	399	419	246	225	346	199	134	116	111	218	143	101	119	117	111	39	47	40	43	49	52	44	20	17	54	17	13	22	12	13	16	10	48	13	6	3	12	8	11	4	3	13	12	11	6	3	4	4	1	3	8	3	1	10	4	1	3	0	2	1	0	1	1	0	1	5	0	1	2	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	9983	1354	1180	2825	1357	242	393	283	265	257	742	278	324	110	130	299	109	41	34	52	183	108	62	99	89	87	9	11	8	27	41	39	38	11	4	44	10	3	12	2	7	10	5	46	3	1	0	5	4	10	1	1	6	9	8	1	2	4	1	1	1	6	1	1	8	2	1	2	0	1	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	14328	3311	2298	4162	2022	837	826	625	512	528	1163	462	424	234	210	480	252	135	140	123	222	202	135	143	113	146	52	40	50	27	57	67	50	34	22	55	37	20	7	14	12	13	20	32	14	11	5	3	7	5	15	4	6	6	12	5	5	6	6	2	3	1	1	2	3	4	1	0	1	2	0	2	0	2	2	0	1	0	2	1	0	0	1	0	0	0	0	1	4	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	11993	1517	1281	3731	1612	304	476	307	288	350	1053	340	343	108	119	412	166	48	57	76	193	173	102	117	91	118	11	10	16	18	42	62	33	15	6	43	29	8	3	6	4	7	12	29	3	0	1	1	1	2	10	1	5	6	10	2	5	5	5	0	1	0	1	1	3	2	1	0	0	2	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	13422	3279	2190	3694	1880	838	788	606	519	489	1028	419	374	239	207	415	229	131	130	108	230	196	126	135	96	139	57	48	50	28	56	61	54	30	17	55	28	23	11	14	9	8	23	30	12	7	4	4	7	8	6	4	5	8	12	3	6	6	4	4	3	2	0	2	8	4	2	6	1	2	0	2	0	1	2	0	2	0	2	0	1	0	0	0	0	0	0	2	3	0	0	1	0	0	0	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	10913	1387	1177	3253	1475	269	428	284	289	318	924	284	287	114	110	340	139	52	47	66	200	168	103	107	66	111	10	13	16	16	43	52	36	17	5	43	19	10	4	6	2	5	11	25	2	0	1	2	1	5	3	1	5	6	10	2	6	5	3	1	1	0	0	2	5	2	1	4	0	2	0	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	12456	3261	2131	3316	1745	839	755	561	501	460	835	396	367	223	209	372	194	129	125	121	219	171	120	115	114	124	53	50	49	30	48	52	45	30	19	49	35	21	9	16	13	8	20	47	12	10	5	5	5	9	8	4	6	5	11	3	5	4	3	3	4	3	1	1	6	2	2	7	2	1	1	0	0	1	1	0	2	0	2	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	2	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	9792	1305	1086	2856	1355	248	402	253	259	292	727	252	268	104	96	289	118	46	46	71	189	145	95	92	78	92	12	16	15	16	38	38	30	14	9	37	28	8	4	4	6	5	8	42	3	0	2	2	1	7	5	1	6	3	8	1	4	2	2	1	1	0	0	1	3	2	1	4	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11666	3231	2029	3017	1628	819	766	529	476	459	766	384	351	215	225	349	175	112	121	121	193	149	117	110	121	130	57	54	50	38	51	46	43	27	19	35	38	15	13	18	18	12	14	35	8	10	6	9	5	13	13	7	6	9	10	5	4	4	6	2	3	2	2	1	5	7	1	7	1	1	1	0	1	1	1	0	2	0	2	0	2	1	0	0	2	0	0	1	1	0	0	0	1	1	0	1	0	0	1	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	8848	1250	1007	2534	1211	220	380	233	225	283	645	239	246	90	106	279	93	39	47	54	162	123	87	89	78	103	16	13	15	20	38	29	26	15	8	28	32	5	6	5	8	7	6	30	2	2	2	2	2	9	12	2	6	6	8	0	3	2	4	1	1	0	0	1	2	5	0	4	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	11521	3221	2059	2987	1564	799	780	523	482	492	761	347	368	209	228	337	156	98	118	114	162	127	106	105	113	110	46	54	47	35	44	56	40	24	24	37	37	19	17	15	18	13	11	33	8	11	8	9	5	15	13	6	10	6	10	5	4	5	6	2	3	1	3	2	8	9	0	7	1	1	2	0	1	1	1	0	0	1	1	0	2	1	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
