label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	36693	26880	7243	6125	3247	3737	1772	1555	2061	1047	640	496	281	208	201	315	107	93	78	106	52	66	29	18	59	29	11	12	7	9	6	3	3	0	8	1	3	3	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	18723	16584	3230	3403	1552	2208	870	830	1264	597	341	255	122	89	90	173	48	44	31	51	28	36	18	12	47	19	6	8	5	4	6	2	1	0	2	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	36768	27265	7256	6084	3205	3691	1749	1543	2184	1049	645	511	254	213	185	323	112	87	68	106	61	60	28	15	68	42	7	17	7	9	9	3	3	0	9	4	4	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	18895	16811	3195	3411	1521	2181	858	828	1343	617	342	261	117	93	83	187	60	41	29	53	38	34	16	8	52	30	3	9	6	4	9	2	1	0	4	3	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	36712	27174	7157	6137	3242	3769	1814	1520	2271	1013	663	543	251	204	164	325	128	87	84	111	59	48	32	23	43	61	7	19	5	5	9	5	2	0	4	4	5	3	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	18736	16793	3188	3442	1495	2226	900	820	1373	603	347	288	115	94	82	210	64	41	38	59	34	22	18	10	28	45	4	13	4	2	8	4	2	0	4	3	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	36953	27237	7015	6083	3158	3721	1841	1489	2310	1000	685	502	252	226	165	371	122	74	84	93	68	44	33	20	46	63	10	17	3	7	9	5	3	1	3	4	2	3	0	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	18938	16755	3116	3413	1453	2213	926	803	1377	570	356	281	117	102	84	248	56	37	39	57	42	18	17	8	30	45	3	11	2	5	8	4	2	1	3	3	1	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	36905	27212	7029	6206	3212	3723	1885	1498	2182	1068	726	486	260	235	176	360	117	84	93	90	69	50	31	28	47	61	11	21	3	5	8	6	5	3	4	4	2	3	0	3	1	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	18766	16772	3068	3427	1487	2196	950	806	1303	606	389	288	119	109	82	226	52	50	48	52	31	24	18	11	27	44	2	10	2	4	5	4	3	1	3	2	1	2	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
