label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	79579	24844	14933	7474	4445	3260	4311	1424	1586	727	599	482	397	612	441	404	250	95	115	159	59	99	28	20	20	12	11	17	7	21	4	8	5	2	4	4	2	1	2	3	0	0	1	0	0	0	1	1	0	0	1	0	1	0
0.03	north1_active	80	67561	18691	11777	4996	2740	1929	3726	564	1132	195	197	241	210	527	377	361	211	27	74	127	31	81	6	11	14	8	4	8	5	17	2	5	1	0	2	3	1	1	1	3	0	0	1	0	0	0	1	1	0	0	1	0	0	0
0.03	north2_all	80	79204	24770	14991	7408	4421	3241	4476	1386	1553	735	587	505	428	593	438	443	241	91	118	156	59	96	23	18	24	16	17	20	7	25	1	10	6	2	4	4	2	4	1	3	1	3	0	0	0	0	1	2	0	0	1	0	1	0
0.03	north2_active	80	67192	18642	11820	4930	2715	1903	3872	572	1090	207	186	261	230	507	374	392	195	30	75	122	31	80	8	9	16	9	10	12	5	19	0	5	1	0	2	3	1	4	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0.03	north3_all	80	79532	24279	14858	7437	4438	3296	4350	1350	1501	736	571	533	431	587	422	425	259	94	116	137	62	134	24	27	24	14	29	14	6	18	2	5	4	3	4	1	2	4	0	1	1	3	0	0	0	0	2	2	0	0	1	0	0	0
0.03	north3_active	80	67607	18212	11657	4964	2718	1983	3757	561	1060	198	199	256	243	503	353	370	211	27	82	114	35	114	10	19	16	7	23	9	4	12	1	2	0	0	0	1	1	4	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0
0.03	north4_all	80	79332	24453	15047	7315	4456	3259	4282	1370	1475	755	572	527	422	599	468	389	250	102	122	125	84	124	19	31	29	18	30	16	7	17	3	6	2	3	4	1	1	4	0	1	1	4	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north4_active	80	67420	18260	11764	4808	2747	1982	3679	569	1049	205	207	265	244	517	400	337	207	32	94	101	53	102	9	28	14	9	25	9	4	14	1	2	0	0	1	1	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_all	80	76353	23680	14523	7132	4559	3133	3976	1362	1479	786	566	520	431	647	453	346	238	106	120	136	83	119	24	34	28	17	28	15	10	9	4	6	4	2	3	3	0	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north5_active	80	63930	17390	11166	4565	2687	1851	3374	525	1044	212	190	234	244	565	382	287	186	34	96	110	54	98	9	29	13	6	24	7	6	8	2	2	2	0	1	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	72065	23171	14002	6996	4481	3068	3787	1371	1435	773	569	506	406	614	472	335	230	92	122	119	79	80	29	36	28	18	27	18	15	11	5	4	5	3	1	4	1	2	0	3	0	1	1	0	0	2	0	0	0	0	0	0	1	0
0.03	north6_active	80	59110	16495	10503	4312	2529	1718	3168	487	977	209	167	229	209	525	383	278	176	30	99	96	50	65	10	29	15	7	25	8	9	8	2	1	2	1	1	4	1	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north7_all	80	68050	22031	13229	6655	4294	2963	3433	1337	1317	790	560	476	406	571	441	319	229	97	113	116	80	50	34	30	22	12	26	16	20	20	7	2	6	2	2	4	4	1	0	3	0	0	1	0	1	3	0	0	0	1	0	0	1	0
0.03	north7_active	80	54846	15195	9578	3982	2306	1617	2819	466	832	203	145	218	188	464	352	255	174	27	90	86	48	43	13	17	12	4	20	8	11	18	3	1	3	1	2	3	4	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north8_all	80	69359	22193	13484	6793	4284	2929	3646	1309	1349	796	602	501	408	562	488	367	192	88	111	111	71	62	32	29	23	13	25	18	17	14	7	3	3	4	2	6	4	1	0	7	1	0	1	1	1	3	0	0	0	1	0	0	1	0
0.03	north8_active	80	56281	15424	9881	4122	2402	1603	3029	470	901	205	163	262	183	461	402	314	149	27	84	81	41	56	10	15	16	2	17	8	6	12	2	0	2	1	2	5	4	1	0	7	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north9_all	80	73354	22926	13967	6983	4362	2946	4039	1308	1428	770	578	482	409	603	503	419	194	93	116	126	91	74	26	28	26	16	19	17	15	11	7	5	6	2	2	11	7	0	0	7	1	0	0	1	2	1	0	0	0	1	0	0	0	0
0.03	north9_active	80	60698	16533	10463	4407	2551	1676	3446	482	982	206	189	272	202	503	416	369	152	36	87	93	58	67	9	11	14	1	10	8	8	11	3	2	4	0	2	10	7	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	77446	23757	14697	7297	4484	3009	4146	1373	1507	715	555	485	425	681	433	438	187	106	134	119	96	76	21	29	20	18	19	15	11	11	5	8	5	2	5	11	7	0	0	4	1	0	1	1	2	0	0	0	0	2	0	0	0	0
0.03	north10_active	80	65129	17552	11349	4816	2729	1715	3572	526	1108	198	193	269	229	585	369	381	145	47	104	92	62	63	5	13	10	4	10	8	7	10	1	4	3	0	5	11	7	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	79319	24981	14933	7416	4661	3176	4012	1352	1457	707	545	516	394	607	382	392	253	96	130	167	67	95	34	47	28	20	48	5	5	8	4	9	7	1	5	2	10	2	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north11_active	80	67166	18864	11768	4950	2869	1869	3435	556	1060	211	180	260	224	532	324	348	214	40	112	145	38	81	12	36	13	11	43	3	2	7	1	4	3	0	3	0	10	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north12_all	80	79695	25194	14945	7270	4673	3175	4099	1351	1522	722	557	522	402	618	438	359	293	110	159	136	66	141	37	48	22	22	32	6	7	10	5	7	5	2	5	1	10	4	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0
0.03	north12_active	80	67426	19072	11705	4770	2910	1920	3492	564	1090	233	185	268	226	535	388	308	250	46	137	113	41	129	10	38	12	13	30	3	1	7	1	2	1	0	3	0	10	3	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north13_all	80	78971	24736	14925	7228	4701	3185	4017	1386	1436	737	573	497	423	569	456	388	296	108	129	130	72	144	33	48	21	23	31	10	14	13	6	9	5	4	2	1	5	5	3	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0
0.03	north13_active	80	66793	18497	11602	4727	2918	1911	3421	585	1011	237	187	267	252	490	398	323	250	43	107	104	45	131	9	31	12	11	30	5	7	8	2	2	1	2	0	0	5	3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north14_all	80	76870	24216	14636	7095	4678	3183	3950	1370	1387	761	582	537	440	570	482	402	303	116	112	146	78	139	28	45	17	21	21	11	13	9	6	10	4	4	2	1	5	3	3	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	64606	17877	11255	4611	2837	1889	3329	573	959	233	183	297	253	492	425	335	247	44	86	128	56	127	6	29	8	7	19	5	7	4	3	2	0	2	2	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	73263	23021	13971	7029	4515	3099	3870	1340	1306	735	566	510	414	509	457	392	275	107	104	148	78	80	35	43	18	21	28	15	18	10	9	8	1	3	2	1	5	2	3	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	60625	16433	10411	4410	2625	1740	3240	498	878	216	187	278	225	434	395	327	220	34	76	125	54	65	7	26	8	8	25	8	9	4	4	2	0	2	2	1	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	69835	22091	13433	6870	4271	3038	3861	1325	1272	733	568	500	418	445	454	366	241	99	108	141	75	79	34	30	24	24	30	19	15	12	8	5	3	4	2	2	3	1	2	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	56677	15363	9806	4150	2339	1598	3195	457	841	188	169	247	228	373	382	302	193	32	81	112	48	66	8	21	9	12	25	11	3	8	3	0	1	2	2	1	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	69089	22176	13550	6814	4174	2898	3673	1340	1292	709	570	472	397	481	403	379	232	107	115	148	70	84	33	32	23	20	37	15	14	24	7	6	4	2	2	3	2	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north17_active	80	55843	15440	9842	4084	2247	1505	3014	444	831	170	178	215	202	406	330	328	183	32	88	118	39	68	7	27	9	12	32	9	3	21	2	0	1	0	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	72688	23027	14092	7032	4297	2965	3867	1372	1414	757	562	468	387	546	445	374	254	113	119	151	63	83	31	32	24	21	39	15	11	22	7	10	4	2	3	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north18_active	80	59922	16574	10577	4429	2468	1676	3216	502	965	184	183	219	202	464	372	329	207	42	93	120	34	67	8	28	10	9	35	9	4	20	2	4	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	77058	23889	14619	7138	4502	3019	3992	1359	1455	771	580	503	402	600	492	447	254	109	128	145	54	74	34	36	28	17	29	11	11	17	4	9	3	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north19_active	80	64568	17497	11224	4650	2750	1752	3410	534	1027	203	192	246	215	518	423	402	203	36	100	123	30	60	7	28	11	8	24	6	3	17	0	4	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_all	80	79756	24682	14936	7358	4638	3146	4231	1375	1451	792	572	500	403	636	527	417	280	117	120	138	46	52	37	33	27	16	29	15	12	6	5	9	0	1	3	1	1	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0
0.03	north20_active	80	67521	18411	11630	4896	2920	1873	3664	566	1045	208	200	246	220	549	459	368	235	40	95	125	28	37	12	24	9	8	25	7	4	5	0	4	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	40009	15609	8590	6423	4697	2547	1870	1294	1955	1778	1292	1023	729	626	360	153	123	258	175	69	106	41	26	59	14	17	33	31	15	25	7	6	3	5	4	6	1	1	1	3	5	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	18813	4781	2407	3619	2963	616	672	280	1606	1538	1108	878	628	549	262	58	43	221	153	23	84	13	6	47	5	10	28	25	14	25	6	5	2	2	4	4	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	39871	15546	8614	6393	4694	2589	1909	1204	1985	1692	1288	1051	679	565	371	158	126	251	172	67	99	42	29	50	18	20	34	29	10	9	8	7	8	5	7	5	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	18786	4713	2427	3578	2903	642	652	247	1616	1457	1100	894	572	494	279	67	49	218	151	23	81	17	8	37	6	10	31	24	9	8	7	7	3	3	5	4	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	39957	15541	8700	6373	4724	2502	1847	1238	1939	1784	1225	935	682	554	349	165	127	276	236	61	101	43	28	48	22	23	26	24	8	11	7	8	7	5	9	6	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	18881	4762	2453	3559	2926	619	597	277	1580	1535	1039	796	577	487	272	71	56	244	212	22	82	15	7	33	3	10	23	21	7	9	5	7	2	3	7	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	40264	15559	8680	6356	4687	2445	1848	1309	1971	1607	1173	896	671	613	378	156	132	270	222	62	82	49	30	46	29	19	15	11	9	21	6	8	6	3	12	6	0	0	3	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	18985	4726	2468	3495	2952	611	603	298	1643	1371	986	760	576	539	300	61	67	245	195	17	66	17	6	32	6	7	12	8	6	19	5	6	1	3	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	40365	15349	8761	6419	4692	2403	1868	1378	1907	1624	1201	867	710	695	407	161	132	287	217	67	72	52	30	46	32	19	23	11	8	23	7	8	4	4	5	6	1	0	2	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0
0.03	south25_active	80	19123	4758	2483	3577	2981	586	646	339	1596	1386	997	735	603	622	331	66	59	253	191	16	53	16	5	36	7	7	18	9	6	19	5	6	0	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	39984	15383	8806	6437	4568	2386	1859	1383	1868	1520	1199	903	693	682	433	162	137	271	174	77	66	48	30	52	25	15	30	9	10	22	5	1	5	3	3	4	1	1	2	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0
0.03	south26_active	80	18917	4733	2480	3566	2942	553	688	333	1533	1287	999	744	584	599	355	61	63	235	146	17	48	13	4	43	9	6	24	7	7	18	3	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	39531	15296	8747	6298	4514	2402	1848	1323	1779	1557	1217	904	701	561	422	179	145	269	139	68	76	47	28	50	19	19	38	12	12	7	9	2	7	4	5	0	2	1	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0
0.03	south27_active	80	18053	4464	2388	3390	2785	555	636	329	1413	1304	997	735	573	473	346	68	56	228	113	14	61	13	5	40	7	8	32	11	8	2	7	2	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
