label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	42017	13590	13812	6696	6869	2345	3672	1428	823	610	490	415	357	308	351	209	221	91	80	117	52	23	31	33	25	24	30	15	14	10	9	3	2	2	4	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	22776	6379	8280	3713	4284	1128	2239	765	361	283	230	222	198	184	232	120	116	49	46	82	24	10	16	19	6	12	22	9	8	4	2	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	39926	13123	12785	6333	6262	2236	3487	1359	839	665	481	401	358	276	313	199	201	90	76	78	51	31	26	26	26	20	28	15	15	13	4	3	5	1	3	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	21234	5981	7520	3460	3775	1056	2124	674	396	320	212	197	195	153	199	124	102	49	39	54	26	13	12	14	7	8	21	6	10	6	1	1	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37534	12611	11868	5892	5878	2123	3203	1270	864	655	501	386	339	266	272	197	179	80	76	61	48	31	26	28	32	24	20	12	10	13	6	5	6	3	3	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	19458	5632	6825	3136	3495	995	1940	580	416	301	220	170	183	132	166	108	87	42	33	38	23	12	9	10	13	8	13	4	9	5	4	3	2	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	36242	12326	11082	5741	5552	2099	2947	1263	856	681	526	377	317	263	252	192	147	79	68	80	48	40	18	35	27	24	19	9	13	10	5	5	4	2	1	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	18463	5379	6239	3052	3325	972	1780	589	416	315	253	159	164	134	142	103	80	40	31	55	23	15	5	16	11	11	11	2	9	5	3	4	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	36153	12281	11105	5790	5700	2140	2832	1252	905	649	507	385	296	273	272	206	142	80	66	96	43	38	16	39	27	30	19	6	12	8	6	6	2	3	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	18403	5372	6278	3053	3503	991	1688	597	433	299	243	167	165	139	165	103	80	36	33	66	20	14	5	17	11	17	11	2	7	4	4	3	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	36185	12368	10939	5747	5650	2091	2811	1247	893	629	503	396	302	289	298	190	147	78	64	108	47	39	18	44	23	24	13	4	9	7	5	5	1	2	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	18205	5390	6182	3088	3446	969	1650	600	424	297	253	191	148	149	184	98	83	38	31	76	26	16	8	24	6	14	7	0	4	3	3	1	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	37144	12645	11177	5974	5940	2140	2994	1314	885	627	462	388	312	275	317	179	176	76	65	131	56	35	20	43	24	23	20	12	4	6	9	6	2	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	18891	5645	6437	3270	3674	1008	1820	677	401	293	213	193	148	136	207	93	113	33	33	98	29	16	9	21	7	14	9	5	1	3	4	1	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	38080	12975	11864	6225	6283	2118	3114	1296	883	634	461	390	335	260	313	165	201	77	73	131	51	36	26	51	32	20	16	14	5	6	8	6	5	3	3	3	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	19630	5914	6934	3509	3873	986	1988	660	412	296	215	209	164	123	201	87	128	33	35	99	26	18	12	31	14	7	8	7	0	2	3	1	3	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
