label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	south24_all	80	47323	17519	8576	10286	8337	2521	2052	1453	1023	1083	571	418	428	458	214	270	139	109	164	58	58	48	62	72	37	22	15	9	11	10	8	21	8	5	12	1	2	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	29652	9107	2610	8428	7187	754	1028	620	451	726	178	108	284	350	55	198	59	43	137	15	14	21	32	58	24	6	6	5	5	7	0	20	1	4	10	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	47486	17526	8692	10247	8361	2546	2119	1431	1033	1106	564	421	423	499	197	275	151	95	161	54	59	42	58	63	39	21	15	10	8	9	6	18	5	4	6	1	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0
0.03	south25_active	80	29897	9207	2691	8415	7240	763	1060	614	429	737	186	119	280	400	50	207	68	38	136	11	14	17	30	51	28	4	8	5	5	6	0	18	0	2	5	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	47341	17373	8728	10284	8328	2562	2120	1489	1085	1083	560	407	428	499	201	288	141	94	168	61	61	49	48	49	47	18	14	14	9	7	7	2	4	3	5	3	2	0	2	1	0	0	4	1	0	0	0	0	1	0	0	0	0
0.03	south26_active	80	29639	9053	2672	8471	7224	753	1057	614	459	731	172	101	273	393	57	225	71	30	135	12	12	23	22	38	37	5	7	8	5	3	1	2	0	2	4	1	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	47371	17652	8738	10235	8357	2529	2115	1491	1134	1077	551	431	420	470	185	265	150	98	217	59	50	49	31	37	39	13	18	14	4	10	8	0	4	4	2	4	4	0	2	0	0	0	4	1	1	0	0	0	1	0	0	0	0
0.03	south27_active	80	29512	9084	2679	8306	7258	757	1027	613	504	749	150	108	259	380	49	198	76	37	188	15	8	18	19	27	31	6	6	11	0	5	1	0	0	1	2	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	47079	17635	8639	10257	8345	2478	2084	1529	1078	1136	548	429	437	495	179	282	144	102	249	66	47	47	31	46	40	13	25	15	8	9	5	0	3	3	8	5	3	0	3	1	0	0	3	1	1	0	0	0	2	0	0	0	0
0.03	south28_active	80	29306	8967	2645	8268	7248	755	1028	620	493	813	143	101	254	392	44	211	68	31	216	15	8	17	23	38	25	5	11	10	1	6	2	0	1	0	3	3	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	47130	17474	8589	10390	8135	2488	2047	1486	1058	1125	531	423	439	421	174	305	147	108	241	63	38	44	40	57	28	17	21	14	8	9	5	1	3	8	8	7	3	3	2	1	5	0	0	1	1	0	0	0	1	0	0	0	0
0.03	south29_active	80	29313	8888	2656	8384	7043	755	1028	582	482	808	146	98	254	309	50	245	69	41	215	15	9	18	32	48	14	3	8	8	2	7	2	1	1	6	3	2	2	3	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	46955	17503	8480	10163	8458	2478	1977	1471	1078	1145	538	439	442	444	159	321	160	108	224	64	35	39	46	60	26	25	17	16	6	11	5	4	4	8	9	6	1	3	1	2	6	0	1	0	0	1	0	0	1	0	0	0	0
0.03	south30_active	80	29191	9005	2593	8149	7365	757	970	577	475	850	193	102	262	325	49	257	75	41	199	14	8	16	36	55	10	5	7	9	2	8	2	4	2	6	3	2	1	3	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south31_all	80	41665	16127	8293	8228	6526	2610	1805	1339	1039	927	536	476	385	351	198	256	159	106	162	68	34	47	39	66	22	10	16	12	6	5	7	7	8	4	1	3	4	0	2	0	0	2	0	0	0	1	1	1	0	0	0	0	0
0.03	south31_active	80	21668	6793	2059	5980	5213	603	737	474	360	553	128	108	176	221	46	172	60	40	135	16	12	19	23	60	10	2	6	10	4	0	1	6	2	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	41520	15962	8257	8229	6616	2574	1813	1345	1044	918	527	471	396	337	194	237	153	93	160	61	45	41	44	69	26	10	12	11	6	6	5	6	6	4	3	4	4	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0
0.03	south32_active	80	21467	6688	2040	5983	5275	578	739	484	366	546	118	96	177	204	41	159	63	29	137	15	14	18	24	58	13	2	5	8	3	1	2	4	0	1	2	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_all	80	41949	16031	8301	8602	6876	2523	1863	1409	1028	872	531	470	375	384	199	230	143	96	174	60	50	40	43	64	23	11	16	10	6	10	3	6	5	2	6	4	4	1	3	0	1	1	0	0	0	1	3	0	0	0	0	0	0
0.03	south33_active	80	21993	6798	2050	6401	5525	590	785	499	354	515	125	99	191	251	44	151	65	28	152	15	14	15	23	53	12	2	6	6	3	6	1	4	0	2	4	3	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0.03	south34_all	80	43710	16366	8457	9267	7201	2465	1938	1429	1033	984	525	496	398	401	192	255	133	94	157	60	51	48	44	28	34	15	13	12	6	8	2	4	6	2	7	5	2	1	2	1	1	0	0	0	1	0	2	0	0	0	0	0	0
0.03	south34_active	80	24351	7441	2250	7095	5888	605	853	525	373	607	120	117	225	280	45	192	58	28	137	16	13	25	27	17	26	2	3	7	3	6	1	1	1	2	4	4	0	1	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south35_all	80	45614	16775	8515	9804	7544	2426	2049	1457	1014	1061	575	473	399	426	195	282	125	111	170	66	53	49	41	21	34	20	14	10	5	9	2	12	5	3	5	5	4	1	6	1	1	0	0	0	1	0	2	0	0	0	0	0	0
0.03	south35_active	80	26989	8184	2476	7702	6324	640	973	563	402	706	147	113	244	303	43	215	48	36	152	15	9	28	26	13	24	4	4	5	2	5	0	7	2	2	3	3	1	1	6	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south36_all	80	46994	17202	8479	10076	7907	2410	2028	1462	1051	1126	570	460	410	461	199	293	124	116	204	68	47	39	38	28	33	22	17	13	4	7	6	12	5	4	10	5	3	0	6	1	0	1	0	0	1	0	2	0	0	0	0	0	0
0.03	south36_active	80	29163	8777	2663	8144	6768	683	1001	610	448	793	160	118	251	347	50	231	51	38	186	11	8	27	27	20	26	6	7	8	2	3	2	7	2	1	9	2	2	0	6	1	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	south37_all	80	47062	17313	8524	9944	8055	2441	2006	1454	1071	1127	576	434	401	452	187	284	122	135	178	65	43	37	32	46	25	21	13	22	3	7	7	12	4	5	9	3	4	0	7	1	3	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	29396	8895	2724	8075	6937	708	990	596	461	814	174	104	234	341	42	216	54	56	157	10	5	26	21	39	16	6	6	15	1	2	2	8	2	1	9	1	3	0	6	1	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	47173	17304	8586	9994	8162	2519	2009	1434	1104	1088	548	424	385	459	194	316	141	137	162	72	49	33	39	51	34	20	12	17	3	13	9	5	4	3	10	2	2	0	3	0	3	1	1	0	0	0	0	1	1	0	1	0	0
0.03	south38_active	80	29612	8869	2784	8110	7001	729	989	604	464	767	178	106	233	340	42	245	73	62	142	13	7	19	26	46	25	6	7	13	2	6	4	3	2	0	10	1	2	0	2	0	3	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south39_all	80	47180	17260	8697	10155	8246	2505	2013	1430	1056	1097	556	407	371	432	188	316	139	148	153	58	48	37	54	48	29	20	14	15	5	13	8	5	3	3	1	1	2	0	2	2	3	1	1	0	0	0	0	1	1	0	1	0	0
0.03	south39_active	80	29362	8833	2756	8263	7133	746	999	582	455	782	168	102	221	312	52	239	73	69	128	13	10	17	36	41	20	3	8	11	3	7	5	5	2	1	1	1	2	0	1	0	3	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south40_all	80	47049	17439	8582	10276	8448	2524	2027	1448	1041	1096	556	409	394	415	194	330	152	131	127	73	52	46	62	52	34	20	13	13	6	15	9	10	5	4	1	4	3	0	1	2	0	0	1	0	0	0	0	1	1	0	1	0	0
0.03	south40_active	80	29313	8992	2685	8380	7332	758	1003	601	432	792	158	96	239	299	47	263	79	59	106	13	11	21	45	47	24	3	7	10	3	8	7	9	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
