label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100
0.03	north11_all	80	3757	1682	4107	707	561	439	881	817	252	184	161	354	193	89	382	80	75	59	60	60	41	34	44	40	32	19	70	14	17	15	16	7	16	54	10	32	26	6	4	9	9	20	5	3	4	4	1	4	4	3	10	8	3	1	0	7	2	2	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1759	580	3731	286	263	178	741	716	120	46	55	293	151	24	363	28	37	27	37	38	11	18	19	24	8	11	61	4	8	9	6	2	4	48	3	30	22	4	1	5	7	19	1	3	0	1	1	0	0	3	9	7	2	0	0	7	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3725	1697	4100	724	579	451	968	896	239	170	169	409	212	77	389	78	66	48	58	50	45	35	48	45	28	22	82	12	17	14	18	5	16	46	9	34	14	10	6	7	11	19	5	2	3	2	1	3	4	4	10	4	3	2	4	4	1	3	4	2	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1774	587	3751	298	265	186	807	796	118	43	50	352	157	25	369	27	32	25	33	36	12	16	21	28	3	15	73	5	11	8	6	1	2	42	3	32	9	5	1	4	9	18	2	1	0	0	1	0	0	3	9	2	2	2	4	3	1	0	3	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3858	1684	4167	736	550	465	941	892	229	172	175	413	221	75	420	75	59	50	54	51	44	39	46	48	27	20	89	13	13	19	18	4	18	48	8	23	14	10	9	4	10	16	6	2	4	4	4	5	3	4	13	3	4	4	4	2	2	3	0	9	1	2	0	0	0	1	0	1	0	0	0	2	0	2	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1819	572	3794	303	242	193	813	782	122	49	49	362	171	20	400	17	29	26	31	33	10	23	21	27	5	14	79	7	6	14	7	2	3	46	2	20	10	6	2	1	7	15	2	0	0	1	1	0	0	3	12	2	2	2	4	0	1	0	0	9	0	1	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3897	1700	4035	747	580	434	918	888	228	172	169	377	248	104	400	82	63	39	62	59	32	49	43	53	28	18	92	15	13	20	17	11	16	57	9	29	14	8	12	2	11	14	6	5	2	4	3	6	1	4	12	4	3	4	5	5	3	3	0	8	1	2	0	0	0	1	0	1	2	0	0	2	1	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north14_active	80	1831	584	3674	283	274	185	783	788	120	55	42	326	196	22	379	21	33	20	30	44	6	29	18	32	8	11	86	8	7	15	7	4	5	55	2	23	11	4	2	0	8	13	3	1	0	1	0	0	0	2	12	1	1	2	5	3	2	0	0	8	0	1	0	0	0	1	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north15_all	80	3915	1672	4132	758	602	419	913	932	236	191	155	367	233	106	410	84	69	45	60	71	30	44	35	48	24	20	92	16	16	23	16	14	11	62	7	27	10	6	10	3	11	9	4	4	3	6	5	3	4	2	12	3	3	4	3	6	5	1	0	7	0	2	0	0	0	1	0	0	2	1	0	2	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north15_active	80	1820	575	3775	281	279	163	800	834	136	54	42	326	182	28	382	26	34	22	28	52	7	28	12	25	7	16	91	6	8	17	6	6	4	59	1	22	7	3	2	0	8	8	2	1	0	1	1	0	1	1	12	1	2	2	3	4	4	0	0	7	0	1	0	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north16_all	80	3860	1691	3945	741	588	417	915	897	227	195	145	388	259	117	391	79	87	59	68	83	37	41	21	46	23	29	106	17	16	21	19	13	9	63	7	28	17	5	11	3	8	7	3	4	1	3	4	4	3	2	5	5	3	2	3	5	4	0	4	0	0	0	1	0	0	1	0	0	3	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north16_active	80	1835	582	3576	261	275	153	794	813	120	51	34	345	207	28	363	29	38	30	38	59	11	21	6	26	4	22	106	5	8	15	6	5	5	60	1	22	12	1	0	0	5	4	1	1	0	0	1	1	1	0	3	2	2	2	3	4	4	0	4	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north17_all	80	3887	1656	3974	720	582	431	930	821	244	195	148	410	237	88	424	70	95	69	58	79	45	37	22	48	22	31	128	16	17	17	17	8	9	53	4	22	14	7	7	3	8	12	1	4	3	2	3	5	3	1	13	3	2	3	2	6	3	1	4	0	0	0	1	0	0	1	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1821	550	3597	275	266	167	810	739	137	53	39	360	185	24	397	23	40	39	36	54	16	18	4	32	3	24	125	2	7	12	5	2	4	50	0	16	10	1	1	0	4	4	0	1	0	0	1	2	1	0	11	1	2	3	2	5	3	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3786	1675	3870	695	570	444	981	816	234	181	160	408	264	86	471	65	101	86	59	75	48	43	34	43	20	32	139	11	14	17	22	6	9	61	10	22	16	9	6	0	8	15	6	5	4	0	4	5	2	1	12	5	2	3	0	8	2	1	4	0	0	0	1	1	1	0	0	0	1	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1784	574	3513	278	257	165	861	722	113	46	46	354	216	20	447	18	42	42	39	51	17	17	12	29	4	22	135	2	5	13	10	2	4	59	2	16	13	3	1	0	5	6	1	0	1	0	3	2	0	0	10	2	1	2	0	7	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3854	1682	3874	719	574	438	1016	816	257	175	167	429	263	91	458	66	90	84	63	66	49	43	40	40	18	28	137	17	16	16	16	8	10	35	10	18	18	10	7	4	7	14	6	5	4	0	8	4	1	0	10	4	1	3	0	6	1	2	0	1	2	0	0	1	1	0	0	0	5	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north19_active	80	1808	595	3544	277	255	177	892	718	130	60	49	381	212	24	433	14	44	43	38	46	17	21	17	26	4	18	131	4	5	12	9	1	4	33	3	14	17	3	2	1	6	5	1	0	1	0	6	1	0	0	9	2	0	2	0	6	1	1	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north20_all	80	3853	1714	3766	708	595	405	1061	865	281	174	183	462	262	89	396	68	67	78	71	74	42	45	42	33	23	23	86	21	18	22	14	11	12	51	18	15	18	9	7	6	9	13	7	5	4	1	7	3	2	2	11	3	1	3	1	6	0	1	0	1	2	0	0	1	2	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north20_active	80	1766	589	3459	270	264	149	927	758	143	54	57	415	214	23	368	12	29	40	45	52	13	22	22	23	4	16	83	7	10	19	9	3	5	50	7	11	17	2	2	3	7	5	2	0	1	0	6	0	0	1	10	2	0	2	1	6	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south21_all	80	3739	1651	3893	801	583	445	959	873	216	178	147	456	240	96	506	67	77	65	52	68	41	41	36	40	35	34	116	20	12	18	17	11	10	50	6	20	28	9	6	5	2	3	6	1	2	2	7	3	0	2	1	1	1	0	0	1	5	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south21_active	80	1753	573	3576	309	268	176	825	765	113	59	36	413	177	28	481	24	35	36	28	42	4	19	19	23	8	19	110	9	6	13	6	6	4	48	1	18	24	6	3	0	0	1	3	1	1	2	5	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south22_all	80	3731	1664	4155	773	571	407	942	863	230	174	142	431	255	106	454	76	79	68	57	77	40	41	40	37	33	31	81	17	12	22	21	13	14	83	10	18	19	10	3	5	5	2	1	1	3	2	5	1	2	3	6	3	1	1	0	1	1	0	0	0	1	0	0	2	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south22_active	80	1753	562	3821	292	271	146	813	778	124	53	38	387	183	33	430	24	37	36	32	48	6	19	19	21	8	19	75	6	5	15	8	6	8	80	6	17	15	5	2	0	1	0	1	1	1	2	5	0	1	1	6	2	0	1	0	1	1	0	0	0	1	0	0	2	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south23_all	80	3811	1657	4117	725	604	401	954	800	271	184	150	387	244	104	412	84	85	63	46	90	35	44	36	42	33	32	71	18	12	17	16	16	12	134	12	16	17	7	5	7	8	3	1	3	3	0	5	2	2	4	6	3	1	2	0	1	4	0	0	1	1	1	2	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south23_active	80	1792	540	3774	250	315	130	836	719	145	54	45	344	180	32	385	28	42	33	27	58	6	23	16	25	8	22	68	3	2	12	7	7	6	132	6	15	12	3	1	1	3	0	1	3	1	0	4	1	1	1	6	3	0	1	0	1	3	0	0	1	1	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	2	0
0.03	south24_all	80	3934	1665	4151	729	630	402	937	768	269	188	148	363	225	109	378	92	75	58	57	81	45	39	36	38	28	35	61	19	17	19	12	12	10	131	10	11	22	7	5	6	7	5	3	5	3	0	5	3	5	4	10	3	0	2	0	4	3	0	0	1	1	1	3	1	0	6	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south24_active	80	1840	526	3806	280	327	135	805	683	135	59	42	316	176	27	356	28	38	25	36	50	11	23	15	24	7	19	58	3	4	12	4	5	6	130	7	9	18	3	1	2	4	3	0	5	1	0	3	1	1	1	10	3	0	1	0	4	2	0	0	1	1	0	3	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south25_all	80	3934	1663	4009	747	633	410	902	744	268	196	148	365	201	107	435	76	73	54	58	77	46	35	33	40	33	31	73	17	20	22	10	9	13	101	11	16	25	7	7	5	5	5	4	7	3	0	3	3	4	6	8	3	1	2	0	3	3	0	0	3	0	2	3	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south25_active	80	1867	546	3680	306	358	143	786	657	138	54	42	318	157	22	415	29	31	23	35	44	12	16	13	27	7	13	70	3	7	14	5	4	6	101	6	14	20	4	1	3	4	3	1	5	0	0	1	1	0	2	8	3	1	1	0	3	2	0	0	3	0	1	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south26_all	80	3890	1660	3977	760	594	419	889	764	245	186	158	367	204	101	438	69	62	75	75	74	53	34	33	44	34	29	75	17	15	17	10	12	15	65	11	10	30	7	3	4	3	7	4	11	3	1	4	1	5	3	19	3	1	3	0	4	0	0	0	2	0	1	2	0	1	1	1	0	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	1	0	0	0	0
0.03	south26_active	80	1801	565	3613	311	314	139	762	664	113	51	40	327	156	25	414	30	23	34	49	44	13	12	14	32	6	11	71	4	6	7	5	5	5	65	2	9	27	4	0	2	3	6	1	9	0	1	2	0	0	1	19	1	1	1	0	3	0	0	0	2	0	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0
0.03	south27_all	80	3921	1634	4161	777	578	441	857	771	258	178	157	408	228	91	480	55	76	72	76	72	43	38	40	37	39	34	70	14	17	14	16	12	16	61	13	18	21	5	3	3	3	6	2	12	3	1	5	0	6	4	23	2	2	2	0	2	1	1	0	2	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	2	1	1	0	0	0	1	0	0	0	0
0.03	south27_active	80	1835	572	3790	314	298	167	732	685	114	39	46	372	174	22	456	27	28	39	41	48	11	16	16	27	8	14	64	4	7	7	7	5	6	59	2	16	19	2	0	1	3	5	1	8	0	1	2	0	1	1	23	0	2	1	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	3870	1657	4143	770	560	436	902	802	248	183	168	375	262	93	435	70	83	78	62	91	38	45	38	45	38	28	58	12	11	13	12	10	10	45	10	20	20	4	3	4	4	9	3	13	1	2	5	1	5	3	22	2	4	3	0	4	1	1	0	0	0	0	1	1	0	0	0	1	9	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	8	0	4	0	2	1	1	0	0	0	1	0	0	0	0
0.03	south28_active	80	1825	578	3766	309	279	166	771	712	113	45	58	340	204	28	411	31	35	41	30	60	10	20	18	29	8	15	51	3	5	5	3	4	4	43	1	16	19	1	1	1	4	8	1	9	1	1	2	0	1	1	21	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	4	0	2	1	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	3865	1632	4190	749	566	421	918	839	245	178	156	351	261	88	364	76	85	70	65	86	37	40	39	59	41	26	63	12	16	18	13	9	9	31	10	31	15	4	3	6	5	7	4	7	2	4	4	3	4	2	18	0	4	1	3	6	3	2	0	1	0	2	2	1	1	0	0	1	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	4	0	2	1	0	0	0	0	1	0	0	0	0
0.03	south29_active	80	1798	554	3832	302	275	169	786	749	119	54	55	310	206	25	338	30	44	35	26	58	10	20	15	34	8	15	55	4	6	10	4	3	4	29	1	27	14	1	1	1	4	6	1	4	1	1	1	1	1	0	17	0	3	0	3	3	2	0	0	1	0	1	2	0	0	0	0	1	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	4	0	2	1	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	3876	1674	4014	751	573	415	888	862	222	194	154	397	256	87	390	82	84	66	59	90	34	39	31	56	35	26	74	15	20	26	12	5	10	16	9	39	21	4	5	6	3	7	5	5	2	4	0	3	6	1	25	0	4	1	3	4	2	3	0	1	1	2	1	1	1	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	1825	550	3676	305	271	168	768	763	111	60	52	349	202	20	367	27	43	29	26	64	9	18	12	35	7	18	69	4	4	15	4	1	6	15	3	35	18	3	1	1	2	7	1	3	1	1	0	1	2	1	24	0	3	0	3	3	2	0	0	1	0	1	1	0	0	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	1
