label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101
0.03	north6_all	80	8442	4450	1768	2108	1378	504	380	603	258	391	290	243	274	159	188	118	137	64	59	78	67	57	39	37	31	31	28	18	22	15	34	44	12	26	13	18	12	13	9	3	4	9	21	6	2	3	0	9	1	5	17	1	4	2	0	0	1	0	0	0	1	0	0	1	1	1	3	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5249	2832	1069	1333	849	233	189	380	137	244	164	149	171	79	125	63	94	33	28	50	48	27	15	16	15	15	19	10	9	10	18	41	5	13	4	11	5	7	6	1	0	7	15	2	2	0	0	8	0	1	12	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8504	4524	1717	2183	1443	500	401	616	249	381	269	244	279	145	168	122	166	68	52	69	69	59	44	39	25	23	37	14	21	14	30	36	15	37	11	9	13	20	5	3	4	6	19	3	4	2	1	10	1	3	13	1	4	1	0	0	1	1	0	0	0	0	1	1	0	2	2	1	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	5290	2946	1025	1384	896	248	194	397	135	233	157	148	178	74	109	63	111	32	27	40	47	25	20	21	15	10	20	9	8	5	15	30	7	17	4	5	8	14	2	2	1	5	16	2	4	0	0	9	0	0	9	1	1	0	0	0	1	1	0	0	0	0	0	1	0	2	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8572	4616	1773	2120	1500	479	401	647	261	371	272	240	260	149	189	134	167	71	55	62	63	60	51	38	24	25	42	18	21	19	32	41	21	40	11	9	17	24	6	6	6	3	21	2	5	2	1	10	1	2	3	2	5	1	0	0	1	3	0	0	1	0	2	1	0	2	2	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	5401	3043	1081	1296	958	243	195	415	136	225	163	133	146	74	122	71	110	29	28	31	38	31	25	19	15	9	20	13	8	7	14	29	12	23	4	7	12	13	2	2	2	2	16	2	3	0	0	9	0	0	0	1	3	0	0	0	1	1	0	0	1	0	0	1	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8639	4700	1730	2235	1440	472	413	717	240	374	264	252	268	165	202	136	165	77	55	71	58	56	52	34	25	27	42	20	22	21	24	31	16	34	10	11	19	32	8	9	7	2	12	3	7	3	2	7	1	0	3	2	3	1	0	1	1	3	1	0	2	0	2	1	0	1	2	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	5472	3154	1045	1399	907	231	191	469	123	225	157	134	155	88	133	85	107	37	28	36	27	28	25	19	15	11	20	11	12	8	10	18	10	17	4	6	15	19	3	4	3	2	7	3	3	1	0	4	0	0	0	1	3	0	0	1	1	1	0	0	1	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8720	4700	1734	2231	1407	453	400	730	227	357	257	273	261	180	244	137	169	75	63	71	60	45	58	28	25	27	36	24	19	21	27	29	13	26	9	11	18	28	9	7	7	1	7	5	9	2	3	5	0	1	1	4	3	3	0	2	2	3	3	0	2	0	6	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	5588	3124	1029	1432	923	221	178	474	111	224	148	143	155	96	175	87	123	40	30	42	28	25	36	17	13	13	21	14	11	8	13	13	8	18	4	6	15	18	4	3	3	1	2	4	4	2	1	3	0	1	0	2	3	2	0	1	2	1	1	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	8536	4515	1833	2265	1384	460	372	636	233	450	252	266	300	136	190	137	146	66	62	70	62	53	66	27	24	33	26	21	14	13	23	23	15	59	8	5	18	19	8	5	4	5	13	3	2	5	0	5	2	3	3	2	3	1	4	2	3	8	0	0	0	0	3	2	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north11_active	80	5304	2902	1050	1527	930	203	203	407	119	250	152	167	171	73	131	71	86	36	26	39	37	33	37	11	14	17	16	11	7	5	19	14	12	45	4	1	14	7	4	3	1	2	5	0	0	3	0	3	2	2	3	0	1	1	2	1	1	8	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_all	80	8575	4507	1788	2264	1397	460	379	611	230	392	234	243	295	147	190	114	144	69	59	74	57	60	77	32	33	28	26	20	11	11	28	38	17	39	10	7	16	10	8	6	3	2	18	4	1	6	0	7	4	4	5	2	3	0	2	1	2	8	0	0	0	0	4	2	0	0	3	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0
0.03	north12_active	80	5386	2865	1030	1467	917	209	195	371	109	232	130	161	175	77	141	53	81	40	23	41	30	30	46	15	16	14	16	9	7	5	23	26	13	30	4	2	11	6	4	5	1	0	11	1	0	3	0	6	2	3	5	1	1	0	0	0	1	8	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_all	80	8448	4525	1785	2216	1332	447	401	684	224	374	253	260	298	154	179	116	165	61	63	73	72	65	66	30	35	27	31	19	18	9	37	43	18	48	11	9	17	12	10	7	4	1	12	4	2	5	1	5	3	3	5	2	1	1	1	1	1	8	1	0	1	1	4	2	0	0	3	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	north13_active	80	5361	2900	1043	1450	868	214	196	439	111	230	150	159	174	84	133	63	101	33	25	41	42	33	40	13	16	16	18	8	10	7	25	27	12	36	5	2	11	11	4	4	1	0	9	2	0	3	1	5	1	3	3	1	0	1	0	1	1	8	0	0	1	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8492	4436	1751	2176	1361	473	399	657	232	372	250	245	286	159	185	115	152	72	63	87	65	71	64	31	40	24	42	20	19	10	34	49	16	43	13	16	13	20	6	6	3	4	11	5	1	5	2	5	3	3	6	2	1	2	1	1	2	0	1	0	1	2	2	1	0	1	6	0	3	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	5392	2853	1033	1455	903	235	177	398	101	224	152	147	163	92	127	63	88	39	35	48	33	37	36	12	21	14	26	7	10	8	20	36	10	32	4	4	7	17	1	2	1	4	9	3	0	1	2	5	1	2	4	1	0	2	1	1	1	0	0	0	1	1	2	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8468	4489	1779	2191	1381	486	434	633	243	367	252	242	270	165	191	114	144	74	67	87	67	67	58	33	42	23	39	18	19	13	33	57	13	46	9	16	10	25	7	6	3	6	10	5	2	7	4	2	2	2	4	2	1	3	3	1	1	0	1	0	2	2	0	0	0	2	7	0	2	1	0	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	5332	2901	1012	1480	893	239	212	377	105	215	153	132	154	96	121	62	86	35	41	56	39	29	34	10	26	13	21	6	11	10	20	36	8	33	2	6	7	18	2	1	1	6	7	3	1	2	3	2	1	1	1	0	0	3	3	1	0	0	0	0	1	1	0	0	0	2	1	0	2	0	0	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8582	4277	1752	2195	1374	533	421	634	257	354	249	249	243	161	204	135	137	66	65	80	63	58	57	28	32	29	33	16	18	13	20	50	11	63	7	12	6	31	6	9	1	9	10	4	3	6	4	0	2	2	2	3	2	2	5	1	3	2	0	0	1	1	0	0	0	4	7	0	2	1	0	0	0	0	4	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	5330	2685	998	1427	884	264	204	376	120	221	136	139	133	101	134	77	82	30	43	49	35	29	34	10	22	16	18	6	10	8	11	31	7	48	2	6	6	23	2	4	1	7	8	2	2	1	2	0	1	1	1	1	1	2	4	1	1	0	0	0	0	1	0	0	0	2	1	0	2	0	0	0	0	0	4	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	8637	4363	1728	2250	1375	532	415	623	254	336	249	259	231	180	191	133	126	72	63	74	56	56	58	25	30	30	27	18	16	16	23	52	9	56	6	12	10	26	10	10	2	8	12	3	3	4	5	3	4	2	1	5	3	4	5	1	4	4	0	2	1	1	1	0	0	3	6	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	5380	2718	1009	1484	879	277	205	382	129	225	137	153	128	114	115	75	75	33	39	45	27	33	35	10	19	15	11	6	9	10	13	32	3	40	4	7	6	16	4	4	2	4	9	0	2	1	2	2	1	2	0	2	1	4	4	1	2	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_all	80	8654	4553	1719	2307	1393	527	400	653	251	323	261	258	243	179	183	133	127	66	57	74	57	61	57	26	28	28	24	19	15	16	19	32	8	46	7	14	14	18	10	12	4	9	11	4	3	4	7	4	6	1	0	3	3	3	2	1	4	4	0	2	2	1	1	0	0	3	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	5481	2875	996	1502	901	279	198	409	121	211	142	156	141	114	112	70	72	33	31	35	26	37	31	10	13	12	14	7	7	9	10	22	3	35	4	10	7	12	5	6	3	5	8	1	1	2	3	3	2	1	0	2	2	3	1	1	2	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	8701	4651	1720	2221	1459	508	363	663	229	336	255	252	250	174	170	122	119	77	50	73	52	61	50	26	31	30	26	18	14	14	21	33	9	36	6	12	13	23	9	8	7	6	9	5	2	2	6	6	6	3	1	3	2	4	1	1	3	3	0	2	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	5549	2993	1033	1480	939	261	176	429	104	220	143	147	158	114	107	62	67	44	18	38	24	36	27	9	15	15	14	7	5	6	10	22	3	29	4	8	6	16	4	5	5	3	7	1	0	1	2	5	2	3	1	2	1	3	1	1	2	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_all	80	8658	4616	1708	2217	1459	485	372	704	224	356	237	259	257	186	179	116	124	92	49	74	49	68	55	30	33	28	26	20	17	12	21	35	8	27	6	12	13	18	10	9	6	6	11	4	1	2	4	7	4	5	1	1	1	3	2	2	2	0	1	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north20_active	80	5493	3011	1023	1449	954	235	181	454	96	223	134	155	167	117	113	57	72	58	23	42	23	38	32	13	20	14	13	10	4	4	8	25	4	21	3	8	7	12	3	6	4	5	11	1	0	1	1	6	1	2	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_all	80	4556	1822	1167	1469	1266	607	442	420	533	241	159	139	123	110	211	108	91	147	78	60	88	42	43	39	27	45	41	16	15	24	25	15	13	17	8	12	13	25	7	9	6	4	7	12	6	4	4	5	2	4	7	2	1	4	3	3	1	4	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2402	833	527	884	759	326	239	244	337	130	71	67	53	53	143	62	46	93	48	40	54	20	24	15	14	23	23	9	8	9	14	7	8	14	3	8	8	13	7	9	6	1	4	11	1	2	1	4	2	1	6	2	1	1	3	3	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4595	1828	1156	1431	1224	608	425	469	525	238	169	136	129	109	232	122	94	139	84	57	85	39	40	38	26	45	33	13	18	21	30	13	15	13	12	8	13	28	9	8	6	4	7	7	5	5	4	5	2	4	8	0	3	3	3	3	0	5	1	1	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2401	868	525	898	744	339	223	271	332	130	67	68	52	50	145	63	47	85	49	33	51	19	22	15	14	27	18	8	8	6	20	8	12	11	3	5	10	15	4	7	5	1	4	6	2	3	1	4	2	1	7	0	1	0	3	3	0	3	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4593	1742	1131	1504	1210	585	423	472	559	234	168	132	134	110	233	121	91	119	81	56	75	44	38	29	28	44	32	13	28	20	31	15	15	9	13	8	14	28	14	6	7	5	7	1	6	7	2	5	1	5	3	0	3	3	2	5	0	5	1	1	2	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2388	828	516	971	754	331	216	273	347	116	64	66	53	54	147	55	42	67	48	31	45	23	17	14	13	27	19	7	12	7	24	7	12	6	5	6	11	14	4	5	6	1	3	1	2	4	0	4	1	1	2	0	1	0	2	4	0	4	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4630	1720	1116	1485	1234	568	422	448	587	237	182	139	127	113	213	107	97	127	87	51	73	36	41	32	25	38	33	20	26	17	37	20	17	10	12	8	9	21	14	6	9	5	8	3	5	7	1	5	1	4	4	1	4	3	0	2	0	4	1	0	1	0	3	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2416	847	520	958	754	336	214	246	376	118	76	64	50	50	125	44	46	86	49	28	42	19	21	13	9	26	21	11	11	8	30	11	11	5	5	6	7	12	4	4	8	2	4	2	2	5	0	4	1	1	2	1	1	0	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4802	1733	1143	1620	1321	606	417	469	636	244	166	142	122	120	222	94	105	142	79	51	63	41	38	28	27	45	39	22	25	11	52	14	17	22	9	12	11	14	10	12	11	5	6	5	6	6	0	5	0	2	7	4	3	2	1	3	0	1	1	0	0	0	2	0	0	0	0	1	1	0	1	1	0	0	0	2	1	0	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2564	840	547	1047	832	360	213	251	402	131	70	61	49	50	138	44	50	110	46	30	34	23	17	11	9	29	27	11	12	7	43	7	9	15	5	7	5	11	2	5	8	2	2	3	2	4	0	3	0	0	1	4	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5042	1717	1137	1805	1421	642	402	488	689	261	176	147	127	118	213	89	107	153	80	61	74	37	35	29	28	52	41	28	28	12	50	14	16	22	10	13	9	10	9	21	12	4	9	6	7	7	0	7	0	5	6	6	2	2	1	1	1	2	1	0	0	0	2	1	0	0	0	0	0	0	1	1	5	0	0	2	0	0	4	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2773	809	556	1177	902	385	192	266	445	141	87	61	56	57	132	45	51	111	47	39	34	19	16	16	13	30	30	15	10	9	38	8	7	14	7	5	4	10	5	12	10	3	5	3	3	4	0	2	0	3	1	6	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5258	1724	1161	1907	1565	658	430	505	760	268	162	143	132	124	239	95	105	180	72	64	84	52	34	33	32	49	41	21	30	19	43	11	21	23	10	16	8	12	9	32	9	3	11	7	8	3	1	5	0	5	5	7	3	1	1	1	1	4	0	0	0	0	2	1	0	0	1	1	0	0	0	1	5	0	0	1	0	0	5	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2938	802	577	1261	1015	396	210	277	506	160	80	59	57	58	153	54	48	132	43	39	42	18	14	16	19	26	27	9	13	14	31	7	13	16	7	5	4	8	5	24	6	2	8	2	4	1	0	1	0	4	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5178	1755	1169	1916	1567	727	417	489	749	278	170	152	121	121	243	115	91	194	76	62	113	62	34	35	33	47	41	23	29	28	29	22	24	28	25	14	9	15	9	25	8	6	16	5	5	3	2	5	0	6	5	5	2	0	0	3	1	4	0	5	0	0	0	1	0	0	1	1	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2875	796	586	1233	1019	433	196	293	487	162	82	64	51	60	140	58	38	146	47	39	67	27	10	18	19	24	28	9	13	14	18	17	11	20	18	4	5	9	4	19	5	4	10	1	3	0	0	1	0	4	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5154	1748	1153	1930	1531	679	436	492	766	280	178	161	126	122	248	106	78	193	79	57	121	62	30	35	32	39	52	21	29	30	26	21	21	27	32	11	9	18	10	24	5	7	16	4	6	6	2	3	2	2	1	2	3	1	0	2	2	4	0	5	0	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2820	779	596	1234	997	390	213	302	511	164	82	76	51	58	156	56	35	146	45	35	78	27	8	14	19	18	34	10	16	15	18	16	12	15	23	4	5	12	4	17	1	3	11	1	2	4	0	0	1	1	1	0	2	1	0	1	0	1	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5018	1766	1192	1898	1512	677	457	497	783	272	167	152	128	119	238	114	76	179	74	59	133	48	31	34	33	42	52	25	31	30	23	19	23	39	42	7	10	26	7	23	9	9	12	3	4	7	1	4	3	1	1	4	4	1	2	2	1	3	0	6	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
