label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115
0.03	north1_all	80	28302	15405	7814	5667	4267	3860	2312	1923	2158	1324	1451	946	791	1752	1165	453	450	984	1034	446	319	218	199	186	145	248	314	130	187	82	90	138	73	54	84	37	68	59	42	37	42	43	37	29	13	20	38	12	33	10	9	12	3	10	21	13	5	5	8	21	9	3	0	6	0	0	1	1	2	3	0	0	0	0	1	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	11074	8788	2213	2471	1917	2252	543	690	1410	465	907	289	324	1551	927	109	147	848	930	278	135	80	69	76	28	188	281	40	150	29	20	85	40	21	58	16	60	41	15	27	32	36	22	18	0	9	35	6	30	9	4	10	1	1	20	13	4	1	4	20	5	0	0	5	0	0	0	1	1	1	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28082	15502	7631	5802	4324	3856	2378	1945	2206	1319	1429	985	817	1719	1200	491	431	1001	1048	425	326	225	206	184	156	279	317	123	203	99	82	133	69	52	78	43	66	40	36	47	40	48	32	28	6	17	34	18	36	8	13	19	6	8	10	30	10	5	8	15	10	1	2	3	0	1	1	2	2	3	0	0	1	2	3	2	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	11000	8921	2172	2472	1974	2292	558	679	1469	465	887	297	324	1526	959	117	143	872	958	259	145	70	65	70	33	213	263	34	170	34	20	80	36	21	47	15	58	25	13	38	28	42	21	18	0	10	29	8	31	7	4	18	3	1	7	30	9	3	4	14	6	0	0	2	0	0	0	2	1	1	0	0	1	0	3	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28190	15355	7626	5916	4323	3789	2418	1973	2178	1340	1422	995	823	1675	1190	500	444	1088	921	452	298	230	214	197	144	302	309	116	206	109	72	105	71	55	76	43	64	46	35	45	38	52	38	25	12	19	25	15	31	12	9	17	5	7	7	33	10	4	6	12	10	2	5	4	0	4	3	2	1	1	3	1	2	2	3	11	0	0	0	3	2	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	10957	8811	2164	2555	1948	2199	544	680	1437	471	903	299	317	1504	942	118	143	967	833	272	134	80	64	76	31	238	249	25	170	45	26	73	38	23	43	11	59	26	15	36	29	47	25	17	0	8	21	4	28	9	0	16	2	2	5	33	10	4	3	11	6	0	3	3	0	0	3	2	0	0	3	0	1	0	2	11	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	27812	15230	7534	5834	4335	3800	2370	2057	2223	1340	1406	995	824	1838	1160	515	436	1074	1006	406	310	260	208	207	157	298	283	105	201	108	66	101	70	65	88	53	77	64	33	39	33	36	35	27	20	20	24	14	35	30	10	22	7	7	11	34	11	7	6	8	8	1	6	1	1	4	3	2	0	1	3	2	3	2	3	11	1	1	0	3	7	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	10810	8763	2166	2505	1937	2207	517	704	1484	487	897	318	304	1651	936	121	142	960	918	241	136	86	68	88	32	250	223	19	166	39	25	72	35	30	49	14	64	44	13	31	23	29	20	18	2	9	22	3	30	26	1	21	3	1	7	32	10	6	3	7	4	0	4	1	0	0	3	2	0	1	3	1	2	0	2	11	1	0	0	3	5	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	27882	15195	7652	5848	4255	3803	2332	2039	2128	1347	1442	1001	794	1740	1215	526	440	1036	934	394	300	260	201	230	162	226	267	106	200	111	78	94	65	61	82	45	78	92	35	27	44	34	33	30	21	21	34	11	40	36	13	27	14	9	22	43	15	7	4	15	5	2	5	2	1	4	3	1	0	1	9	2	3	2	3	10	3	1	0	1	5	0	1	1	1	0	0	3	0	1	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	10757	8618	2178	2543	1922	2219	479	690	1396	512	926	334	297	1553	992	121	146	927	839	228	134	90	70	100	29	192	210	18	163	48	28	58	26	30	47	11	63	72	15	17	29	27	17	21	4	9	28	2	35	31	2	25	7	3	18	41	14	6	1	14	3	0	4	1	0	0	3	1	0	1	9	1	2	0	2	10	3	0	0	1	5	0	1	0	1	0	0	3	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	27923	15344	7635	5877	4233	3799	2313	2022	2104	1361	1474	997	787	1754	1177	499	432	1018	1056	363	306	250	195	212	159	202	306	103	177	97	71	93	70	67	89	45	65	85	31	34	48	35	29	30	22	19	38	12	33	42	16	28	16	11	26	17	8	7	4	13	9	1	1	2	2	3	1	2	1	2	8	1	1	0	0	0	4	2	0	0	5	0	3	0	0	0	0	3	1	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
