label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110
0.03	north11_active	80	13149	4673	11041	3928	1457	3370	1779	810	864	531	1043	1257	278	302	261	306	158	482	135	151	247	136	118	199	290	82	75	154	60	89	115	54	35	29	18	28	17	33	27	33	33	15	11	28	7	13	4	8	9	6	13	4	3	8	9	1	4	4	0	2	3	0	0	2	7	2	11	2	4	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	26354	10523	17449	6837	3285	5349	3107	1741	1689	1112	1746	2048	656	622	586	616	399	744	273	294	377	267	235	307	440	165	136	205	100	139	153	124	67	62	41	66	39	42	61	65	58	28	17	29	12	29	15	9	18	14	20	10	5	11	12	9	8	4	4	25	3	3	5	4	14	2	12	2	5	1	1	1	1	4	1	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	13073	4700	11245	3837	1430	3271	1731	801	865	508	1042	1225	282	301	287	314	166	492	124	151	229	137	127	203	310	88	76	141	61	91	106	76	36	35	18	37	16	28	45	49	29	14	6	16	5	18	6	8	10	4	17	7	2	8	10	2	5	2	2	25	2	0	0	2	12	2	11	2	4	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	26385	10426	17328	6845	3267	5198	3061	1738	1735	1102	1679	1996	644	627	561	587	398	757	287	271	366	278	208	322	424	143	130	191	94	137	133	143	74	52	45	53	38	56	42	65	47	24	24	28	12	29	17	11	17	17	10	8	8	10	11	10	8	7	4	25	3	4	1	5	13	1	11	3	2	2	1	2	2	5	0	1	1	0	0	0	1	0	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	2	0
0.03	north13_active	80	13249	4623	11097	3922	1445	3223	1744	814	867	491	1000	1258	291	315	265	296	165	491	132	144	213	142	108	201	315	79	71	140	59	87	79	103	39	31	20	29	18	45	32	45	29	14	10	18	6	22	6	9	7	7	8	5	3	7	10	2	6	3	2	24	2	0	1	3	10	0	10	3	1	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0
0.03	north14_all	80	26160	10454	17192	6842	3299	5032	3144	1700	1702	1105	1662	2047	667	603	593	561	413	765	289	276	338	270	188	330	392	148	134	175	96	139	128	173	64	64	45	48	44	54	53	64	44	16	16	30	17	27	18	9	18	17	18	8	12	12	13	9	8	10	7	25	4	4	6	4	10	1	6	4	2	3	1	5	2	1	1	0	1	4	1	0	4	0	1	1	6	1	2	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	1	1	0	0	0	2	0
0.03	north14_active	80	13116	4568	11098	3844	1468	3116	1831	817	874	488	991	1315	298	290	283	297	180	503	136	157	188	138	101	204	268	74	72	121	57	85	67	127	31	41	22	33	21	42	40	37	31	10	7	20	6	19	7	7	8	6	10	4	5	7	12	1	4	3	4	24	2	0	6	3	7	0	6	4	1	2	0	3	0	0	0	0	1	4	1	0	3	0	1	0	6	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	2	0
0.03	north15_all	80	26035	10370	16944	6983	3290	5095	3151	1709	1711	1116	1678	2067	664	603	587	544	375	814	308	304	335	277	180	325	399	149	134	125	89	153	135	176	69	59	45	42	40	64	56	65	40	17	16	37	20	27	13	9	21	15	15	8	12	13	8	6	3	14	7	4	7	3	11	8	2	2	0	4	2	3	1	5	3	1	1	0	2	4	1	2	3	0	3	1	6	1	2	0	0	0	1	0	0	0	0	0	1	1	0	0	2	1	0	0	1	1	0	0	0	2	0
0.03	north15_active	80	13048	4590	10807	3961	1462	3153	1852	828	902	472	1009	1385	297	289	294	282	163	520	149	160	181	135	102	196	269	71	68	81	49	91	77	124	33	35	21	26	19	45	41	37	27	10	7	25	7	16	4	4	13	7	7	3	5	5	6	1	1	4	5	2	2	0	9	5	0	1	0	3	1	1	0	3	1	0	0	0	1	4	1	1	3	0	3	0	6	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	2	0
0.03	north16_all	80	26162	10265	17127	6879	3338	5201	3129	1736	1692	1132	1670	2059	682	631	567	559	370	781	302	291	347	283	201	305	419	160	136	140	87	133	143	156	59	66	48	47	38	58	61	74	48	18	14	34	22	26	11	13	18	10	24	9	15	12	7	4	3	13	8	3	8	3	12	5	1	3	0	2	2	2	1	3	2	2	1	0	1	4	1	3	3	0	3	0	6	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	2	1	0	0	1	1	0	0	0	0	0
0.03	north16_active	80	13026	4548	10839	3917	1467	3203	1800	840	876	475	995	1340	298	288	268	304	161	497	153	157	187	146	114	179	268	82	69	90	44	76	80	101	27	34	22	27	14	37	42	52	33	6	7	18	9	13	3	4	11	3	15	4	8	4	6	1	0	4	4	2	3	0	10	2	0	2	0	1	0	0	0	3	1	1	0	0	0	4	1	1	3	0	2	0	6	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	26441	10252	17108	6790	3318	5212	3143	1790	1665	1098	1785	2036	660	639	578	585	365	778	301	291	375	278	228	328	417	178	120	153	90	126	137	142	68	60	49	44	33	55	56	76	53	22	14	31	17	20	16	13	17	9	21	10	14	9	3	4	1	9	6	4	9	2	13	5	2	2	2	2	1	3	2	4	2	2	1	1	1	0	1	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	13168	4519	10837	3847	1449	3216	1786	870	837	463	1076	1348	286	294	273	311	156	497	143	146	210	140	119	187	258	99	54	90	38	79	89	85	37	33	23	25	12	32	39	59	28	8	4	17	7	8	3	1	10	3	13	6	7	3	0	2	0	4	3	2	3	0	11	3	1	2	0	1	0	2	1	3	1	2	0	0	0	0	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	26323	10323	17207	6783	3311	5425	3082	1768	1685	1049	1800	2103	684	680	589	577	393	707	281	286	352	288	244	309	415	177	119	169	95	125	153	147	55	69	48	40	33	52	47	72	51	22	15	29	14	18	18	14	13	13	23	10	10	5	6	4	2	8	3	4	4	1	11	6	4	3	2	3	1	6	2	1	17	2	1	4	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	13156	4503	10829	3867	1437	3338	1707	845	849	443	1062	1294	296	314	273	309	173	444	138	156	219	158	118	177	256	92	56	98	41	81	91	77	26	39	22	22	13	27	30	54	23	8	5	10	5	6	6	3	8	8	18	6	4	1	1	2	0	4	1	2	1	0	8	5	1	3	0	3	0	3	1	0	17	2	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	26384	10297	17275	6875	3308	5281	3106	1768	1684	1051	1869	2160	678	667	597	593	414	689	292	298	342	308	214	319	380	153	111	163	103	129	144	139	59	69	55	42	27	54	60	57	60	24	14	27	13	19	22	8	13	15	18	10	17	0	14	5	3	9	3	6	4	1	8	3	8	2	2	3	0	6	1	1	17	3	2	4	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	13157	4542	10852	3941	1417	3261	1741	825	876	451	1145	1384	295	311	273	319	194	408	143	163	213	177	92	196	254	83	57	87	53	81	85	76	26	39	26	24	9	27	39	45	18	10	7	11	5	11	8	2	4	10	12	6	5	0	4	3	2	6	2	3	2	1	6	3	5	2	0	3	0	3	1	0	16	3	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	26214	10363	17262	6952	3305	5403	3111	1783	1669	1068	1813	2207	689	678	580	583	434	676	293	299	325	305	210	321	333	154	118	160	100	138	163	152	59	63	57	43	28	68	71	49	48	25	17	33	13	16	20	7	10	17	21	10	15	2	14	6	6	10	4	6	3	1	3	3	9	1	1	3	0	4	0	10	17	2	3	4	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12967	4589	10897	3980	1445	3339	1766	812	894	460	1084	1402	295	318	283	310	202	399	134	154	204	181	105	189	220	79	65	92	57	92	92	72	20	32	34	25	12	42	49	34	9	11	7	15	5	9	7	3	4	15	13	6	4	1	4	4	3	8	2	3	1	1	0	2	5	1	0	3	0	1	0	10	16	2	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	26208	10334	17233	6678	3385	5045	3146	1690	1719	1118	1858	2004	682	600	555	585	410	671	316	341	409	315	220	322	371	139	95	175	71	121	140	177	57	44	50	50	39	78	36	55	53	16	19	31	13	22	15	16	15	10	12	5	8	9	17	3	4	5	4	5	5	1	3	6	5	7	5	2	8	2	5	1	0	2	1	0	1	2	0	0	1	2	3	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	13046	4594	11015	3790	1527	2995	1801	805	899	532	1137	1192	308	309	287	283	199	418	129	189	237	167	113	194	225	76	51	113	30	52	101	103	29	18	18	28	14	42	18	33	36	10	5	16	5	11	4	7	8	6	6	5	4	4	9	0	1	3	3	2	4	0	3	0	5	3	4	2	1	1	4	0	0	2	0	0	1	2	0	0	0	1	3	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	26185	10363	16977	6607	3320	5001	3059	1733	1657	1106	1746	1981	680	605	565	554	394	656	280	309	374	349	226	318	393	148	98	183	73	130	163	169	55	51	53	55	44	56	44	48	47	15	18	28	10	19	14	11	14	9	13	7	6	11	17	3	2	3	4	8	3	1	3	4	4	6	7	2	8	2	4	1	2	3	1	0	2	3	0	0	1	2	3	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	13042	4542	10795	3702	1525	3062	1705	829	842	521	1065	1200	307	302	284	273	177	398	120	171	209	186	113	189	246	87	52	116	35	55	92	103	26	23	20	33	14	33	23	26	31	7	5	15	3	8	5	7	9	6	2	6	2	6	9	0	0	3	3	6	2	0	3	0	4	3	4	2	2	1	3	0	2	3	0	0	1	2	0	0	0	1	3	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	25524	10468	15978	6448	3295	4902	2982	1760	1604	1110	1678	1954	717	591	521	558	391	643	270	308	367	319	210	304	365	151	101	172	81	125	130	149	46	46	47	48	37	55	42	52	62	16	15	26	13	16	9	13	9	7	12	8	8	10	21	4	1	3	5	9	3	3	6	0	4	3	3	1	13	4	4	1	2	1	1	1	2	3	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	12527	4583	10125	3567	1565	3009	1612	811	804	510	1027	1212	303	276	253	268	178	405	117	160	199	175	107	179	227	80	54	115	40	59	55	94	16	16	21	25	11	35	23	28	29	6	3	15	5	10	3	8	4	3	1	5	2	3	15	1	0	2	4	7	2	0	5	0	4	3	0	1	7	3	3	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	25273	10469	15934	6462	3309	4841	3042	1801	1563	1112	1740	2001	685	629	497	557	386	662	288	292	370	312	204	301	336	150	103	175	88	120	158	138	39	53	42	49	36	51	45	67	73	14	18	28	19	15	11	18	11	9	19	8	8	11	20	5	1	4	6	11	2	2	5	5	8	1	3	1	9	3	2	1	6	1	0	3	1	2	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12366	4614	10071	3597	1529	3100	1655	859	778	502	1099	1306	282	300	236	285	165	395	120	146	211	177	98	179	224	78	61	105	47	55	82	81	11	21	22	23	15	36	27	39	38	6	6	17	9	11	3	10	7	5	8	3	2	6	16	2	0	3	4	8	1	0	3	3	8	1	0	1	7	2	2	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	25575	10374	16234	6591	3244	4957	3057	1821	1608	1116	1717	2048	709	641	479	547	392	731	307	325	347	290	207	296	377	155	112	159	89	114	149	144	45	49	48	56	29	59	43	72	80	15	21	26	19	18	10	17	15	10	25	9	10	6	16	6	2	3	5	7	1	5	4	5	9	2	1	4	8	3	1	4	6	1	0	3	3	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	12407	4660	10286	3707	1469	3126	1658	867	817	511	1039	1315	306	304	224	293	173	432	125	156	185	174	100	189	240	79	59	95	41	52	85	98	17	22	25	25	16	35	33	48	47	8	7	15	10	13	3	11	9	5	11	3	4	4	11	2	0	2	4	4	0	3	2	3	8	2	0	4	7	2	1	2	2	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	26282	10396	17172	6745	3225	5122	3263	1754	1683	1099	1691	2090	681	685	512	583	414	742	312	299	373	289	195	320	346	157	109	154	88	101	167	138	52	58	47	55	30	56	52	67	75	19	19	32	19	19	12	17	17	23	25	7	8	8	6	8	3	3	7	5	1	3	5	6	9	4	0	5	8	3	3	4	4	2	2	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	13056	4672	11038	3827	1384	3238	1825	863	867	516	1002	1349	295	327	248	328	184	434	122	144	215	173	97	203	209	79	59	90	41	47	101	83	22	26	25	27	18	33	39	46	51	10	8	21	9	15	4	11	13	16	10	3	3	5	2	3	0	2	6	2	0	3	4	3	8	4	0	5	6	2	2	2	0	1	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
