label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106
0.03	north1_all	80	13458	4059	4726	3515	1308	982	1018	684	812	436	348	327	327	514	186	298	185	134	157	108	100	137	70	73	91	98	37	53	59	36	33	25	33	27	24	15	25	16	13	8	13	8	15	2	8	14	14	6	9	5	9	2	1	4	2	4	2	1	2	1	0	2	4	1	1	1	1	2	0	1	2	0	1	1	0	0	1	0	0	0	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	9798	968	3709	2831	484	282	585	193	594	123	100	86	180	433	47	220	109	56	104	24	37	100	18	42	50	71	8	19	48	21	14	13	16	9	16	3	19	11	5	3	6	2	10	2	4	12	10	3	2	5	5	0	1	3	0	2	0	1	0	0	0	1	2	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13696	4097	4764	3452	1304	976	1048	650	844	432	364	319	344	511	212	288	217	134	177	103	101	127	79	69	83	95	38	53	56	35	35	40	32	22	25	15	24	20	12	12	10	8	9	7	4	16	7	2	10	2	9	4	2	3	5	7	2	1	2	0	0	2	4	0	2	0	0	1	3	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	10034	973	3742	2784	497	282	637	187	601	127	112	81	201	430	59	215	130	54	117	27	36	87	18	38	42	72	13	23	45	22	15	24	15	8	16	2	21	10	4	7	5	3	8	5	4	15	6	0	2	2	5	1	2	2	1	5	0	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14582	4122	5166	3765	1316	975	1059	682	873	467	377	306	355	554	210	329	225	129	165	102	93	159	70	74	78	82	50	54	60	37	28	41	26	22	22	16	18	21	10	11	10	11	12	9	3	10	6	2	11	0	8	10	3	2	5	6	3	1	4	0	0	2	2	2	2	1	0	0	3	0	2	0	3	2	1	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	11083	1056	4191	3134	505	301	671	205	617	141	131	75	216	475	53	258	152	57	111	28	28	116	21	43	42	64	15	28	42	23	10	27	17	7	16	5	14	10	5	8	5	4	11	7	2	10	5	0	3	0	6	8	3	1	1	5	1	1	0	0	0	0	1	2	0	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	15636	4050	5516	4013	1348	979	1076	679	895	481	395	296	385	611	226	365	234	137	187	100	102	152	88	74	70	77	49	56	69	41	25	39	25	20	26	17	13	21	11	15	10	10	16	10	7	11	3	3	11	2	7	11	7	0	5	6	2	1	4	0	0	1	1	2	1	1	0	0	3	1	1	0	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	12238	1079	4616	3403	570	325	705	218	651	165	145	74	246	534	54	310	167	56	133	28	28	112	23	43	41	58	12	27	51	27	12	28	12	5	20	6	10	8	3	11	3	4	12	7	5	11	2	0	2	2	5	8	6	0	2	5	1	1	0	0	0	0	1	2	0	1	0	0	2	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	15977	4045	5794	4098	1390	1010	1074	674	883	493	404	293	386	663	199	374	224	144	172	89	122	160	77	81	59	85	45	57	79	48	27	38	26	25	28	14	13	19	11	13	11	13	10	8	8	9	5	2	9	4	6	14	9	0	1	5	1	2	2	0	0	0	1	2	1	1	0	0	0	1	1	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	12567	1103	4913	3493	578	336	704	230	637	167	153	62	254	593	51	322	166	57	129	25	40	124	21	52	32	63	6	29	57	33	8	30	12	6	22	5	10	9	4	10	4	4	6	5	6	9	2	1	2	4	5	13	6	0	1	4	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	15329	4055	5357	3779	1368	987	1046	665	886	472	398	293	341	629	199	347	231	142	182	96	115	143	73	76	53	77	39	57	71	46	31	30	28	19	35	16	22	17	11	14	12	12	9	14	8	8	8	4	8	4	3	8	7	2	2	2	2	3	2	0	0	1	2	3	0	2	1	0	0	2	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	11690	1092	4453	3169	557	315	664	231	669	166	145	68	231	549	59	284	164	52	135	26	43	109	16	48	30	56	7	25	55	29	7	24	12	4	30	5	16	9	3	10	4	5	3	9	6	8	4	1	0	4	3	7	4	2	1	1	2	2	1	0	0	0	0	3	0	1	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14383	4031	5134	3503	1331	1021	1013	645	847	463	417	301	329	597	175	310	219	135	184	98	121	137	67	75	66	87	35	54	61	44	40	33	28	23	34	16	24	17	12	12	14	12	10	16	9	7	9	8	9	5	3	7	5	2	2	1	3	3	3	0	1	1	2	3	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	10552	1023	4141	2890	497	315	611	226	606	144	151	73	218	506	55	248	153	46	130	27	47	103	14	44	38	70	5	26	48	29	8	24	11	5	28	3	16	9	3	9	6	3	7	12	6	7	4	1	1	5	3	6	1	2	1	0	2	2	1	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	13878	4028	4798	3331	1292	995	981	653	820	465	409	316	363	547	180	280	224	143	172	107	104	135	69	89	78	79	35	50	50	41	43	38	29	22	28	15	32	8	14	19	15	10	10	22	5	5	8	7	5	3	3	1	2	3	3	3	3	3	4	1	2	1	2	3	1	2	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	9940	976	3770	2683	467	274	580	216	576	135	150	84	226	451	60	212	146	50	121	25	38	97	19	53	51	63	7	21	38	27	8	24	11	6	21	4	20	3	3	12	6	2	6	18	2	4	5	0	1	3	2	1	0	3	1	1	2	1	1	1	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	13801	3945	4788	3356	1268	999	978	640	809	456	380	314	370	525	182	278	204	130	194	115	110	138	75	93	89	90	37	37	54	44	44	42	26	17	28	19	21	12	20	18	16	7	12	18	5	4	6	10	7	4	3	1	4	3	4	4	4	1	3	2	3	1	4	1	1	2	1	1	0	1	0	1	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	9931	915	3718	2688	459	284	557	195	564	122	140	86	229	427	54	206	127	42	135	31	37	98	21	51	50	73	6	14	41	29	13	26	13	7	19	6	13	4	3	10	6	0	8	17	2	3	4	1	3	4	2	1	0	3	2	3	3	0	0	2	1	1	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	13881	3951	4776	3297	1238	997	960	643	833	466	375	314	372	511	199	256	214	129	195	100	109	143	74	98	87	92	38	39	53	47	32	47	33	16	30	16	21	13	22	12	11	5	11	16	5	11	6	11	2	4	6	2	4	1	6	4	1	3	3	2	4	1	3	1	2	2	0	1	0	0	1	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north10_active	80	10072	908	3768	2622	444	283	561	187	571	121	132	88	229	419	58	179	126	47	126	31	30	96	19	54	45	71	9	14	36	32	9	31	21	6	14	6	14	4	4	5	4	0	8	14	1	9	4	3	2	4	2	2	0	1	5	3	1	1	0	2	1	1	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	14325	3949	5104	3587	1291	1040	1036	668	909	421	389	310	365	506	198	246	236	141	207	122	99	186	69	69	69	99	42	51	68	40	39	30	27	31	35	19	26	11	14	8	8	15	17	10	7	16	3	6	7	7	8	9	4	2	3	1	2	4	2	1	0	0	2	3	2	0	6	0	2	0	3	0	1	0	0	0	1	0	2	1	3	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north11_active	80	10680	1022	4181	2965	510	315	646	202	664	117	134	79	233	427	53	179	142	62	157	45	38	152	15	41	31	81	14	21	53	27	18	22	9	8	22	3	17	4	1	5	4	6	11	7	5	14	2	2	2	7	7	9	3	1	1	0	1	3	0	1	0	0	2	1	0	0	1	0	2	0	2	0	1	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north12_all	80	13627	3966	4861	3432	1276	1027	1034	671	838	424	367	326	348	459	199	263	212	145	213	112	85	151	64	74	67	99	52	45	55	37	30	26	28	29	32	17	24	12	12	9	10	9	10	9	13	11	2	8	5	10	10	7	3	4	2	0	3	4	4	1	0	0	2	2	2	1	5	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north12_active	80	9829	971	3914	2792	472	307	630	197	600	115	116	76	219	387	52	190	123	58	154	35	31	114	18	45	31	71	14	18	40	23	15	19	10	7	14	4	13	5	2	6	4	4	7	5	10	9	0	2	1	8	8	7	2	3	0	0	1	3	2	1	0	0	2	1	1	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north13_all	80	13696	3939	4731	3385	1306	1000	1005	673	803	449	381	326	350	517	219	286	209	143	210	124	84	146	65	72	79	102	54	41	50	33	30	32	32	23	33	20	33	13	7	10	16	7	10	12	11	14	6	8	5	10	14	8	2	4	2	1	2	6	3	1	0	0	1	3	1	2	7	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
