label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97
0.03	south31_active	80	3995	1455	2413	463	394	257	443	549	275	117	175	80	316	43	74	45	94	37	83	32	24	42	14	22	23	34	10	41	28	7	7	7	9	6	4	5	12	7	4	11	5	3	8	3	4	3	3	7	3	1	1	3	2	9	1	0	2	1	1	4	0	1	0	1	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south32_all	80	7215	2691	3697	993	824	551	716	793	443	272	308	171	485	111	128	99	139	74	137	56	56	64	38	45	39	56	23	56	47	10	17	18	10	14	7	14	31	12	11	23	7	6	7	2	6	8	7	9	4	1	3	8	2	11	3	0	1	2	2	6	1	1	1	1	0	0	0	2	1	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south32_active	80	4112	1467	2346	491	404	257	417	516	253	126	162	82	331	44	66	40	87	33	71	31	29	41	22	25	23	34	11	33	31	3	9	9	8	6	3	6	17	6	4	20	3	3	6	1	4	4	4	7	1	0	2	6	2	9	2	0	1	1	2	4	0	1	0	1	0	0	0	1	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south33_all	80	7259	2726	3758	1001	808	583	709	800	447	276	307	186	491	128	126	113	134	84	140	46	55	65	48	47	39	53	29	52	57	12	18	21	11	15	6	12	32	15	10	33	5	7	3	1	6	9	5	9	5	1	4	7	2	10	2	2	1	2	2	1	0	3	2	0	0	0	0	2	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south33_active	80	4170	1469	2419	480	388	265	400	519	259	126	165	81	319	55	63	49	82	30	73	26	29	44	26	23	20	26	16	29	30	3	9	15	7	7	2	7	19	6	3	24	2	3	2	1	3	6	3	6	1	1	3	6	2	9	1	2	1	1	2	0	0	3	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	south34_all	80	7271	2705	3722	1016	766	582	677	759	453	260	295	194	510	130	129	111	132	86	135	43	55	66	51	44	42	45	37	56	62	13	20	17	11	20	7	14	33	11	11	25	4	7	3	0	7	6	4	9	4	2	3	9	1	0	2	2	0	3	1	1	0	2	1	0	0	0	0	2	0	0	0	1	2	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	4223	1427	2394	506	379	259	357	509	258	127	149	82	338	53	56	50	70	36	78	27	32	44	26	24	20	25	19	29	34	4	10	12	7	11	3	7	16	5	5	17	3	2	2	0	3	6	2	5	1	1	2	9	0	0	1	2	0	2	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	7414	2771	3682	1011	769	573	664	764	466	262	299	193	545	144	133	120	127	74	127	45	51	68	53	34	43	54	31	47	55	18	16	15	10	22	6	13	21	10	15	18	3	13	5	3	7	9	5	8	3	2	2	4	2	7	0	3	3	2	1	2	0	2	2	0	1	0	0	3	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	4292	1454	2421	504	391	268	361	499	269	138	164	79	359	67	57	55	67	35	81	26	28	46	26	14	20	30	15	24	24	8	6	12	6	12	2	5	13	5	10	11	2	6	3	1	4	5	2	5	1	1	1	4	1	7	0	3	1	2	1	1	0	2	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	7364	2782	3793	1007	759	581	649	773	490	257	313	166	529	136	127	109	123	71	115	51	43	61	50	40	48	53	33	54	47	22	12	12	13	15	6	13	24	7	13	13	10	12	8	3	8	12	5	7	3	2	1	5	3	10	2	1	5	2	0	3	1	2	2	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	4223	1478	2498	495	391	275	343	477	285	130	169	70	357	64	57	51	66	36	73	28	24	38	26	21	22	32	17	20	18	10	5	8	8	9	3	4	14	4	10	12	7	7	4	1	4	6	1	4	1	1	1	4	1	10	0	1	3	2	0	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	7434	2846	3745	1037	835	580	676	823	514	252	312	154	516	138	120	114	115	78	120	56	33	64	48	42	49	44	25	54	43	21	14	17	14	16	8	9	26	10	16	19	12	11	9	3	9	13	4	5	3	3	1	12	2	11	2	3	7	8	0	5	1	2	2	0	1	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	4202	1543	2444	493	438	288	352	524	314	120	169	66	372	68	53	58	67	37	75	26	16	43	28	23	20	30	13	28	21	9	6	12	8	10	4	2	15	6	11	16	6	8	5	1	6	7	1	2	1	2	1	10	1	11	0	2	3	2	0	3	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	7374	2842	3807	1015	821	581	689	831	534	250	304	131	453	134	112	116	115	86	114	55	34	68	48	45	43	38	31	64	34	21	17	20	12	16	11	6	25	9	11	25	15	9	8	1	8	11	2	4	5	2	3	12	3	4	2	2	5	8	0	4	2	2	4	1	1	0	1	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	4214	1577	2468	476	427	288	395	539	324	124	161	57	321	65	53	62	73	38	64	24	18	44	26	24	16	25	17	37	19	11	6	14	5	11	7	1	15	6	7	19	9	7	5	0	6	7	0	2	1	2	3	10	1	4	0	1	2	2	0	3	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	7434	2845	3712	1015	780	575	674	865	498	248	309	172	407	123	119	120	116	78	125	58	47	67	52	38	31	41	25	68	27	17	15	17	14	19	13	14	21	8	10	26	15	4	7	3	8	12	3	5	7	3	5	16	2	4	1	2	2	8	0	2	1	2	4	1	1	0	0	2	1	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4281	1560	2337	467	406	272	394	557	302	117	172	74	275	60	53	66	66	32	72	24	20	47	33	22	12	27	13	44	16	10	3	8	6	11	9	5	14	7	3	20	8	4	4	0	8	8	1	4	4	2	4	15	1	2	0	1	0	2	0	2	1	2	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	7291	2831	3749	999	802	570	655	850	467	272	314	169	428	115	126	110	125	75	131	58	49	61	51	38	28	46	27	66	33	18	12	18	14	15	14	17	22	8	14	22	12	2	8	4	8	7	5	5	10	2	5	8	3	3	1	0	2	8	0	0	3	0	3	1	1	0	1	1	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	4282	1530	2411	469	399	277	407	550	275	129	191	73	281	55	58	58	76	36	69	24	20	44	30	15	14	36	13	44	17	9	2	8	5	8	9	7	13	7	7	18	8	2	5	0	7	3	3	4	7	1	4	7	1	1	1	0	0	2	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
