label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north13_active	80	15140	910	6090	4172	1458	424	1646	489	1358	302	336	229	96	240	481	44	403	35	66	116	29	74	41	26	106	75	31	27	40	29	17	27	24	8	30	11	2	11	10	7	2	3	11	6	2	2	19	12	2	8	3	8	12	0	4	2	7	12	0	0	0	2	1	2	1	2	0	1	1	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	18813	3967	6941	4741	2071	1060	1926	811	1431	515	537	416	247	352	551	180	451	145	133	148	95	117	73	63	129	93	49	45	58	44	35	44	40	23	39	18	18	19	17	11	10	7	14	14	5	6	10	17	4	13	6	4	10	1	5	3	4	13	1	1	1	1	3	6	1	1	1	1	2	0	2	0	1	0	1	1	1	2	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	15588	919	6069	4138	1489	415	1634	501	1268	286	337	228	94	217	479	45	398	52	59	103	33	71	35	21	117	76	30	28	43	32	18	31	23	12	34	8	3	9	9	5	4	1	10	7	3	2	8	17	2	10	1	3	10	0	1	1	2	13	1	0	0	1	2	4	1	1	0	1	1	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	19157	3993	6877	4634	2129	1050	1921	803	1482	509	535	410	281	317	570	176	463	150	132	164	106	106	75	67	132	92	54	47	57	40	31	44	34	25	48	17	16	25	17	14	10	8	12	10	6	5	11	17	5	9	5	6	10	1	4	4	6	9	1	1	3	1	3	5	1	0	2	1	1	0	2	0	1	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	15914	931	6004	4001	1551	417	1632	488	1313	277	314	227	106	192	503	47	413	59	65	110	35	58	42	23	120	72	33	27	43	30	21	33	20	17	42	7	2	17	6	6	4	1	9	5	3	1	8	17	2	6	1	4	10	0	1	2	4	9	1	0	0	1	2	4	1	0	1	1	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	19059	3992	6834	4442	2072	1052	1881	803	1487	533	498	410	279	320	593	176	458	140	123	161	101	97	72	69	163	101	59	52	49	37	30	35	32	28	71	19	18	22	16	13	8	7	4	8	7	5	6	44	9	6	2	5	5	0	3	3	5	3	1	1	3	1	2	5	2	0	2	0	0	1	1	0	0	0	1	1	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	15868	915	5953	3804	1522	410	1612	484	1313	296	300	230	106	196	524	52	404	51	65	109	35	54	41	22	143	78	39	30	36	27	19	26	21	20	65	7	5	14	8	3	3	1	3	3	4	1	2	44	6	4	1	3	5	0	2	1	5	3	1	0	0	0	2	4	2	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	19026	4063	6916	4381	2105	1103	1992	819	1562	536	506	381	297	351	554	156	471	140	124	155	108	94	88	67	155	100	59	44	47	44	28	35	24	30	76	26	18	28	17	17	6	9	7	4	6	8	6	34	10	3	2	5	5	2	2	4	6	3	1	0	2	1	2	5	3	0	2	0	1	1	2	1	0	0	1	2	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	15822	965	6010	3764	1591	424	1716	503	1377	296	314	211	105	229	493	39	424	45	69	109	38	47	54	24	126	78	40	25	33	28	16	23	14	22	70	11	6	25	10	4	1	1	5	1	3	4	3	33	7	2	1	2	5	0	2	3	5	3	1	0	0	0	2	4	2	0	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	18600	4089	7011	4429	2097	1082	1969	853	1545	566	519	352	280	367	553	154	454	132	113	130	123	93	81	76	145	105	46	45	58	42	29	37	22	31	67	19	19	28	14	17	5	7	16	3	5	7	9	46	8	4	3	6	3	2	1	4	6	4	0	0	2	1	1	3	3	0	1	1	1	2	2	2	0	0	1	1	2	2	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	15452	950	6173	3847	1563	410	1697	549	1354	326	338	193	100	246	494	46	405	36	59	90	37	51	51	27	119	85	30	26	40	25	18	23	13	21	58	10	6	23	10	5	2	2	15	0	3	5	7	44	7	3	3	3	3	0	1	2	5	4	0	0	0	0	1	2	2	0	1	1	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_all	80	18488	4092	6977	4512	2146	1072	1948	866	1607	565	515	360	291	360	535	156	446	153	123	137	111	96	86	69	117	107	44	38	55	47	29	40	25	30	48	24	18	30	19	18	8	9	22	4	7	7	9	26	4	4	5	8	1	2	1	5	4	9	0	0	1	0	1	3	3	0	0	1	2	2	2	2	0	0	2	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	15297	955	6127	3923	1582	431	1659	550	1418	312	332	187	111	233	475	50	402	41	60	91	33	50	50	27	95	94	27	16	37	26	19	27	13	23	38	13	5	24	13	7	3	1	20	0	3	5	8	24	4	3	5	4	1	0	0	3	3	9	0	0	0	0	1	2	2	0	0	1	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_all	80	18260	4061	6862	4554	2173	1041	1889	841	1587	549	502	364	297	347	567	181	423	134	123	134	109	101	70	73	106	111	40	52	52	41	44	47	33	28	53	18	17	37	18	17	6	10	25	8	11	7	12	17	2	4	5	9	4	1	1	3	5	11	1	0	1	0	1	2	0	1	0	3	3	1	2	1	0	0	2	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	15056	946	6027	3979	1570	415	1601	537	1408	303	326	191	122	228	511	59	375	39	58	86	33	56	39	30	92	96	20	20	31	24	27	34	17	20	43	10	5	30	13	7	2	2	21	1	5	3	11	16	2	3	5	4	4	0	0	1	4	10	1	0	0	0	1	0	0	1	0	3	0	1	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10639	6887	2988	2886	2026	1170	2040	1074	497	504	421	488	274	239	398	214	206	141	170	112	86	77	113	64	108	59	47	85	35	47	36	30	36	24	21	12	32	43	11	36	15	8	13	23	6	12	24	6	3	5	8	4	4	6	1	5	6	2	2	3	3	0	2	11	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	6178	5225	1733	2128	1471	531	1744	801	173	260	181	349	91	102	325	52	140	56	129	41	24	21	82	26	86	18	9	60	6	33	22	12	28	11	6	8	16	33	7	28	5	5	4	20	1	7	18	2	2	2	5	1	1	2	0	2	5	1	2	0	1	0	1	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10555	6922	3029	2844	2038	1153	2059	1042	517	520	409	501	289	233	405	192	228	156	160	114	89	78	104	65	114	56	52	99	39	53	33	28	47	25	25	16	31	31	9	22	10	8	12	12	9	11	20	4	5	5	7	4	3	7	2	5	5	2	7	3	8	0	2	9	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0
0.03	south22_active	80	6202	5298	1770	2105	1491	525	1744	781	196	267	162	361	102	98	316	54	167	65	116	48	21	20	76	28	91	16	8	72	7	41	20	11	36	13	7	9	13	25	4	16	3	3	3	7	3	7	14	2	2	1	5	1	1	2	0	2	5	1	6	0	6	0	1	9	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	10514	6923	3079	2769	1983	1106	2033	1066	511	512	429	510	321	253	401	205	256	137	153	112	82	81	105	73	100	53	53	99	39	47	37	32	49	25	23	21	23	30	11	19	11	9	9	7	7	8	19	6	4	4	5	3	5	7	4	10	2	1	8	3	7	1	1	1	0	2	3	0	0	0	1	0	4	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	6185	5260	1810	2035	1419	483	1712	794	180	248	176	368	107	103	309	60	189	50	104	45	17	24	83	32	74	16	10	74	8	39	19	15	39	10	10	14	15	21	3	13	2	1	3	3	3	6	13	3	0	1	4	0	2	2	2	7	2	1	6	1	5	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10548	6745	3075	2780	1983	1093	1976	1050	526	523	400	515	318	250	424	206	238	151	173	123	90	73	123	61	97	49	44	83	39	62	40	33	61	25	23	20	26	20	12	27	12	10	8	12	7	8	15	3	6	4	5	3	5	4	4	6	3	2	11	2	7	1	0	1	0	2	3	1	1	0	1	0	4	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	6219	5141	1798	2058	1399	508	1677	797	178	261	175	356	98	100	334	62	183	45	116	42	15	19	100	25	75	15	9	66	9	49	21	18	51	10	12	12	21	11	3	22	2	2	4	7	3	5	14	2	2	2	5	1	2	0	3	5	3	2	8	1	5	0	0	0	0	2	1	1	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10627	6827	2997	2767	1958	1074	2110	1075	525	510	417	508	299	243	461	208	276	140	180	123	98	71	130	58	102	48	42	70	32	78	39	26	57	25	24	20	31	26	13	22	9	11	8	12	5	17	19	6	7	4	6	1	3	3	5	6	2	2	7	2	0	2	0	1	0	2	1	1	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	6166	5158	1709	2084	1345	509	1823	797	168	260	185	346	90	100	374	66	202	43	118	34	21	20	108	23	76	18	7	58	7	57	22	14	47	8	12	12	25	17	6	17	2	2	4	6	2	12	17	1	2	2	5	1	2	0	5	5	2	2	3	1	0	1	0	0	0	2	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10778	6788	2952	2752	1963	1092	2084	1008	514	487	414	493	271	253	452	197	258	144	169	128	104	81	109	64	101	48	40	68	31	76	42	32	61	27	24	22	30	38	14	27	11	7	5	10	5	17	17	9	7	6	7	1	2	3	4	4	1	1	6	0	0	2	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	2
0.03	south26_active	80	6283	5142	1657	2071	1388	497	1798	765	167	242	191	333	80	110	371	54	183	41	122	36	26	24	89	31	77	15	6	59	7	55	25	16	51	9	10	13	23	28	6	22	3	2	3	4	1	13	15	1	2	3	5	1	1	0	4	2	1	1	3	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	2
0.03	south27_all	80	10870	6718	2973	2801	1973	1116	2086	984	521	499	431	489	249	259	427	186	269	128	172	109	104	89	110	71	121	54	40	74	29	78	39	34	68	21	18	27	29	38	13	20	8	8	9	9	9	16	12	9	6	5	7	1	4	2	3	8	0	1	4	2	1	1	1	1	0	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	2
0.03	south27_active	80	6362	5077	1664	2094	1411	511	1816	723	182	256	193	334	80	120	344	48	182	37	115	34	31	25	95	42	95	16	8	61	8	59	26	19	60	8	7	15	18	30	6	15	2	2	4	2	2	13	11	2	1	2	5	1	2	1	3	7	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
0.03	south28_all	80	10813	6678	3115	2766	1967	1153	2003	1051	538	502	403	503	249	266	402	178	265	125	159	95	95	93	100	80	112	54	35	78	28	59	42	33	65	19	12	27	30	39	11	32	9	5	8	12	9	7	6	6	4	6	5	3	4	2	3	12	1	1	3	3	1	2	1	5	0	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	2
0.03	south28_active	80	6367	4991	1753	2060	1418	518	1723	785	194	255	176	352	77	128	317	42	195	35	113	31	29	26	89	49	84	12	7	64	8	41	28	18	59	8	2	15	18	32	4	26	3	1	2	8	2	6	4	3	0	2	2	3	2	1	2	11	0	1	1	0	1	1	1	4	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
0.03	south29_all	80	10673	6637	3119	2739	1980	1176	2031	1080	559	517	426	498	245	252	384	164	265	127	168	94	94	73	107	86	125	69	27	78	27	62	40	25	60	24	13	24	21	36	11	39	11	5	10	12	8	4	7	7	4	5	2	3	5	2	5	15	1	2	1	3	7	1	3	5	0	2	6	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	2
0.03	south29_active	80	6310	4963	1770	1996	1450	543	1725	793	187	269	181	351	81	129	308	37	201	34	111	32	34	21	92	51	100	19	10	63	6	50	25	15	55	10	2	12	12	30	1	35	5	0	3	9	2	2	4	4	2	2	1	3	2	2	4	15	0	1	0	0	7	0	2	4	0	0	6	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2
0.03	south30_all	80	10656	6607	3015	2748	2015	1153	2010	1116	584	517	415	482	254	232	349	167	269	145	149	108	112	68	93	87	137	64	35	77	34	62	40	24	67	23	15	25	16	28	8	38	11	6	10	14	8	3	8	4	4	6	5	3	5	4	6	17	2	2	2	2	6	1	7	4	0	2	7	0	5	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
