label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119
0.03	north1_all	80	25887	13637	5990	5232	6216	2635	4438	2265	1757	1447	917	1243	1198	914	494	477	964	964	246	278	648	217	315	249	137	151	130	103	99	131	60	89	54	123	146	202	136	43	65	27	52	32	23	27	16	28	18	16	25	15	10	11	6	11	9	38	4	15	8	18	22	4	3	4	5	2	3	0	3	2	1	2	6	3	7	0	0	4	1	5	0	0	3	0	1	0	4	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13252	7466	2643	2670	3693	1194	2828	1219	925	768	417	692	721	512	220	218	611	671	96	125	454	101	185	143	66	62	55	45	37	75	26	51	23	88	100	157	65	18	35	13	35	14	11	11	9	19	7	5	19	9	7	5	1	5	5	34	1	13	4	13	20	1	3	1	3	0	2	0	1	0	1	1	6	1	6	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	26003	13704	5959	5165	6232	2595	4434	2328	1724	1477	934	1264	1188	884	496	470	1007	951	228	268	657	206	317	273	136	155	129	104	91	134	73	95	55	97	140	180	147	46	58	25	52	35	18	31	18	22	16	18	29	14	8	8	9	7	7	27	3	18	11	16	12	5	0	5	3	2	4	0	3	3	1	2	6	2	5	0	0	3	1	5	0	0	4	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13365	7518	2638	2627	3698	1188	2775	1260	927	774	416	709	698	485	209	208	644	635	86	115	439	95	194	151	65	58	47	48	35	73	29	56	21	69	89	130	76	21	33	10	32	12	10	17	10	13	6	6	23	7	5	5	3	2	4	21	1	15	4	11	11	3	0	1	2	0	3	0	1	0	1	0	6	1	5	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	25951	13762	5957	5163	6176	2585	4301	2299	1723	1507	964	1263	1210	890	484	461	996	921	256	256	738	197	302	259	136	155	129	114	86	133	81	102	65	89	129	156	137	52	49	25	38	38	19	27	16	14	14	15	13	14	10	6	18	8	7	24	12	24	11	13	17	3	3	5	5	2	3	1	1	2	2	3	7	3	1	3	0	2	1	3	0	14	1	2	0	0	1	2	0	0	1	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13359	7524	2671	2655	3646	1176	2642	1282	926	792	461	726	706	491	190	211	611	596	117	117	475	91	191	141	64	67	56	52	32	81	28	59	26	59	85	114	86	30	31	11	20	18	11	12	9	8	5	5	8	6	4	4	10	4	5	18	8	19	5	12	14	2	2	1	3	1	3	0	1	0	2	1	7	2	1	1	0	0	1	2	0	14	0	2	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	26066	13795	6053	5203	6183	2557	4302	2328	1708	1486	997	1243	1224	870	462	466	957	804	281	231	786	196	298	251	145	144	125	111	84	119	87	109	72	83	116	160	152	47	42	23	51	35	17	26	16	16	12	14	16	7	9	7	15	7	9	12	14	25	8	9	10	4	4	6	6	5	3	1	0	2	2	4	3	2	1	3	0	0	1	4	0	14	1	3	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13486	7552	2715	2671	3681	1168	2647	1290	913	787	464	697	704	486	173	198	610	496	133	101	497	93	177	135	65	64	62	51	36	65	42	59	36	49	71	101	92	29	26	10	30	15	10	13	10	8	4	6	10	3	4	2	9	5	5	10	9	19	4	9	8	2	3	1	3	4	3	0	0	0	2	1	2	2	1	1	0	0	1	2	0	14	0	2	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	26108	13945	6210	5151	6135	2614	4285	2271	1720	1464	1006	1208	1270	833	470	473	975	789	305	231	680	209	277	244	154	127	129	123	93	118	88	107	69	79	99	159	120	50	40	26	55	38	22	27	15	26	15	9	14	6	9	9	9	8	11	8	17	22	5	3	19	2	8	4	5	5	4	1	1	2	4	5	3	8	1	6	0	0	0	2	0	14	2	4	0	0	1	1	2	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13508	7575	2807	2575	3663	1227	2676	1268	909	807	475	667	754	478	205	210	608	510	134	112	428	93	158	134	70	62	55	59	40	69	41	58	41	45	61	93	79	34	29	11	35	21	11	16	9	15	7	5	7	5	5	3	7	6	7	8	12	16	4	3	15	0	4	0	2	4	3	0	1	0	3	2	2	8	1	1	0	0	0	0	0	14	2	2	0	0	1	1	2	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
