label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north1_all	80	40264	31746	7511	8643	3988	4262	4459	2002	1750	3279	1365	995	904	1101	1134	1288	495	603	580	294	315	320	239	342	160	237	242	119	191	107	111	96	73	84	131	93	48	55	50	35	48	30	21	31	38	21	40	35	27	37	19	25	8	11	13	13	13	6	15	5	5	6	8	21	18	5	7	1	3	3	2	1	2	2	0	4	2	0	1	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	29351	28013	2602	6532	1378	2948	3580	731	713	2898	797	389	452	827	878	1134	148	427	437	70	120	190	132	286	62	169	177	48	144	34	55	55	25	48	114	73	24	32	26	15	31	13	2	12	26	2	30	32	19	30	17	22	3	8	11	4	8	3	13	1	1	4	4	19	18	3	5	1	3	1	1	0	0	0	0	4	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	39101	30323	7399	8234	3881	4179	4369	1946	1701	3063	1342	995	899	1098	1102	1224	477	581	567	299	298	294	228	337	176	240	248	117	178	98	114	102	70	81	124	87	47	51	47	39	49	32	30	29	31	21	33	37	28	37	19	37	11	9	16	10	11	5	20	4	3	7	5	19	17	3	4	0	2	4	1	1	2	1	4	4	3	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	27801	26489	2443	6018	1284	2832	3478	662	649	2679	754	375	428	818	858	1070	139	411	435	69	108	167	132	274	65	176	161	46	132	36	58	61	26	39	110	66	21	28	26	15	33	11	6	11	21	2	22	36	22	31	18	33	5	5	14	2	8	2	17	0	0	4	4	18	16	1	2	0	2	1	0	0	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	36958	28058	7330	7779	3779	4014	4045	1944	1632	2846	1294	1003	935	1088	1016	1104	472	578	552	296	280	274	221	326	191	213	223	131	177	102	105	96	63	77	87	97	43	52	53	44	34	35	32	26	34	15	27	36	23	24	15	42	13	7	18	9	11	8	13	4	2	9	2	8	12	2	5	1	0	6	1	0	1	1	4	4	3	1	1	0	1	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	25152	24101	2236	5459	1162	2569	3097	633	578	2461	693	367	415	782	793	926	130	395	421	66	92	160	119	248	71	145	141	46	128	32	51	55	24	38	68	64	18	33	22	12	19	11	7	9	22	3	17	32	18	18	15	37	8	1	14	2	7	3	11	2	0	5	1	7	10	1	1	0	0	3	1	0	0	0	4	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	35078	26101	7374	7243	3776	3821	3820	1897	1625	2729	1253	992	900	1031	973	1023	479	552	485	291	286	259	239	305	178	214	216	141	155	117	85	89	71	72	70	82	44	49	55	54	63	40	35	16	38	14	24	30	29	15	19	32	12	9	15	9	9	10	17	5	2	8	5	8	12	3	5	1	1	5	1	1	0	1	7	0	2	1	1	0	0	0	3	0	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	22849	22009	2014	4800	1059	2360	2815	562	535	2310	630	340	371	705	744	837	128	363	337	62	93	143	116	217	66	140	146	41	104	32	32	49	21	27	50	51	21	24	20	12	46	9	10	5	28	5	13	25	24	11	17	27	8	3	11	0	5	3	15	2	0	4	3	6	10	1	1	0	1	3	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	33767	24804	7375	7028	3764	3653	3577	1940	1635	2529	1247	948	890	1003	879	1014	451	530	479	307	281	282	226	315	182	209	210	135	166	122	82	88	74	75	56	88	55	47	59	49	65	33	30	23	38	15	33	28	27	16	15	25	11	16	12	8	10	13	10	6	2	4	5	14	4	2	4	1	1	2	2	1	0	0	6	0	2	1	1	1	1	0	3	0	1	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	21124	20689	1808	4509	1007	2145	2532	531	522	2058	622	309	350	658	644	812	116	336	328	63	76	159	100	214	56	130	150	42	105	33	21	42	19	27	36	59	29	25	21	8	52	8	11	7	27	6	8	20	21	11	12	19	6	7	8	0	4	4	9	3	0	3	3	13	2	0	1	0	1	2	2	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
