label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120
0.03	north6_all	80	26448	17755	7122	8583	5846	2829	3285	1715	1561	2099	1056	1700	946	711	551	529	665	930	644	303	282	307	433	248	359	312	285	213	188	113	132	100	118	107	66	75	47	33	76	37	39	57	37	47	42	26	18	20	13	13	21	13	10	7	11	18	11	6	12	7	2	15	3	6	3	1	1	3	0	1	1	4	5	5	2	1	0	1	6	1	0	3	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	13025	10454	3393	5167	3406	1327	1889	784	746	1234	497	1063	491	358	247	288	377	611	384	136	126	179	282	132	243	162	199	130	102	64	68	58	72	55	34	51	26	13	50	18	15	33	23	30	23	8	11	14	6	7	7	7	6	5	7	12	4	4	11	2	1	14	3	5	0	1	0	1	0	0	1	1	5	4	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	26316	17827	7133	8498	5991	2802	3352	1712	1605	2211	1069	1814	945	724	568	584	632	885	693	291	296	296	382	248	398	274	263	191	188	96	125	113	128	100	66	63	43	29	65	49	32	57	43	51	33	35	12	17	12	13	18	12	11	15	11	14	10	5	11	7	3	12	4	4	2	9	1	5	1	3	1	1	5	4	2	1	0	1	2	3	1	1	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	12927	10380	3388	5084	3539	1351	1912	793	745	1310	490	1180	492	347	267	324	351	562	404	132	144	160	259	127	273	163	196	101	99	48	68	64	85	48	34	41	23	14	40	29	13	35	29	34	19	20	8	12	6	7	7	6	6	13	8	10	3	3	10	3	1	11	4	4	0	6	0	1	1	0	1	1	5	4	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	26095	17771	7051	8514	5915	2784	3406	1724	1614	2205	1060	1902	913	726	578	557	598	820	672	291	288	295	398	273	441	261	290	184	176	102	120	107	153	98	57	61	43	25	58	43	29	65	44	42	25	34	16	13	13	16	13	11	16	26	9	8	6	6	12	9	2	15	2	6	1	11	1	3	3	5	0	1	0	2	3	1	1	1	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	12856	10406	3352	5050	3504	1341	1958	800	746	1279	487	1237	478	351	267	303	314	512	396	132	135	152	258	133	291	160	211	94	82	47	73	59	98	52	28	39	29	16	37	24	11	42	33	31	9	21	12	9	5	11	4	7	7	14	7	5	2	3	10	5	1	11	1	5	0	8	0	1	1	1	0	1	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	25690	17288	6873	8154	5810	2747	3349	1666	1551	2141	1044	1782	876	704	576	556	560	787	663	277	286	295	424	266	397	252	274	162	173	104	128	102	128	85	56	66	47	24	57	34	22	73	38	36	38	39	19	12	9	13	15	10	12	28	8	10	3	4	7	6	2	9	3	3	1	11	1	7	4	5	2	1	0	1	2	1	1	0	0	2	1	1	1	1	1	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12537	10113	3208	4773	3419	1316	1932	749	703	1249	478	1073	461	323	273	279	286	478	399	141	144	155	258	134	252	157	188	85	92	46	66	54	76	48	23	39	29	14	39	24	9	54	30	28	18	25	14	7	5	9	7	8	3	14	5	6	2	3	4	4	1	5	1	2	0	7	0	5	1	1	1	1	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	25185	16724	6785	7857	5539	2695	3232	1729	1495	1979	1020	1593	867	687	579	483	555	778	613	278	280	315	457	256	399	262	248	154	172	120	124	99	113	84	50	67	35	27	58	38	26	75	29	36	37	32	22	13	10	15	12	11	12	23	14	10	2	5	8	5	1	8	4	4	3	11	2	5	3	4	3	2	1	1	1	2	1	0	2	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	3	1	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12207	9706	3125	4642	3249	1254	1827	757	684	1141	474	924	437	328	243	226	292	471	377	139	132	179	272	117	257	173	149	84	100	59	66	47	63	51	25	39	25	12	36	23	9	54	18	23	17	20	15	6	5	10	6	8	2	10	7	9	1	3	4	4	1	4	2	2	2	10	0	5	0	1	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	26218	18297	7113	8560	5876	2783	3569	1802	1500	2048	1000	1815	910	727	530	562	641	814	751	343	276	322	477	251	362	304	207	174	196	140	114	128	127	112	87	76	78	50	59	37	28	86	24	38	34	28	23	29	21	15	20	19	9	36	8	7	8	8	12	4	2	11	7	4	1	4	1	3	8	5	7	2	2	3	12	1	1	0	0	4	0	1	0	1	0	6	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	13035	10628	3436	5186	3481	1304	2068	808	724	1177	466	1155	475	352	231	267	351	545	466	170	132	182	288	124	209	184	119	104	120	79	61	65	83	70	49	42	44	19	30	18	17	56	12	31	24	14	14	16	11	6	8	9	8	27	4	3	2	5	6	2	0	9	6	3	1	3	1	2	3	4	5	2	1	2	0	1	1	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	26466	18187	6987	8293	5935	2764	3499	1755	1433	2055	974	1787	912	686	530	587	642	826	707	312	275	360	428	234	373	337	213	179	217	151	101	106	134	97	73	82	59	42	48	28	31	78	37	43	37	35	38	19	24	12	13	20	9	37	10	8	7	8	17	4	3	7	5	3	1	5	2	2	5	6	5	2	1	2	0	2	1	0	0	3	1	1	0	1	0	4	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	13219	10537	3308	4986	3536	1271	1994	815	679	1236	462	1119	494	324	222	306	355	554	421	152	123	199	269	111	228	214	123	101	122	87	57	49	88	57	37	44	31	16	16	13	19	58	20	36	29	17	26	7	12	3	4	9	6	26	6	4	3	4	11	2	1	5	3	2	1	4	0	2	3	4	4	2	1	1	0	2	1	0	0	2	0	1	0	1	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	26486	18181	7019	8252	6009	2816	3582	1702	1424	2029	989	1742	943	690	560	574	633	889	707	300	288	338	485	237	340	339	230	187	204	129	106	103	124	100	68	92	59	39	56	23	30	85	33	36	37	48	37	21	25	13	17	16	11	29	8	10	11	6	9	3	2	5	4	7	4	8	3	1	1	6	0	4	1	2	0	2	3	0	0	4	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	13157	10472	3318	4973	3617	1314	2087	799	685	1222	470	1060	502	323	243	298	321	530	447	137	123	189	314	112	223	214	127	116	116	71	56	49	85	62	34	54	34	17	26	10	15	63	18	24	28	31	26	7	14	5	9	6	6	18	5	6	6	2	5	2	1	3	1	7	3	5	0	1	0	5	0	2	1	1	0	2	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	26674	18039	6985	8358	5873	2761	3529	1694	1414	2047	1054	1741	942	669	589	570	624	848	681	312	259	319	472	231	341	322	277	197	200	119	113	117	117	93	59	92	54	47	60	27	32	80	33	40	39	48	37	13	17	15	20	16	13	19	16	12	6	4	7	5	1	8	6	6	5	6	4	1	1	6	3	2	2	1	9	3	3	0	1	2	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	13259	10459	3275	4967	3487	1284	2021	823	654	1226	493	1119	492	307	267	303	349	500	430	139	119	174	315	117	242	211	173	111	113	61	56	63	80	60	29	48	30	21	33	15	17	63	17	23	30	34	24	5	8	5	10	5	6	6	5	7	4	1	5	3	1	5	2	6	4	4	0	1	0	5	2	0	1	0	9	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	26420	18017	7121	8388	5835	2731	3537	1684	1458	2075	1062	1721	936	690	633	549	594	859	643	296	250	299	516	220	319	325	267	192	208	118	110	130	108	100	46	89	63	39	68	31	28	84	40	35	35	49	28	19	12	14	22	15	14	17	16	9	7	5	1	5	1	7	5	7	4	8	4	5	3	5	3	5	2	0	9	5	4	0	1	2	0	1	1	2	0	1	2	0	1	0	1	0	6	1	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	13151	10491	3358	5049	3451	1299	2065	799	679	1245	485	1104	497	326	297	270	330	505	415	132	118	166	365	119	202	204	168	109	113	56	61	79	73	68	20	52	36	21	40	17	15	65	25	19	27	36	15	10	7	5	13	6	7	9	6	4	3	0	0	3	0	4	3	6	3	6	0	5	1	5	2	1	1	0	9	2	2	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	26259	17728	7094	8579	5816	2677	3450	1703	1499	2096	1015	1753	926	703	596	568	641	895	678	314	257	292	452	251	331	301	262	195	222	137	101	131	98	116	49	89	59	47	60	31	24	51	36	41	39	30	24	25	8	20	19	15	15	21	14	9	7	5	5	5	5	6	5	6	3	8	7	7	6	1	3	4	2	1	10	6	2	0	1	1	0	1	1	2	0	1	3	0	1	0	1	0	6	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	13026	10331	3369	5129	3393	1248	2001	776	697	1254	449	1134	496	322	285	276	393	583	426	136	133	161	306	132	205	181	167	108	130	70	55	76	63	75	26	44	32	20	29	15	13	41	19	27	30	16	8	15	3	11	10	8	5	14	6	5	3	1	4	2	1	4	4	5	2	7	4	5	1	1	2	1	1	1	9	3	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	26159	17791	7065	8676	5889	2721	3387	1717	1506	2080	996	1710	924	713	578	566	614	953	691	315	258	317	416	253	326	317	234	157	221	129	98	115	100	105	50	74	79	37	74	27	25	41	39	49	32	24	22	33	14	16	17	14	16	18	9	8	4	8	18	2	5	6	4	4	1	7	9	9	6	2	1	5	1	1	1	5	2	1	1	0	1	1	1	1	0	0	2	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	13147	10379	3363	5324	3436	1292	1922	799	706	1255	429	1069	517	335	276	273	368	631	453	145	139	180	267	115	172	191	152	97	129	61	50	63	65	61	26	35	41	13	40	10	12	29	23	38	24	13	7	20	6	10	10	8	6	13	6	4	1	3	11	1	1	5	2	1	0	6	5	6	1	1	0	1	1	1	0	4	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	26273	17897	7108	8724	5997	2761	3464	1755	1526	2068	976	1778	948	700	578	550	665	924	700	322	258	331	381	279	395	313	213	148	212	131	101	98	102	123	53	70	68	32	47	16	25	44	28	47	33	28	29	29	12	14	12	12	16	16	5	8	3	10	18	1	8	4	2	4	3	4	7	5	4	2	1	3	0	1	1	3	1	1	0	4	1	1	1	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	13214	10350	3367	5330	3534	1288	2004	818	714	1227	439	1107	537	342	282	259	384	619	446	157	131	198	240	126	241	186	134	87	131	72	61	52	71	73	27	29	35	10	25	7	12	29	16	35	25	10	12	19	6	9	7	8	8	9	3	4	2	6	11	0	4	3	1	1	1	3	5	2	0	1	1	0	0	1	0	3	1	1	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	26335	18066	7146	8813	5902	2793	3544	1736	1534	2026	1011	1837	972	686	563	518	648	879	672	332	264	318	385	277	394	289	207	153	184	102	124	92	116	114	62	68	67	40	58	19	26	53	35	32	27	44	42	18	13	16	14	11	13	14	7	7	2	10	17	2	5	6	3	10	5	1	10	4	4	4	1	2	0	1	1	1	1	3	1	5	2	2	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	13205	10451	3389	5398	3474	1279	2037	829	746	1206	450	1162	536	351	273	248	360	576	425	169	137	184	233	146	255	174	130	91	112	56	64	52	86	64	34	32	38	20	35	8	12	36	24	20	17	10	17	9	5	13	8	8	7	11	5	4	1	6	9	0	4	5	2	7	3	0	9	3	0	1	1	0	0	0	0	1	1	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	26281	17936	7171	8551	5931	2823	3512	1732	1528	2035	1028	1845	944	667	573	520	658	827	652	319	280	295	384	260	422	262	268	182	176	100	130	121	127	115	49	76	54	38	57	28	25	67	37	22	28	47	44	16	15	10	20	10	11	12	4	9	3	7	8	3	5	4	3	10	6	2	5	4	3	3	1	0	1	1	0	0	1	3	1	5	6	3	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	13022	10344	3391	5143	3455	1297	2016	807	722	1200	474	1135	481	334	272	246	371	550	419	170	141	182	245	148	307	163	173	96	118	51	69	70	93	72	27	40	35	21	36	13	13	44	22	12	15	15	21	7	6	5	8	7	7	8	3	4	2	4	2	1	4	3	2	9	5	0	5	3	1	0	1	0	0	0	0	0	1	2	0	3	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	26541	17735	7030	8488	5839	2757	3360	1717	1492	2081	1008	1820	893	719	557	560	603	868	712	337	275	317	463	263	371	384	284	192	218	113	102	103	118	103	60	83	59	38	44	56	38	74	37	23	25	37	22	15	17	17	23	12	11	18	6	11	6	11	12	7	5	9	3	5	1	4	2	2	1	5	8	2	0	0	3	2	0	1	1	0	4	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	13134	10236	3402	5038	3418	1293	1950	770	687	1282	454	1089	457	325	245	289	336	562	449	180	156	175	266	137	207	211	170	111	137	67	56	64	62	55	27	48	37	16	28	25	9	54	22	12	17	25	14	8	9	13	17	9	4	10	3	8	3	7	6	3	2	6	3	4	0	2	2	0	0	3	5	1	0	0	2	2	0	0	1	0	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	26492	17647	7020	8530	5884	2739	3388	1761	1513	2007	1037	1766	882	709	579	533	638	829	655	334	260	326	474	255	396	356	271	185	225	113	106	102	115	120	57	107	52	39	36	57	39	96	26	27	25	50	21	22	18	18	22	6	10	19	7	12	7	7	15	9	5	6	3	3	1	2	1	2	0	6	9	3	0	1	2	1	0	1	1	0	4	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	13126	10204	3430	5123	3426	1285	1942	771	691	1171	458	1033	469	317	261	261	374	527	383	177	143	178	277	139	238	197	158	106	151	70	61	64	65	67	26	66	29	14	25	26	9	69	6	14	13	35	13	13	11	12	16	5	6	10	6	9	4	5	8	3	2	4	3	3	0	2	1	0	0	5	5	1	0	0	1	1	0	0	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	25914	17317	6793	8345	5775	2711	3286	1788	1454	1902	1034	1664	873	683	555	537	633	796	638	334	276	318	483	249	382	318	290	174	208	108	104	106	108	123	58	111	50	41	29	50	42	78	24	28	26	42	13	24	14	18	22	6	11	15	10	9	8	4	14	7	5	3	2	3	1	0	3	1	0	6	9	4	0	1	4	1	2	1	2	0	4	2	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	12637	10035	3250	4879	3404	1286	1862	780	674	1107	471	978	462	316	249	275	366	500	355	169	139	160	277	136	246	190	179	108	140	58	55	66	62	72	28	75	24	14	16	20	12	53	8	16	15	29	9	17	8	10	18	3	7	8	7	4	4	3	10	2	2	2	2	2	0	0	2	0	0	5	5	2	0	0	1	1	0	0	2	0	4	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	25171	16601	6810	8188	5514	2694	3224	1740	1395	1807	1042	1582	843	636	551	531	621	768	625	332	275	311	437	229	364	260	282	186	184	102	105	113	95	115	56	107	39	41	31	44	38	68	22	30	26	36	22	25	11	18	19	8	10	12	11	10	7	5	13	5	6	2	2	2	0	0	3	1	1	5	1	4	0	1	5	0	2	2	3	2	0	2	1	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12101	9545	3185	4691	3234	1248	1803	773	624	995	458	938	447	307	250	273	367	459	344	158	137	175	246	124	246	160	184	117	120	54	55	67	56	67	26	77	20	16	20	21	12	41	6	20	14	22	15	17	7	9	13	2	8	6	7	4	4	3	9	0	3	2	2	1	0	0	2	0	1	3	0	2	0	0	1	0	0	1	2	2	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
