label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126
0.03	north1_all	80	29444	14187	21252	5368	4373	3199	3260	3036	1783	4020	1157	2048	991	755	824	570	519	1013	746	347	345	254	282	204	182	192	201	142	242	184	156	76	77	78	68	104	70	75	67	53	66	38	84	20	36	58	23	16	32	35	11	17	15	11	19	16	6	11	7	9	12	7	3	27	2	5	6	12	3	1	3	4	2	8	2	0	3	2	1	1	1	1	1	1	1	0	0	0	0	1	3	1	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	12957	6851	18972	1313	1964	1102	2090	2105	645	3630	232	1648	488	335	465	171	173	884	631	70	150	58	145	69	92	53	126	88	187	141	123	23	42	28	25	84	57	59	53	31	56	9	79	5	24	52	8	9	28	29	0	11	9	1	15	13	2	11	6	7	9	1	2	26	1	4	4	12	2	1	0	4	1	8	0	0	1	2	0	1	0	0	0	1	1	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	29475	14336	21135	5386	4407	3243	3334	2925	1740	3768	1150	1888	982	736	808	576	514	1048	782	324	363	254	267	206	182	180	197	157	285	236	131	81	83	81	75	90	79	80	80	55	58	48	87	22	31	36	21	22	26	20	11	13	12	12	12	19	6	12	7	10	12	6	4	26	2	13	6	14	3	2	0	3	2	9	1	0	2	2	0	1	1	2	0	0	1	0	1	0	0	1	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	12890	6841	18836	1355	2020	1155	2159	2001	624	3380	240	1511	486	337	456	173	162	930	662	64	156	56	137	71	97	57	118	99	210	191	109	27	39	28	20	74	59	52	64	35	50	9	82	5	18	31	8	12	23	15	0	7	6	2	8	11	2	11	6	9	9	2	3	25	1	13	4	13	2	1	0	3	1	9	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	29482	14366	20833	5428	4365	3183	3338	2907	1695	3841	1161	1840	957	761	797	588	489	1088	868	310	340	234	264	208	212	145	188	144	277	228	156	83	96	85	81	85	83	74	67	61	88	48	91	28	32	39	20	16	31	38	13	10	16	9	9	20	4	21	4	18	12	15	4	13	7	11	8	3	2	3	0	3	2	13	2	0	2	1	0	1	1	4	1	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	12854	6845	18463	1405	1984	1132	2170	1997	587	3452	261	1487	497	344	476	170	148	963	755	72	142	54	135	74	106	43	113	88	201	186	128	36	44	38	20	62	54	46	55	38	74	11	83	5	16	35	8	8	29	34	1	7	6	2	7	12	0	16	4	17	10	11	3	13	1	11	6	2	1	1	0	2	1	12	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	29514	14299	21111	5457	4447	3256	3277	2890	1682	3662	1192	1779	964	777	796	587	480	1026	853	318	316	247	252	208	223	156	199	135	255	217	172	90	99	80	64	95	80	69	61	49	88	40	100	30	43	32	23	17	26	31	16	16	20	9	10	10	4	22	2	14	6	11	3	6	9	11	5	4	1	7	1	1	0	5	2	0	1	1	0	1	1	3	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	12974	6810	18713	1420	1979	1153	2140	1976	602	3288	274	1423	495	364	450	168	131	900	734	71	132	57	123	86	114	48	121	75	186	177	143	47	49	37	14	78	50	42	46	30	74	9	92	9	28	28	12	11	21	29	3	10	8	2	7	5	1	17	2	12	6	10	2	5	2	10	4	2	0	5	1	0	0	4	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	29691	14094	20983	5487	4544	3290	3259	2997	1732	3835	1173	1896	930	807	835	585	434	1080	848	315	305	259	236	216	201	157	220	141	242	163	185	102	93	91	63	109	81	67	70	43	86	28	88	29	43	36	26	23	30	28	16	16	19	7	11	12	7	21	5	12	7	11	5	9	10	1	5	4	0	7	3	1	0	5	4	0	3	1	1	2	0	2	1	0	0	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13134	6792	18603	1451	1990	1138	2111	2086	598	3436	274	1538	463	366	474	155	118	936	745	68	135	65	123	85	107	47	135	75	202	122	159	54	46	32	13	88	51	47	53	20	71	7	84	6	30	32	16	15	20	27	4	10	8	1	8	5	5	16	2	10	7	11	5	8	3	0	4	2	0	5	2	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
