label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126
0.03	north6_all	80	29592	13991	21184	5435	4522	3328	3248	2995	1710	3891	1173	1915	933	827	867	588	478	1055	788	310	311	275	259	214	180	160	216	146	191	137	194	102	91	93	68	115	67	71	74	37	74	23	118	30	39	36	32	24	30	43	15	19	20	6	12	9	10	16	5	9	4	13	8	7	7	1	3	1	1	6	8	1	1	7	3	0	3	0	3	1	1	2	0	0	0	0	1	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	13336	6743	18808	1464	1985	1165	2117	2115	614	3457	274	1545	464	382	476	160	137	914	681	72	144	62	144	90	106	42	132	82	160	102	166	48	52	26	14	97	47	50	54	16	52	6	114	7	31	31	19	15	20	40	3	14	13	0	8	4	7	11	1	7	4	12	7	6	3	0	3	0	0	4	5	1	0	6	2	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	29379	13850	20980	5369	4476	3289	3385	2996	1710	3764	1175	1926	934	815	822	577	492	1034	928	299	316	291	278	203	193	166	210	155	200	134	187	94	103	91	73	131	63	83	81	34	75	20	126	27	24	42	29	22	40	28	13	22	20	5	16	8	8	15	6	14	2	5	7	9	5	1	2	0	1	1	8	3	2	5	3	0	2	1	3	1	2	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	13023	6560	18583	1438	1972	1114	2149	2110	614	3325	269	1546	451	378	450	151	146	882	815	84	167	65	154	82	117	44	125	92	177	97	156	42	58	28	24	106	47	63	64	18	53	6	120	7	15	36	20	9	29	25	4	19	11	0	12	1	7	11	2	12	1	3	6	8	3	0	1	0	0	0	5	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	29195	13968	21019	5415	4417	3247	3384	3011	1739	3890	1199	1949	924	845	804	605	507	1026	998	311	297	280	295	195	219	168	189	158	192	157	165	88	110	78	67	134	47	108	66	49	65	20	103	39	20	24	28	23	40	51	14	24	17	8	11	13	4	30	6	13	2	4	5	17	4	3	1	0	1	1	6	4	3	5	2	1	1	2	4	0	3	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	12875	6564	18618	1406	1970	1120	2122	2101	642	3445	277	1592	457	386	441	135	150	877	874	88	148	61	160	83	131	41	111	91	168	116	124	33	73	31	23	110	36	90	54	29	45	6	96	9	14	19	18	13	34	44	4	20	9	0	6	8	3	26	3	11	1	2	4	16	3	1	0	0	0	0	4	3	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	29139	14037	20875	5337	4414	3230	3387	2929	1728	3977	1184	2003	953	824	767	581	502	985	990	354	298	274	286	185	208	170	173	144	243	165	160	81	108	64	70	140	43	121	59	45	70	23	93	39	16	17	26	21	35	75	16	20	17	9	11	11	2	29	7	14	2	4	5	18	2	5	2	1	1	2	5	3	2	3	0	1	0	2	3	0	4	0	0	0	1	2	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	12720	6552	18526	1336	1964	1106	2105	2034	639	3531	258	1637	476	369	420	129	138	836	871	93	139	56	155	67	125	44	99	76	208	117	114	27	69	30	28	116	29	102	48	24	52	5	85	8	9	14	13	10	28	67	4	15	10	0	7	8	2	27	3	13	1	3	4	17	2	3	0	1	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29226	14211	20690	5385	4392	3268	3336	2923	1718	3939	1156	1985	979	834	739	587	498	976	956	346	289	257	282	208	202	175	165	137	225	175	145	87	88	73	67	132	55	101	48	60	68	28	93	41	17	16	22	22	25	55	13	21	15	11	11	9	6	22	8	4	3	3	4	14	5	5	4	4	2	2	5	2	2	1	0	1	3	1	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12827	6563	18357	1354	1972	1116	2081	2014	625	3481	246	1597	491	372	411	141	149	823	842	80	132	52	155	69	112	41	85	73	193	133	110	32	59	38	19	109	41	84	38	30	53	6	88	10	13	15	11	14	18	46	2	13	8	1	7	9	5	19	4	2	3	2	4	14	4	3	1	4	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	29473	13855	21382	5392	4424	3207	3349	3074	1764	3769	1136	2006	951	851	788	566	444	1096	870	357	366	225	276	192	219	168	200	165	250	224	151	77	100	75	67	122	86	90	66	35	62	23	69	28	33	48	25	17	18	36	18	20	15	17	8	10	7	8	6	10	7	4	2	12	1	1	4	4	2	2	5	2	1	1	6	1	3	1	0	0	1	0	1	0	3	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	13221	6599	19031	1387	2033	1138	2156	2067	628	3336	248	1619	472	392	454	161	140	960	749	85	166	55	151	60	132	45	139	93	191	148	117	26	59	29	20	96	60	79	49	21	46	7	61	7	24	41	9	10	16	34	4	7	4	5	5	9	6	7	6	8	2	4	1	9	1	0	4	3	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	29370	13810	21394	5462	4441	3204	3360	2991	1694	3765	1148	1977	948	783	760	566	466	1033	836	359	347	247	254	208	213	189	201	150	271	201	148	87	88	81	64	117	77	101	65	32	64	21	55	28	35	59	22	18	16	35	20	18	15	11	11	12	9	15	9	4	9	6	3	23	2	1	4	5	2	2	4	3	0	1	5	1	2	1	0	0	0	0	1	1	2	0	0	3	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	13092	6542	19044	1432	2036	1134	2171	2042	594	3347	250	1578	463	354	432	151	156	886	715	87	154	57	125	60	125	40	144	86	210	140	117	28	49	28	20	97	60	88	44	20	54	5	46	6	24	52	8	14	14	32	5	4	7	3	7	10	7	14	7	2	3	5	1	20	1	0	2	4	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	29196	13828	20914	5489	4415	3175	3277	2937	1701	3622	1193	1901	952	782	733	542	523	1052	861	321	323	244	257	222	225	178	211	171	263	182	146	97	86	79	62	106	72	103	62	35	41	27	41	20	27	70	19	25	21	30	20	19	14	11	9	11	7	14	10	3	14	3	3	25	5	1	3	3	3	1	4	3	3	1	4	1	0	0	0	0	0	0	0	2	2	4	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	12739	6490	18523	1397	1995	1106	2073	1997	584	3204	258	1480	466	342	412	149	172	903	739	76	135	53	132	70	125	42	143	108	195	123	118	31	55	34	15	82	54	87	45	20	29	8	32	5	18	61	9	17	17	28	4	2	6	3	6	10	4	14	6	1	8	2	0	23	3	0	1	2	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	2	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	29014	13733	19489	5466	4354	3156	3206	2812	1697	3434	1182	1788	963	775	724	562	526	973	817	330	302	240	253	214	209	165	222	160	228	178	136	89	79	78	58	110	58	99	69	30	42	32	44	14	25	68	24	27	20	37	16	16	12	11	10	6	5	25	9	4	15	7	2	27	8	2	3	5	3	2	3	3	4	0	2	2	0	1	0	0	0	1	1	2	3	4	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	12051	6112	16999	1326	1861	1053	1969	1890	546	3016	254	1389	464	347	384	144	161	824	689	83	127	56	123	66	113	35	140	98	173	132	105	29	43	33	14	89	39	82	51	16	29	9	34	3	15	58	10	17	15	34	3	8	5	3	4	5	3	23	5	2	11	6	0	25	6	1	1	4	3	1	2	2	0	0	0	1	0	0	0	0	0	0	0	1	2	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	28452	13498	17921	5440	4330	3165	3114	2684	1662	3288	1191	1650	928	775	743	550	515	908	791	322	283	240	249	193	229	173	181	163	227	170	158	90	65	77	67	97	61	68	62	38	54	28	48	14	21	67	21	22	32	32	13	15	6	10	8	4	6	21	4	4	17	13	2	33	11	4	3	9	3	3	2	2	5	0	2	2	0	1	0	0	0	1	1	2	1	4	2	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	11101	5604	15286	1218	1718	970	1811	1733	515	2843	285	1234	421	320	388	129	139	770	666	80	112	54	123	59	119	37	105	102	163	122	123	33	32	30	17	72	42	53	45	19	39	9	41	4	8	59	9	12	25	28	1	9	3	4	2	1	3	19	1	3	14	12	1	32	10	4	1	9	3	1	2	2	1	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	27943	13268	16978	5457	4204	3100	2976	2574	1641	2973	1156	1592	906	765	736	534	485	882	755	365	296	239	221	205	208	168	180	136	216	160	146	90	67	83	64	87	74	69	58	43	57	29	50	17	21	49	19	22	27	36	10	17	6	12	10	6	5	20	2	5	11	17	5	10	9	5	0	9	3	5	1	5	4	1	1	3	1	2	1	0	0	1	1	1	1	1	2	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	10218	5099	14214	1176	1538	877	1624	1523	478	2507	278	1166	390	302	363	111	118	727	619	90	106	49	100	55	97	38	99	82	149	113	106	33	26	27	18	57	51	53	36	21	35	6	41	4	6	44	7	10	21	33	2	9	4	6	5	2	3	18	1	4	9	16	3	10	7	4	0	9	2	2	1	5	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	27758	13125	16347	5464	4153	3058	2947	2519	1636	2940	1164	1486	911	777	721	570	482	831	719	352	274	247	218	204	200	172	158	133	229	168	160	83	77	69	59	59	89	53	58	40	59	24	56	19	21	33	14	21	22	31	14	10	8	11	5	10	6	4	2	9	12	22	4	9	5	9	0	11	1	4	0	3	3	2	3	3	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	9715	4878	13497	1139	1457	804	1523	1440	473	2469	291	1045	377	298	358	110	119	678	581	86	93	52	78	49	93	40	89	72	155	120	116	29	28	23	15	32	60	37	30	14	36	7	46	3	5	31	6	10	17	27	4	6	6	7	4	2	3	4	1	6	11	18	3	9	4	7	0	11	0	2	0	3	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	27714	13050	16710	5543	4142	3044	2896	2506	1687	3056	1222	1476	923	793	704	567	481	847	736	352	266	246	232	202	206	161	163	134	195	156	123	87	79	70	53	63	92	64	41	34	65	21	54	22	25	29	21	25	17	27	15	11	11	12	4	12	3	10	3	9	6	16	3	4	3	6	0	9	2	2	0	4	3	2	2	1	1	1	2	2	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	9602	4889	13896	1154	1430	796	1478	1441	477	2573	299	1049	396	315	335	109	123	710	597	79	95	46	81	45	90	38	77	67	133	110	80	28	26	26	12	36	60	38	20	13	44	6	48	2	9	27	11	13	13	21	5	5	8	6	4	4	1	9	1	6	4	12	2	3	1	4	0	9	1	1	0	4	1	2	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	27932	13269	17881	5507	4256	3044	3033	2501	1669	3331	1216	1493	887	814	683	596	511	898	738	332	259	255	244	195	201	169	174	146	199	146	123	90	97	67	52	71	85	68	46	33	55	28	72	21	22	20	23	22	16	35	20	8	13	11	2	12	6	9	9	11	5	8	1	4	2	6	0	4	1	1	1	2	2	4	2	4	1	0	3	2	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10190	5235	15177	1177	1552	850	1632	1512	493	2852	291	1085	366	329	332	128	126	763	588	81	97	55	86	42	103	43	89	69	141	107	87	28	35	30	13	46	52	39	23	15	42	9	68	2	8	16	14	15	13	27	6	4	7	5	2	6	3	6	5	7	3	5	0	2	0	3	0	4	1	1	1	2	1	3	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	28531	13550	19496	5490	4400	3149	3197	2637	1666	3675	1232	1663	881	827	701	546	472	980	811	312	285	259	249	178	228	166	167	168	190	152	147	88	92	73	66	95	94	82	59	27	68	27	86	22	30	56	22	18	21	30	17	10	11	9	2	9	7	9	12	9	2	3	1	5	2	4	0	2	2	0	2	1	3	5	3	3	2	0	2	2	0	1	1	1	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	11231	5689	16940	1290	1744	971	1864	1727	535	3202	277	1260	367	355	370	132	124	842	667	76	117	62	104	45	126	50	81	93	146	112	103	27	36	29	16	73	66	54	41	15	52	9	80	4	18	53	13	12	20	22	5	4	6	2	2	5	5	6	8	6	1	2	0	3	0	2	0	2	2	0	1	1	2	4	3	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	26809	16148	7877	11411	4882	4018	3378	2163	2832	3445	1244	2011	900	752	796	1213	684	706	594	599	324	463	643	194	243	193	167	149	124	106	153	82	106	147	85	73	99	46	94	53	89	39	28	27	26	26	17	26	18	52	12	12	17	14	6	14	18	5	10	5	16	9	2	4	2	3	10	2	10	2	5	5	0	5	2	0	1	4	1	1	2	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0
0.03	south21_active	80	7713	9433	2023	9599	2676	2471	2171	927	2137	2995	513	1652	251	198	546	993	405	513	445	423	143	357	560	57	155	100	72	39	67	38	95	20	68	123	35	30	84	18	73	40	76	16	11	16	12	23	10	21	4	42	5	3	14	1	2	6	15	2	7	1	15	7	0	3	1	2	8	1	9	1	5	4	0	4	0	0	0	4	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0
0.03	south22_all	80	27066	16041	7812	11419	4828	4092	3371	2084	2822	3429	1243	1876	858	727	809	1260	655	714	585	576	341	469	621	205	269	167	151	136	126	117	151	75	115	139	72	70	115	46	95	53	117	27	25	24	31	26	50	36	16	40	15	15	21	14	6	13	19	8	10	5	16	9	4	7	1	1	13	2	4	4	1	6	0	5	2	1	1	5	1	1	2	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
0.03	south22_active	80	7779	9332	2007	9618	2691	2480	2170	912	2153	2990	524	1515	235	195	537	1043	388	510	423	411	155	363	532	55	171	92	63	40	69	43	85	20	72	115	34	32	104	18	74	37	107	13	10	12	14	23	42	31	4	32	8	4	13	3	2	6	18	2	7	0	14	7	0	6	0	0	12	1	3	1	1	5	0	4	0	1	0	5	0	1	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
0.03	south23_all	80	27253	15912	7844	11408	4763	4197	3372	2123	2825	3520	1219	1915	846	721	912	1276	654	685	551	573	320	463	607	192	256	149	154	122	142	117	148	92	101	137	71	73	149	49	94	59	103	32	37	27	35	21	49	34	13	36	18	18	22	13	7	12	15	5	8	4	16	9	4	7	0	2	16	1	1	4	0	3	2	5	1	1	0	5	3	1	1	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
0.03	south23_active	80	7733	9385	1998	9572	2708	2524	2162	895	2141	3091	518	1528	206	190	626	1077	380	493	395	411	143	362	512	45	163	71	57	44	90	38	77	20	53	112	39	33	133	15	72	43	95	15	15	14	17	17	41	29	3	31	12	5	15	2	3	5	11	1	5	0	13	7	0	6	0	0	15	0	1	1	0	3	2	4	0	1	0	5	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
