label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118
0.03	north1_all	80	42528	17801	8284	5331	4310	3117	2466	2357	1683	1533	1415	982	936	2158	963	565	491	510	435	417	369	269	251	285	216	178	144	128	166	102	99	119	59	73	70	59	49	57	44	46	55	32	31	54	58	45	41	13	14	6	10	20	11	11	22	8	7	7	10	3	7	3	10	4	7	2	2	2	3	0	3	2	2	1	1	2	4	4	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	30808	11874	2792	1224	1750	834	510	1286	556	573	782	245	387	1925	677	128	157	305	262	242	227	132	89	172	86	64	53	35	95	19	34	67	7	26	30	33	20	29	11	28	47	13	11	46	48	37	29	5	5	2	2	17	1	7	20	4	1	1	7	0	6	1	10	1	5	2	0	1	0	0	0	1	1	0	0	0	4	4	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	42795	17725	8166	5278	4180	3172	2524	2389	1775	1523	1426	989	931	2158	948	547	511	484	419	386	393	256	243	289	218	173	159	126	166	98	104	105	64	73	57	72	53	55	44	45	65	30	33	59	56	51	17	19	10	9	10	23	9	10	26	8	7	8	10	4	7	2	8	5	4	2	3	1	6	4	4	3	1	1	1	1	1	4	1	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	31145	11757	2742	1177	1719	856	520	1299	575	566	779	252	388	1925	653	128	157	298	254	215	229	127	86	179	87	70	50	38	89	20	39	64	9	26	23	42	21	33	9	26	57	11	10	52	45	41	10	4	1	2	2	17	0	7	23	3	1	2	7	0	6	1	8	2	2	2	0	0	1	3	0	1	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	42600	17837	8066	5392	4170	3077	2518	2395	1760	1432	1450	996	907	2007	914	579	531	505	462	377	377	262	240	295	224	166	167	116	175	95	108	94	67	75	59	80	47	60	45	34	62	31	33	63	50	57	15	16	11	9	8	29	8	13	14	15	7	10	8	8	9	3	6	7	5	4	3	3	4	4	2	2	2	1	1	2	1	1	1	0	1	3	0	0	0	0	0	1	1	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	31034	11802	2731	1221	1754	801	520	1267	571	542	803	263	375	1758	613	137	167	311	284	216	221	136	90	192	101	65	58	37	98	19	42	59	11	27	25	45	20	34	12	15	58	12	7	58	41	49	9	4	0	2	2	18	0	10	10	8	1	4	5	1	8	1	5	3	3	4	1	1	1	3	0	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	42139	17839	7870	5364	4238	3095	2524	2386	1701	1430	1412	1006	876	1943	935	569	511	527	479	387	374	302	249	281	221	155	162	113	167	103	96	79	76	76	48	97	52	59	48	37	84	31	35	74	42	56	26	11	13	13	10	24	9	10	13	12	5	11	6	10	3	5	7	3	4	4	2	2	3	6	3	2	2	1	0	1	1	1	0	0	2	2	0	0	0	0	0	2	1	5	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	30281	11684	2627	1192	1799	786	541	1230	525	527	769	252	381	1691	613	143	156	337	304	224	212	162	95	179	110	63	54	42	96	20	49	52	16	33	16	49	25	31	10	15	77	11	6	68	36	50	19	0	0	4	1	10	1	7	9	6	1	6	2	1	3	2	5	2	3	4	1	1	1	4	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	40456	17277	7737	5462	4252	3059	2494	2282	1668	1403	1334	973	876	1815	860	582	485	556	454	362	345	305	252	285	215	150	151	115	147	103	103	84	75	87	54	93	57	50	52	34	79	27	30	100	34	28	27	10	18	11	13	19	6	11	10	14	7	13	3	8	5	5	10	3	2	3	3	3	3	3	2	2	2	1	5	2	3	2	0	0	1	2	0	0	0	0	0	2	1	5	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	28114	10921	2381	1183	1727	697	561	1100	468	470	702	237	366	1578	529	126	142	343	263	202	185	165	86	168	108	53	45	39	88	23	47	51	15	36	14	44	25	22	7	10	68	8	4	95	30	22	20	5	1	4	3	9	2	8	7	8	4	6	0	1	4	1	7	2	1	3	1	1	0	1	1	1	1	1	5	1	3	1	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	38853	16600	7811	5433	4299	3031	2497	2303	1668	1418	1301	1008	889	1622	855	589	459	543	422	367	344	302	259	267	207	137	138	110	128	112	112	96	77	87	50	73	68	48	49	39	60	32	26	114	39	30	37	15	16	14	14	9	9	10	7	7	9	9	2	7	4	9	9	4	3	4	8	3	2	4	3	2	1	3	5	3	3	3	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	25984	10143	2250	1197	1598	655	561	1053	433	442	632	235	367	1387	489	129	124	316	230	190	171	156	87	148	91	51	36	26	71	26	36	55	13	36	12	35	32	14	4	17	48	6	2	102	31	26	23	6	1	5	4	1	2	5	7	5	4	4	1	2	2	3	7	1	2	1	5	2	0	1	2	2	0	1	5	1	3	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	37187	15800	7858	5413	4223	3071	2507	2229	1651	1405	1248	982	898	1480	840	585	453	526	387	355	330	294	236	247	196	152	123	108	121	106	108	91	81	88	53	62	62	42	40	44	69	27	13	111	46	15	33	18	13	14	18	12	11	11	11	7	9	6	2	6	4	8	11	4	6	5	9	2	3	4	2	3	1	3	7	2	3	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	23875	9290	2142	1225	1447	629	580	998	407	396	589	204	324	1243	468	121	113	286	177	165	161	148	78	144	88	50	22	25	59	24	24	44	11	32	14	30	28	12	7	14	57	4	0	96	36	11	18	7	1	6	6	5	2	4	10	3	3	0	1	1	2	3	10	2	4	1	5	1	0	1	1	2	0	1	5	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	37211	15582	7940	5287	4173	3027	2480	2241	1693	1399	1349	977	897	1493	798	576	435	506	400	367	350	295	239	237	204	151	143	120	121	115	98	96	76	81	59	60	64	44	39	44	66	31	14	97	44	22	30	17	13	13	17	17	10	8	15	7	10	4	2	5	2	4	6	4	5	4	9	1	3	2	2	2	0	4	11	2	15	3	0	0	2	0	0	0	1	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	23854	9150	2171	1199	1391	610	584	1001	426	387	640	210	323	1249	442	129	110	277	186	169	182	134	70	150	83	51	24	26	57	28	16	39	9	28	17	31	20	12	9	18	56	5	1	82	31	14	16	4	1	4	4	10	0	3	11	4	1	0	1	1	1	2	6	1	4	0	5	1	0	1	1	1	0	1	8	0	14	1	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	36785	15654	7882	5218	4138	3022	2488	2312	1659	1419	1301	1014	928	1571	823	547	465	493	414	396	353	291	242	244	216	152	152	120	117	111	93	89	77	83	68	57	56	35	40	47	77	31	20	71	46	25	25	15	12	13	17	25	13	3	21	8	13	4	4	6	2	2	8	4	4	3	7	0	2	2	1	2	1	2	11	1	18	3	0	1	3	0	0	0	0	0	2	1	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	23505	9119	2147	1189	1390	630	594	1058	396	395	627	210	327	1310	471	122	124	277	204	179	197	134	72	145	96	50	33	29	57	25	17	31	14	27	24	32	15	12	6	19	64	8	4	57	35	17	15	4	1	6	3	18	0	1	16	4	1	0	2	1	1	0	6	2	3	0	5	0	0	1	0	1	0	1	8	1	16	1	0	1	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36762	15829	7848	5239	4006	2999	2360	2288	1609	1408	1327	1009	894	1645	808	542	483	505	420	401	332	297	235	242	211	167	156	126	113	118	90	107	80	83	70	51	64	34	42	41	62	31	27	75	39	30	16	16	17	15	19	21	15	9	17	9	13	5	3	3	2	0	6	4	5	1	6	0	1	2	1	2	2	1	11	1	18	1	0	2	2	0	1	4	0	1	2	1	3	2	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	23467	9238	2088	1156	1345	594	587	1014	374	387	635	198	321	1374	464	131	134	284	209	193	179	128	67	129	94	52	36	29	51	29	20	42	13	24	31	29	17	12	4	16	47	6	5	64	27	22	8	4	3	7	5	15	1	8	13	6	2	0	1	0	2	0	3	1	5	0	3	0	0	1	0	0	1	0	8	1	16	1	0	2	1	0	0	4	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	43405	17738	7998	5423	4250	3062	2433	2420	1732	1428	1274	958	901	2025	908	524	491	604	477	372	337	310	222	265	210	180	158	152	153	102	108	124	85	63	69	69	43	41	35	35	66	31	16	80	34	66	34	19	12	18	14	9	15	10	21	9	5	3	4	4	6	3	7	7	4	2	2	6	3	2	5	4	2	1	4	2	0	5	0	1	3	0	0	1	0	0	1	0	1	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	31560	11869	2674	1263	1774	727	507	1294	504	497	671	259	392	1802	627	127	153	387	281	207	205	179	92	171	104	58	51	42	81	21	34	70	25	19	27	31	24	17	10	15	55	10	9	70	24	53	26	4	2	5	4	5	3	7	18	7	2	1	3	1	4	0	5	4	0	1	0	4	1	2	0	1	0	1	4	1	0	4	0	1	1	0	0	1	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	43421	17700	8006	5443	4204	3064	2406	2373	1749	1441	1287	924	903	2255	949	546	505	579	480	375	322	320	221	278	189	185	175	152	157	109	104	118	76	60	52	64	45	48	39	36	71	28	18	77	42	59	26	18	11	14	17	14	17	8	19	12	4	4	8	3	4	5	18	6	8	0	2	9	3	3	4	2	1	1	5	1	1	5	0	0	2	0	0	0	1	1	0	0	1	2	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	31709	11880	2764	1258	1762	734	477	1244	504	503	680	267	380	2028	656	132	156	369	287	223	194	183	83	177	97	65	61	37	86	18	29	65	24	21	25	35	26	23	9	13	62	8	10	66	32	51	20	5	1	5	5	7	6	3	16	7	2	1	5	1	3	0	16	4	4	0	0	6	0	2	0	0	1	1	5	1	1	4	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	42751	17795	8041	5482	4190	3166	2453	2341	1761	1427	1402	906	944	2182	917	570	509	557	462	354	365	314	250	269	183	169	167	146	169	113	116	105	72	76	65	65	50	50	40	35	54	23	23	48	50	68	19	18	9	13	14	14	17	12	14	9	3	4	10	2	4	4	18	3	9	1	1	10	1	3	4	2	1	3	1	0	1	7	0	0	2	0	1	0	1	1	0	0	5	2	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north13_active	80	31115	11914	2727	1279	1782	763	508	1228	527	486	750	272	394	1970	649	128	169	365	275	197	221	175	102	164	92	53	59	43	89	23	35	59	16	32	33	39	23	25	5	16	44	6	5	39	41	59	12	6	0	3	3	8	6	6	12	2	2	1	5	1	3	2	16	1	5	0	0	7	0	2	0	0	1	0	1	0	1	4	0	0	1	0	0	0	0	0	0	0	5	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	40619	16991	8053	5445	4172	3138	2456	2228	1734	1457	1327	938	928	2051	837	557	504	532	454	372	374	322	266	262	190	160	168	149	154	111	113	97	70	80	70	63	55	43	35	37	54	29	26	64	49	49	23	20	8	12	10	17	16	12	9	6	4	5	9	3	3	6	18	3	12	1	2	10	2	4	3	1	4	3	1	2	1	7	0	0	1	0	1	0	1	1	0	1	4	1	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north14_active	80	28662	10951	2600	1260	1686	711	532	1151	500	474	682	256	358	1837	554	121	153	324	250	198	210	161	99	147	89	51	57	39	71	19	35	59	17	35	30	36	20	20	4	14	38	9	4	57	36	41	9	7	1	2	2	9	6	7	7	1	1	1	3	1	3	3	16	0	5	0	0	7	0	3	1	1	3	0	1	0	1	4	0	0	1	0	0	0	0	0	0	0	4	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
