label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113
0.03	north1_all	80	35065	12596	8131	5303	5144	2654	2331	2087	1436	1231	1022	1475	986	1582	1162	608	644	551	460	618	383	332	180	223	155	162	164	113	230	181	83	151	127	67	65	62	47	48	71	40	28	23	45	29	95	19	28	20	19	28	19	12	34	14	13	6	8	10	8	8	5	2	4	4	6	7	2	3	1	2	1	4	2	0	1	1	0	1	0	1	1	0	1	0	0	0	3	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	19768	6415	4102	2514	2885	1215	1113	1103	685	602	446	855	535	1002	754	338	376	300	260	362	243	196	95	126	75	79	77	51	136	120	32	85	87	22	40	26	29	12	52	27	17	12	23	16	68	8	9	7	5	11	9	4	28	7	7	4	5	4	4	7	3	1	2	1	6	2	0	2	0	0	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	35572	12924	8361	5379	5304	2651	2376	2176	1435	1273	1059	1469	1063	1580	1187	596	685	613	479	681	417	342	185	247	167	177	172	112	234	174	88	150	133	62	64	56	46	50	61	49	23	20	45	33	85	25	29	19	18	27	12	15	36	14	11	9	8	7	9	6	5	3	3	3	7	12	2	1	1	1	1	5	2	0	0	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	20196	6685	4268	2627	3002	1228	1171	1172	700	597	486	857	571	987	784	341	404	328	278	426	262	205	98	140	79	91	87	51	148	118	36	98	100	21	44	26	29	14	43	29	13	10	24	21	59	10	12	10	8	9	6	6	31	6	7	4	3	4	5	4	2	1	1	1	6	7	0	0	0	0	1	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north3_all	80	36786	13352	8563	5506	5398	2617	2397	2312	1509	1298	1071	1626	1094	1679	1267	635	743	709	489	705	448	354	208	267	178	203	190	125	207	166	82	172	143	52	74	64	52	54	52	55	35	21	40	25	116	29	32	18	15	20	10	13	35	11	12	10	9	7	6	7	4	3	4	4	10	9	3	1	3	0	2	9	2	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north3_active	80	21141	6986	4507	2720	3072	1180	1181	1234	735	605	508	950	591	1069	859	387	424	395	285	451	279	212	100	150	79	116	102	56	131	113	29	102	103	22	51	28	32	18	38	26	17	7	23	16	65	15	17	12	6	8	6	5	30	5	6	5	4	3	4	4	2	0	1	1	9	8	1	0	2	0	1	7	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	36972	13438	8549	5489	5383	2621	2405	2306	1521	1254	1098	1574	1138	1569	1396	646	751	726	472	675	463	354	222	274	171	198	185	125	206	172	82	187	139	43	66	68	53	53	78	48	42	19	37	25	86	25	29	21	16	20	7	13	34	5	10	11	5	4	6	6	3	4	4	2	8	9	3	2	3	0	1	7	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north4_active	80	21381	7073	4565	2702	3032	1183	1168	1182	726	584	524	926	637	1004	971	377	436	420	276	427	279	205	108	156	70	105	105	60	137	124	36	114	99	19	40	32	35	19	57	15	20	8	21	17	32	13	21	16	8	10	3	5	29	1	4	6	1	2	3	2	2	0	2	1	7	7	2	0	2	0	0	6	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	37071	13541	8566	5355	5346	2694	2438	2277	1546	1244	1051	1558	1097	1566	1420	671	756	712	430	653	431	369	238	273	176	201	189	134	228	154	91	193	147	46	69	71	53	46	74	42	42	22	28	25	67	19	29	21	12	25	11	10	40	7	9	11	9	5	6	9	3	3	4	3	14	9	3	2	3	1	1	6	1	1	0	1	0	1	2	0	1	2	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	21414	7093	4635	2609	2993	1232	1164	1214	717	592	480	918	617	1004	971	383	426	434	242	421	257	212	112	147	79	115	106	72	139	94	43	120	98	20	46	37	30	18	46	14	17	8	13	14	24	11	21	15	7	12	5	3	37	4	3	7	3	2	2	5	2	0	3	2	13	7	2	0	2	0	0	6	1	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	37052	13476	8519	5319	5386	2712	2450	2267	1547	1289	1012	1511	1074	1627	1345	701	742	684	468	656	432	360	240	259	160	193	181	140	231	151	101	188	136	66	72	80	44	49	87	45	36	23	36	30	65	24	24	19	15	23	13	9	41	7	5	13	8	3	10	10	3	4	4	2	10	2	2	2	4	2	1	1	1	1	0	1	0	1	1	0	2	2	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	21427	7015	4545	2617	3034	1246	1175	1207	703	600	479	879	623	1101	885	379	438	418	257	399	276	206	117	136	82	108	110	75	131	91	47	137	96	26	49	44	24	23	57	23	11	10	22	13	25	17	15	11	11	7	4	4	34	4	1	6	4	1	3	5	2	3	3	2	10	0	1	0	3	1	0	1	1	1	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	37119	13437	8605	5291	5447	2686	2404	2295	1547	1329	973	1453	1083	1559	1381	714	754	659	470	700	373	385	246	247	154	187	188	138	231	147	106	189	145	72	63	75	40	36	75	49	32	25	35	28	56	19	20	19	14	17	18	9	30	11	7	13	9	5	10	11	1	4	12	1	10	0	1	1	2	2	1	0	0	1	0	2	1	2	7	0	2	1	0	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	21467	6900	4591	2603	3105	1248	1152	1232	712	589	472	829	619	1100	885	384	468	410	260	435	233	218	114	124	74	104	114	71	133	89	50	134	96	22	48	42	21	19	42	29	10	7	22	10	37	10	11	7	10	7	6	7	24	7	1	5	5	1	4	5	0	3	6	1	9	0	0	0	1	1	0	0	0	1	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	37256	13311	8541	5319	5414	2619	2424	2253	1495	1315	987	1448	1069	1585	1404	749	732	674	472	684	375	358	237	249	143	184	200	132	237	140	102	183	143	75	83	82	33	34	65	63	29	30	44	25	60	22	16	18	14	10	14	9	23	10	6	12	6	7	10	12	1	3	14	3	1	4	2	1	2	4	2	1	3	1	1	2	2	2	6	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	21545	6825	4484	2688	3145	1223	1131	1229	700	582	482	828	573	1071	895	387	453	405	266	420	217	206	103	118	71	93	124	65	144	73	48	123	95	28	63	46	17	15	29	40	8	11	26	10	37	12	7	9	8	4	4	6	17	6	3	5	3	1	4	5	1	3	5	2	0	4	1	0	1	3	1	0	2	1	1	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	37387	13243	8599	5387	5468	2662	2459	2280	1521	1306	954	1480	1102	1565	1415	740	708	694	503	708	389	383	237	248	143	181	193	136	244	132	96	173	150	70	70	72	49	35	58	52	27	30	48	21	62	19	16	19	12	17	17	9	20	11	11	11	7	6	6	13	2	2	18	3	1	4	1	2	1	5	3	1	5	0	1	3	2	2	7	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	21607	6832	4488	2713	3140	1190	1194	1243	705	585	486	867	602	1021	909	381	395	426	295	442	219	213	106	122	69	101	113	68	150	60	44	102	96	27	43	37	25	15	23	32	9	12	26	7	41	12	6	11	6	4	8	6	17	7	7	5	7	1	2	6	1	0	5	2	0	4	1	1	1	3	1	0	4	0	1	1	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
