label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	11687	4292	2659	2694	1278	827	647	1036	319	268	200	242	145	371	78	65	56	48	44	40	40	25	14	11	34	13	8	17	8	10	7	3	6	3	5	2	1	0	1	3	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0
0.03	north1_active	80	6772	1764	1196	2041	700	359	344	888	93	101	75	176	59	335	36	34	29	28	33	25	28	4	4	2	25	6	5	14	3	8	4	1	5	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north2_all	80	11642	4220	2640	2688	1297	815	664	1088	333	283	204	246	148	336	72	64	57	46	39	41	52	15	18	14	31	18	11	14	6	11	5	3	3	5	2	1	1	0	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0
0.03	north2_active	80	6748	1690	1164	2056	695	351	356	931	101	115	79	168	58	303	24	35	30	25	29	21	41	1	6	2	25	12	6	10	3	8	2	1	2	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north3_all	80	11652	4299	2601	2697	1343	851	674	1038	327	270	215	247	152	354	79	61	65	34	48	42	44	17	17	19	31	15	11	11	7	8	5	5	4	4	0	1	1	0	0	2	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0
0.03	north3_active	80	6698	1680	1131	2099	721	362	344	879	99	111	81	170	52	320	29	32	33	18	32	19	33	1	5	2	26	10	6	7	3	6	2	2	3	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north4_all	80	11650	4294	2615	2699	1371	872	660	998	330	250	207	244	151	348	85	65	72	37	46	30	37	17	19	19	37	10	11	6	4	8	2	4	4	4	2	2	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0
0.03	north4_active	80	6659	1709	1155	2112	723	371	340	839	102	92	80	168	52	310	34	31	38	15	32	12	26	0	4	4	32	8	3	3	1	6	0	1	4	2	1	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	11785	4360	2577	2615	1331	863	623	928	350	252	214	260	135	352	88	73	57	34	48	27	29	24	14	15	53	5	8	6	11	7	3	4	4	3	2	3	2	0	3	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0
0.03	north5_active	80	6786	1745	1159	2004	699	380	305	774	107	91	83	181	47	313	43	32	25	10	32	13	20	2	5	4	50	3	3	4	6	5	1	1	4	1	1	3	1	0	3	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
