label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83
0.03	north8_all	80	2263	1054	1484	600	295	840	198	293	234	261	96	79	69	58	71	58	38	45	32	26	34	75	17	19	17	17	13	32	5	6	14	6	0	6	5	4	1	5	4	3	9	4	2	3	1	4	0	1	0	12	3	3	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north8_active	80	1024	510	915	337	143	518	81	181	142	158	49	36	36	28	44	35	12	21	21	13	14	54	7	8	6	3	9	21	2	3	7	3	0	4	2	1	0	3	2	1	7	2	1	1	1	0	0	0	0	9	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	2292	1034	1397	578	308	784	195	279	242	245	98	77	65	65	76	55	28	61	43	26	31	52	17	19	18	12	11	20	9	7	9	8	0	4	6	4	2	2	2	1	8	2	2	1	3	3	1	2	0	1	1	2	2	3	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
0.03	north9_active	80	1043	495	870	306	146	503	79	166	153	160	52	36	30	30	44	34	7	30	28	12	13	26	5	10	6	4	6	10	4	2	5	5	0	3	2	1	0	1	1	1	7	1	1	0	1	0	1	0	0	0	1	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	2301	1005	1320	562	360	657	214	260	279	226	89	79	66	69	71	53	26	61	42	31	33	59	22	20	17	15	13	16	9	7	10	7	1	4	8	5	2	1	4	0	8	0	2	3	5	3	1	2	0	1	0	0	2	3	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	1064	454	821	298	166	410	92	152	170	148	38	39	34	33	39	38	6	33	30	17	20	33	9	12	7	9	8	5	4	2	5	3	0	2	3	2	0	1	2	0	8	0	1	1	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2250	1152	1588	626	296	860	222	276	227	360	106	71	86	64	106	62	46	73	45	17	37	56	19	15	22	23	16	28	3	10	9	6	8	7	8	7	10	12	4	1	15	3	1	1	3	4	1	2	1	2	2	2	3	1	0	1	0	0	1	0	0	0	1	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	996	567	981	361	137	563	111	174	132	247	62	37	42	28	63	29	23	45	23	6	22	44	6	5	18	13	6	20	2	4	2	3	5	4	5	2	5	9	2	0	5	1	0	0	3	4	1	1	1	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2231	1128	1636	625	302	876	228	285	220	314	115	70	90	48	106	60	41	64	53	18	28	59	18	12	18	22	17	25	4	9	10	7	10	7	12	7	7	11	5	3	16	2	2	2	3	1	1	1	1	2	0	2	2	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	1005	540	1016	354	137	565	124	186	132	196	68	38	52	16	64	27	18	42	25	6	13	48	7	2	13	12	7	15	2	4	3	4	4	5	9	1	4	9	3	1	4	0	0	0	3	1	1	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2187	1136	1745	608	285	896	237	286	236	293	120	71	83	49	89	65	38	56	49	26	25	64	19	16	21	22	16	20	7	11	5	9	9	7	14	4	2	7	9	5	12	2	2	3	4	1	2	1	0	1	1	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	975	532	1080	333	128	589	125	191	142	193	64	37	53	20	56	33	15	38	19	11	11	44	9	4	16	11	5	11	3	4	2	7	3	4	11	1	0	5	6	1	5	0	0	1	4	1	2	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2185	1113	1772	619	273	931	240	286	235	303	116	81	88	52	73	51	42	45	39	24	17	55	14	16	21	22	15	17	8	12	5	12	9	6	10	3	1	5	7	6	11	1	2	2	6	1	3	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	982	539	1114	348	122	626	125	193	150	191	57	36	61	19	47	31	21	29	18	9	11	30	7	5	17	12	7	8	4	6	4	9	1	4	8	1	1	3	4	1	8	0	0	1	6	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2207	1128	1739	640	266	959	235	282	239	322	121	72	101	64	71	56	44	59	34	28	16	71	14	17	20	22	16	15	8	9	3	11	8	4	4	5	1	7	10	6	8	0	2	2	4	2	3	0	2	0	2	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1003	551	1120	370	112	652	126	181	154	201	51	27	64	28	45	37	17	39	15	14	11	44	5	8	16	13	6	8	4	6	2	6	1	3	2	2	1	5	5	2	7	0	1	1	4	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2246	1141	1675	619	302	933	221	317	248	333	112	75	117	73	65	58	48	61	31	26	26	73	15	19	14	22	17	13	11	9	6	8	5	5	5	3	3	7	7	4	19	0	4	0	4	2	2	0	2	2	3	1	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1005	549	1082	369	126	629	117	181	157	218	51	32	75	38	41	40	18	36	17	13	17	53	7	7	9	15	8	9	4	5	4	2	1	2	3	1	1	5	3	1	17	0	3	0	4	0	2	0	0	2	2	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2222	1175	1632	640	330	855	219	325	223	341	120	73	115	67	65	59	47	60	35	26	30	68	18	20	8	25	21	15	8	7	12	8	6	8	6	3	2	9	8	3	18	1	5	5	0	8	0	0	2	4	3	0	2	2	1	7	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1010	565	1053	374	131	549	112	177	145	239	58	28	67	35	36	37	16	33	18	11	19	49	9	8	4	16	10	9	3	2	9	1	2	6	4	1	0	5	4	1	14	0	4	4	0	6	0	0	0	2	2	0	1	1	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2268	1143	1528	625	340	825	228	306	195	328	106	76	102	76	70	57	46	61	40	29	27	51	18	17	18	17	19	20	9	8	14	5	5	7	6	1	2	9	8	1	19	1	7	7	0	8	1	0	0	4	2	0	1	0	1	7	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1052	534	958	353	141	537	115	170	128	222	53	29	60	39	42	32	16	31	22	12	15	33	8	6	10	11	11	14	6	3	9	0	2	4	5	0	0	6	4	0	15	0	7	5	0	6	0	0	0	2	2	0	1	0	1	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2293	1093	1457	606	350	738	221	266	191	318	89	71	96	85	77	53	45	54	38	21	23	44	15	15	14	16	16	27	5	6	14	4	4	8	8	3	5	7	4	1	13	2	8	7	6	8	1	2	0	4	0	0	1	0	1	4	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1051	531	899	343	158	475	106	143	117	208	43	24	49	41	43	29	15	29	19	6	10	29	9	5	8	9	10	19	4	2	8	0	1	4	5	1	1	4	2	0	11	1	8	5	6	6	0	1	0	2	0	0	0	0	1	4	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2280	1036	1308	583	344	684	213	232	204	300	68	69	87	81	72	46	40	54	42	19	27	48	15	15	15	19	13	23	5	5	10	4	2	3	5	6	6	5	5	0	5	3	6	7	10	11	2	3	3	2	1	0	2	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1019	502	804	312	162	450	99	133	118	183	34	25	44	41	46	25	9	32	19	6	15	34	8	4	7	13	4	14	5	4	6	1	0	1	2	3	1	3	2	0	3	3	6	5	10	9	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5303	1403	797	872	332	642	315	169	305	166	96	143	82	82	127	37	69	27	61	39	30	15	65	7	25	22	8	11	19	6	11	5	6	12	5	14	4	0	0	1	3	11	4	1	2	1	1	1	2	2	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	3321	795	435	539	137	386	192	74	187	100	36	89	51	48	87	18	50	11	33	25	19	6	41	2	15	15	3	4	17	1	8	2	2	8	1	13	1	0	0	0	1	6	3	1	2	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5316	1406	746	835	324	661	337	168	305	171	102	139	88	77	133	41	81	29	69	40	27	19	54	15	21	19	13	14	18	4	17	4	3	12	6	12	4	2	1	1	3	8	2	1	1	1	1	1	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	3351	774	402	519	128	424	197	72	186	103	35	84	53	37	81	17	55	12	34	24	15	9	32	7	12	11	6	6	14	1	12	2	1	7	1	9	1	2	1	1	1	7	2	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	5625	1419	753	845	334	662	347	155	312	178	108	118	106	77	145	42	85	31	70	54	35	16	59	21	26	15	21	11	14	4	15	3	7	14	8	15	4	4	2	2	3	1	2	1	2	3	2	2	2	1	3	0	1	0	0	3	1	1	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	3531	789	406	534	147	416	207	71	194	110	40	70	66	38	92	18	53	13	37	32	24	8	36	11	15	9	12	4	11	1	10	1	3	7	1	11	2	3	2	1	1	1	2	1	1	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5782	1451	750	828	339	714	356	142	314	188	96	131	112	79	141	36	97	42	66	50	27	20	49	28	19	15	28	9	18	5	13	4	7	14	8	19	7	5	4	2	1	1	0	0	2	2	2	1	2	1	7	0	1	0	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	3629	790	392	525	168	463	207	63	186	106	34	89	72	36	88	11	56	18	43	27	19	8	37	17	11	9	17	3	9	3	9	1	4	7	1	15	3	3	3	1	0	1	0	0	1	0	0	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	5607	1434	742	828	343	729	340	143	293	167	85	124	104	78	122	39	90	47	68	48	28	14	52	27	20	12	30	10	11	10	7	5	8	16	9	16	7	4	3	3	1	1	1	2	2	2	3	2	1	3	5	0	0	0	1	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	3478	793	387	528	162	476	196	66	179	96	31	81	63	33	82	15	53	23	43	29	19	3	37	16	11	8	19	2	5	5	4	1	5	11	3	11	2	1	2	1	0	0	1	0	1	0	0	1	1	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5298	1391	722	836	339	667	310	155	301	171	77	148	96	71	95	46	85	45	56	44	30	20	60	25	22	14	27	8	16	9	2	6	9	17	8	12	9	4	5	2	2	1	1	2	4	2	2	2	4	3	4	0	0	0	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	3296	784	371	519	166	436	173	72	189	88	27	91	65	31	65	19	49	22	37	30	17	7	43	14	13	10	18	2	8	6	2	1	4	11	4	9	3	0	3	0	0	0	1	0	1	0	0	1	4	1	4	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4984	1326	688	759	347	620	283	170	305	159	84	137	96	68	108	49	78	41	64	37	33	18	50	19	19	10	24	11	11	8	3	8	5	17	5	4	7	4	7	2	3	3	2	2	2	0	1	1	4	3	0	0	1	0	0	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	3105	736	350	434	158	389	158	79	195	79	30	83	60	32	73	22	49	23	41	24	22	6	31	12	13	8	15	4	5	5	2	3	2	12	3	3	2	1	2	1	1	1	1	0	0	0	0	1	4	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4969	1319	704	790	339	581	301	178	320	151	91	137	105	65	106	44	79	38	52	44	30	18	49	18	18	6	14	9	13	5	6	8	4	8	5	8	6	3	10	3	7	5	3	2	3	11	1	0	4	0	0	0	1	0	0	3	1	1	1	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	3087	719	351	454	152	369	163	81	210	81	41	83	72	35	72	17	48	18	30	25	19	8	30	9	9	5	9	4	6	2	5	3	1	1	3	4	3	1	6	3	2	3	1	0	0	1	0	0	3	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4905	1362	708	784	330	556	278	178	327	139	98	142	101	66	107	44	76	38	53	46	25	20	33	15	23	8	19	11	16	4	8	8	3	10	1	15	5	3	11	6	12	9	3	2	1	11	0	0	5	1	0	0	1	0	0	4	1	0	1	0	1	0	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	3041	700	355	439	148	351	150	78	206	77	44	91	68	36	65	16	46	16	34	24	17	10	23	8	13	6	10	5	8	3	7	3	1	3	0	9	3	1	6	4	7	5	0	0	0	1	0	0	3	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5209	1415	718	855	315	636	295	176	307	139	89	132	95	73	106	38	69	37	57	42	19	28	44	14	29	10	14	15	16	7	12	6	3	12	3	14	3	1	8	6	11	9	4	3	2	13	1	2	2	1	0	0	0	0	0	2	0	0	0	0	1	0	2	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	3235	730	378	508	140	395	160	80	196	81	48	78	58	42	56	14	44	16	29	23	12	13	29	5	11	7	8	10	9	4	9	3	2	2	1	8	1	0	5	4	7	5	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5980	1442	715	913	350	723	314	160	315	165	100	139	105	81	143	45	95	29	47	46	26	28	37	14	26	15	18	14	9	4	7	3	3	7	9	10	4	4	6	5	13	3	2	3	2	8	1	0	2	6	0	2	1	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0
0.03	south31_active	80	3841	771	369	589	172	476	177	78	212	98	47	80	61	48	88	24	66	11	39	32	13	11	28	9	14	6	8	9	4	2	6	2	1	7	6	6	1	2	3	4	5	1	2	1	0	2	1	0	1	5	0	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south32_all	80	6048	1458	722	932	340	692	318	159	312	166	95	139	99	91	139	56	95	31	41	48	33	31	42	16	27	15	15	16	12	4	8	6	5	12	6	9	4	8	4	3	8	4	3	2	2	7	1	0	1	6	0	2	0	0	0	2	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0
0.03	south32_active	80	3890	793	389	595	169	454	173	75	205	100	53	75	64	54	81	29	63	12	32	31	17	12	30	9	12	6	9	9	8	2	6	4	3	12	5	5	1	2	2	2	0	1	2	1	0	2	1	0	0	5	0	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south33_all	80	6033	1417	717	903	341	656	308	152	301	188	90	140	101	91	145	56	109	29	71	45	33	23	46	19	22	17	11	13	10	10	8	5	3	12	10	7	3	7	6	2	7	6	5	0	2	7	1	2	1	3	0	0	0	0	0	0	2	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0
0.03	south33_active	80	3931	786	366	582	172	423	163	67	199	111	50	78	64	55	87	33	74	11	48	32	19	7	35	8	12	7	6	7	8	6	7	4	2	10	6	4	1	2	4	2	3	5	4	0	0	2	1	0	0	2	0	0	0	0	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south34_all	80	6009	1429	753	856	345	701	323	151	324	183	82	141	104	84	124	42	103	20	78	49	33	27	45	26	23	15	17	13	11	13	9	7	3	12	7	4	4	6	6	2	4	6	5	1	0	4	1	2	0	1	1	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	3880	818	395	538	169	448	176	63	214	110	41	84	61	48	72	22	62	9	54	33	24	10	32	13	12	7	5	7	8	8	8	5	2	8	3	2	1	2	4	2	3	4	3	1	0	2	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_all	80	5643	1406	734	809	377	712	314	139	321	192	91	141	95	74	131	47	108	22	82	50	33	33	46	33	28	19	16	9	9	15	14	5	2	6	6	9	4	5	5	3	5	5	5	2	0	3	0	2	0	1	2	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3618	802	376	512	186	447	166	58	208	122	38	70	48	44	80	23	68	12	57	34	20	15	34	17	18	12	5	3	6	9	10	3	1	1	2	5	1	2	4	2	3	4	4	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5419	1362	738	776	372	675	305	147	315	183	86	137	89	71	104	41	110	27	64	38	31	28	51	32	40	16	13	6	13	17	13	6	4	7	2	11	7	1	4	3	3	5	6	2	1	0	0	2	0	1	3	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	3415	769	355	496	187	420	163	58	201	104	37	72	51	47	65	17	65	16	46	24	22	14	35	15	24	13	5	1	8	10	10	4	2	2	0	6	2	1	4	1	2	4	4	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
