label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109
0.03	north9_active	80	11049	2329	4479	1146	1679	431	339	283	768	955	419	136	160	405	351	211	125	58	274	68	47	46	30	15	13	36	58	14	33	8	40	25	17	29	4	38	15	9	6	9	9	6	12	15	5	6	8	3	13	1	2	1	0	1	3	2	7	2	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	14743	4855	5330	2201	2183	1109	892	724	963	1074	636	352	313	446	419	291	204	159	273	137	123	117	90	73	60	68	85	35	50	38	57	51	44	33	22	55	30	13	18	14	19	17	14	20	9	10	16	11	7	6	7	7	0	3	7	5	7	4	2	3	1	1	0	3	0	3	4	4	0	2	0	3	0	1	1	0	1	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	10529	2362	4358	1141	1602	423	300	278	717	890	437	126	155	341	327	205	107	62	222	67	59	57	25	9	16	30	57	11	32	8	44	34	21	18	3	49	22	5	5	5	11	7	9	17	6	6	12	9	5	1	5	3	0	1	0	1	6	4	2	1	0	1	0	1	0	2	1	3	0	2	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	14492	4780	5592	2171	2107	1136	913	724	1017	981	602	339	329	442	502	344	217	175	327	137	116	112	92	78	83	63	79	45	68	41	67	57	32	37	22	57	20	15	17	18	14	8	19	4	12	7	8	12	7	6	7	3	2	3	6	6	2	3	4	2	7	1	2	0	1	6	1	4	0	2	0	0	3	3	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	10455	2266	4542	1153	1476	434	335	280	758	781	426	136	170	346	397	246	122	64	282	79	51	56	28	23	30	29	53	12	41	12	51	45	22	21	7	50	14	6	4	8	12	5	11	3	10	5	6	7	4	0	4	1	2	0	3	2	1	2	3	0	5	0	1	0	0	6	0	0	0	1	0	0	1	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	15509	4945	6171	2222	2221	1157	921	757	1099	1073	663	363	350	528	539	331	207	165	368	158	121	116	85	73	79	54	83	41	75	49	64	60	36	45	31	59	31	18	13	17	22	8	27	4	16	8	9	22	6	5	4	5	3	2	7	5	2	3	10	2	7	4	4	1	2	7	2	3	1	2	0	0	2	3	1	1	0	1	0	0	0	1	1	1	0	1	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	11573	2508	5175	1215	1617	473	366	310	844	878	475	151	190	421	434	246	110	58	323	90	53	64	24	22	30	18	55	13	46	13	48	51	28	33	9	53	19	8	4	8	19	4	19	3	10	6	7	18	4	0	2	3	2	0	5	2	1	2	9	0	5	2	3	1	0	7	1	0	1	1	0	0	1	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	16626	5004	6624	2233	2302	1156	941	751	1186	1156	652	360	353	561	558	388	234	174	382	167	133	108	82	75	77	58	80	49	58	49	75	67	43	50	27	48	28	21	16	17	23	15	30	7	13	7	10	21	8	4	3	2	2	1	7	3	2	2	11	2	6	4	3	1	2	6	3	4	2	3	0	1	2	5	1	1	0	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	12850	2682	5624	1263	1723	516	393	318	966	981	480	170	191	469	461	306	130	72	337	89	60	62	25	25	28	24	51	12	41	18	60	56	34	36	8	45	16	8	6	8	19	5	22	6	8	6	8	18	5	0	1	2	1	0	6	1	1	1	10	0	4	2	2	1	0	6	3	1	1	2	0	1	1	5	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	17079	5027	6666	2250	2439	1171	931	786	1224	1354	724	365	375	582	533	420	230	155	406	159	138	123	81	77	67	62	74	62	55	49	75	54	38	55	25	42	35	19	12	19	21	14	38	11	19	4	11	20	13	5	2	2	1	6	5	2	3	1	9	3	2	3	3	2	2	1	3	7	2	1	0	1	1	4	0	1	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	13384	2740	5711	1247	1859	531	390	329	1025	1178	533	177	203	487	445	346	123	69	352	84	61	71	23	20	32	27	49	21	37	17	58	44	27	39	5	38	22	7	8	8	17	4	32	9	10	4	10	18	9	1	0	2	0	0	3	0	1	0	9	2	1	2	2	2	0	1	3	6	1	1	0	1	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	16970	4939	6565	2237	2453	1138	939	737	1181	1326	730	351	383	545	538	427	235	155	393	163	139	128	78	78	68	74	71	64	48	42	87	54	31	51	19	39	23	22	16	20	16	19	32	11	16	4	9	13	12	4	5	0	2	10	7	1	1	2	1	6	2	2	3	1	1	1	3	8	2	2	1	2	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	13325	2651	5603	1217	1856	514	398	299	981	1171	538	169	215	458	459	342	129	76	338	84	56	77	22	20	31	40	47	22	31	18	66	46	22	35	7	34	15	8	11	10	13	5	27	8	8	3	5	12	8	1	1	0	0	4	3	0	0	1	1	5	2	1	2	1	0	0	3	8	1	2	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	16453	5036	6282	2302	2497	1163	890	776	1107	1351	733	366	395	541	541	395	213	152	385	156	132	140	77	75	66	79	70	58	43	40	77	63	31	47	24	54	26	18	18	13	19	14	30	15	14	4	7	7	12	5	6	3	2	10	7	0	1	3	1	6	2	0	4	3	1	1	4	7	1	1	2	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
0.03	north16_active	80	12736	2706	5359	1253	1889	511	367	309	897	1189	547	167	222	452	464	307	114	83	333	86	52	85	21	19	31	36	52	17	26	16	54	54	19	31	9	47	17	6	11	5	17	4	26	8	7	3	3	3	8	1	2	1	0	5	2	0	0	2	1	5	2	0	3	3	0	0	4	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0.03	north17_all	80	15666	5006	5751	2236	2353	1157	882	757	1035	1194	682	389	376	520	536	330	201	149	344	152	128	116	83	72	70	80	73	47	35	49	68	62	28	40	27	47	26	17	21	18	18	14	25	15	19	6	8	8	10	3	14	7	4	8	6	4	2	3	7	5	3	0	3	3	0	1	2	2	1	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
0.03	north17_active	80	11676	2555	4780	1170	1706	454	342	291	795	1043	508	159	212	432	458	246	106	68	295	90	53	64	22	23	31	35	52	13	20	21	50	49	16	27	11	39	19	6	12	10	15	5	18	7	8	5	3	2	9	1	2	3	0	5	2	1	0	3	7	5	2	0	3	2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0.03	north18_all	80	14725	4935	5299	2172	2165	1120	881	766	945	1093	672	407	338	492	486	284	183	148	305	149	131	111	89	69	62	73	75	45	48	41	54	59	37	28	32	45	33	22	16	17	17	12	18	16	15	11	7	16	15	3	14	11	6	2	5	4	2	3	10	6	2	2	2	3	0	1	2	2	1	0	1	1	0	1	1	0	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0.03	north18_active	80	10524	2368	4250	1112	1512	407	325	275	691	915	490	157	163	392	405	202	86	70	247	97	49	54	26	22	24	31	49	9	31	17	37	44	19	16	11	38	21	8	6	8	10	5	12	8	8	8	3	8	13	1	3	5	1	1	1	1	0	3	8	4	1	1	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0.03	north19_all	80	13949	4769	4753	2101	1987	1091	858	741	910	950	624	391	317	429	415	254	191	151	269	134	116	97	100	61	61	69	81	40	41	40	50	46	34	30	27	35	33	21	19	16	23	11	20	15	19	10	5	16	18	3	15	10	6	6	6	5	2	1	14	5	2	4	1	1	2	1	0	1	2	0	0	0	1	2	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	9589	2138	3672	1011	1351	359	288	245	649	743	419	135	154	329	323	177	85	63	216	86	42	36	26	21	27	26	46	14	26	14	32	32	16	16	9	28	22	12	7	7	15	5	12	10	9	7	2	9	17	1	5	5	1	3	3	2	0	1	12	3	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	13736	4762	4689	2152	2001	1039	885	742	916	891	596	387	317	431	393	267	197	162	268	140	119	113	93	75	67	66	80	54	47	36	53	44	35	36	22	44	26	19	19	12	17	11	12	15	18	16	4	16	18	4	7	10	4	11	7	4	3	0	9	6	1	6	1	2	4	2	0	2	2	0	0	0	2	2	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	9374	2109	3586	1049	1372	367	294	244	665	688	387	133	157	332	297	188	87	68	210	84	51	40	21	27	25	27	45	17	28	15	33	31	17	20	7	36	14	10	9	7	10	2	8	10	8	9	0	11	17	1	4	4	1	7	3	2	1	0	7	2	0	2	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	16644	5077	6229	2291	2445	1166	924	737	1202	1344	684	357	388	576	477	382	224	147	392	171	115	118	82	69	87	74	96	49	51	45	43	72	32	30	12	72	36	23	23	13	27	8	12	12	14	3	27	13	12	5	8	6	3	7	10	2	6	3	3	6	0	3	1	1	3	1	4	3	1	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	12946	2773	5269	1335	1892	520	380	299	989	1168	540	142	238	475	387	314	134	70	343	95	49	78	18	18	37	36	67	12	29	16	33	60	21	25	4	63	23	16	11	6	24	2	7	11	8	3	25	9	10	2	5	1	3	3	4	0	4	2	2	5	0	2	1	0	2	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	16799	5055	6177	2259	2447	1206	935	698	1227	1347	694	355	373	571	467	367	222	155	384	156	106	123	73	69	89	70	97	44	61	44	54	69	32	36	17	70	33	16	16	17	24	7	14	17	16	6	24	16	10	6	10	8	4	7	6	2	6	4	7	4	0	2	1	1	4	3	4	2	0	2	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	13180	2738	5255	1292	1878	546	396	280	1016	1167	538	137	229	474	385	292	139	76	327	89	42	71	17	19	35	35	68	12	34	18	40	57	20	31	5	60	22	10	7	8	20	1	11	14	9	5	22	13	9	2	7	2	4	2	2	0	4	2	5	3	0	1	1	0	2	2	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	17006	5119	6082	2249	2398	1256	951	703	1283	1258	715	345	359	627	454	361	208	155	352	160	105	117	69	67	96	65	91	48	54	51	50	67	33	46	18	56	31	15	16	17	29	10	11	22	22	7	27	16	7	7	9	7	6	5	3	1	9	2	7	6	2	2	1	1	3	3	6	1	1	3	0	0	2	2	0	0	1	0	3	2	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	13361	2754	5153	1261	1837	558	404	277	1065	1092	553	127	219	524	376	284	127	74	298	98	39	59	19	20	43	33	63	11	29	23	40	53	20	39	5	48	22	11	7	8	22	3	8	18	17	6	23	12	6	0	5	2	6	1	0	0	8	0	5	4	2	1	1	0	1	2	3	0	1	2	0	0	2	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	17210	5092	6205	2217	2406	1239	919	717	1254	1301	747	349	376	649	460	378	217	156	355	163	117	118	64	65	87	67	84	45	56	46	69	59	34	47	20	65	34	15	11	13	26	9	14	17	26	8	18	14	7	8	5	7	4	5	3	1	7	2	6	3	6	3	0	1	2	3	5	0	2	1	0	0	2	2	0	0	1	0	4	2	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	13513	2757	5296	1272	1847	569	405	284	1027	1125	583	136	223	550	381	290	124	70	310	106	44	67	15	20	40	37	57	15	34	18	58	44	22	42	6	59	23	7	3	6	19	4	11	13	21	5	15	10	6	1	4	2	4	3	2	0	6	0	5	1	3	1	0	0	0	1	2	0	2	1	0	0	2	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	17205	5047	6251	2232	2481	1248	930	739	1164	1233	720	374	367	678	475	393	219	154	339	152	110	112	84	67	84	71	75	50	50	44	70	60	40	42	20	43	30	20	11	10	29	13	22	15	25	10	14	15	8	8	4	7	4	8	4	0	7	1	3	5	8	4	0	2	1	1	3	2	3	1	0	1	2	0	0	1	1	0	4	3	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	13492	2722	5373	1278	1901	560	398	295	951	1058	563	142	204	577	397	304	125	60	293	94	40	62	17	20	40	43	54	20	32	19	58	44	21	34	8	40	21	8	3	5	23	9	18	13	19	7	11	12	5	2	3	1	2	6	3	0	6	0	3	2	5	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	17157	5116	6497	2239	2427	1231	897	732	1091	1244	709	354	368	652	521	400	226	157	337	151	103	109	91	82	75	83	68	57	46	39	63	55	35	37	23	56	37	22	12	11	22	10	24	11	23	11	17	9	12	5	6	5	4	6	8	1	1	3	4	5	11	4	0	1	3	4	1	2	3	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	13408	2748	5552	1320	1879	540	377	285	893	1063	548	130	206	545	449	299	120	66	290	87	41	61	18	29	36	51	47	25	28	16	51	41	17	28	10	52	26	8	3	7	17	7	16	5	15	7	13	8	10	2	6	1	2	5	5	0	0	0	4	1	6	1	0	0	2	2	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	17008	5141	6403	2183	2436	1206	882	770	1076	1202	694	367	394	616	550	413	233	152	370	146	105	101	102	76	82	81	76	55	41	42	49	59	43	39	21	71	39	21	13	10	23	14	22	16	15	12	18	10	16	4	10	5	5	6	7	1	2	4	6	4	7	3	1	1	3	5	1	2	1	3	0	2	1	1	1	1	1	2	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	13294	2723	5450	1285	1877	522	359	319	880	1024	537	142	216	511	473	303	122	70	325	80	42	50	27	24	36	51	58	24	22	16	38	44	26	30	8	63	25	7	5	6	18	9	13	9	6	8	16	9	13	2	8	1	2	5	4	0	1	1	5	1	5	1	1	0	3	4	1	0	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
