label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104
0.03	north6_all	80	6126	2593	1546	937	1037	534	1274	402	293	294	269	166	136	297	318	152	128	108	59	90	84	88	40	67	86	67	52	25	21	22	22	27	17	42	16	8	10	12	11	8	12	5	5	5	4	2	1	7	1	10	3	4	2	3	0	3	4	3	0	2	2	1	0	0	3	2	1	0	1	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	3412	1397	809	463	615	260	904	207	139	133	144	88	61	182	197	79	78	56	26	44	42	50	21	33	52	46	24	14	10	8	15	12	10	32	7	5	4	7	6	5	3	2	3	3	1	0	1	5	0	9	2	0	1	2	0	1	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	6233	2627	1537	937	1011	549	1301	373	298	293	274	169	130	308	307	152	144	111	61	80	84	98	34	75	105	65	55	21	22	18	24	20	14	38	14	8	13	14	9	6	10	5	5	4	4	1	3	8	2	9	2	3	2	3	0	3	5	2	0	2	2	1	0	1	2	3	1	0	2	1	0	0	1	0	1	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3517	1422	815	466	598	273	842	186	138	140	151	86	60	194	197	82	78	55	25	37	49	62	17	48	64	40	28	9	12	6	17	16	10	30	8	4	8	8	5	4	5	3	4	2	2	0	1	7	0	9	1	0	1	2	0	1	5	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6368	2666	1513	913	1046	587	1366	379	299	269	283	162	123	293	308	155	134	113	70	78	91	117	34	71	103	65	57	24	20	13	21	25	16	26	19	6	15	15	8	2	8	6	9	4	3	2	2	6	3	11	1	2	0	4	1	2	5	1	0	2	1	1	0	3	4	2	1	1	1	0	0	0	1	0	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3601	1460	807	452	607	301	893	185	135	138	156	82	59	186	197	91	67	62	32	39	52	74	16	47	73	37	24	11	10	6	13	18	11	21	9	3	9	8	5	2	5	5	8	2	1	2	0	5	1	9	1	0	0	3	1	1	5	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6280	2675	1522	900	1044	585	1402	365	286	260	267	160	153	273	288	155	139	117	68	64	93	115	30	65	106	57	40	24	20	13	17	31	17	29	19	10	17	16	7	5	8	7	15	5	2	2	3	10	4	9	2	2	1	2	2	1	3	0	0	2	1	2	0	3	4	2	0	1	2	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3530	1462	811	448	613	301	894	174	133	144	144	78	71	177	170	92	73	66	34	34	54	72	13	41	75	31	21	10	10	8	11	21	11	22	10	6	10	9	4	3	3	5	13	3	1	2	1	9	2	7	1	1	0	2	1	1	3	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6285	2710	1517	870	1060	572	1442	381	274	255	274	156	158	241	272	169	127	132	70	73	93	100	43	56	97	48	39	25	17	15	26	29	19	24	19	14	20	22	8	7	8	7	14	13	2	3	2	9	3	7	3	1	1	3	2	2	0	0	1	1	1	2	0	2	9	0	1	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3540	1467	775	415	626	287	945	186	136	136	140	74	71	161	164	102	77	79	35	41	50	68	17	32	65	31	21	9	6	8	19	18	10	20	9	8	12	15	5	4	6	5	11	10	2	3	1	9	2	3	1	1	0	2	1	2	0	0	1	0	0	0	0	1	6	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6326	2701	1536	915	1012	540	1287	393	295	254	291	189	117	237	265	150	126	125	73	73	111	108	39	66	91	44	50	16	35	18	27	38	16	27	20	7	8	17	8	5	15	12	12	5	4	4	1	11	4	3	5	2	3	1	1	2	1	2	3	3	0	1	0	3	7	0	1	3	2	1	1	0	0	2	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3575	1404	818	435	589	288	850	204	142	114	159	99	53	142	172	85	70	62	35	39	72	68	14	41	62	33	27	9	18	10	13	23	6	16	16	5	3	10	3	3	8	4	6	3	2	2	1	8	3	3	4	0	2	0	1	0	0	2	1	1	0	0	0	3	5	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6309	2644	1551	892	996	557	1203	392	292	267	309	179	148	259	277	159	120	131	80	81	102	107	51	56	91	49	38	25	32	17	31	36	14	29	26	5	12	23	6	7	12	11	12	4	3	5	1	5	4	7	4	2	1	2	1	3	1	2	5	2	0	1	1	3	11	0	0	3	4	1	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3544	1375	829	423	575	302	792	194	130	120	165	90	62	166	192	92	62	64	36	47	67	60	20	40	64	38	17	18	19	10	16	20	6	15	22	1	5	14	2	4	7	3	7	2	2	2	1	3	3	6	4	1	1	0	1	0	0	1	2	0	0	0	0	3	8	0	0	1	2	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6323	2607	1526	873	1082	537	1227	405	300	264	295	177	146	256	253	158	109	139	60	85	101	102	51	53	118	59	34	21	28	18	36	30	12	26	27	6	17	21	10	10	8	8	9	6	4	6	5	9	3	6	7	3	1	2	1	4	1	2	5	2	1	2	1	4	9	0	1	2	4	1	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3557	1353	834	426	630	277	806	194	139	128	157	86	57	159	174	96	55	76	24	46	67	68	19	35	79	47	23	16	14	10	21	16	6	13	21	2	9	14	6	6	4	1	6	4	3	2	5	7	2	5	6	1	1	0	1	1	1	1	2	0	1	1	0	3	8	0	0	0	2	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6328	2530	1512	901	1092	576	1189	390	318	270	305	155	149	272	288	145	112	151	54	75	94	110	47	43	130	59	34	25	28	19	39	28	14	22	32	7	14	25	10	8	6	8	10	8	2	4	8	7	2	5	7	3	1	3	2	4	1	1	3	1	1	1	1	4	5	1	1	0	2	0	0	0	2	3	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3630	1344	821	419	644	275	757	188	161	116	168	74	53	171	200	86	53	82	22	39	61	63	18	25	89	43	20	18	14	9	24	15	8	14	23	3	8	19	7	5	3	1	8	5	2	1	6	6	1	4	5	2	1	1	0	1	1	0	2	0	1	1	0	3	4	1	0	0	2	0	0	0	2	3	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6303	2579	1510	923	1131	591	1250	371	317	255	283	137	138	288	299	148	126	153	56	82	99	125	41	26	133	58	38	20	24	15	40	30	14	20	23	8	15	18	10	7	3	7	8	8	4	4	8	7	5	4	4	2	4	1	2	4	1	1	2	0	1	2	1	4	1	1	1	0	1	0	0	1	2	1	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3611	1371	815	428	662	270	808	184	170	117	155	67	53	175	197	86	58	97	25	42	67	72	16	13	86	38	21	14	13	7	24	17	9	11	11	3	9	12	7	5	1	1	6	5	3	1	6	6	4	4	2	1	4	1	0	2	1	0	2	0	1	1	0	3	0	1	0	0	1	0	0	1	2	1	2	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6310	2621	1557	920	1119	605	1296	361	317	262	255	141	125	287	285	140	128	162	68	80	99	116	34	23	137	71	44	25	25	16	40	30	12	17	22	10	9	16	5	6	5	10	15	8	4	4	4	8	4	7	6	1	5	1	3	6	0	2	1	2	1	3	1	8	0	1	1	0	1	0	0	1	2	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	3628	1413	817	428	645	292	836	176	161	120	150	68	57	182	184	77	65	103	32	43	57	66	14	12	94	46	25	16	13	9	26	17	7	12	9	6	5	12	3	3	1	3	6	3	3	1	2	7	3	5	1	1	4	1	0	4	0	0	1	2	0	1	0	8	0	1	0	0	1	0	0	1	2	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	6312	2639	1566	927	1073	568	1316	362	304	246	253	146	131	290	276	133	125	153	78	88	98	119	49	47	107	63	61	28	23	17	34	24	9	23	25	7	11	16	4	5	6	8	15	12	5	5	6	2	5	11	6	0	6	1	2	4	0	3	0	2	1	2	1	5	2	0	0	0	2	0	0	1	0	0	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north17_active	80	3599	1412	838	443	606	292	820	180	152	124	150	67	66	179	192	71	67	97	31	53	55	63	30	28	72	37	37	16	13	8	27	15	6	11	14	4	5	9	1	2	2	3	5	6	4	1	3	1	3	9	1	0	3	1	0	3	0	0	0	2	0	0	0	5	2	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north18_all	80	6151	2653	1532	919	1022	561	1308	353	303	252	262	167	126	260	294	141	127	124	66	98	90	113	57	54	101	63	56	25	20	18	27	27	4	34	23	7	13	13	7	4	8	7	18	12	3	8	6	4	2	11	5	0	4	1	2	3	0	2	0	3	2	1	2	5	2	3	0	1	2	0	0	1	0	0	5	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north18_active	80	3443	1401	826	457	588	293	840	186	152	129	164	79	63	165	204	79	71	76	28	58	49	66	32	31	63	37	38	14	12	11	20	15	2	21	13	6	8	4	2	1	2	3	7	7	2	5	3	1	1	8	1	0	0	0	0	2	0	0	0	2	0	0	1	5	2	3	0	1	1	0	0	1	0	0	5	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north19_all	80	6214	2713	1496	918	1000	559	1334	357	284	256	272	166	139	267	268	141	124	109	59	93	74	110	53	62	90	49	55	22	18	16	28	26	4	41	18	5	17	12	10	5	8	5	12	12	2	6	9	4	2	10	3	2	5	2	1	1	0	1	1	4	2	0	2	0	7	3	0	1	1	0	0	1	1	0	3	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north19_active	80	3467	1456	808	459	563	304	855	185	139	129	162	78	73	177	172	70	68	58	26	56	40	62	31	36	57	27	37	10	9	9	19	12	1	28	12	3	8	3	2	3	2	0	7	6	2	4	4	2	0	7	0	1	0	1	0	1	0	0	1	3	0	0	2	0	7	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north20_all	80	6271	2670	1551	899	1010	575	1345	334	281	268	266	172	150	241	298	154	123	97	52	94	76	92	48	46	89	47	39	20	17	15	23	37	10	39	22	7	14	13	11	8	7	3	13	7	0	6	8	6	1	10	3	4	4	3	0	0	0	1	2	2	1	1	3	0	5	3	0	1	0	0	0	2	1	0	0	0	0	0	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3527	1432	856	454	579	306	886	159	148	131	158	85	74	163	193	79	66	46	26	49	42	61	19	23	51	27	26	12	11	10	13	19	7	27	12	6	6	4	2	4	3	1	6	2	0	4	3	2	0	6	2	3	0	2	0	0	0	1	1	1	0	0	3	0	5	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6282	2702	1528	901	1051	589	1262	368	315	291	286	169	140	247	305	175	132	134	64	72	66	114	41	62	82	62	65	21	27	22	25	26	14	31	17	9	11	23	5	12	16	3	14	3	2	7	8	12	1	9	6	1	2	3	2	3	2	0	2	0	1	0	1	3	2	1	0	1	1	0	5	0	0	0	3	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
0.03	south21_active	80	3581	1490	808	433	645	295	802	190	161	149	161	89	56	154	184	106	71	78	31	36	37	71	21	31	57	37	41	10	10	13	13	16	6	25	8	3	5	14	2	6	8	2	9	1	0	2	4	7	0	5	2	0	2	0	1	3	2	0	1	0	1	0	1	2	0	0	0	1	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south22_all	80	6310	2718	1477	856	1022	598	1303	385	306	284	303	171	149	251	319	194	125	115	58	73	74	155	44	69	69	59	53	22	23	28	22	23	19	28	13	5	6	20	7	12	11	4	6	2	1	6	6	5	2	12	6	1	2	3	0	4	1	0	2	1	1	0	2	2	0	0	0	1	1	0	5	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0
0.03	south22_active	80	3610	1443	768	407	634	297	849	192	156	147	183	94	64	168	195	109	75	63	29	39	40	114	19	41	46	29	36	5	12	16	14	11	10	19	5	1	2	12	4	6	3	2	3	1	0	2	1	2	0	8	2	0	2	0	0	3	0	0	1	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south23_all	80	6229	2718	1455	864	1010	576	1317	378	283	254	305	169	138	244	320	196	133	119	65	83	80	173	48	63	98	53	45	30	17	24	29	22	20	34	11	8	5	26	8	8	11	6	8	1	2	4	8	20	3	11	4	2	2	3	0	3	1	0	1	1	1	0	2	1	0	0	0	1	1	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south23_active	80	3535	1440	744	405	607	298	851	189	138	127	187	88	67	159	208	106	87	65	34	47	43	124	20	40	63	30	35	12	9	12	20	11	12	21	5	4	3	14	4	4	7	3	6	1	0	1	4	4	1	7	2	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south24_all	80	6156	2696	1436	860	991	594	1357	411	280	244	332	166	148	237	311	173	125	123	68	91	92	176	43	75	85	55	53	29	9	26	36	23	21	30	12	11	4	17	11	5	9	8	10	5	3	3	7	22	3	9	4	4	1	2	0	2	2	0	2	1	1	0	3	1	2	0	1	1	1	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_active	80	3445	1425	712	392	579	315	853	219	140	132	203	84	72	153	207	97	83	76	34	58	53	123	15	51	44	27	36	12	3	10	21	10	12	20	7	6	2	8	7	1	8	4	5	4	0	0	3	6	1	7	3	3	0	2	0	0	0	0	1	0	0	0	0	1	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	6196	2632	1445	875	1031	586	1348	403	289	251	315	168	153	247	281	147	124	121	67	96	93	134	40	58	84	62	66	30	13	25	42	22	20	31	14	12	5	14	7	6	10	5	11	9	2	1	8	19	3	6	2	3	2	2	1	2	1	0	1	1	0	0	3	3	2	0	1	1	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	3511	1385	720	403	590	322	841	223	138	131	195	78	74	161	188	83	83	75	33	61	54	85	14	40	47	35	40	19	5	7	24	10	11	22	11	6	3	7	6	3	9	3	5	7	0	0	3	5	1	4	2	3	1	2	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_all	80	6215	2618	1493	881	1020	552	1341	397	316	258	309	171	149	250	279	142	134	123	61	86	84	115	43	53	56	51	62	26	21	19	30	19	19	34	13	15	6	14	10	5	6	5	15	13	2	6	4	8	2	8	2	5	7	4	1	1	1	0	1	0	1	0	4	2	3	0	1	2	1	1	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	3543	1419	722	398	586	289	839	222	154	137	179	86	61	158	184	83	88	77	23	53	47	71	14	30	32	25	33	15	12	4	15	8	8	20	10	8	4	7	7	3	4	3	7	10	0	6	1	5	1	6	2	4	5	3	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_all	80	6304	2657	1516	892	1037	535	1295	390	328	255	291	169	133	265	251	138	134	115	63	79	80	107	43	45	60	48	68	23	23	16	28	20	16	30	13	13	8	16	9	4	10	7	15	23	1	8	4	6	3	6	2	4	7	2	1	1	0	0	0	0	1	0	2	2	1	1	1	3	1	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	3605	1435	749	406	607	281	824	214	160	121	168	86	42	159	166	76	79	76	23	45	48	67	15	19	38	27	39	14	14	4	16	5	8	19	9	7	6	9	5	3	7	5	9	21	1	6	1	4	2	5	2	3	6	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	6202	2721	1543	922	1028	565	1288	363	317	250	283	168	126	252	269	138	128	124	68	74	76	101	51	41	79	32	57	23	24	16	20	26	14	32	16	14	11	18	10	7	10	8	14	25	4	8	4	16	3	6	3	5	6	2	1	2	2	0	1	2	2	0	1	1	1	1	0	3	0	2	0	1	2	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	3516	1476	785	437	613	288	847	188	165	127	161	86	41	138	172	82	77	75	27	33	42	60	23	18	50	22	36	12	17	5	10	11	6	17	10	8	8	11	4	3	6	5	10	24	3	6	1	12	2	5	3	3	5	1	1	0	1	0	0	1	1	0	0	1	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6234	2695	1578	979	1055	560	1266	368	311	243	290	169	129	253	275	142	122	128	73	80	85	103	41	44	103	31	60	27	23	12	21	25	17	32	20	17	9	15	13	8	11	8	8	21	6	5	4	15	2	6	4	3	2	3	1	2	5	0	2	2	1	0	1	1	0	1	0	2	0	1	0	1	1	1	2	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
