label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	7915	2717	1455	2249	604	490	373	248	270	215	372	167	84	110	73	62	36	31	45	25	39	23	9	27	19	12	4	3	8	17	7	6	4	2	13	1	4	3	1	0	2	5	8	0	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	4733	1519	773	1445	275	271	188	98	148	118	238	89	36	53	37	23	17	12	26	12	20	10	3	17	13	7	2	2	7	12	6	3	4	2	3	0	3	1	1	0	2	4	7	0	0	0	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8186	2870	1521	2320	628	495	385	230	289	216	383	172	80	107	76	67	39	30	49	31	40	24	15	33	26	9	3	3	9	15	8	5	4	2	14	1	2	2	1	1	1	8	8	0	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	4962	1641	818	1488	285	288	180	87	169	117	238	99	37	54	36	35	17	14	29	13	23	11	6	19	18	4	1	2	7	11	7	3	3	1	3	0	1	1	1	0	1	6	7	0	0	0	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8296	2824	1459	2393	648	492	372	219	302	225	368	155	79	108	73	59	41	42	43	28	36	25	21	31	35	11	5	1	8	12	7	5	6	2	5	0	3	1	2	2	2	6	1	2	0	1	1	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	5023	1619	806	1535	306	273	178	90	177	117	230	89	38	60	34	37	22	23	26	13	22	9	7	18	22	5	4	0	4	8	5	3	3	1	3	0	1	1	1	0	1	4	1	2	0	0	0	6	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8200	2840	1469	2413	610	491	355	230	287	229	358	155	77	120	74	59	48	51	44	29	31	20	18	27	34	14	6	3	11	13	9	1	7	4	3	0	4	1	2	4	1	4	0	2	1	0	1	4	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	4942	1587	791	1588	279	275	170	103	160	123	219	98	32	72	34	38	28	29	28	15	23	9	7	14	18	8	5	0	7	9	3	1	3	0	2	0	1	1	0	1	0	3	0	2	0	0	1	4	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8123	2845	1502	2481	626	480	369	231	277	238	330	148	78	115	70	56	47	45	42	32	25	15	19	25	27	15	11	4	15	9	8	2	6	4	3	1	4	1	3	4	1	4	0	2	1	0	2	4	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north5_active	80	4875	1570	803	1623	282	253	182	108	142	126	202	91	38	73	30	35	20	31	22	20	19	9	6	18	14	11	6	0	10	3	2	1	3	0	2	1	1	1	1	1	0	3	0	2	0	0	2	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north6_all	80	7925	2898	1544	2498	608	483	371	234	277	221	328	156	81	103	61	56	40	41	40	39	32	14	15	19	20	17	11	7	18	10	8	4	4	3	2	1	1	1	3	3	1	1	0	3	2	0	2	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north6_active	80	4801	1585	803	1594	287	262	190	111	142	117	196	88	37	64	21	33	13	30	21	21	22	6	6	13	8	9	6	3	13	4	2	2	2	0	2	1	0	1	2	1	1	1	0	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north7_all	80	8001	2895	1526	2509	605	516	361	229	304	206	320	142	83	108	60	66	39	41	39	37	39	18	19	34	25	18	12	6	15	8	6	8	3	1	6	1	1	1	2	1	1	1	0	3	1	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north7_active	80	4829	1599	789	1603	282	276	177	102	163	101	183	74	36	58	21	35	14	26	20	20	26	7	7	23	19	10	7	4	12	3	2	3	2	0	4	1	0	0	2	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north8_all	80	8158	2827	1456	2595	585	508	344	220	311	188	319	150	85	104	55	70	46	40	38	35	43	23	17	35	25	22	8	9	9	7	8	10	2	0	5	1	1	1	1	1	1	1	0	4	1	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	4935	1556	755	1697	286	273	168	91	175	92	190	73	37	55	18	33	22	22	21	20	29	8	6	22	19	10	6	7	6	4	3	3	0	0	3	1	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	7967	2674	1391	2432	558	514	326	237	288	193	302	142	83	103	61	69	43	34	36	30	40	20	20	40	30	18	5	11	13	9	10	8	3	2	4	0	1	2	0	0	1	1	3	3	1	1	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	4758	1431	673	1602	272	271	157	100	154	100	181	66	35	52	25	33	24	17	19	19	27	7	8	22	23	10	4	8	8	5	4	2	1	1	2	0	0	1	0	0	1	0	0	3	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	7612	2555	1363	2265	565	489	332	235	247	206	275	137	90	92	49	57	52	33	40	31	37	13	18	25	30	16	8	8	12	11	12	7	5	4	2	0	1	1	1	0	0	1	4	2	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	4532	1362	665	1483	283	257	158	101	128	105	158	72	47	48	22	28	23	16	23	16	23	3	7	13	20	9	6	6	6	7	6	1	2	2	1	0	0	1	1	0	0	0	0	2	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	8375	2673	1518	2427	560	499	330	234	294	213	366	161	91	99	79	62	49	44	43	33	32	12	16	31	42	18	14	7	7	11	10	1	5	1	3	3	2	2	2	1	1	2	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	4988	1469	774	1580	264	253	160	116	172	108	258	93	44	54	40	37	22	22	24	21	21	6	5	22	29	13	6	1	6	9	2	1	1	0	1	2	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8422	2719	1534	2449	542	496	308	256	292	207	372	162	89	111	87	61	42	46	36	29	32	15	16	45	37	15	16	9	4	10	12	4	4	1	4	2	3	2	2	0	3	2	0	1	2	5	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	5070	1502	793	1575	247	264	154	124	164	105	269	90	44	61	44	35	17	22	17	15	20	8	7	33	26	12	9	4	3	7	3	3	2	0	1	1	2	0	0	0	3	2	0	1	1	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
