label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78
0.03	north10_active	80	3433	1567	201	398	115	494	215	226	219	59	14	58	18	40	145	16	20	15	10	63	32	19	11	9	71	0	9	3	2	7	5	7	2	5	1	2	0	4	1	4	1	0	1	0	6	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	5292	2340	922	714	488	630	367	286	319	166	114	114	79	92	136	45	47	32	31	63	40	27	22	29	20	10	13	12	4	6	15	5	6	12	2	2	4	3	2	9	1	1	4	3	0	0	1	3	0	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
0.03	north11_active	80	3580	1611	202	370	111	458	233	176	225	66	16	67	12	55	113	15	21	14	15	51	36	14	9	19	19	3	7	10	2	4	11	4	2	7	0	0	2	1	1	9	0	0	4	3	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	5287	2279	933	725	513	623	375	281	333	167	105	116	72	98	138	43	49	36	33	68	54	31	19	33	30	10	11	15	6	6	12	6	6	10	2	2	3	3	3	8	1	3	5	3	0	3	1	2	0	1	0	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
0.03	north12_active	80	3610	1578	215	366	110	464	235	158	243	67	14	67	13	63	115	17	20	17	11	59	51	19	8	24	29	5	6	12	1	3	9	5	3	4	0	0	2	1	1	8	0	2	4	3	0	3	1	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	5344	2264	936	679	485	617	367	274	320	154	102	124	87	98	151	43	47	42	39	72	55	34	20	25	53	14	9	16	7	12	16	6	6	9	1	2	3	1	3	3	2	2	5	10	0	3	1	1	0	1	0	0	1	2	1	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	3670	1563	211	357	101	465	234	152	232	55	16	82	18	66	125	17	20	20	15	65	52	23	12	20	50	5	7	14	1	9	12	5	3	4	0	0	2	1	1	3	1	2	4	10	0	3	1	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_all	80	5265	2322	879	721	469	614	364	293	334	154	105	126	95	96	132	42	45	46	36	90	53	33	18	21	50	12	10	13	9	18	7	6	7	5	0	2	3	2	4	1	2	4	6	8	1	3	0	1	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	3616	1604	203	392	100	464	226	165	239	61	18	87	21	65	110	17	15	24	15	76	47	22	10	17	46	3	6	11	1	15	4	5	4	3	0	0	2	1	1	1	1	4	5	8	1	3	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north15_all	80	5253	2316	860	733	486	588	355	310	311	142	109	122	88	101	146	43	48	38	36	86	50	28	18	14	54	12	9	10	10	14	9	7	4	10	1	2	2	1	4	3	3	4	2	12	5	0	4	1	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north15_active	80	3615	1586	186	399	106	429	222	189	222	58	22	86	20	68	124	19	22	23	19	71	43	19	12	12	50	3	6	8	1	13	5	6	3	2	0	0	0	0	1	3	1	4	2	12	5	0	3	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north16_all	80	5110	2371	858	785	471	585	372	317	300	137	115	113	78	89	154	52	46	39	34	62	37	30	17	16	54	16	13	12	9	10	9	14	2	11	2	6	6	2	2	4	2	2	6	9	5	0	4	1	0	0	0	5	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3551	1631	192	432	113	417	219	187	215	66	22	77	21	58	134	23	19	20	17	48	32	22	11	13	47	6	7	10	1	8	7	13	2	2	0	2	0	1	1	4	1	2	5	9	5	0	3	0	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5172	2376	904	775	479	580	373	308	281	142	118	126	86	100	189	59	50	33	28	56	27	27	14	15	37	16	15	9	9	3	8	12	1	11	4	6	6	3	1	6	4	1	7	7	9	0	4	1	0	0	1	4	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3603	1624	201	414	115	425	217	186	201	65	23	75	22	64	170	26	22	15	12	50	22	17	10	12	32	6	7	6	3	0	6	12	0	2	1	2	0	2	1	6	3	1	6	6	9	0	3	0	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5236	2372	926	768	460	585	380	301	280	143	124	120	82	94	232	57	52	34	36	75	41	39	9	19	28	19	16	12	9	5	7	12	2	8	4	6	5	5	3	9	4	0	6	7	9	6	1	1	1	0	1	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3620	1581	213	396	107	420	223	188	213	60	25	72	20	58	211	22	20	15	13	67	33	27	5	15	23	7	4	8	4	1	5	12	0	0	2	2	0	3	3	9	3	0	5	5	9	6	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5222	2331	914	753	460	553	367	295	287	145	127	119	93	97	232	51	48	30	34	81	54	41	12	20	34	16	16	9	9	10	5	4	2	5	5	2	4	5	3	7	4	0	4	5	5	7	3	1	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	3596	1586	206	382	91	407	222	182	226	57	31	70	20	62	207	18	14	14	12	72	43	26	9	15	28	3	4	7	5	6	3	4	0	2	4	0	0	3	3	7	3	0	4	2	5	7	3	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5235	2332	902	761	466	581	357	294	287	160	120	102	100	103	214	50	47	30	33	66	68	41	13	24	40	15	14	8	7	10	4	8	3	4	4	1	4	5	3	4	6	2	2	4	0	7	4	2	2	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
0.03	north20_active	80	3581	1571	193	388	95	433	213	183	224	62	28	69	16	70	193	17	10	14	11	55	55	28	7	16	35	3	3	7	4	6	3	8	1	2	3	0	0	3	3	4	4	0	2	1	0	7	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	4393	2091	914	690	471	494	288	250	235	153	113	131	83	67	92	42	40	34	26	49	37	33	23	21	31	7	14	8	10	12	11	6	1	9	4	4	0	1	1	8	2	2	0	1	2	4	2	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2578	1260	204	325	89	339	154	151	165	55	25	69	21	33	60	19	20	11	2	33	24	16	11	9	29	2	7	3	2	5	6	4	0	3	1	3	0	1	0	7	1	1	0	1	1	3	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4374	2059	933	694	460	497	294	236	225	142	108	121	81	70	99	35	45	37	23	52	27	28	23	26	48	11	13	6	13	7	12	4	0	5	2	4	1	1	1	7	1	3	0	3	2	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2506	1227	197	306	101	320	149	143	153	52	21	62	17	40	68	16	22	16	4	44	18	12	10	10	43	4	6	2	2	1	6	2	0	4	0	3	0	1	0	7	0	1	0	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4399	2034	939	717	447	467	279	241	221	135	108	121	80	75	101	37	45	40	19	49	30	24	31	28	46	10	11	6	10	6	3	3	1	5	2	4	4	4	2	5	1	3	1	6	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	2547	1235	207	323	109	308	138	135	135	52	25	60	16	43	66	15	19	22	5	40	18	11	16	16	40	4	5	2	2	2	1	3	0	2	1	3	2	4	2	5	0	1	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4392	2033	930	707	447	475	275	242	224	142	107	111	76	87	131	45	40	37	19	48	31	16	24	27	51	7	7	4	7	6	5	5	4	6	2	1	5	4	2	4	1	2	1	6	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	2570	1224	202	303	109	305	130	138	128	58	29	54	14	48	100	17	17	18	5	40	20	8	11	20	43	2	4	2	1	4	3	5	1	2	1	1	2	4	2	4	1	1	0	2	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4367	1953	912	681	458	470	293	250	222	146	114	105	66	90	141	53	39	35	27	48	31	24	22	26	41	7	4	2	6	5	4	4	4	9	1	1	5	5	2	2	1	2	1	6	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	2580	1183	189	299	122	308	150	130	122	56	35	54	13	50	111	19	14	15	8	39	25	12	10	20	36	1	2	2	1	3	3	4	1	3	1	1	3	4	2	2	1	1	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4594	2047	905	707	460	535	332	251	245	135	122	116	78	80	145	59	36	32	30	53	38	32	20	23	40	7	8	4	7	4	9	9	4	9	1	1	5	3	0	4	2	3	3	0	1	0	9	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2850	1265	200	321	100	375	191	138	157	45	29	64	15	46	124	16	14	11	9	45	31	17	8	14	34	2	6	4	1	2	4	9	1	5	1	1	3	1	0	3	1	1	3	0	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4820	2164	953	694	465	552	349	268	247	136	128	127	67	93	137	50	37	30	32	83	33	34	21	19	39	12	9	4	8	5	9	11	3	7	2	1	4	5	2	3	2	2	8	0	1	1	9	2	1	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	3145	1410	223	344	110	406	211	146	170	47	32	75	18	56	119	11	13	12	7	67	25	18	8	11	34	3	6	4	0	4	4	11	0	4	1	0	2	2	2	2	0	0	8	0	1	1	9	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5020	2299	989	712	470	585	394	273	281	149	129	139	81	85	130	52	42	28	33	78	45	30	22	16	43	12	10	4	5	8	10	12	6	6	3	3	2	6	2	2	2	2	11	0	1	2	3	2	2	3	0	0	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	3392	1557	237	368	105	448	252	169	205	55	25	81	21	52	115	15	17	10	7	62	34	18	8	8	37	3	6	3	0	6	4	12	1	5	1	1	1	2	2	1	0	0	11	0	1	2	2	1	1	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5029	2340	978	695	465	569	396	293	290	161	121	146	79	101	142	52	48	29	29	110	53	30	22	15	40	11	10	3	3	9	9	10	7	4	6	4	2	5	4	2	1	0	10	0	2	2	4	0	2	3	0	0	2	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	3448	1625	243	380	108	429	254	178	214	71	25	92	21	59	124	17	21	15	6	87	41	25	10	10	35	1	6	1	1	7	7	10	3	2	3	1	1	3	4	1	0	0	10	0	1	2	3	0	1	3	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_all	80	5126	2288	900	688	456	542	378	331	302	155	116	137	88	107	149	53	43	35	32	107	49	31	19	24	48	11	8	5	6	11	12	11	6	6	5	4	3	3	2	0	0	0	3	4	3	4	3	0	1	3	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	3488	1564	219	368	106	397	244	199	228	68	23	89	17	68	127	19	18	15	8	83	37	26	8	17	45	2	4	3	4	8	9	10	4	2	3	2	1	2	2	0	0	0	3	4	2	4	2	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_all	80	4496	2027	945	643	472	498	366	289	236	160	114	141	70	83	126	50	39	51	39	54	42	14	22	19	23	7	6	8	6	18	4	8	2	1	3	6	6	1	3	7	3	2	0	2	3	0	2	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_active	80	2698	1219	216	289	111	321	205	162	151	61	23	75	17	50	100	20	17	18	3	40	33	8	14	7	17	1	4	3	0	9	2	7	0	1	3	4	2	0	2	3	0	0	0	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_all	80	4377	2052	915	623	463	511	338	255	230	146	119	127	76	78	113	56	40	54	38	47	33	17	17	18	33	11	9	10	6	14	4	7	3	2	1	3	3	1	3	6	4	3	8	0	6	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_active	80	2587	1228	187	268	114	326	183	148	141	48	28	64	15	46	96	21	13	23	4	33	24	9	10	8	30	1	7	5	0	9	2	6	1	2	1	1	0	0	2	1	1	0	8	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_all	80	4370	2029	926	640	452	501	341	217	204	142	122	123	81	80	116	61	44	47	38	57	27	21	18	15	48	15	8	11	2	12	7	4	2	2	1	1	1	2	2	6	3	2	8	2	5	1	4	0	1	10	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_active	80	2588	1200	196	264	117	326	193	119	125	45	31	68	16	39	95	27	8	22	8	41	19	10	9	6	41	1	5	6	0	9	5	3	1	2	0	1	0	1	2	2	2	0	8	1	5	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_all	80	4303	2000	909	612	450	502	319	208	215	147	113	126	80	79	123	60	47	40	40	53	26	24	14	16	42	15	12	11	6	9	6	4	3	4	2	1	1	1	0	2	2	2	8	2	4	6	4	0	2	10	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2514	1191	186	256	116	321	173	123	132	51	30	74	16	37	106	22	6	21	13	40	21	11	6	8	36	1	7	6	0	9	4	2	1	3	1	1	0	1	0	1	2	0	8	1	4	5	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4364	2020	892	624	446	493	338	231	226	152	120	117	89	88	116	59	49	31	31	44	26	16	17	16	49	18	8	12	8	8	4	4	3	6	2	1	1	1	0	2	2	3	9	3	1	5	5	0	1	10	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2604	1201	203	264	105	318	194	142	143	53	31	69	20	44	99	24	6	13	10	35	22	7	9	10	41	1	4	5	0	7	4	3	1	5	1	1	0	1	0	1	2	0	8	2	1	5	5	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4597	2145	884	652	442	520	327	237	251	164	126	137	85	82	147	51	48	32	29	49	33	24	22	19	45	17	8	13	9	7	7	5	3	8	3	1	2	0	1	2	1	3	5	2	2	5	2	0	1	4	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2900	1384	204	308	94	357	185	151	175	60	29	83	21	56	130	22	6	11	9	38	29	14	13	16	39	3	4	6	2	4	7	4	0	7	1	1	1	0	0	1	1	0	4	2	1	5	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	4878	2286	874	706	451	566	344	257	271	150	127	127	86	84	139	48	44	36	23	46	47	22	30	27	47	19	11	10	10	8	6	5	2	7	2	3	2	1	2	4	0	2	5	2	5	1	4	0	1	8	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	3244	1495	203	350	93	418	194	170	197	53	28	78	17	56	122	20	8	10	6	34	41	13	14	22	42	5	6	5	2	4	6	4	0	6	0	3	1	1	0	3	0	0	4	2	4	1	4	0	0	8	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5141	2426	935	732	428	602	352	281	278	156	120	139	82	86	149	48	46	42	21	59	66	29	27	30	36	23	15	14	10	16	6	6	2	3	2	3	4	1	2	3	2	2	6	2	4	0	4	0	1	8	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	3507	1641	220	379	90	457	209	187	206	58	28	89	18	62	130	23	10	17	4	44	59	22	12	24	32	5	11	9	3	10	6	6	0	3	0	3	2	1	0	3	1	0	4	2	3	0	4	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	5088	2347	953	715	427	628	391	285	308	143	119	130	71	89	150	56	46	38	26	69	85	26	21	27	37	22	13	15	6	11	4	12	1	3	1	5	3	2	1	3	2	2	4	1	3	0	3	1	2	4	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
