label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80
0.03	north15_all	80	15967	4600	2631	2924	902	736	608	670	357	342	273	299	235	242	114	172	124	149	108	51	128	88	96	36	59	26	20	25	32	7	14	17	25	16	9	9	3	10	6	4	6	3	3	6	6	3	6	6	2	0	1	4	0	0	1	1	0	0	2	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north15_active	80	10415	2720	1489	1867	457	373	309	442	156	174	147	170	128	135	47	111	57	90	65	25	83	52	56	13	36	14	8	15	14	5	7	9	11	9	5	5	0	9	4	2	3	2	2	5	3	2	5	6	2	0	0	3	0	0	0	1	0	0	2	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	15841	4619	2718	3009	881	714	629	671	350	337	297	299	228	247	127	160	115	152	104	63	98	88	90	35	59	31	23	34	43	8	18	11	26	15	3	5	2	11	5	4	4	3	3	6	4	3	3	8	2	0	1	3	2	0	0	1	0	0	2	1	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0
0.03	north16_active	80	10252	2726	1544	1882	452	351	311	415	165	185	157	177	133	150	49	105	54	99	56	27	61	56	60	15	37	16	6	22	31	5	10	6	11	10	3	2	0	9	2	2	2	2	2	3	0	2	2	7	2	0	0	3	2	0	0	1	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	15957	4568	2710	2999	903	745	633	646	346	352	299	278	213	256	132	185	102	157	119	70	105	79	82	22	62	35	21	31	44	8	18	11	26	13	2	7	2	14	9	5	7	1	1	6	5	5	3	4	2	2	1	1	2	0	0	1	0	1	0	2	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0
0.03	north17_active	80	10339	2663	1559	1844	441	369	316	396	175	196	166	164	114	160	53	117	53	107	75	25	69	55	50	12	41	17	5	22	31	5	10	6	11	8	1	4	1	12	4	3	5	1	0	2	0	5	1	3	2	2	0	1	2	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_all	80	16164	4538	2657	2974	923	770	636	627	337	357	295	281	227	244	129	188	108	164	127	62	90	67	82	24	53	39	19	36	47	11	21	8	18	8	4	6	3	15	12	7	10	0	1	3	6	3	4	3	2	3	1	0	2	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	10433	2653	1553	1868	451	375	311	373	177	196	169	161	129	153	54	114	60	111	81	22	56	46	54	16	35	19	5	25	30	6	12	6	12	4	3	4	2	13	4	4	8	0	0	0	2	3	1	2	2	2	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	16183	4514	2554	3073	924	769	634	609	376	399	270	282	252	259	125	207	104	139	128	55	95	63	85	36	52	46	13	28	39	11	20	8	16	4	6	8	6	10	11	5	10	1	2	3	4	3	2	2	2	3	1	0	7	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10478	2610	1512	1937	442	365	304	363	204	225	153	168	143	150	60	119	63	84	88	15	63	43	52	24	39	24	4	17	20	7	13	7	12	2	5	3	3	9	4	3	8	1	0	1	2	3	0	1	2	2	1	0	5	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	16043	4526	2513	3046	938	766	645	631	370	391	261	264	264	266	117	177	106	139	108	49	123	55	71	43	34	45	16	29	48	13	12	11	19	3	16	10	6	13	9	5	7	1	1	3	2	4	6	1	2	2	2	0	6	1	0	0	1	0	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	10355	2599	1509	1950	455	368	294	379	188	233	159	159	148	151	60	95	63	81	76	16	74	34	45	24	25	23	7	10	19	7	7	6	15	1	8	5	3	12	3	3	5	1	0	1	2	4	3	1	2	1	1	0	3	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	15981	3202	3282	1948	1016	1636	533	498	682	706	511	256	204	133	142	106	161	132	73	62	102	38	95	21	77	20	26	24	30	15	10	10	11	4	7	5	3	18	4	6	4	1	5	5	0	6	4	3	4	0	0	2	3	0	0	0	1	1	0	1	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	10255	1504	1988	1150	503	1092	255	289	430	434	314	132	127	68	83	50	91	87	46	33	66	15	59	12	40	10	16	15	23	6	3	6	8	3	4	2	2	12	2	3	2	1	2	1	0	3	2	2	0	0	0	1	1	0	0	0	1	1	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	16111	3193	3284	1929	1029	1578	559	494	723	729	558	250	184	132	127	105	145	135	82	65	97	44	91	23	78	23	25	18	25	15	11	5	13	6	5	1	5	19	4	4	2	2	4	5	1	6	4	3	4	1	0	1	2	1	1	0	1	1	0	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	10423	1506	1982	1136	529	1045	253	285	453	437	366	149	115	63	71	52	80	88	49	33	65	16	55	10	56	11	15	12	20	8	5	2	9	4	4	1	4	12	2	1	2	1	1	1	1	3	2	2	1	1	0	0	1	0	0	0	1	1	0	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	16226	3268	3257	1980	1004	1523	554	494	736	744	513	240	191	131	114	101	136	135	74	75	74	46	112	28	70	28	19	17	19	15	12	9	14	5	8	3	8	18	3	3	4	1	2	4	1	2	4	2	4	2	0	0	1	1	2	0	0	1	0	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	10468	1526	1977	1168	506	1018	271	273	460	477	344	145	113	63	60	53	80	82	41	41	46	16	77	10	51	17	11	10	15	7	7	4	10	3	5	2	3	11	2	0	4	0	1	1	1	2	1	1	1	1	0	0	0	0	0	0	0	1	0	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	16404	3205	3248	1973	1055	1559	578	487	702	733	512	232	205	142	112	90	151	129	76	74	81	40	99	26	62	32	23	16	30	19	14	9	12	5	8	4	10	7	1	0	4	1	3	3	1	2	5	2	1	2	1	0	0	1	2	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south24_active	80	10594	1495	1963	1172	555	1049	291	264	416	485	347	148	112	71	59	50	89	77	40	41	48	12	74	11	47	19	13	3	23	9	9	3	7	3	4	1	4	5	1	0	3	0	2	0	1	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_all	80	16606	3236	3238	1946	1081	1546	580	477	642	684	495	243	213	160	116	83	158	140	89	80	78	39	94	25	57	30	21	18	35	16	16	13	10	6	18	7	10	6	2	4	3	1	1	2	1	1	6	3	0	4	2	0	0	0	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south25_active	80	10841	1510	1978	1105	569	983	293	248	386	464	337	144	109	69	62	47	88	85	49	47	43	12	65	10	45	20	12	4	30	6	11	4	4	3	8	2	4	3	1	3	2	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	16401	3164	3263	1920	1069	1583	580	483	662	649	529	252	217	158	131	76	165	121	85	72	79	40	99	28	50	29	18	13	39	17	11	11	6	9	16	6	9	4	2	7	4	2	2	3	0	1	4	3	1	2	3	0	0	2	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south26_active	80	10720	1510	1971	1117	557	971	292	251	405	436	344	145	111	68	74	47	99	67	47	41	47	11	70	11	34	18	8	3	32	10	7	3	3	2	7	1	4	1	1	5	3	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_all	80	16470	3165	3285	1938	1053	1588	558	492	686	606	560	248	202	144	120	83	177	112	101	66	79	55	92	30	50	29	21	12	47	15	8	10	8	10	18	4	8	5	2	8	4	2	1	1	1	2	3	2	1	3	3	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south27_active	80	10810	1536	2010	1145	550	973	281	264	440	396	368	136	111	64	64	50	102	57	60	37	40	27	63	9	33	19	10	4	36	7	7	4	3	1	10	1	6	2	1	6	3	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	16161	3162	3306	1928	1039	1572	584	493	684	663	547	241	197	139	141	87	158	104	92	52	64	54	99	30	50	33	24	13	37	19	4	7	11	7	10	2	9	7	2	8	4	3	4	1	1	2	3	2	3	6	3	1	0	2	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	10587	1559	2012	1164	556	980	295	264	439	435	363	137	120	71	72	42	90	61	51	26	31	31	77	9	30	19	12	5	25	11	2	3	3	1	6	1	7	3	1	6	3	1	1	0	1	1	1	1	2	4	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	15906	3233	3238	1984	1014	1605	577	484	640	679	518	228	198	158	158	92	146	104	94	60	67	54	101	31	45	28	24	15	36	17	5	11	13	6	12	4	10	8	7	3	4	4	4	0	4	4	2	0	4	6	2	1	0	1	0	4	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south29_active	80	10433	1617	1944	1207	554	1023	300	266	405	466	324	128	112	85	85	40	80	66	52	24	35	35	75	10	26	14	8	4	21	9	3	5	3	1	8	0	7	3	3	1	3	1	1	0	3	3	1	0	2	5	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	15459	3173	3257	1937	1010	1548	578	480	644	682	487	229	213	146	153	83	128	109	84	72	66	44	95	32	42	28	24	20	40	19	7	10	13	3	16	8	7	13	8	2	4	4	5	0	4	4	4	2	3	5	1	1	0	0	0	4	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south30_active	80	10081	1528	1932	1144	528	998	295	258	405	456	304	128	118	76	82	32	65	73	42	34	45	23	64	11	26	12	10	8	25	10	2	4	5	2	6	1	4	5	4	0	2	2	2	0	2	3	3	2	1	5	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_all	80	16184	3119	3259	1971	1055	1482	582	549	686	711	488	264	215	137	126	97	170	127	83	79	73	49	102	30	48	30	25	23	21	15	9	5	8	6	22	7	8	23	4	2	6	5	2	4	0	1	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	10552	1538	1987	1150	520	933	265	281	452	488	279	141	113	53	74	53	116	75	49	50	44	27	67	14	38	21	13	8	11	6	3	2	3	2	11	5	3	12	2	0	5	3	2	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	16027	3103	3263	1962	1072	1496	573	539	624	730	490	245	204	137	126	95	184	131	105	75	67	44	97	26	46	39	32	20	22	19	12	8	8	9	21	7	9	16	4	5	3	6	3	4	1	1	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	10344	1536	1970	1167	562	957	268	265	405	487	273	125	107	54	71	51	129	91	58	50	41	23	57	10	37	30	19	7	15	8	7	3	3	3	11	4	4	9	3	2	3	3	2	1	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	15717	3092	3124	1936	1054	1549	578	534	618	696	462	231	194	144	139	96	172	124	110	67	71	44	105	21	43	42	34	19	23	19	14	9	11	6	20	7	14	14	2	9	4	6	2	1	1	0	3	0	1	2	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	10069	1509	1889	1141	569	997	279	266	421	468	272	109	109	62	79	50	123	85	64	43	49	25	58	10	34	32	21	7	14	8	8	5	4	2	8	3	6	5	2	5	4	3	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	15400	3089	3149	1954	1025	1578	586	477	635	656	472	226	209	145	142	97	143	118	118	73	76	39	92	21	36	35	27	12	25	20	11	10	15	6	13	9	15	20	4	12	2	5	1	1	2	1	2	0	3	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	9772	1492	1952	1133	543	1019	291	244	440	415	288	107	110	69	72	48	96	81	70	44	50	19	64	9	27	27	15	6	13	10	5	5	6	2	5	5	8	13	3	8	2	2	0	1	1	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	15605	3091	3156	1930	1058	1569	606	468	649	644	468	230	204	141	141	92	141	116	105	62	84	43	96	22	44	30	22	12	22	15	8	14	18	11	13	6	9	11	3	7	1	5	1	1	1	2	4	0	2	2	3	0	2	0	2	0	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	9899	1466	1902	1105	548	1014	298	252	430	413	302	119	107	65	74	45	84	69	69	29	56	22	68	14	29	22	13	7	9	8	3	6	10	5	8	4	4	8	1	6	1	2	0	1	0	0	1	0	2	0	3	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	15761	3177	3174	1976	1020	1549	581	442	686	668	474	239	219	145	141	99	151	111	109	73	82	38	90	28	43	25	29	12	26	16	4	8	18	10	13	8	7	11	4	5	1	4	3	2	1	3	2	0	2	6	3	0	3	0	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	9996	1506	1914	1123	515	1023	282	234	426	430	310	133	120	60	75	49	88	57	69	39	51	19	61	16	26	16	14	7	8	10	1	4	11	5	8	6	3	9	2	4	1	1	1	1	0	0	0	0	2	4	3	0	1	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	16024	3249	3231	1890	1053	1594	563	451	630	667	474	235	226	132	144	107	162	133	111	74	82	44	93	31	48	22	26	15	36	15	6	8	18	12	12	8	2	4	3	4	2	3	3	2	1	2	4	0	1	9	3	0	3	0	3	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	10276	1564	1939	1067	537	1050	278	236	364	438	320	130	117	56	79	54	105	72	64	36	48	17	66	21	25	9	14	8	25	7	1	3	12	7	7	6	1	1	2	3	1	1	1	1	0	0	0	0	0	7	3	0	1	0	3	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
