label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	5412	2042	1009	1380	435	500	268	209	237	145	204	101	75	136	98	52	37	48	65	25	30	21	16	48	10	10	11	9	4	13	5	15	31	7	6	4	2	2	9	3	1	1	1	3	2	1	0	1	1	1	1	0	0	1	1	5	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	3938	1396	518	1163	189	345	134	57	149	37	165	28	12	103	70	29	15	35	49	13	22	8	13	47	2	2	9	3	2	10	3	12	29	2	3	2	1	1	6	3	0	1	1	2	2	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	5429	2050	1001	1392	450	497	274	204	251	136	218	116	82	133	96	47	35	60	65	30	31	19	11	58	7	9	10	9	5	27	4	15	12	6	3	6	2	4	13	2	1	0	1	2	1	1	0	3	0	0	1	0	0	1	1	5	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	3937	1366	520	1154	192	337	132	55	159	33	174	43	13	106	61	24	10	42	48	14	24	9	9	57	2	2	7	4	2	24	2	14	11	1	2	2	1	2	9	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_all	80	4984	1935	979	1205	439	457	273	203	224	131	227	102	84	119	85	49	36	59	56	31	24	18	14	55	12	12	12	9	7	27	4	14	9	5	3	6	1	5	7	1	1	0	1	0	2	0	0	2	2	0	2	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	3368	1187	433	956	164	284	129	52	135	33	174	35	16	83	53	20	8	42	38	14	16	8	5	53	5	4	9	5	2	23	2	13	8	1	0	2	1	1	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	4482	1885	978	1005	421	405	263	215	208	137	212	116	76	100	73	49	41	50	38	31	28	16	15	40	15	13	10	5	6	23	5	12	12	5	4	5	3	5	7	1	0	1	1	0	2	0	0	2	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	2775	1012	391	736	134	220	97	56	115	30	163	37	18	64	38	20	9	31	24	9	14	6	7	32	7	4	7	2	0	17	3	12	11	1	1	0	2	1	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	3947	1671	921	886	396	347	273	218	181	130	158	111	87	85	57	47	47	50	36	27	27	14	15	31	16	14	14	7	6	19	4	8	8	5	4	4	3	4	6	1	0	1	1	0	2	1	0	2	2	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2153	804	309	598	99	158	101	57	89	25	111	32	27	47	28	21	11	29	26	4	12	3	6	22	6	3	8	2	0	13	2	8	8	1	1	0	2	0	5	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3898	1600	928	844	408	335	277	218	177	129	175	105	86	72	59	47	46	42	44	26	20	12	15	29	15	12	11	7	4	15	5	5	17	7	5	4	3	3	3	4	0	1	1	1	1	1	0	2	2	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2107	737	298	524	105	148	91	49	78	28	133	31	26	41	27	20	12	20	31	3	9	2	7	19	4	1	5	2	0	9	3	4	16	2	2	1	2	0	3	2	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4017	1702	940	906	419	340	291	218	192	123	199	113	82	85	48	41	48	39	50	23	17	15	13	22	15	10	13	11	6	16	3	5	17	6	2	2	0	1	5	5	1	0	0	1	1	1	0	2	0	0	1	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2290	852	335	583	116	154	96	50	97	26	149	34	26	52	20	19	10	20	36	3	9	2	5	19	3	0	5	3	1	10	1	4	16	3	1	1	0	0	5	2	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4068	1743	948	997	425	372	277	199	196	125	181	88	81	82	51	51	47	27	47	22	21	21	17	26	14	12	12	11	6	21	2	8	19	4	3	3	2	1	4	5	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2418	907	365	680	130	198	99	47	103	32	138	25	24	49	21	22	9	11	34	5	13	5	8	22	2	0	5	4	2	15	2	6	17	2	1	1	1	0	4	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4299	1794	931	1040	444	402	245	200	195	134	160	90	79	80	52	55	44	36	38	24	21	25	16	32	10	13	5	9	6	20	2	8	16	2	4	4	2	1	7	4	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2601	963	374	774	132	228	89	50	100	38	113	26	24	51	22	23	11	23	26	5	10	8	9	25	2	0	2	2	3	15	1	7	12	1	1	1	1	0	7	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
