label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	276	128	108	71	67	60	30	11	25	23	18	7	9	14	9	0	5	5	2	1	4	1	1	0	1	0	1	2	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	124	66	56	42	47	33	11	4	15	18	12	7	4	9	5	0	2	3	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	284	129	116	80	59	55	29	14	15	26	20	5	10	9	7	0	5	4	1	1	4	1	1	0	2	1	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	123	69	66	51	40	32	17	6	11	17	12	5	5	4	3	0	2	2	0	0	4	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	289	132	120	77	59	52	42	17	19	28	16	2	10	14	8	1	3	5	2	1	1	2	1	3	2	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	127	69	66	54	35	28	26	8	10	20	10	2	4	8	3	1	2	4	0	0	1	1	1	2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	255	145	115	67	63	46	39	20	17	25	13	4	7	15	8	4	3	5	2	1	0	2	0	3	2	1	1	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north4_active	80	104	82	66	34	38	24	24	12	5	19	8	4	2	12	3	3	1	4	0	0	0	1	0	2	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north5_all	80	261	141	108	79	61	57	36	19	16	30	13	3	10	32	4	8	2	3	1	1	0	2	0	3	1	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north5_active	80	121	79	59	40	36	35	19	11	2	20	8	3	2	26	3	7	1	3	0	0	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
