label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	31803	24478	8804	9272	4055	3321	2461	1609	2209	1482	1675	1564	618	547	675	386	543	547	551	253	196	148	181	150	120	99	56	57	50	40	32	62	39	44	14	20	10	11	12	34	6	8	7	2	24	5	7	5	4	7	1	1	1	1	3	1	1	1	1	0	2	0	4	2	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	16309	15087	4618	5729	2067	1746	1319	753	1376	845	972	1004	306	300	389	187	306	307	325	146	115	68	114	83	65	57	30	27	33	17	13	45	27	34	7	12	4	8	8	7	3	5	4	1	16	3	4	3	1	4	1	0	1	0	3	0	0	0	0	0	1	0	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31863	24376	8892	9185	4011	3285	2493	1689	2218	1466	1613	1530	626	590	722	381	554	542	555	264	203	133	187	131	133	98	55	57	48	44	24	55	32	44	10	16	8	10	15	22	7	11	13	5	28	9	6	5	4	7	10	2	4	1	5	2	0	0	1	0	2	0	5	2	0	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	16368	15052	4696	5610	2043	1734	1335	792	1362	828	949	983	315	333	445	182	324	309	333	165	115	58	112	71	74	53	26	21	30	24	10	38	21	31	6	6	2	7	9	6	4	8	3	2	18	7	4	1	2	4	0	1	1	0	4	0	0	0	0	0	1	0	4	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31691	24277	8839	9009	3979	3210	2492	1694	2298	1511	1614	1608	650	619	689	363	585	510	526	285	233	142	189	132	127	99	49	58	57	43	25	60	30	26	12	22	6	12	18	13	8	11	15	8	22	8	3	4	5	10	11	2	5	1	3	2	0	0	2	0	0	0	4	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north3_active	80	16147	14842	4667	5450	1973	1701	1318	799	1424	838	1004	1040	326	356	429	180	337	290	317	174	130	58	115	77	73	52	20	21	37	23	14	38	19	12	6	11	2	6	13	4	6	7	5	3	13	4	2	0	3	6	1	1	2	0	2	0	0	0	1	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north4_all	80	31076	23694	8767	8776	3921	3159	2462	1710	2198	1455	1617	1553	658	669	670	364	552	465	452	268	236	143	187	142	130	118	44	50	56	41	37	49	25	32	16	20	11	11	26	8	4	9	11	6	12	14	3	4	6	8	12	3	7	2	3	1	0	0	2	1	0	1	4	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north4_active	80	15553	14626	4548	5305	1932	1638	1275	805	1319	805	1060	1015	322	390	415	192	320	271	304	161	131	60	107	81	76	60	17	17	35	22	21	24	16	16	7	12	2	6	17	4	4	6	2	2	8	10	2	1	4	4	2	1	3	1	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north5_all	80	30440	22866	8624	8484	3848	3127	2415	1680	2075	1436	1575	1463	654	652	605	355	549	446	430	246	216	145	165	135	112	104	46	45	63	38	40	54	29	37	22	22	15	13	19	9	6	6	4	5	12	10	3	1	6	8	2	1	4	1	2	0	0	1	1	3	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north5_active	80	15041	13870	4353	5045	1848	1597	1219	763	1224	788	985	919	304	378	362	182	341	265	272	139	110	59	87	82	58	47	19	20	42	20	23	24	18	19	8	13	5	9	10	6	3	3	3	3	8	7	2	1	4	4	2	0	2	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north6_all	80	29850	21999	8449	8326	3828	3156	2371	1618	1996	1431	1565	1386	619	610	600	346	527	417	395	264	194	133	168	128	103	88	45	42	56	35	40	53	36	41	25	18	21	15	18	9	4	7	2	5	8	8	4	1	6	3	2	1	5	3	1	2	0	2	0	3	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
