label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	32310	15468	8096	7224	8091	4262	2359	3230	1491	2762	1663	892	823	918	547	777	345	336	285	237	248	149	146	153	86	82	89	57	52	46	111	70	20	25	14	45	20	12	29	12	7	11	10	10	12	0	2	3	2	5	1	9	0	4	2	0	1	7	1	4	1	1	1	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	12805	7229	2268	4536	6761	2948	836	2516	446	2419	1271	422	467	670	314	662	145	204	196	129	156	27	77	103	14	36	55	9	12	10	99	60	5	7	5	38	14	6	23	3	2	4	9	8	7	0	1	1	1	3	1	7	0	2	1	0	0	6	0	1	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31919	15264	8136	7064	7610	4131	2356	3031	1478	2534	1612	909	782	881	541	693	361	360	269	247	250	149	154	133	83	91	88	52	54	46	76	48	24	27	16	47	19	15	34	11	9	7	14	11	11	0	3	3	1	3	0	15	3	5	3	0	3	7	1	3	0	1	1	0	0	0	0	3	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	11839	6861	2144	4210	6125	2783	789	2316	400	2129	1248	407	422	644	294	578	144	198	162	123	156	27	78	80	13	32	49	6	13	11	65	40	6	6	7	38	15	7	30	3	5	2	12	5	7	0	1	1	1	2	0	14	1	3	1	0	1	6	0	0	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31257	14819	8199	6823	7132	3991	2333	2928	1466	2326	1588	862	770	777	523	648	323	351	258	217	248	154	137	117	85	86	81	50	57	51	77	38	26	26	16	58	15	15	25	12	8	4	16	13	9	1	4	2	2	3	0	15	3	4	3	1	2	5	0	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	10788	6315	1936	3845	5592	2549	741	2172	367	1884	1198	371	403	550	266	513	120	186	141	104	150	27	64	64	16	27	41	7	16	12	64	31	5	7	8	49	13	6	24	1	5	1	14	7	7	0	1	1	2	2	0	14	1	3	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31016	14515	8219	6414	6822	3905	2348	2730	1412	2152	1585	859	775	707	507	645	301	317	273	233	213	156	132	106	80	94	83	54	58	48	62	40	21	23	21	41	21	12	25	11	10	8	17	12	6	3	6	2	2	0	6	12	3	2	1	1	2	3	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	9899	5833	1809	3360	5122	2344	688	1930	307	1670	1161	335	384	485	252	507	113	151	141	101	127	23	58	55	13	24	41	14	15	11	50	32	2	6	9	34	19	3	24	2	4	2	13	4	2	1	2	1	1	0	6	11	1	1	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	30658	14313	8282	6266	6634	3797	2374	2724	1385	2197	1427	815	743	719	508	687	292	309	281	220	210	161	129	114	83	94	65	55	51	51	82	42	21	23	21	38	18	13	22	10	12	9	6	13	6	4	5	1	4	3	7	7	4	1	0	3	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	9592	5646	1751	3242	4903	2194	667	1882	300	1720	1021	309	363	479	252	545	104	155	147	94	126	27	59	66	15	22	31	20	14	10	66	31	2	7	6	28	15	1	21	2	2	3	3	8	3	1	2	1	1	3	6	6	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
