label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	39789	22561	8241	5719	3954	3031	2505	1729	2635	1141	1109	837	1430	568	428	467	352	241	239	212	164	257	114	94	107	60	60	84	144	75	18	65	36	26	28	16	18	31	18	18	17	11	7	5	7	8	14	3	3	2	2	4	1	4	2	2	1	1	0	1	5	1	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	24411	16735	1856	1454	1019	1098	1078	388	2034	274	569	358	1212	193	104	255	117	90	93	81	35	215	26	39	30	19	25	47	111	62	9	38	23	8	25	2	6	16	14	9	4	6	5	1	2	4	7	2	1	0	0	3	0	2	0	1	0	0	0	0	5	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	41728	23485	8163	5637	4036	3155	2565	1773	2689	1164	1132	869	1538	579	425	491	338	277	263	208	150	262	115	101	106	68	55	85	134	62	27	68	40	22	24	20	16	24	17	19	15	10	21	9	7	13	8	9	2	9	3	2	2	4	1	2	2	1	0	1	5	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	26850	17889	1964	1525	1116	1204	1189	422	2122	280	624	393	1336	222	95	274	130	116	98	86	37	222	24	48	32	28	22	48	112	50	16	49	27	7	19	4	4	13	10	14	5	3	19	1	2	4	5	8	1	4	0	2	1	3	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	43264	24525	8287	5618	4094	3178	2563	1816	2671	1172	1177	888	1615	576	438	469	350	284	278	232	155	316	102	110	95	70	63	92	139	80	27	87	46	26	25	27	12	25	29	23	9	10	25	13	9	11	2	8	1	8	3	4	3	5	1	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	28880	19205	2072	1624	1195	1250	1242	437	2144	273	670	444	1418	235	93	262	152	136	107	103	37	267	23	54	31	31	27	67	123	65	15	66	37	7	18	5	2	17	23	19	6	3	22	5	3	2	1	8	1	4	1	3	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	44518	25146	8297	5682	4149	3157	2571	1815	2702	1207	1240	897	1736	552	460	462	342	304	268	216	154	341	106	132	83	81	80	83	126	74	28	80	39	30	21	32	15	23	36	18	10	6	21	10	7	11	6	12	1	9	3	6	2	3	0	0	1	3	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	30385	19917	2103	1687	1274	1274	1288	455	2194	279	697	451	1535	233	88	267	154	153	92	87	41	294	25	67	26	36	41	61	111	59	13	62	28	7	14	5	5	15	31	16	7	1	19	5	3	2	4	12	1	5	1	5	2	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	44363	25294	8320	5703	4146	3247	2523	1792	2775	1180	1204	870	1695	554	448	454	359	292	265	221	157	331	117	143	83	95	83	82	107	80	26	91	42	29	18	36	22	26	33	13	11	5	26	10	9	9	6	11	3	4	1	10	1	2	1	1	0	3	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	30148	20067	2064	1720	1286	1332	1254	445	2232	270	663	445	1483	229	90	262	162	146	96	88	46	292	30	74	18	35	45	57	94	67	13	73	28	6	11	7	9	17	28	13	7	3	22	7	6	1	4	10	2	3	1	9	1	1	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
