label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87
0.03	north6_all	80	42761	18414	9004	5030	5493	5319	2750	1808	2486	2631	1226	1595	558	826	572	419	638	556	208	175	160	146	149	260	162	123	159	84	51	53	36	61	28	25	25	21	21	25	28	21	7	9	15	34	11	6	4	19	3	5	2	0	0	3	2	1	1	1	3	0	0	0	2	1	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	24927	10581	4689	2322	3137	3241	1455	883	1539	1670	721	1018	257	505	319	204	408	342	84	90	90	70	79	166	115	66	101	49	25	32	10	34	15	16	11	9	12	19	16	13	2	4	8	30	5	3	1	14	2	3	1	0	0	1	0	1	0	1	3	0	0	0	0	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	42738	18654	9035	5010	5295	5174	2774	1816	2528	2677	1221	1505	551	840	550	429	657	526	216	179	179	148	151	240	173	121	162	65	48	44	34	52	24	23	34	23	26	28	28	16	11	7	12	33	10	6	4	16	5	1	3	1	0	2	2	1	1	0	1	0	1	0	3	1	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	24820	10665	4749	2300	2979	3079	1494	865	1556	1731	728	941	270	524	297	213	412	304	89	90	101	61	87	154	125	71	110	39	23	25	13	25	15	12	17	8	16	23	16	9	5	3	6	28	5	3	1	8	4	1	3	1	0	1	0	1	0	0	0	0	0	0	2	1	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	42646	18643	9116	4989	5272	5098	2744	1882	2451	2624	1218	1523	513	853	558	410	746	500	211	183	164	142	155	245	166	116	171	71	44	42	30	79	18	28	39	19	26	22	21	18	9	7	7	27	8	5	6	16	5	5	3	1	0	2	3	1	0	0	1	1	1	0	2	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	24708	10658	4797	2286	2933	3051	1447	887	1482	1703	715	977	245	532	305	213	459	315	94	94	85	57	86	145	121	73	116	45	24	20	14	53	10	13	21	11	17	19	10	11	4	2	3	22	4	2	3	9	4	4	2	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	42944	18535	9232	4983	5223	5065	2708	1826	2454	2561	1177	1608	534	823	516	427	761	500	211	179	171	142	153	238	203	107	124	68	48	47	36	88	24	27	39	30	19	19	18	20	14	5	4	13	5	8	6	8	4	5	3	2	0	1	3	1	0	0	1	4	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	24731	10663	4907	2280	2946	3020	1436	866	1456	1691	689	1054	240	512	282	221	493	324	97	90	82	59	74	152	148	73	89	45	25	20	14	59	12	13	23	14	13	15	13	13	9	2	3	6	3	4	3	1	4	3	2	2	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	42787	18313	9170	4984	5240	5400	2758	1795	2461	2537	1166	1646	566	792	533	456	715	523	189	166	161	132	135	254	174	105	116	70	45	52	34	98	30	30	39	28	19	18	21	34	13	5	9	12	7	7	10	12	5	7	2	2	0	2	3	4	0	0	0	4	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	24606	10398	4873	2293	3042	3327	1476	873	1467	1698	665	1080	253	484	283	236	461	338	91	87	79	53	66	171	117	66	76	53	20	21	12	66	14	16	24	15	13	12	13	29	8	2	6	6	4	3	7	6	5	3	1	2	0	2	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	38209	16223	8436	4819	4859	4452	2448	1649	2119	1966	1073	1397	544	703	489	392	527	473	222	168	156	140	142	238	144	118	125	74	38	42	38	83	33	19	23	22	24	14	18	16	12	6	9	10	12	9	4	0	2	2	3	2	1	1	0	1	4	3	2	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	21162	8816	4164	2202	2637	2574	1298	784	1259	1260	568	868	262	418	250	217	327	307	105	75	74	61	70	145	95	77	72	37	15	14	21	50	15	7	12	18	10	4	7	10	5	2	5	4	6	4	1	0	2	1	2	1	1	0	0	1	1	2	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	37177	15947	8215	4893	4790	4329	2468	1653	2136	1962	1071	1373	603	670	506	386	473	457	199	152	158	139	146	229	138	119	143	81	36	37	50	69	29	18	26	26	21	12	16	17	14	8	8	9	11	6	4	1	2	2	4	2	1	1	0	2	4	1	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	20362	8589	4009	2274	2531	2514	1277	761	1271	1273	565	840	286	397	260	202	280	283	94	64	76	62	66	165	90	74	88	41	11	15	28	41	13	5	16	16	7	6	10	12	6	1	4	5	5	1	3	0	2	1	2	1	1	0	0	1	1	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	37528	15946	8273	4980	4840	4319	2462	1591	2058	2004	1069	1424	614	681	531	372	490	458	192	147	186	133	142	246	138	105	126	88	37	31	52	69	24	20	23	29	17	15	14	17	9	6	12	17	5	3	5	1	2	3	4	2	1	0	0	2	3	2	2	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	20692	8584	4024	2312	2599	2520	1312	737	1201	1271	551	871	298	390	282	182	300	296	95	63	95	60	61	184	83	55	81	48	15	12	27	42	11	6	15	17	6	8	7	12	4	1	5	13	1	1	4	0	2	1	3	0	1	0	0	1	1	2	2	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	39089	16646	8505	4981	5089	4735	2533	1700	2204	2224	1097	1439	610	767	521	363	583	478	187	166	202	137	135	281	159	127	112	82	44	43	53	58	25	19	21	23	20	16	14	21	8	7	9	16	2	3	6	5	1	3	3	3	0	0	1	1	2	5	2	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	21936	9122	4309	2266	2808	2808	1344	788	1284	1378	568	875	290	440	270	172	368	334	92	80	105	60	58	213	107	80	73	40	22	21	27	38	12	9	12	9	9	8	6	14	5	0	3	12	1	1	4	3	1	2	2	1	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	40574	17524	8783	4932	5237	4981	2608	1730	2297	2376	1133	1513	574	789	544	368	638	483	196	175	202	137	134	278	181	106	109	77	46	49	42	53	23	28	24	30	15	18	22	20	9	11	8	19	2	7	4	4	2	4	2	4	0	0	1	1	1	5	1	2	2	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	23095	9793	4520	2249	2948	2990	1406	820	1351	1480	587	901	267	462	275	189	403	332	81	86	104	69	58	202	109	71	67	44	27	27	17	35	14	13	13	13	11	10	9	11	6	4	4	15	1	2	2	3	0	3	1	2	0	0	1	0	1	2	1	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	42042	18023	9058	4990	5227	5258	2636	1758	2376	2421	1245	1644	555	811	538	363	660	462	194	196	196	142	132	237	179	136	127	69	49	56	33	58	28	40	24	24	23	23	23	19	9	12	4	13	3	7	4	5	3	7	2	3	1	0	2	0	1	3	0	2	2	1	0	1	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	24244	10177	4729	2276	2969	3195	1401	855	1398	1532	674	995	254	495	271	181	430	308	79	103	102	69	63	165	106	89	60	38	32	29	13	33	11	19	14	13	12	13	8	10	6	6	1	7	0	2	1	4	0	6	1	2	1	0	2	0	1	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	42391	18104	9134	5026	5220	5226	2672	1787	2345	2426	1214	1642	553	843	553	397	666	503	210	201	187	133	122	208	170	137	130	74	47	66	26	66	27	34	27	25	18	20	22	26	7	13	11	9	5	7	4	4	6	5	1	2	3	0	1	0	3	0	0	2	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	24525	10228	4782	2314	2933	3240	1418	867	1389	1563	653	981	256	526	285	202	432	319	79	100	96	60	63	139	97	83	68	44	27	37	12	39	10	14	13	12	7	13	9	11	3	9	5	4	1	2	2	3	0	5	0	1	1	0	1	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	42793	18145	9150	5190	5285	5393	2731	1774	2375	2436	1259	1625	578	853	543	416	638	506	217	198	187	123	119	198	159	131	126	66	51	59	32	69	28	35	24	21	20	25	19	22	9	12	12	6	7	4	10	5	6	4	1	1	3	0	2	1	3	0	0	3	2	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_active	80	24817	10278	4785	2403	2914	3395	1458	862	1406	1579	694	1001	258	550	303	218	393	305	90	105	98	47	67	122	103	77	67	37	26	31	16	38	11	12	10	9	6	14	9	8	3	8	5	2	2	2	3	3	1	4	0	0	1	0	1	1	3	0	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	43184	18170	9093	5214	5433	5156	2789	1812	2330	2546	1220	1615	552	855	529	406	611	516	219	202	188	109	117	217	143	108	144	63	48	60	29	65	28	27	27	22	17	33	17	30	8	12	11	9	6	6	16	10	4	1	0	1	2	0	1	2	5	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	24964	10209	4777	2414	3028	3221	1526	880	1389	1650	687	997	244	505	292	211	377	291	89	109	102	43	65	140	97	62	93	36	22	30	12	36	14	7	9	12	4	17	5	13	3	9	6	7	3	5	7	7	1	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	43024	17996	9032	5132	5475	5163	2761	1830	2390	2535	1204	1614	570	878	515	394	616	486	228	203	177	112	144	268	144	102	137	47	44	41	31	64	26	27	29	22	19	30	16	19	8	11	9	13	8	7	15	9	5	3	0	1	2	0	2	2	3	0	0	1	1	1	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north20_active	80	24846	10119	4727	2373	3076	3118	1511	911	1453	1569	677	992	244	511	271	198	382	279	104	113	97	45	81	164	108	54	87	25	21	21	16	33	14	7	10	12	8	17	6	10	2	8	4	12	4	5	6	4	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	48859	27471	12445	7136	5065	2659	2591	2421	1427	2117	1693	1269	576	657	407	305	380	240	272	327	195	158	135	102	147	127	101	97	84	47	50	49	23	22	30	22	35	12	14	11	6	17	13	9	4	10	6	4	2	6	9	5	0	2	1	3	0	1	2	0	1	3	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	29534	17163	7418	4004	2866	1174	1332	1379	641	1312	1074	742	275	374	190	144	217	117	165	183	111	84	72	42	80	81	69	51	60	18	32	28	10	10	11	11	23	6	3	4	3	6	7	4	3	5	3	3	2	1	6	4	0	1	1	1	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	48774	27704	12568	7082	5132	2643	2661	2430	1419	2177	1642	1284	566	664	395	313	369	220	275	302	177	165	128	91	141	135	93	92	93	43	65	74	33	27	27	24	32	23	16	12	5	16	10	12	10	10	4	4	2	11	8	5	1	1	1	3	1	2	2	0	1	3	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	29259	17419	7463	3961	2912	1179	1394	1390	646	1314	1011	748	272	368	186	151	214	101	171	171	89	98	76	32	73	89	54	52	64	16	37	51	19	13	14	11	19	11	5	3	3	7	5	4	8	7	1	3	2	5	7	4	1	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	48432	27694	12598	7038	5173	2646	2664	2480	1387	2031	1623	1313	571	684	386	331	348	232	282	270	199	179	122	90	135	136	98	90	91	31	74	79	34	24	32	34	30	23	10	10	5	11	8	8	9	9	5	5	3	8	5	3	1	1	3	5	1	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	29053	17239	7441	3901	2956	1201	1386	1463	631	1183	984	776	273	387	176	166	194	111	164	167	98	103	71	30	83	81	58	58	59	13	53	61	21	13	20	20	22	13	3	3	3	3	3	3	7	6	1	2	2	4	5	3	1	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	48412	27608	12418	7133	5274	2653	2632	2455	1370	1998	1653	1271	567	697	397	347	341	239	259	312	197	163	121	93	145	128	101	90	86	40	79	78	45	28	35	30	39	20	15	12	6	6	6	5	11	5	7	8	3	5	3	0	1	1	6	3	2	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	28835	17220	7269	4042	2991	1241	1397	1416	645	1146	979	754	264	368	174	175	186	110	137	190	92	95	65	32	102	75	62	54	53	15	55	52	28	16	22	13	29	11	7	4	5	3	3	2	9	3	5	1	1	4	3	0	1	0	5	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	48684	27297	12415	7119	5290	2642	2693	2491	1384	2013	1700	1246	590	634	384	356	334	264	265	316	224	161	122	85	135	146	96	96	64	37	87	53	38	31	40	24	30	17	14	13	8	5	7	3	4	6	6	12	6	2	4	0	1	0	5	6	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	28982	17015	7287	4059	2991	1237	1459	1410	686	1133	1038	765	277	325	164	178	171	135	135	202	110	94	66	33	92	83	62	60	34	16	58	28	20	17	26	11	25	8	7	4	7	0	2	1	3	4	5	2	1	2	3	0	1	0	4	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	48806	27361	12281	7248	5334	2627	2683	2525	1418	2035	1649	1242	587	617	398	353	350	273	261	313	196	135	117	89	135	132	100	85	58	45	89	33	39	31	40	21	35	10	16	10	9	3	7	2	4	14	10	14	6	0	4	4	1	0	4	3	2	1	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	29056	17233	7320	4132	2998	1209	1499	1446	686	1242	994	794	284	335	172	167	174	141	123	173	99	78	55	43	77	76	74	46	31	19	56	9	19	14	29	7	26	4	8	3	8	0	3	1	3	7	8	6	0	0	3	3	1	0	3	3	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	48868	27216	12240	7198	5353	2617	2776	2509	1393	2118	1633	1225	573	614	392	320	358	267	274	321	204	161	113	95	141	134	113	102	73	41	74	48	34	28	42	23	47	11	11	13	9	6	9	5	3	15	5	11	4	0	4	4	3	1	2	5	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	29081	17065	7372	4038	2988	1208	1567	1418	652	1319	981	776	263	328	186	149	186	146	126	178	107	98	47	47	86	77	85	61	48	18	40	18	16	10	29	13	30	3	6	6	7	3	6	2	1	7	3	6	0	0	3	3	1	1	1	4	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	49045	27362	12219	7106	5275	2615	2722	2474	1364	2167	1576	1233	547	595	417	329	372	261	258	289	192	158	120	90	150	121	117	105	80	36	68	51	35	25	31	30	37	11	12	15	7	8	7	6	3	19	8	6	4	0	3	9	2	2	1	3	1	2	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	29311	17337	7349	4003	2936	1177	1545	1448	616	1423	992	779	248	318	203	153	198	146	131	157	106	85	53	47	93	68	88	67	49	16	42	28	20	7	19	16	18	5	7	6	4	3	6	3	0	10	3	4	1	0	2	4	0	2	1	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	48765	27400	12130	7140	5315	2597	2680	2556	1385	2201	1572	1253	535	597	447	347	375	253	256	288	206	168	125	90	145	121	123	91	96	33	45	71	36	17	25	36	39	13	13	15	6	12	15	7	5	12	6	3	4	1	1	12	3	2	1	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south29_active	80	29242	17347	7269	4021	3002	1188	1479	1513	630	1424	1000	750	233	304	221	166	200	132	133	169	131	84	49	41	101	54	88	52	59	14	27	43	20	4	16	22	19	5	8	7	4	6	11	4	1	8	2	0	1	0	1	8	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	46706	26559	11890	6922	5130	2570	2615	2514	1403	2086	1559	1212	540	596	459	353	352	251	237	284	213	156	120	94	158	113	100	85	91	31	61	68	37	17	15	35	37	17	17	15	5	11	12	9	6	17	4	2	3	3	1	12	3	3	3	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	27862	16797	7001	3913	2851	1183	1370	1501	656	1311	988	674	239	309	213	160	186	122	120	170	125	81	56	45	107	54	62	51	59	14	35	42	15	4	9	22	18	8	12	6	3	4	7	6	2	10	1	0	1	0	1	8	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	47919	27323	12247	6925	5231	2581	2605	2416	1414	2129	1609	1223	574	639	410	323	334	251	248	324	209	160	140	118	152	108	98	88	96	42	69	58	33	29	35	17	31	15	13	1	14	14	32	7	1	13	4	9	4	0	9	0	5	3	5	7	0	6	1	1	1	0	0	1	0	1	0	3	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	28754	17277	7229	3967	2970	1187	1425	1387	678	1328	976	750	263	342	166	142	171	130	126	208	135	77	85	51	104	64	57	44	64	20	51	36	14	10	16	10	19	8	6	0	8	10	25	1	0	4	3	6	1	0	6	0	4	2	5	5	0	5	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	47957	27484	12218	7013	5258	2660	2637	2424	1396	2115	1546	1187	605	652	433	332	345	251	242	341	228	168	140	105	151	110	102	100	95	42	57	62	30	36	34	15	29	12	13	2	7	10	22	7	4	9	5	3	2	3	8	2	5	3	6	1	0	1	1	1	1	0	0	1	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	28796	17323	7176	4017	2962	1205	1446	1366	680	1290	938	706	268	364	167	152	169	125	119	223	144	77	93	45	100	64	61	45	60	19	33	41	18	13	17	9	16	7	6	0	3	8	12	3	1	6	5	1	0	2	5	1	4	2	5	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_all	80	48169	27832	12076	7152	5158	2677	2638	2615	1386	1983	1629	1213	618	628	451	355	340	248	229	351	228	142	144	104	133	112	99	99	88	42	81	68	34	39	33	15	26	11	11	6	3	9	16	8	7	9	8	2	3	3	7	3	0	1	1	3	0	1	1	1	0	0	0	1	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	29016	17469	7154	4101	2918	1222	1391	1502	686	1217	997	746	293	348	191	175	175	124	112	227	127	72	94	45	76	61	63	42	51	17	54	47	19	16	18	6	8	4	6	2	3	8	5	5	2	6	8	1	0	2	4	1	0	1	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
