label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north19_active	80	1064	409	934	198	57	121	159	51	37	14	38	12	15	6	1	2	22	0	5	6	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	2081	810	1400	342	152	210	267	79	79	38	77	19	21	11	7	4	17	2	1	8	1	0	4	0	2	1	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	1057	411	925	192	55	115	176	40	40	17	46	14	15	9	1	3	6	1	0	6	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2081	830	1382	307	142	234	238	90	50	39	66	19	10	10	7	7	6	0	6	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1074	406	911	154	70	130	163	50	29	23	42	12	3	6	3	3	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2061	796	1385	283	138	228	273	76	49	39	63	22	10	12	6	7	11	0	11	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	1063	393	905	148	69	135	191	39	29	19	43	12	2	7	2	3	8	0	6	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	2044	791	1357	300	149	227	255	82	43	33	50	23	14	9	7	8	17	4	11	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	1054	383	887	171	79	136	179	45	22	17	36	14	5	4	2	4	12	2	6	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	2091	762	1387	300	150	213	253	87	41	36	47	24	15	13	6	8	14	5	7	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	1068	360	912	181	76	133	170	45	25	21	35	11	5	7	3	5	10	2	6	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_all	80	2096	752	1420	308	135	201	281	84	35	36	40	18	17	12	8	7	13	7	2	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	1058	354	905	185	61	118	184	40	23	19	27	8	8	7	3	3	9	3	2	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	2088	767	1383	313	132	204	263	92	36	41	38	22	19	11	7	4	11	4	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1045	352	881	187	53	126	172	46	22	19	20	9	11	7	3	2	6	1	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2128	791	1393	300	153	201	258	92	43	38	39	18	16	14	8	5	12	4	6	12	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1059	355	860	174	64	122	176	46	27	18	23	10	10	10	2	3	8	1	3	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2125	834	1326	306	134	184	244	81	55	34	43	18	18	13	13	2	14	2	13	12	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1036	376	839	162	57	122	162	42	34	16	26	9	11	8	7	1	8	0	10	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2135	869	1396	301	141	201	206	79	45	31	40	18	19	10	10	5	8	4	13	11	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1027	392	890	152	63	134	131	38	28	20	27	11	11	5	6	2	4	0	10	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2106	859	1444	291	133	200	207	83	55	31	37	20	17	8	12	7	17	3	13	6	4	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	1026	394	956	130	56	136	122	52	34	16	23	13	10	3	8	5	9	0	11	4	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south31_all	80	2216	872	1478	341	145	203	252	97	47	29	59	12	15	8	14	10	17	4	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south31_active	80	1101	426	963	186	73	127	152	48	24	16	36	8	10	2	6	4	13	1	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_all	80	2180	854	1440	339	143	227	263	82	45	32	58	18	7	10	13	9	23	4	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1045	415	972	175	71	143	167	38	21	16	34	12	5	4	5	4	16	1	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2115	840	1408	317	144	220	249	78	49	30	43	17	9	11	7	9	17	5	5	4	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0
0.03	south33_active	80	1008	408	951	175	71	137	152	44	28	18	28	10	5	5	3	5	10	1	1	2	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0
0.03	south34_all	80	2121	817	1392	325	142	219	266	85	54	31	28	18	13	6	9	11	19	5	6	3	3	2	0	2	1	0	0	1	0	0	1	0	0	1	0	0
0.03	south34_active	80	1039	393	918	196	68	130	181	47	33	16	17	9	7	5	4	6	14	3	0	2	3	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0
0.03	south35_all	80	2101	776	1385	314	145	184	241	93	56	36	38	15	15	6	9	8	11	6	5	3	3	2	0	2	1	0	0	1	0	0	1	0	0	1	0	0
0.03	south35_active	80	1068	370	904	186	63	109	165	51	37	15	25	7	7	4	4	5	7	4	0	2	3	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0
0.03	south36_all	80	2096	777	1378	333	154	174	242	99	59	34	48	13	14	9	10	8	11	4	5	3	3	0	0	2	0	1	0	1	0	1	2	0	0	0	0	0
0.03	south36_active	80	1068	379	868	189	60	100	162	51	40	12	31	6	7	5	4	4	8	3	0	1	3	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0
0.03	south37_all	80	2107	759	1409	329	155	166	255	94	45	32	52	16	15	11	12	8	7	4	3	4	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0
0.03	south37_active	80	1066	378	898	188	61	92	169	46	27	12	31	6	7	6	4	3	5	4	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south38_all	80	2136	806	1478	330	176	161	216	88	51	33	50	17	13	14	9	11	10	4	3	4	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
0.03	south38_active	80	1078	406	958	169	72	91	128	47	29	16	31	7	5	6	4	5	8	2	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south39_all	80	2172	789	1531	296	162	164	247	81	47	31	41	16	11	13	7	11	14	5	3	4	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	1100	389	1011	148	73	92	158	48	28	13	24	6	3	6	3	5	8	3	2	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	2158	803	1568	288	149	167	229	88	47	32	32	17	10	12	5	10	22	3	3	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1097	380	1040	133	70	99	146	53	28	13	21	8	3	5	4	5	10	1	2	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
