label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north1_all	80	2079	793	1317	323	133	214	231	78	52	30	58	20	18	11	6	8	19	2	5	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north1_active	80	1020	393	865	175	58	132	152	50	32	11	29	13	9	5	3	4	8	2	3	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north2_all	80	2125	819	1243	319	149	203	197	76	54	32	57	21	13	14	7	5	9	3	5	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north2_active	80	1027	393	772	180	59	128	133	41	32	13	32	11	4	7	2	3	6	2	3	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north3_all	80	2104	798	1144	319	158	191	187	59	44	34	61	24	13	17	8	7	7	2	6	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	1012	379	705	170	61	108	128	31	22	16	33	16	3	9	3	4	5	1	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	2032	779	1064	303	165	173	185	64	43	28	55	21	16	17	8	4	4	1	5	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	968	372	648	155	62	102	115	32	21	13	33	12	6	10	2	2	2	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	1976	783	980	280	167	155	189	66	42	27	47	16	14	18	8	4	4	1	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	944	386	640	138	72	86	119	31	18	13	27	11	6	11	3	3	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_all	80	1965	814	1004	292	174	159	186	67	42	42	58	12	13	16	8	4	9	1	5	8	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north6_active	80	916	390	648	153	80	84	115	28	23	17	31	5	6	11	3	3	7	0	4	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_all	80	1986	856	1095	307	169	187	205	64	40	40	59	14	13	14	12	3	8	2	4	8	1	0	1	2	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north7_active	80	919	394	725	164	84	103	118	24	21	22	36	7	5	7	7	2	7	1	2	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_all	80	1990	868	1221	327	167	197	219	81	45	49	63	14	9	11	13	4	21	5	4	7	2	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north8_active	80	932	420	778	172	74	110	129	43	24	31	41	8	3	6	7	2	21	4	2	6	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2075	848	1295	343	171	222	226	80	55	46	67	16	10	11	14	4	15	4	5	8	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	979	421	824	183	69	127	134	44	28	28	36	7	4	4	9	1	15	4	2	8	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2083	841	1422	324	173	207	230	80	56	40	46	20	7	12	11	3	24	5	2	5	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1001	423	927	163	70	118	146	47	26	24	27	9	3	7	8	0	20	4	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1903	816	1058	284	157	175	227	69	31	33	35	13	9	8	7	5	9	1	3	3	1	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	907	374	684	142	69	102	135	41	9	14	26	8	4	5	5	2	8	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1966	851	1004	274	167	167	202	67	39	35	37	14	10	8	5	7	5	2	2	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	906	376	626	136	72	89	121	40	14	16	26	8	4	3	3	4	3	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2023	799	1074	269	165	153	212	72	48	38	36	14	11	9	6	9	6	3	3	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	921	354	702	129	75	83	131	41	20	19	23	8	4	2	2	6	5	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2039	794	1075	290	155	134	197	63	47	41	41	15	13	13	6	8	4	6	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	933	353	722	130	69	74	131	32	21	23	22	9	6	5	1	5	3	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1976	747	1101	289	150	140	191	74	47	36	36	17	12	11	11	6	7	6	3	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	911	337	740	144	71	75	112	31	20	20	19	12	6	4	5	4	4	4	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1993	776	1217	289	154	167	183	73	49	33	42	16	11	9	14	5	10	5	3	6	1	1	2	3	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north16_active	80	947	364	805	153	74	94	109	30	26	20	27	9	6	3	6	3	5	2	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	2034	797	1305	320	150	188	194	73	59	27	53	16	13	7	13	3	26	3	8	6	1	0	4	4	0	0	0	0	2	0	0	1	0	0	0	0
0.03	north17_active	80	971	385	836	168	64	108	113	35	31	16	28	8	10	3	6	2	21	0	5	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north18_all	80	2068	812	1393	327	160	219	199	74	57	28	78	16	18	7	8	1	35	2	8	10	0	0	5	4	2	1	0	0	2	0	0	1	0	0	0	0
0.03	north18_active	80	1035	399	894	175	70	126	111	42	30	14	45	9	12	6	3	1	25	0	5	5	0	0	2	2	0	1	0	0	2	0	0	0	0	0	0	0
0.03	north19_all	80	2072	814	1421	353	152	213	255	82	75	36	74	18	20	9	5	3	29	1	6	7	0	0	4	1	2	1	0	0	1	0	0	0	1	0	0	0
