label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107
0.03	south23_all	80	5743	2207	1453	2647	2000	842	499	361	265	298	223	282	137	193	260	120	129	101	85	122	84	71	48	41	69	57	29	72	20	26	19	29	28	20	15	20	11	11	11	41	9	10	12	9	9	9	24	4	8	1	15	4	3	2	8	6	6	1	4	2	2	1	0	1	0	1	3	1	2	5	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	3394	552	621	2318	1748	638	242	101	73	164	93	215	46	118	225	62	76	60	22	99	56	41	12	20	57	37	9	63	4	5	3	20	17	8	7	11	7	7	7	36	7	3	3	2	3	7	21	0	5	0	13	1	2	2	7	6	5	0	0	1	0	1	0	1	0	0	2	1	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5753	2149	1427	2687	1825	901	487	365	275	312	230	303	147	225	287	113	117	101	105	115	82	65	52	44	70	71	34	59	21	24	22	28	24	20	24	19	14	12	14	37	8	15	15	6	8	8	10	4	8	3	12	3	12	3	8	8	6	1	2	2	4	1	0	1	0	0	2	1	0	4	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	3448	538	596	2386	1584	683	229	113	73	174	88	241	47	150	244	55	68	56	30	92	57	39	14	19	58	52	14	51	4	5	3	21	14	7	10	13	11	7	10	34	6	6	4	1	3	5	8	0	7	1	10	1	10	3	7	8	5	0	0	1	0	1	0	1	0	0	1	1	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6021	2159	1406	3211	2205	1033	508	390	282	310	244	312	147	246	323	111	106	96	98	142	92	63	58	51	75	101	38	77	18	23	23	29	26	15	23	19	11	13	21	34	8	14	16	4	8	10	21	3	6	3	3	4	19	3	16	6	3	0	2	3	4	1	0	1	0	1	2	0	0	5	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	3713	544	633	2911	1972	811	252	132	92	181	101	261	49	164	280	46	69	59	26	119	66	42	14	25	64	82	18	69	8	5	4	23	19	6	9	14	10	8	17	32	5	6	4	1	2	7	18	0	5	2	2	1	15	3	13	5	3	0	0	2	0	1	0	1	0	0	1	0	0	4	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6336	2153	1394	3685	2617	1135	527	364	286	326	237	365	153	244	346	118	105	91	99	142	96	66	52	54	94	114	39	74	21	18	28	30	25	14	21	15	12	12	29	34	11	12	7	4	8	7	23	2	6	5	5	3	20	3	18	5	0	0	0	3	3	0	0	2	1	1	5	2	0	5	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	4058	570	651	3370	2395	895	264	127	97	200	99	299	51	167	300	51	67	56	23	118	73	50	11	29	84	101	20	65	9	5	4	25	19	5	11	12	11	6	23	34	9	6	2	1	3	4	20	1	4	4	3	1	17	1	16	4	0	0	0	2	0	0	0	1	1	0	5	2	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6515	2150	1457	3918	3076	1181	559	376	302	372	250	387	151	222	374	102	119	92	96	145	99	67	50	62	94	134	44	92	24	16	30	40	15	15	20	14	10	10	28	29	10	9	6	8	8	11	22	2	7	7	8	2	10	2	16	5	0	0	0	3	1	0	0	2	1	1	14	2	0	4	3	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	4346	613	728	3614	2848	959	304	138	106	245	121	318	48	158	325	45	77	58	23	118	74	52	8	39	86	123	25	85	10	3	5	36	11	6	10	11	9	5	23	28	9	5	2	2	2	7	18	1	4	4	6	0	8	0	14	4	0	0	0	3	0	0	0	1	1	0	13	2	0	3	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6518	2199	1467	3982	3099	1179	530	372	314	348	256	395	153	187	370	108	121	99	91	143	98	78	46	48	85	146	47	114	29	22	30	50	12	12	14	21	8	14	31	30	13	5	7	6	14	9	25	4	5	5	8	3	8	3	13	3	1	0	1	2	2	0	1	3	1	1	14	2	0	4	2	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	4387	637	748	3670	2869	953	292	133	111	232	128	324	55	120	317	55	79	60	25	119	77	58	9	30	77	139	29	103	13	4	4	44	10	5	9	15	6	6	27	29	10	2	2	1	4	6	21	2	3	3	7	2	8	1	13	3	0	0	1	1	0	0	0	2	1	0	13	2	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6624	2131	1517	3934	3027	1190	514	378	296	351	250	372	132	192	393	98	132	107	84	149	89	79	46	50	88	134	45	125	27	17	24	40	13	10	13	26	21	11	24	26	12	5	5	6	13	6	21	5	7	5	8	3	12	1	18	2	2	1	1	2	1	0	1	3	0	2	9	4	0	0	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	4488	609	762	3644	2797	969	271	120	100	221	126	311	47	127	350	59	88	60	23	128	70	55	11	33	77	129	29	113	10	4	3	35	10	3	6	18	16	6	19	25	8	2	1	1	3	4	18	3	5	2	7	2	11	1	18	2	0	0	1	1	0	0	0	2	0	0	8	4	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6719	2148	1452	3947	2933	1241	496	391	308	335	241	347	122	197	360	122	140	114	79	144	82	81	46	49	76	144	45	119	34	20	22	38	18	10	13	34	34	12	14	41	11	5	5	5	11	4	26	5	5	5	5	3	10	1	18	1	3	2	2	2	1	2	3	3	1	3	2	2	4	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	4489	613	720	3656	2715	1021	259	124	106	209	116	289	44	131	315	72	97	60	25	125	67	56	16	34	67	137	29	103	12	8	3	32	14	5	9	24	27	7	11	39	7	2	2	1	3	2	23	3	4	1	4	2	9	1	17	1	1	0	1	0	0	2	0	2	1	0	0	2	4	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5771	2124	1407	2498	1966	951	500	394	281	325	223	254	169	203	314	110	128	104	96	106	85	53	48	49	68	86	28	82	25	21	20	23	18	21	9	15	15	6	19	28	17	3	10	7	6	5	12	2	6	3	5	4	2	3	8	6	3	1	1	1	0	8	3	0	0	0	1	0	1	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
0.03	south31_active	80	3398	515	575	2168	1734	716	248	108	102	171	86	185	59	129	260	42	75	51	21	76	49	27	6	33	55	73	12	72	8	2	3	19	11	14	3	13	10	3	13	26	13	1	3	0	4	2	11	0	5	1	5	1	2	0	7	6	2	0	0	0	0	8	1	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south32_all	80	5753	2179	1406	2505	1933	853	488	401	279	310	223	278	166	194	326	117	140	98	81	116	84	49	47	38	67	96	31	116	23	22	25	25	18	13	11	17	20	8	17	28	18	6	8	8	9	5	20	2	10	4	7	5	1	4	7	5	3	0	1	0	0	6	3	0	0	0	2	1	2	0	0	0	5	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0
0.03	south32_active	80	3424	521	585	2174	1679	644	236	113	98	165	78	203	55	121	275	46	88	47	17	84	43	24	10	25	53	82	16	109	5	2	5	24	13	10	6	11	12	5	12	23	14	3	2	1	4	3	17	0	7	2	7	1	1	0	7	5	3	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south33_all	80	5782	2197	1390	2468	1901	908	499	386	300	317	241	242	152	204	353	107	154	91	87	152	87	55	49	38	65	110	34	104	20	22	24	29	13	19	12	20	21	11	19	20	8	8	6	4	8	4	21	2	6	5	2	4	6	4	4	7	3	0	1	0	0	0	2	0	1	0	6	1	2	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0
0.03	south33_active	80	3407	522	587	2135	1615	677	246	123	100	165	81	170	46	131	293	46	104	44	16	120	47	31	9	22	47	93	18	96	6	3	6	27	12	12	8	14	13	6	16	17	5	3	3	1	4	3	18	0	3	1	2	2	5	0	4	7	3	0	0	0	0	0	1	0	0	0	3	0	2	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south34_all	80	5862	2154	1422	2755	2002	915	511	382	312	309	243	283	161	233	329	117	154	94	74	147	77	50	41	44	82	104	30	107	23	27	28	28	10	17	14	23	24	13	15	40	12	8	7	4	6	4	13	3	8	5	5	3	6	4	3	4	1	1	1	0	0	3	2	0	1	1	6	1	3	0	2	0	3	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0
0.03	south34_active	80	3512	497	612	2437	1723	702	249	123	95	167	82	207	46	156	270	57	114	45	17	118	38	32	10	29	58	90	18	100	6	4	6	23	9	11	9	14	16	8	12	37	6	3	4	1	1	2	10	0	3	1	4	1	5	0	3	4	1	1	1	0	0	2	1	0	0	0	3	0	3	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south35_all	80	6009	2090	1437	3256	2316	1064	548	341	301	343	212	298	164	226	370	125	181	94	76	154	97	52	48	49	85	103	33	95	18	26	28	27	11	18	18	21	19	14	24	51	11	10	7	6	4	3	11	4	9	4	10	3	12	4	7	8	1	1	1	0	0	3	2	0	1	1	4	3	1	0	2	0	3	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3744	525	649	2945	2060	823	284	114	95	201	75	233	54	158	310	67	136	51	14	125	59	30	13	29	67	88	19	86	7	6	7	22	11	10	11	13	15	7	20	50	7	4	4	2	2	1	10	0	3	0	9	1	10	0	7	8	1	1	1	0	0	2	1	0	0	0	3	2	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6037	2136	1401	3586	2565	1100	541	328	310	360	212	335	176	225	372	129	164	91	74	133	88	59	57	55	95	103	39	88	20	24	23	37	13	12	15	18	26	14	24	44	12	9	6	5	5	2	5	5	8	2	12	3	6	3	9	7	1	1	2	0	0	4	2	0	0	1	0	2	1	0	0	1	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	3820	555	667	3280	2320	875	280	115	99	216	85	255	59	156	325	66	121	49	17	108	55	32	20	33	79	94	22	78	6	6	6	30	12	6	9	12	19	7	17	43	8	4	3	2	2	0	5	0	2	0	11	1	5	0	8	7	1	1	1	0	0	3	1	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6050	2171	1426	3552	2651	1088	536	342	299	346	218	337	174	218	355	124	162	89	72	111	87	65	54	60	97	93	35	100	14	20	23	42	26	15	15	17	23	20	30	44	11	8	3	5	4	2	8	5	5	3	10	3	6	4	8	5	1	1	4	1	1	4	1	0	0	1	0	2	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	3857	563	676	3253	2406	856	274	119	103	217	96	263	64	149	319	62	117	55	19	88	65	40	20	38	87	83	15	87	4	4	7	35	20	10	7	14	19	8	23	42	8	3	2	3	2	0	8	0	2	0	10	2	5	0	7	5	1	1	3	0	0	3	0	0	0	0	0	2	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5964	2217	1399	3123	2425	1015	492	333	290	307	214	341	152	195	329	115	141	88	73	115	80	67	51	57	88	78	42	82	15	20	21	33	30	20	16	16	17	15	23	29	11	15	5	3	4	2	7	4	5	4	5	5	2	1	13	2	1	0	3	1	1	2	1	0	0	0	0	2	0	0	0	1	0	3	0	0	2	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	3686	546	636	2802	2173	785	235	116	99	190	93	250	48	130	299	60	95	48	16	92	62	41	18	39	76	67	14	69	3	3	6	22	23	12	7	13	12	4	17	27	9	7	3	2	2	0	7	0	2	0	5	3	0	0	12	2	1	0	2	0	0	2	0	0	0	0	0	2	0	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6001	2171	1388	2904	2339	952	488	335	273	301	232	344	145	178	273	134	133	84	62	128	78	75	46	55	81	66	40	81	22	21	20	23	29	21	17	16	12	17	24	32	10	10	2	2	2	3	12	4	3	6	5	5	6	2	6	8	0	1	4	1	2	2	1	3	0	0	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	1	1	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	3661	512	593	2573	2071	717	242	106	94	166	98	255	44	107	239	69	83	43	14	99	63	49	8	43	65	55	11	71	7	3	7	11	21	11	11	13	10	7	18	30	9	5	1	1	0	0	12	0	3	1	4	4	5	1	6	8	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6068	2166	1356	2838	2292	976	484	347	280	317	234	343	156	202	326	122	142	86	65	127	85	64	41	62	65	75	43	80	27	22	25	24	29	25	18	15	15	15	24	30	7	13	7	3	3	7	10	4	3	6	9	3	6	2	5	9	1	1	2	1	2	2	0	4	1	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	3719	505	570	2503	2042	735	238	99	89	185	98	260	48	141	283	62	91	34	15	97	66	35	7	46	47	63	14	72	7	2	6	13	22	11	12	12	11	7	15	29	5	8	3	1	2	1	9	0	3	1	8	2	5	1	5	8	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
