label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112
0.03	south27_active	80	2185	3771	902	206	169	258	730	150	133	155	92	265	343	196	21	352	53	34	237	15	10	7	81	28	63	6	15	8	21	95	44	12	7	5	9	8	2	5	2	8	31	9	8	7	1	0	1	1	2	5	0	5	1	2	1	20	3	0	0	2	1	3	15	2	0	1	1	1	3	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4088	4590	1453	732	510	488	835	314	243	231	185	344	422	253	91	412	103	78	280	50	34	41	112	44	83	32	31	20	33	80	35	20	18	7	18	11	6	11	10	12	31	12	9	12	5	3	4	2	10	2	1	6	2	2	1	21	0	0	1	4	3	4	13	2	1	4	1	1	3	0	0	0	1	0	0	6	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2153	3973	940	202	162	259	712	144	131	147	95	287	367	191	22	377	60	44	257	14	11	7	91	28	69	8	15	7	25	74	26	15	10	3	12	8	3	7	2	7	28	9	7	7	3	0	1	1	8	2	0	5	1	1	1	20	0	0	0	3	1	1	13	2	0	2	1	1	3	0	0	0	0	0	0	6	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4043	4143	1401	710	516	514	798	305	260	240	196	311	411	230	89	316	102	83	255	46	35	43	98	38	76	27	27	25	34	58	32	25	12	5	11	11	5	12	11	12	18	11	7	11	6	2	6	3	8	1	1	4	1	1	1	16	1	0	2	5	2	3	2	1	1	4	0	1	3	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2008	3523	854	200	167	247	662	131	139	134	102	245	350	176	23	283	62	43	230	12	9	11	74	17	58	6	15	9	23	48	25	16	7	2	8	6	2	6	2	9	17	9	6	5	4	0	1	2	7	1	0	3	0	1	1	15	1	0	0	4	0	1	2	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3786	3595	1321	704	483	500	673	279	244	235	175	279	316	205	102	260	88	81	211	49	45	48	88	40	71	31	30	22	38	45	27	19	11	7	9	20	4	14	11	10	8	6	10	11	5	2	4	4	10	2	1	3	2	1	5	2	4	0	3	5	3	1	0	1	1	5	1	0	0	3	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1646	2880	713	206	146	219	534	107	124	111	79	205	255	137	29	226	47	37	186	11	14	11	68	21	54	7	15	8	25	32	23	9	6	0	7	10	2	6	0	7	8	5	7	4	4	0	0	1	9	2	0	1	0	0	4	1	2	0	0	3	1	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3826	3749	1264	700	498	432	799	290	250	230	190	249	289	214	92	353	99	56	153	58	44	43	70	31	43	28	20	25	34	37	22	16	18	14	7	13	10	6	12	10	16	9	12	11	2	5	3	3	2	1	1	2	2	1	1	6	1	4	3	2	1	0	7	1	1	0	1	0	0	0	4	0	0	1	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south31_active	80	1773	3112	746	170	134	178	679	112	121	122	91	189	238	171	19	315	61	28	136	15	10	10	52	16	33	12	12	10	29	31	20	12	6	3	5	8	0	1	3	5	15	1	10	8	1	4	1	1	1	1	0	1	0	0	0	6	1	3	1	2	0	0	7	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south32_all	80	3896	4220	1300	664	540	439	842	297	269	240	181	270	343	225	95	396	108	49	209	51	35	39	63	27	55	28	30	24	33	52	37	16	11	12	4	11	11	7	9	14	18	14	5	10	4	5	6	3	2	2	2	4	2	2	0	0	0	3	4	2	1	0	6	2	2	0	2	2	0	2	4	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south32_active	80	1892	3594	798	175	158	192	730	122	141	138	85	207	291	173	22	362	74	26	193	11	10	9	44	12	45	11	18	11	27	46	32	11	5	1	2	5	2	1	3	9	16	7	2	7	2	4	4	1	1	1	0	1	0	0	0	0	0	3	1	2	0	0	6	0	2	0	1	2	0	2	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south33_all	80	3912	4662	1377	675	549	457	937	297	277	252	196	335	411	242	97	441	117	65	269	42	45	37	65	29	72	32	30	21	33	62	44	25	4	5	4	16	10	5	10	11	31	12	7	10	4	3	9	2	3	2	2	5	0	2	0	2	5	0	4	1	2	0	6	2	1	0	2	2	1	2	3	1	0	0	4	0	0	0	1	3	0	0	1	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	1985	4037	888	194	166	220	826	133	149	161	96	270	352	186	26	410	85	39	256	13	16	10	46	15	58	9	19	7	26	55	39	20	3	1	1	7	2	0	3	9	29	7	2	8	2	2	5	1	2	1	0	2	0	0	0	0	2	0	0	1	1	0	6	0	1	0	1	2	1	2	0	1	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_all	80	3934	4570	1349	686	518	484	897	289	259	226	185	316	441	241	103	345	100	78	305	44	51	41	64	29	74	28	37	23	31	75	63	23	4	5	5	14	11	5	9	14	36	12	12	4	3	3	8	2	4	3	3	6	0	3	0	6	5	2	2	1	1	1	14	2	1	0	3	2	2	2	1	3	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1995	3925	900	195	157	223	784	138	142	154	78	261	394	183	27	324	66	45	286	15	13	13	46	13	56	4	25	12	20	66	56	19	2	1	2	5	6	0	1	11	33	12	7	3	2	1	6	0	3	2	1	2	0	1	0	4	2	0	0	1	1	0	14	0	1	0	2	2	1	2	0	3	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3906	4472	1375	690	510	479	879	277	267	235	163	283	444	246	105	368	93	77	356	43	54	41	66	29	84	28	30	32	34	87	64	27	7	8	4	13	14	3	10	10	48	9	12	8	2	2	10	4	3	6	5	3	0	2	0	9	7	3	1	0	1	1	13	0	1	1	3	0	2	2	2	4	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1960	3782	893	198	135	213	773	125	151	155	70	234	395	192	31	355	65	46	334	18	14	15	47	15	66	3	17	19	24	79	60	20	3	3	1	6	7	0	1	7	45	9	8	8	1	1	8	1	3	6	1	1	0	1	0	7	4	0	0	0	1	0	13	0	1	0	2	0	1	2	1	4	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4006	4467	1419	697	509	475	858	305	269	227	157	294	396	232	106	382	70	84	355	47	49	47	62	30	85	27	30	26	38	68	69	30	9	10	9	10	14	3	8	13	40	12	13	9	4	3	6	4	4	5	5	2	0	5	0	10	4	4	1	0	1	1	13	0	0	2	3	0	4	3	1	3	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2015	3810	920	201	135	221	745	146	154	135	72	245	357	191	23	368	48	54	333	24	10	16	52	15	70	2	16	20	25	60	65	21	3	5	5	7	5	0	1	7	39	12	11	9	1	1	4	1	2	5	1	1	0	3	0	10	4	0	1	0	0	0	13	0	0	1	3	0	2	3	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3811	4010	1335	723	542	462	736	294	266	225	150	289	340	213	99	345	61	80	251	48	47	52	57	30	83	23	24	28	38	64	63	30	9	11	11	6	10	5	6	11	36	9	11	11	6	2	6	5	5	6	6	5	1	5	0	10	4	4	1	0	1	1	4	0	1	2	1	0	2	5	1	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1816	3314	813	225	143	199	613	124	138	114	70	237	292	161	24	322	42	44	229	19	11	15	44	20	69	3	10	19	27	56	57	18	4	6	6	5	3	0	0	6	36	8	10	10	2	1	4	2	2	6	1	4	0	3	0	10	4	2	1	0	0	0	4	0	1	1	1	0	1	5	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3699	3250	1267	718	554	449	621	281	243	230	158	256	282	178	90	283	56	73	199	55	46	51	51	30	72	16	20	31	35	33	56	17	12	12	17	9	7	9	10	7	21	4	8	11	6	2	3	7	5	2	5	6	2	5	0	3	2	3	2	0	1	1	1	0	1	1	1	0	2	6	0	2	1	1	0	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1578	2533	707	225	157	174	474	114	109	100	72	192	213	123	20	257	37	35	177	15	13	11	42	20	57	3	6	18	23	26	50	10	5	4	9	6	1	3	0	3	18	3	6	8	2	1	0	3	1	2	1	4	0	2	0	3	2	2	2	0	0	0	1	0	1	1	1	0	1	5	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3490	2623	1147	728	538	438	562	285	240	200	155	213	222	146	78	168	67	59	129	52	43	44	40	28	56	17	17	26	38	29	47	14	12	8	18	7	6	9	12	6	9	4	8	14	5	1	3	7	3	1	4	5	2	3	0	3	3	2	2	0	2	1	1	0	1	0	0	0	1	6	0	1	0	1	0	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1287	1875	588	231	154	148	391	107	88	85	67	153	148	85	21	134	32	24	105	10	13	8	28	16	38	4	7	11	24	20	39	6	5	1	12	1	2	3	1	3	5	2	5	10	2	1	0	3	1	1	1	3	0	1	0	3	2	2	1	0	0	0	1	0	1	0	0	0	1	5	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3494	2338	1066	739	552	432	503	281	244	224	174	179	202	134	71	145	69	60	140	45	47	33	44	29	39	24	26	30	40	20	33	12	12	9	19	15	7	8	12	8	16	3	7	12	2	0	5	5	3	1	3	6	1	1	1	1	3	1	2	0	2	2	3	0	0	1	0	0	0	3	1	1	0	1	0	2	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1231	1585	534	202	151	143	336	102	84	93	57	118	133	75	20	116	29	28	113	8	15	5	25	11	26	6	11	13	26	10	27	6	6	2	11	6	2	3	1	4	10	1	4	8	0	0	1	3	0	1	1	4	0	0	0	0	1	1	1	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
