label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103
0.03	north1_all	80	2892	3488	768	644	460	384	353	215	249	299	167	254	356	151	258	100	197	69	44	97	42	28	26	30	44	22	15	21	45	19	14	14	11	20	14	18	18	9	4	6	15	13	7	3	8	7	2	1	1	5	1	5	0	2	5	3	2	1	1	6	0	14	1	0	1	0	1	0	1	1	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	1431	2265	348	341	229	209	194	87	143	178	90	148	232	80	174	68	147	51	17	62	22	13	12	12	33	10	6	8	30	8	9	2	6	12	8	12	11	5	1	5	12	5	2	1	4	6	2	1	1	2	1	2	0	2	4	2	2	1	1	6	0	13	1	0	1	0	0	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	2899	3644	782	651	436	378	320	235	257	291	191	253	434	162	262	88	199	60	47	69	40	24	26	35	50	19	16	23	48	17	22	15	13	24	8	20	20	8	3	7	10	20	7	2	6	3	2	1	1	5	2	7	3	5	6	3	1	1	1	8	0	3	0	0	0	0	1	1	1	1	0	0	0	5	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	1453	2369	362	348	218	185	178	102	153	177	108	150	309	78	173	66	154	42	17	39	22	11	14	13	42	8	7	13	30	7	14	5	8	17	5	13	16	6	0	7	7	13	2	1	2	3	2	1	1	2	2	4	2	4	5	1	1	1	1	7	0	3	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	2857	3559	788	620	422	372	302	234	271	274	197	238	452	165	284	93	202	72	48	65	33	30	27	29	42	20	16	26	50	22	29	16	11	35	7	18	21	9	3	6	12	13	8	2	12	2	1	2	2	2	2	6	3	4	5	1	0	0	1	8	0	0	0	1	0	0	0	1	2	2	0	0	0	5	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1446	2279	372	338	205	190	164	97	164	173	110	148	330	83	186	62	144	41	23	36	18	13	15	11	38	7	11	19	34	11	18	4	5	23	4	11	16	7	0	6	9	8	3	0	8	2	0	1	2	1	2	4	2	3	5	0	0	0	1	7	0	0	0	1	0	0	0	0	1	1	0	0	0	5	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2827	3501	798	658	437	392	301	225	268	259	200	212	454	179	256	113	187	65	47	78	32	31	28	25	46	16	18	24	38	20	25	15	12	28	7	12	20	7	5	6	8	11	6	2	11	3	2	2	3	5	1	3	3	5	2	1	1	0	0	2	0	0	1	2	0	0	0	1	1	3	0	1	0	5	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1419	2299	373	375	229	202	169	104	152	170	114	151	318	96	174	70	131	33	21	49	20	13	16	11	38	5	11	17	27	12	16	4	4	18	4	6	14	3	0	4	6	9	4	1	8	2	0	1	2	4	1	3	2	3	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2850	3477	813	646	420	368	335	204	273	254	198	215	400	194	260	113	155	75	42	86	36	32	29	24	40	14	17	30	34	23	18	12	10	30	7	12	16	4	3	6	5	7	4	3	11	3	2	2	5	7	2	0	3	2	2	0	1	1	0	5	0	1	1	2	0	0	0	0	1	2	0	1	0	5	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1383	2306	381	347	222	185	184	90	146	173	113	140	269	122	185	65	98	39	21	59	21	13	18	11	30	4	11	21	25	14	13	2	4	21	4	7	11	1	0	2	4	2	3	1	8	2	0	1	4	4	1	0	1	1	1	0	1	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2866	3380	783	639	405	384	334	203	281	270	180	223	370	170	260	99	143	63	36	85	30	33	28	17	36	19	16	34	31	25	15	13	11	28	5	11	14	2	5	9	5	14	5	3	5	4	2	2	6	7	2	1	2	2	3	2	1	1	2	4	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1379	2238	365	332	201	204	187	96	146	170	100	132	239	113	188	55	90	35	15	57	18	16	18	9	27	8	8	20	19	17	11	2	5	15	3	7	10	0	3	4	4	8	3	1	3	2	0	1	4	3	1	0	1	1	2	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2816	3447	797	666	389	403	322	198	276	269	170	245	322	169	252	80	140	57	39	91	29	34	27	20	26	18	15	38	35	22	12	15	14	34	6	13	11	3	5	8	7	15	5	4	4	8	3	2	5	8	2	1	4	0	7	3	1	2	3	6	0	1	0	0	2	0	0	0	2	1	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1353	2204	375	345	184	203	182	93	157	158	100	142	217	110	176	46	87	33	14	55	19	16	19	11	19	8	10	19	22	15	7	7	8	19	3	9	9	2	4	2	5	10	2	2	2	5	0	1	3	3	1	0	3	0	6	2	1	2	0	4	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2827	3368	818	671	406	414	344	192	262	269	168	234	365	147	255	86	174	49	42	80	27	30	21	15	38	24	18	35	38	20	14	17	18	36	7	10	14	6	7	7	11	14	5	4	4	8	5	2	8	4	2	2	3	0	8	4	3	3	4	4	0	0	0	0	2	0	0	0	3	2	3	0	3	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
0.03	north8_active	80	1334	2146	384	366	177	217	194	89	148	146	103	144	263	91	176	57	104	26	19	47	14	13	12	8	29	10	9	18	21	14	9	10	9	20	4	7	11	3	4	2	8	13	2	3	3	6	2	1	4	2	1	0	2	0	7	3	0	2	0	3	0	0	0	0	1	0	0	0	2	1	0	0	2	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	2798	3470	805	710	428	410	312	205	233	248	163	250	388	137	247	106	185	53	45	67	27	22	23	16	38	19	20	43	33	20	13	14	19	31	13	12	14	6	6	10	10	9	7	5	7	7	5	3	4	4	2	4	3	1	9	2	3	2	2	3	0	1	0	0	2	0	1	0	3	3	4	0	3	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0
0.03	north9_active	80	1343	2232	375	379	196	217	175	92	124	136	94	157	278	78	153	67	118	27	20	43	15	10	14	9	28	7	9	18	22	10	8	11	9	21	8	7	8	3	3	7	7	7	2	3	5	5	2	3	1	2	1	2	2	0	6	2	0	1	0	2	0	1	0	0	0	0	1	0	2	1	0	0	2	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	2847	3615	799	660	444	408	343	217	234	235	149	243	397	127	250	115	179	54	49	72	36	22	20	13	48	22	24	44	24	21	9	11	19	28	14	8	20	6	8	8	9	21	4	7	6	1	4	3	4	3	1	5	2	1	5	1	4	2	3	3	0	3	0	0	1	0	1	0	2	3	4	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
0.03	north10_active	80	1348	2342	380	347	214	216	198	98	120	137	83	154	294	71	154	68	114	26	24	45	20	7	11	7	34	7	10	22	16	9	8	8	8	20	10	4	13	3	5	5	5	17	1	4	5	1	2	3	1	2	0	2	1	0	2	1	0	1	1	2	0	2	0	0	0	0	1	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	2808	3353	864	683	450	440	333	215	254	274	132	252	420	159	268	86	155	69	48	74	34	27	28	21	40	12	11	31	67	9	5	13	9	17	12	17	17	3	3	9	8	11	6	5	8	4	6	1	3	16	3	0	5	2	0	0	3	0	1	2	2	1	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	1325	2113	435	349	232	209	203	108	139	165	69	155	294	94	174	53	106	41	25	41	15	13	15	6	27	8	5	18	43	5	4	6	4	9	9	8	9	1	1	5	7	7	2	1	4	3	1	1	2	11	0	0	3	0	0	0	2	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2771	3183	846	708	431	434	333	205	229	288	134	255	400	152	249	103	204	76	33	67	37	31	26	19	52	12	19	22	60	9	6	13	10	17	12	13	12	2	4	9	6	10	5	6	10	6	4	3	3	12	3	1	4	2	0	1	4	0	1	2	3	2	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	1291	2008	402	377	229	224	195	107	125	173	75	155	251	91	163	65	140	42	19	38	20	16	15	6	36	6	9	11	39	4	6	7	5	9	8	6	7	1	0	4	5	7	2	2	5	3	0	3	3	10	0	0	3	0	0	1	3	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2753	3044	835	656	429	443	340	218	217	276	150	268	340	164	215	89	198	75	31	71	30	33	23	20	50	19	22	24	62	17	12	13	9	14	13	10	8	3	8	15	5	10	4	4	5	6	7	3	3	12	3	1	1	2	1	1	5	1	2	1	2	2	0	1	0	5	0	0	2	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	1284	1953	382	349	230	238	188	110	120	160	87	178	211	102	138	55	141	43	16	45	20	16	12	8	30	7	9	15	37	10	9	5	5	7	9	5	5	2	4	8	4	7	1	1	4	3	2	3	3	10	2	0	1	0	1	1	5	0	2	1	1	0	0	1	0	3	0	0	2	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2739	3083	817	670	407	404	330	196	201	244	171	252	331	162	195	83	188	74	30	63	32	38	28	20	47	28	23	29	47	18	14	17	9	23	11	5	12	3	11	10	5	8	4	2	4	5	7	2	5	14	3	2	3	1	1	1	3	2	1	1	1	1	0	1	0	5	0	0	2	1	2	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	1295	2016	389	355	199	214	169	97	109	139	105	165	202	110	129	47	123	43	15	46	19	18	12	11	26	8	13	18	23	10	8	6	4	16	7	4	9	2	6	6	4	7	1	1	3	3	2	2	5	12	3	0	3	0	1	1	3	1	1	1	0	0	0	1	0	3	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north15_all	80	2782	3256	804	667	437	400	329	201	234	227	174	242	367	155	192	81	175	91	34	61	35	40	30	22	41	27	24	25	38	21	18	12	15	26	10	4	13	6	9	8	7	14	3	0	3	4	4	2	3	7	3	4	2	0	2	0	3	2	1	1	1	1	0	0	0	7	0	0	2	0	2	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	1313	2103	380	342	206	203	170	88	133	127	114	158	245	99	124	43	113	57	13	45	21	16	12	11	21	9	13	20	21	12	7	2	7	19	7	4	10	3	7	5	3	10	0	0	3	3	2	2	3	6	3	3	2	0	2	0	2	1	1	1	1	0	0	0	0	4	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	2832	3446	802	665	421	385	348	193	249	235	184	254	401	145	213	90	181	89	30	74	42	37	31	23	35	24	26	25	45	19	16	11	15	24	9	7	16	5	6	9	11	10	3	1	3	3	5	1	4	6	1	4	6	1	3	1	1	3	2	0	2	0	1	0	1	5	0	0	0	0	2	0	4	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
