label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	69586	17875	9906	5141	2999	4219	1572	1796	921	619	864	307	269	248	162	96	97	55	50	49	24	25	23	13	10	16	5	6	1	1	5	4	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	42875	9359	5239	2536	1341	2591	751	1089	491	311	545	129	136	129	86	34	52	19	23	29	11	9	13	3	5	5	3	1	1	1	3	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	68313	17599	10006	5128	3016	4174	1514	1817	905	627	798	301	266	242	154	99	85	57	46	58	21	23	23	13	15	16	6	5	3	0	4	6	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	42109	9123	5289	2477	1335	2543	710	1083	491	316	477	133	137	127	74	33	35	19	22	35	10	9	11	6	10	8	3	1	2	0	3	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	65814	17358	9742	4982	3062	4068	1457	1808	954	578	818	285	267	239	149	95	79	51	47	56	23	21	28	20	14	7	9	3	2	0	1	5	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	40333	8997	5112	2381	1366	2483	673	1075	531	287	517	124	133	130	63	33	36	19	25	36	9	10	16	13	10	4	6	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	63903	16820	9562	4942	3124	3826	1439	1750	924	569	756	311	255	220	156	95	75	54	43	54	26	15	31	22	13	11	8	1	3	0	0	3	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	38853	8565	4997	2324	1418	2283	652	1012	498	273	472	142	131	109	69	38	35	25	20	33	10	7	18	14	9	8	5	0	2	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	62354	16550	9356	4861	3122	3735	1418	1704	945	530	757	323	246	238	180	102	74	55	35	48	25	17	30	19	10	12	7	1	3	0	4	2	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	37605	8404	4875	2320	1457	2180	648	1006	521	258	486	151	126	125	74	41	34	25	13	27	11	8	17	15	5	8	4	1	1	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
