label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	57426	14093	11959	7760	4951	2034	1538	2772	795	640	833	658	303	147	150	134	67	48	49	34	33	29	23	13	23	14	9	4	4	3	2	3	8	8	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	33628	6522	6843	4485	2864	973	706	1849	386	348	500	463	175	74	81	73	28	26	32	18	14	16	14	7	17	4	5	2	3	2	1	1	8	6	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north2_all	80	56780	14015	11921	7529	4977	2048	1541	2689	825	656	855	670	308	137	144	144	68	50	65	31	32	29	19	13	29	10	7	5	6	3	4	2	8	7	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	33226	6491	6802	4453	2873	1000	708	1767	415	355	513	434	165	71	79	69	32	25	40	19	11	17	13	6	20	4	3	2	5	2	3	0	8	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north3_all	80	56686	14088	11994	7452	4942	2092	1534	2595	811	720	807	680	306	128	138	157	78	50	67	31	23	28	31	13	18	6	3	5	9	3	3	0	10	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	33188	6512	6965	4422	2886	1003	711	1637	382	394	475	448	159	63	74	87	41	25	40	18	9	16	20	4	13	3	1	1	5	2	3	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	57107	14122	12010	7321	5002	2137	1483	2532	811	728	807	700	296	137	140	166	82	50	66	32	19	24	39	13	15	3	7	4	8	3	4	0	10	3	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	33538	6535	6987	4288	2939	1028	694	1622	371	375	484	460	147	65	74	91	43	25	38	17	6	15	28	7	10	2	4	1	4	2	2	0	8	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	57118	14083	12004	7474	5040	2130	1490	2405	825	705	832	674	310	147	123	160	81	46	58	43	12	24	48	16	22	8	18	2	5	3	3	0	4	2	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0
0.03	north5_active	80	33489	6453	6934	4338	2910	1021	685	1550	391	363	503	458	160	72	60	103	48	22	34	24	5	12	37	10	15	3	8	1	1	2	1	0	2	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0
0.03	north6_all	80	57476	14117	11830	7529	5018	2153	1497	2302	824	696	819	721	306	166	127	149	88	48	57	43	20	32	46	22	20	9	20	1	3	0	3	4	5	2	0	1	1	0	2	2	2	0	0	0	0	0	1	0	0
