label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	56680	19602	8781	5184	3754	2466	2563	1322	1400	1308	478	629	282	491	145	191	121	105	53	84	76	30	23	18	13	6	10	4	3	3	6	2	2	3	0	0	1	0	2	0	0	1	0	1	0	0	0	0
0.03	north1_active	80	38281	11118	2108	1174	1588	1046	1934	554	1041	1098	200	511	118	440	37	150	91	83	15	70	63	7	13	10	11	3	6	1	2	1	3	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	56730	19613	8757	5334	3687	2444	2513	1252	1325	1319	479	684	281	509	154	192	142	98	50	92	96	31	26	26	14	4	14	5	5	4	4	1	1	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	38459	11033	2141	1154	1555	1052	1883	521	970	1102	203	571	135	456	46	155	120	78	20	73	85	7	15	16	12	1	9	1	3	1	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	56458	19534	8749	5308	3801	2488	2499	1250	1253	1193	474	718	277	493	145	240	126	100	52	98	80	27	30	27	29	2	13	4	5	4	4	3	2	2	2	0	1	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_active	80	38166	10899	2091	1169	1552	1085	1846	530	912	997	203	614	132	443	52	203	104	78	22	74	71	2	21	17	27	1	11	0	4	1	2	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	56233	19528	8760	5272	3697	2382	2547	1215	1251	1140	481	791	283	521	142	228	144	77	41	82	84	30	36	21	29	1	26	6	5	2	2	5	1	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	37915	10980	2081	1154	1490	1005	1889	508	905	939	209	697	123	467	52	191	119	59	16	62	76	5	29	16	27	0	24	1	4	1	1	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	55964	19691	8812	5312	3639	2445	2548	1232	1257	1051	506	761	283	494	137	228	136	70	44	75	49	20	44	28	22	3	27	7	4	1	0	7	1	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0
0.03	north5_active	80	37552	11197	2114	1171	1455	1020	1917	512	922	824	214	673	111	450	43	189	107	51	13	58	43	5	40	23	20	1	24	1	2	1	0	5	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	55653	19762	8792	5256	3592	2410	2566	1216	1327	1115	514	716	281	499	155	209	144	76	44	58	67	26	38	25	13	6	27	5	7	1	2	8	0	1	1	2	0	0	1	1	1	0	0	0	0	0	0	0
0.03	north6_active	80	37407	11377	2147	1175	1466	1019	1953	491	978	875	227	631	109	453	41	168	115	53	9	46	59	7	35	22	11	5	24	1	2	0	1	6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	55648	19967	8830	5345	3636	2427	2634	1223	1333	1185	494	672	295	533	152	205	141	79	45	61	66	19	41	25	32	10	21	8	8	1	2	4	2	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	37319	11566	2141	1209	1510	1025	1999	498	956	953	209	576	128	486	35	168	111	56	8	48	54	6	35	21	30	7	18	3	3	0	1	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	55781	20019	8939	5302	3661	2458	2738	1197	1359	1182	473	668	275	603	157	196	136	95	46	59	80	13	23	22	33	12	17	8	6	2	2	9	4	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	37402	11432	2146	1198	1554	1053	2065	507	966	953	205	564	126	556	38	155	111	70	11	45	66	3	18	17	31	6	14	4	3	0	1	9	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	56128	19910	8784	5334	3753	2559	2667	1167	1235	1241	454	668	277	510	145	208	149	88	52	68	87	11	23	19	36	18	20	7	3	1	1	6	5	0	1	3	2	0	1	0	0	2	0	0	0	0	0	0
0.03	north9_active	80	37810	11348	2111	1217	1615	1095	1955	487	857	1019	194	552	122	466	40	168	117	63	12	48	74	2	17	14	34	9	17	4	3	0	1	6	5	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	56189	19744	8702	5343	3709	2550	2524	1159	1278	1211	453	675	264	528	146	219	158	107	50	70	84	18	21	16	34	17	22	4	3	2	0	5	3	1	3	3	2	0	1	0	0	3	0	0	0	0	0	0
0.03	north10_active	80	37743	11175	2121	1206	1611	1093	1845	476	913	995	195	551	124	484	44	182	125	77	15	50	73	4	14	11	33	9	19	3	3	1	0	5	3	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0
0.03	north11_all	80	56570	19712	8889	5243	3594	2422	2694	1253	1203	1265	469	753	273	518	166	239	153	107	48	64	88	29	28	22	17	11	16	8	4	2	3	8	0	2	6	2	0	1	0	0	6	0	0	0	1	0	0	0
0.03	north11_active	80	37951	11265	2189	1146	1501	1039	2014	532	872	1004	202	654	106	467	47	192	118	78	13	43	79	9	19	9	14	8	13	2	1	0	1	7	0	2	6	2	0	0	0	0	6	0	0	0	1	0	0	0
0.03	north12_all	80	56584	19612	8953	5258	3634	2396	2663	1242	1210	1260	484	675	245	560	137	260	114	117	46	69	101	22	25	25	14	11	13	7	6	1	2	9	0	1	0	2	0	1	0	0	5	1	0	0	0	0	0	0
0.03	north12_active	80	38037	11200	2242	1182	1494	1039	1971	533	884	1022	208	573	98	511	39	215	84	83	14	48	93	6	14	13	12	8	10	1	2	0	0	9	0	1	0	2	0	0	0	0	5	1	0	0	0	0	0	0
0.03	north13_all	80	56964	19638	8881	5281	3648	2407	2774	1184	1282	1198	498	642	235	532	129	228	123	142	42	61	70	20	27	21	12	10	14	6	3	0	0	9	4	3	1	1	0	1	0	0	5	1	0	0	1	0	0	0
0.03	north13_active	80	38251	11238	2244	1190	1559	1059	2086	521	930	964	235	545	94	477	35	194	88	114	15	46	63	6	14	13	12	7	11	2	1	0	0	9	4	1	0	1	0	0	0	0	5	1	0	0	0	0	0	0
0.03	north14_all	80	56314	19779	8764	5283	3702	2479	2840	1258	1205	1183	479	647	236	489	119	206	117	147	40	71	85	14	31	20	11	5	20	3	2	0	1	9	4	3	1	2	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north14_active	80	37839	11258	2172	1201	1573	1093	2124	534	876	966	204	554	89	440	37	175	84	119	9	60	73	4	19	14	11	3	17	1	1	0	0	9	4	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	56090	19667	8667	5183	3714	2551	2805	1214	1245	1209	507	652	254	467	140	221	146	128	37	73	73	18	40	20	14	9	21	4	1	0	1	2	4	3	1	2	0	1	0	0	0	1	1	0	1	0	1	0
0.03	north15_active	80	37824	11085	2141	1194	1580	1106	2097	519	907	989	223	548	116	417	43	195	110	106	11	59	63	3	27	16	13	4	19	1	0	0	0	2	4	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0
0.03	north16_all	80	55925	19495	8649	5216	3671	2564	2677	1233	1232	1273	505	750	273	515	145	212	149	116	41	79	77	21	37	23	14	8	18	5	1	0	1	3	2	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0
0.03	north16_active	80	37615	10923	2090	1172	1564	1086	1984	516	892	1061	214	639	129	460	44	193	110	91	11	61	67	2	27	17	11	3	15	1	0	0	0	3	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north17_all	80	55768	19365	8758	5181	3759	2528	2619	1233	1245	1212	495	713	271	547	140	224	160	106	40	88	82	29	31	32	14	9	13	3	3	0	1	3	10	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0
0.03	north17_active	80	37494	10809	2108	1176	1557	1048	1942	523	900	993	210	606	124	489	42	200	126	77	11	72	76	3	22	25	11	3	11	0	0	0	0	3	10	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north18_all	80	55761	19319	8770	5320	3766	2559	2564	1236	1240	1230	498	738	263	570	134	205	136	94	43	72	69	27	25	31	24	10	10	3	3	1	0	3	10	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0
