label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	64923	24360	9314	5547	3466	4080	3438	1366	1049	642	445	430	414	322	249	103	151	89	41	70	57	29	30	24	16	35	2	1	2	4	2	0	0	2	1	1	0	2	3	1	0	0	0	0	0
0.03	north1_active	80	48419	17145	3601	1595	814	3232	2883	680	624	253	143	281	331	223	197	20	119	63	15	47	44	7	25	18	12	33	0	1	1	0	0	0	0	2	1	0	0	0	3	1	0	0	0	0	0
0.03	north2_all	80	65130	24316	9205	5557	3452	4171	3562	1393	1084	627	427	452	410	317	242	105	136	101	34	60	53	37	34	24	20	39	1	15	3	2	1	0	0	2	5	1	0	2	4	0	0	0	0	0	0
0.03	north2_active	80	48709	17138	3553	1617	815	3335	3019	718	658	253	128	291	327	227	182	22	110	67	10	32	39	8	28	17	18	36	0	14	1	1	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0
0.03	north3_all	80	65045	24323	9277	5533	3406	4256	3652	1349	1072	655	438	423	423	298	225	100	137	135	38	49	64	31	39	15	26	29	5	27	3	3	2	2	1	0	4	1	0	2	4	0	0	0	0	0	0
0.03	north3_active	80	48678	17213	3595	1599	826	3425	3114	692	659	265	143	283	337	215	166	26	106	104	13	26	55	2	30	7	24	26	5	26	1	1	0	1	1	0	3	0	0	0	4	0	0	0	0	0	0
0.03	north4_all	80	64378	24083	9288	5476	3402	4273	3485	1323	1091	674	460	413	424	263	240	104	137	113	50	43	55	32	35	13	35	24	6	27	2	3	1	2	1	0	4	2	0	0	4	0	0	0	1	0	0
0.03	north4_active	80	48061	17052	3633	1579	808	3429	2952	685	698	270	147	275	320	184	179	27	107	87	16	24	49	6	27	7	32	21	6	26	0	1	0	1	1	0	3	2	0	0	4	0	0	0	0	0	0
0.03	north5_all	80	64320	23981	9348	5439	3452	4323	3247	1274	1038	661	483	411	418	245	225	109	133	109	53	39	43	27	38	12	36	11	6	14	3	2	1	3	2	1	1	2	1	0	1	0	0	0	1	0	0
0.03	north5_active	80	47936	16935	3704	1570	829	3459	2741	645	677	263	159	261	299	166	172	30	102	93	17	18	37	6	31	6	31	9	6	13	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0
