label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39
0.03	north9_all	80	3497	2808	1124	923	454	502	350	352	96	100	57	84	105	24	28	16	10	12	3	4	3	7	3	2	1	3	2	0	1	0	2	3	0	0	0	0	0	0	0	0
0.03	north9_active	80	1560	1674	601	552	249	312	215	238	50	58	24	57	77	10	14	6	5	7	1	1	0	4	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3461	2799	1105	919	443	509	380	371	108	94	55	99	103	25	27	19	9	14	3	5	0	6	7	2	1	2	4	1	0	0	2	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	1520	1688	598	537	237	309	233	267	55	58	22	74	63	12	12	9	5	9	2	1	0	4	6	1	1	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3782	2641	1086	896	398	450	302	317	102	87	46	54	74	24	26	15	10	10	3	2	4	1	4	6	3	2	1	0	1	0	0	0	0	0	0	1	0	2	0	1
0.03	north11_active	80	1727	1518	582	550	210	294	156	193	44	46	22	22	51	15	10	11	5	6	2	0	3	1	4	3	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0
0.03	north12_all	80	3729	2832	1098	940	384	502	342	337	98	116	52	72	67	29	18	19	13	11	3	6	4	1	13	5	3	0	1	1	2	0	0	0	0	0	0	1	0	2	0	1
0.03	north12_active	80	1659	1668	616	555	208	328	186	215	48	62	27	44	51	18	8	12	6	7	3	4	2	0	12	2	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0
0.03	north13_all	80	3644	2903	1071	944	402	501	331	369	97	118	62	81	73	24	10	26	10	7	4	8	4	3	11	3	1	1	0	1	3	0	0	0	0	0	0	1	0	0	0	1
0.03	north13_active	80	1608	1732	573	537	214	331	190	237	52	67	35	52	55	15	8	12	4	5	3	6	1	1	10	1	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	3577	2886	1107	974	418	564	358	375	101	129	70	75	79	34	15	23	9	5	5	7	3	4	11	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1541	1737	608	552	228	361	220	237	63	76	37	49	52	22	7	9	3	3	3	6	1	2	9	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3574	2815	1077	932	449	523	410	353	98	105	72	68	60	31	17	18	9	3	7	7	3	7	9	4	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1546	1727	575	529	238	326	256	219	55	61	42	40	38	18	8	9	3	1	3	6	2	4	3	4	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3592	2729	1101	949	461	520	438	356	94	92	65	66	59	42	18	12	13	4	11	4	4	5	7	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1559	1626	596	566	248	301	281	210	49	43	40	37	37	20	8	7	5	2	6	4	2	4	1	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3663	2825	1127	955	480	464	464	339	104	85	62	58	65	35	21	15	16	6	10	6	7	7	8	4	2	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1643	1731	620	564	260	280	287	218	44	34	38	37	38	16	12	7	7	4	6	6	3	5	3	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3640	2943	1167	962	441	487	401	352	107	86	59	56	68	33	22	18	16	11	9	4	6	6	15	2	2	1	3	0	0	0	1	0	1	0	0	3	0	0	0	0
0.03	north18_active	80	1670	1800	648	570	244	313	239	225	46	38	40	36	42	12	17	6	7	8	6	4	1	3	12	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	3611	2909	1182	963	421	525	400	350	122	93	54	50	89	28	24	22	14	16	6	4	6	8	15	2	2	0	3	1	0	1	2	0	1	0	0	3	0	0	0	0
0.03	north19_active	80	1632	1771	679	560	228	348	225	227	54	55	35	27	58	14	13	4	5	7	3	3	3	6	12	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	3598	2907	1173	976	387	564	374	390	131	96	51	64	80	27	27	19	10	14	6	5	7	7	13	2	1	0	2	1	0	1	1	1	1	0	0	3	0	0	0	0
0.03	north20_active	80	1621	1815	685	587	201	374	213	242	59	63	30	39	53	12	13	5	3	6	3	4	4	5	10	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	4501	4311	2239	1354	567	353	202	126	93	76	132	47	28	20	27	10	13	11	7	7	4	2	3	9	2	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	2289	2736	1456	881	340	185	111	68	47	42	87	20	19	9	12	3	7	4	2	7	2	2	1	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4393	3994	2138	1291	522	334	208	127	83	85	120	46	35	25	26	11	16	10	7	6	2	2	4	9	3	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	2223	2527	1315	829	299	186	119	59	40	48	81	19	24	12	13	4	7	5	2	5	0	1	1	9	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4372	3796	1985	1210	485	307	194	115	83	92	125	42	29	24	23	7	13	5	6	5	2	2	5	8	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	2245	2401	1214	765	300	183	106	52	42	50	84	20	16	13	14	2	4	2	2	4	0	1	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4492	4031	2109	1292	516	335	211	115	87	91	123	40	30	21	20	9	13	5	5	6	7	2	5	7	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2326	2598	1326	827	325	192	110	44	39	54	88	21	16	11	14	5	4	2	2	4	5	0	2	7	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4637	4293	2206	1356	561	326	220	116	89	90	143	40	33	22	17	10	15	4	6	5	8	5	4	2	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2476	2817	1417	874	349	186	107	51	42	50	92	23	17	12	12	5	6	1	3	4	5	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4736	4747	2416	1403	563	356	234	122	79	79	137	44	27	18	16	14	19	7	5	7	9	4	4	1	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	2554	3110	1627	903	327	204	137	60	34	45	84	25	15	11	9	8	12	4	3	5	5	1	3	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	4746	4945	2483	1427	565	371	238	127	68	75	140	49	46	22	15	15	17	10	5	5	4	4	4	2	2	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	2591	3237	1658	929	320	219	144	70	27	41	78	26	30	14	9	7	11	6	3	4	1	2	3	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	4753	4956	2543	1492	536	396	220	126	74	75	120	58	43	23	19	15	21	9	6	5	2	2	3	3	1	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	2576	3200	1665	965	296	231	139	71	35	40	73	29	24	15	12	8	13	5	2	3	0	2	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	4714	5082	2511	1561	544	395	220	131	80	91	130	51	47	26	25	12	13	8	6	5	1	2	1	3	1	1	3	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	2528	3256	1655	993	315	222	133	71	41	52	76	27	25	14	15	8	8	3	3	3	0	1	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_all	80	4718	5011	2507	1544	553	371	229	141	82	107	115	65	42	28	27	10	14	5	6	6	0	2	1	4	1	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south30_active	80	2524	3271	1688	1001	329	198	131	75	43	64	68	38	19	15	14	8	7	2	2	2	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south31_all	80	4798	5155	2571	1420	614	393	243	126	76	84	155	47	50	29	18	14	14	4	3	5	3	3	2	3	9	4	6	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2572	3354	1716	926	369	249	136	61	42	50	96	26	33	21	13	3	6	2	3	2	1	1	0	2	8	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	4759	5259	2416	1384	659	422	245	119	89	104	157	50	48	36	20	18	10	3	5	2	4	4	2	0	3	3	5	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2592	3479	1603	886	390	259	136	64	48	65	98	31	32	26	11	9	6	1	4	1	2	2	1	0	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	4730	5271	2478	1366	659	409	237	134	93	108	175	59	45	37	22	23	8	5	10	1	3	4	2	1	2	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2597	3523	1620	887	386	235	132	75	55	65	111	31	28	24	11	12	5	2	8	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	4658	5164	2461	1388	657	406	242	136	92	94	173	67	45	30	27	22	11	8	11	4	2	3	1	2	2	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	2550	3467	1587	893	400	226	137	70	49	55	127	35	30	19	11	12	7	5	9	2	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4702	5195	2502	1446	620	382	232	134	84	108	170	60	40	30	24	16	13	8	12	5	2	2	2	2	2	0	2	1	2	0	1	0	0	1	0	0	0	0	0	0
0.03	south35_active	80	2529	3474	1606	949	378	210	125	64	46	61	108	31	26	17	12	9	6	5	8	3	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4686	5020	2546	1537	593	375	226	120	85	104	181	49	44	29	24	13	11	7	12	5	2	2	3	3	0	0	2	2	2	1	1	0	0	3	0	0	0	0	0	0
0.03	south36_active	80	2484	3316	1657	1013	345	212	113	55	48	62	130	24	29	13	14	7	5	5	7	3	0	0	1	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
0.03	south37_all	80	4607	5043	2486	1527	580	359	232	109	85	113	171	40	41	29	17	14	13	4	16	7	3	2	5	4	0	1	2	2	2	1	0	0	0	2	0	0	0	1	0	0
0.03	south37_active	80	2436	3357	1649	981	326	208	122	49	44	68	113	22	24	8	12	6	7	3	7	3	0	0	3	3	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0
0.03	south38_all	80	4598	4960	2410	1544	584	340	233	113	79	102	161	31	58	28	23	15	10	4	12	7	2	1	3	7	10	1	5	1	1	1	0	0	0	2	1	0	0	1	0	0
0.03	south38_active	80	2417	3293	1616	1023	321	191	128	54	41	59	96	18	42	9	21	6	4	3	6	4	0	0	2	4	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south39_all	80	4605	4937	2388	1504	593	366	244	113	71	93	170	45	61	26	23	14	9	6	12	11	2	0	2	7	14	1	3	2	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south39_active	80	2478	3166	1553	975	319	219	135	54	33	52	93	27	45	6	18	6	5	5	6	5	1	0	2	4	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	4706	5054	2371	1489	590	395	246	117	70	72	167	43	61	23	31	15	12	7	4	10	2	0	2	7	15	1	4	3	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_active	80	2486	3321	1539	1014	334	241	146	58	35	36	91	26	44	11	17	8	7	4	1	5	1	0	2	4	7	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
