label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	4430	1504	1864	993	268	314	169	188	335	118	33	125	27	52	43	8	39	4	4	21	6	1	1	0	1	2	1	0	2	3	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	2472	775	1212	620	121	191	80	112	226	79	17	86	16	40	38	6	21	2	4	15	3	0	0	0	1	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	4482	1498	1895	965	255	351	168	216	301	131	49	128	32	57	33	10	39	5	5	26	4	1	2	0	1	2	1	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2517	776	1253	583	122	213	78	139	210	81	32	90	18	42	27	7	28	2	3	20	3	0	1	0	1	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4516	1512	1952	955	257	353	182	212	294	132	51	139	29	67	32	11	27	7	7	26	2	1	2	0	0	0	2	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2581	781	1257	574	125	216	96	143	204	66	30	101	16	45	27	6	22	4	3	21	2	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4526	1491	1961	949	260	336	176	209	318	133	63	107	29	89	19	12	34	10	7	25	5	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north4_active	80	2573	770	1276	598	118	204	93	131	221	65	40	80	14	63	16	7	26	6	2	21	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4458	1507	1880	994	259	326	182	202	314	144	51	125	26	80	26	11	38	14	6	15	5	2	3	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	2514	767	1197	648	124	194	101	122	214	64	28	91	18	54	20	6	26	6	1	12	3	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	4506	1502	1836	1004	265	314	173	198	277	131	47	135	34	78	40	13	25	15	4	15	8	2	6	0	0	2	1	1	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	2521	737	1142	652	123	181	89	105	199	67	23	96	24	58	30	6	16	5	1	12	6	2	4	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4374	1511	1827	1022	290	290	176	202	260	130	44	149	32	84	48	11	16	13	7	9	6	3	9	0	0	3	0	0	3	2	2	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	2427	735	1160	630	135	158	99	111	172	75	18	107	22	72	33	5	10	3	5	7	4	2	5	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4260	1501	1865	1032	268	296	200	220	242	142	44	147	36	70	46	13	13	11	5	3	6	1	11	0	1	5	0	0	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2339	736	1164	617	119	158	114	121	150	91	21	103	23	64	32	5	9	3	4	3	5	0	5	0	1	4	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4249	1498	1879	1038	258	303	216	228	263	149	62	115	20	81	44	10	24	8	7	0	4	2	9	1	2	4	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2300	747	1199	631	114	175	125	138	154	99	36	77	11	74	34	6	19	2	4	0	3	1	3	1	1	4	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4217	1475	1903	989	251	302	203	225	239	142	66	106	22	71	36	8	31	9	5	2	4	2	4	1	2	3	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2268	751	1226	629	116	178	114	138	132	90	38	61	12	58	25	4	20	4	2	2	3	1	0	1	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4351	1454	1929	943	242	327	164	207	313	129	70	91	24	49	53	6	17	9	3	10	7	4	2	0	4	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2423	778	1272	579	98	188	86	141	217	85	42	62	12	39	33	4	9	5	2	6	6	3	2	0	3	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4434	1424	1972	978	269	341	159	209	304	156	70	123	31	55	39	4	22	8	2	8	6	1	3	0	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2509	753	1297	608	117	208	78	147	205	103	39	83	16	42	27	2	11	6	1	3	6	1	3	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4416	1459	1989	1011	276	338	159	198	327	153	61	120	35	59	35	4	33	9	5	8	2	4	2	0	3	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	2517	749	1271	622	131	206	81	140	216	103	33	82	18	42	22	2	16	7	5	4	1	2	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4373	1504	1918	1012	287	318	168	191	319	165	64	111	27	71	37	6	31	12	10	7	3	3	3	0	3	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	2523	763	1234	647	144	191	88	127	200	126	37	79	15	49	22	3	18	8	7	4	1	1	3	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4345	1494	1859	1012	268	302	173	206	332	158	57	93	21	61	29	7	24	10	10	11	7	3	3	2	3	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0
