label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	4355	2183	977	1124	468	724	266	540	149	91	368	39	49	32	30	130	6	37	67	7	6	1	9	5	9	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	1138	1260	422	867	277	639	151	495	107	59	356	9	37	21	16	122	2	36	63	3	4	0	9	3	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	4305	2178	1003	1114	454	670	259	567	169	91	345	45	51	28	32	97	7	45	62	5	6	1	12	1	8	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	1149	1260	430	861	261	576	154	536	124	62	328	11	40	18	17	91	1	42	59	1	5	0	11	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	4299	2212	1044	1103	471	702	271	574	179	84	295	49	61	22	31	91	11	43	95	3	6	2	18	0	8	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north3_active	80	1112	1310	431	856	265	594	156	536	129	57	278	9	49	12	19	88	3	38	93	1	6	1	17	0	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north4_all	80	4230	2197	1084	1213	447	696	265	522	193	90	317	50	55	25	34	98	12	62	61	3	6	2	18	1	7	2	0	1	2	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0
0.03	north4_active	80	1078	1285	447	983	234	582	163	481	148	59	297	10	43	13	13	91	3	58	60	1	6	1	17	0	7	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north5_all	80	4162	2131	1103	1214	419	684	265	491	179	99	337	44	57	21	26	129	10	81	62	4	3	3	14	3	3	3	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0
0.03	north5_active	80	1078	1234	446	986	221	582	166	450	132	73	319	11	40	13	11	122	3	78	62	1	2	2	13	0	3	1	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0
0.03	north6_all	80	4169	2125	1098	1219	412	673	274	532	197	119	402	46	56	35	32	155	9	51	60	8	3	2	16	5	3	3	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0
0.03	north6_active	80	1083	1220	472	980	217	567	174	490	143	89	378	10	39	25	15	148	4	51	59	3	2	1	16	0	3	1	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0
0.03	north7_all	80	4189	2132	1082	1208	412	632	266	516	190	118	387	52	46	31	22	123	11	34	41	9	6	2	18	4	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	1094	1203	488	975	230	541	173	483	139	91	366	18	33	24	11	120	2	34	37	5	1	1	18	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	4244	2129	1083	1199	436	724	266	529	183	119	373	57	40	25	23	92	9	37	29	8	8	1	16	3	4	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	1138	1178	508	952	250	623	174	490	122	90	351	16	30	18	11	90	2	34	25	5	3	0	16	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4279	2134	1026	1183	450	704	280	552	173	102	385	53	33	24	21	66	10	55	37	5	10	1	10	0	7	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	1131	1185	474	945	263	613	187	513	104	71	369	14	25	14	11	64	3	52	32	3	4	0	10	0	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4277	2118	1036	1171	468	746	288	573	177	102	334	50	37	27	18	79	5	56	28	1	9	2	8	1	8	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
0.03	north10_active	80	1151	1189	449	932	276	652	181	531	108	69	324	12	27	16	12	74	2	53	27	1	4	1	8	1	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4237	2143	1026	1163	455	737	237	618	171	106	231	36	64	24	17	82	16	66	33	8	7	1	38	1	2	1	2	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1051	1176	456	951	228	644	132	572	124	64	215	12	47	12	8	79	5	64	30	4	3	0	37	0	0	1	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4143	2102	1037	1227	435	700	242	589	195	110	247	37	62	30	15	70	12	78	38	6	5	2	39	1	2	2	1	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	1069	1168	460	1011	235	607	138	544	132	68	231	11	44	16	7	66	4	77	37	2	3	0	39	0	1	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	4157	2115	1060	1233	436	702	245	576	169	106	308	35	57	39	19	121	8	108	50	9	5	1	35	1	2	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north13_active	80	1097	1154	466	991	247	611	152	522	112	67	293	9	40	24	8	116	3	105	47	5	4	0	35	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north14_all	80	4219	2103	1079	1191	454	737	252	522	154	102	311	37	38	50	23	142	7	85	45	9	2	2	32	1	3	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north14_active	80	1088	1147	473	955	244	656	164	469	94	67	294	8	25	30	10	138	3	80	43	4	2	1	32	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north15_all	80	4333	2049	1103	1175	484	699	259	538	159	106	343	40	36	50	22	133	7	89	51	8	1	3	11	3	3	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north15_active	80	1075	1166	460	936	239	618	169	494	105	71	325	7	22	30	12	128	3	81	49	4	1	1	11	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	4422	2005	1073	1132	518	707	257	493	170	106	356	42	41	40	29	119	10	44	49	10	3	4	6	3	3	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north16_active	80	1067	1144	453	900	261	609	170	454	113	66	340	6	34	20	19	116	3	36	47	5	1	1	6	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	4389	2025	1053	1155	503	707	268	528	178	122	368	43	36	35	33	80	8	37	49	4	5	5	11	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	1062	1172	439	913	253	598	174	483	127	80	354	8	27	20	21	75	2	34	49	1	2	1	9	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_all	80	4297	2062	1030	1179	488	727	251	511	169	117	357	41	36	23	30	69	8	26	32	4	6	2	12	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north18_active	80	1037	1186	456	944	263	612	164	468	118	74	342	7	27	13	20	66	1	26	32	1	3	0	10	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_all	80	4269	2040	1020	1104	461	732	234	536	153	96	351	48	50	28	28	92	9	45	22	4	6	1	13	2	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	1047	1169	473	868	259	620	149	496	105	66	337	9	32	19	16	89	1	44	19	1	2	0	11	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	4226	2099	1033	1152	463	727	240	533	146	98	317	52	50	26	26	93	12	38	36	5	5	0	14	2	7	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1035	1219	471	915	262	621	155	491	98	67	299	10	30	14	17	90	2	36	33	2	4	0	14	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6212	1753	1961	584	410	354	561	152	114	182	48	27	31	25	47	13	28	11	8	4	6	7	2	3	5	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_active	80	4160	401	1541	110	106	227	491	30	53	165	10	10	20	4	40	9	16	2	5	2	5	6	1	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6405	1770	2109	567	411	368	564	136	109	217	50	39	38	21	46	18	45	10	7	6	9	10	0	3	3	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	4336	381	1675	108	113	242	495	23	57	196	11	18	21	4	43	13	33	2	3	2	5	10	0	2	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6820	1796	2335	572	402	423	700	140	117	307	51	43	42	19	47	23	46	11	13	7	10	6	1	3	3	0	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south23_active	80	4845	395	1916	127	97	301	638	45	69	278	13	20	23	6	43	17	38	0	9	3	6	6	0	2	3	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7272	1819	2498	620	386	463	841	142	132	350	52	51	44	19	41	21	48	12	12	6	10	6	1	5	3	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
