label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	32220	9805	3441	4701	1566	1314	1909	935	737	761	322	270	198	177	285	106	164	92	90	52	60	30	35	27	20	14	9	6	13	9	13	23	6	7	6	5	3	3	1	2	0	0	0	0	2	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	27673	7549	1031	3908	456	708	1593	645	544	622	120	137	66	62	241	43	122	70	72	20	31	10	17	18	6	3	4	3	8	2	11	19	3	2	4	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	32387	9915	3399	4656	1581	1286	1869	920	769	784	294	275	181	183	310	107	167	94	87	51	59	30	35	30	21	14	11	9	11	8	8	18	2	8	4	5	4	4	1	2	0	0	0	1	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	27850	7609	1028	3881	472	682	1556	638	590	639	115	139	52	60	265	38	129	71	69	17	28	10	17	16	7	3	4	6	8	1	5	14	1	2	2	1	0	2	0	1	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	32604	9804	3421	4680	1548	1283	1877	899	791	828	305	281	172	177	305	120	154	103	84	42	66	29	37	35	24	16	9	11	11	5	11	13	5	13	4	3	3	8	3	0	2	7	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	28071	7437	995	3898	500	695	1555	608	603	685	126	150	46	58	260	40	122	74	66	12	33	12	19	19	9	4	2	6	8	1	6	11	2	6	1	0	0	6	2	0	1	7	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	32664	9626	3413	4529	1537	1321	1912	918	851	825	288	283	177	139	276	114	156	107	79	48	65	37	35	29	22	12	10	15	9	7	13	17	5	11	4	1	2	8	4	1	3	7	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	28120	7286	996	3744	502	733	1599	623	650	680	104	158	53	47	223	40	127	75	57	18	31	16	18	14	9	4	3	6	5	1	7	12	3	6	1	0	1	6	2	0	2	7	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	32662	9465	3443	4644	1528	1367	1980	971	840	813	301	288	188	143	255	114	156	106	75	45	70	44	31	28	22	16	11	13	11	9	18	11	4	11	4	0	1	7	5	3	3	7	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	28088	7171	999	3853	500	757	1688	660	638	681	103	156	55	53	202	47	130	75	53	16	39	15	12	14	9	3	3	6	5	1	12	7	2	9	1	0	1	5	3	1	2	7	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	32403	9599	3456	4665	1544	1422	1951	971	842	859	302	305	215	146	265	119	153	120	72	46	68	46	23	27	20	17	12	18	16	10	16	11	1	7	2	0	2	7	3	3	2	1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0
0.03	north6_active	80	27863	7356	1007	3874	487	797	1670	664	613	722	106	171	68	53	202	56	121	81	57	15	38	15	9	14	8	4	5	9	9	4	9	6	1	6	2	0	2	5	1	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	31807	9898	3358	4654	1553	1360	1857	1016	781	850	313	308	221	146	289	123	147	118	68	48	64	51	28	31	21	17	12	21	16	8	15	8	5	7	3	2	1	5	6	2	1	1	1	0	0	0	1	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0
0.03	north7_active	80	27258	7582	992	3877	512	745	1569	712	560	722	105	163	73	56	231	55	110	82	53	14	38	15	14	15	10	4	6	12	8	4	8	6	5	5	2	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	31429	10084	3355	4686	1574	1315	1701	1020	793	859	334	296	214	151	310	123	159	118	67	43	63	45	30	36	18	18	14	23	17	7	12	5	5	6	2	3	1	4	4	0	2	1	1	0	1	0	1	0	0	0	0	2	2	0	1	0	1	0	1	0	0	0
