label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	22584	9975	5774	2296	1660	1014	764	616	573	405	253	438	177	133	244	95	83	68	77	85	45	32	21	39	21	15	15	14	17	13	6	6	6	5	0	5	4	3	5	1	2	1	1	1	0	1	2	1	7	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
0.03	north1_active	80	18742	8383	4805	1465	1012	471	361	316	367	236	72	361	47	37	204	35	29	28	19	64	14	16	10	30	8	10	9	7	10	11	0	2	3	4	0	0	0	1	1	0	1	0	1	1	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north2_all	80	23067	10455	5870	2278	1629	1045	765	607	558	418	264	452	190	144	256	83	75	64	79	87	41	36	29	41	19	25	12	12	15	13	5	9	5	5	1	4	5	2	4	0	2	1	0	1	1	1	2	1	1	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0
0.03	north2_active	80	19257	8842	4915	1472	998	485	366	304	368	238	77	367	53	45	220	30	21	23	22	65	11	19	15	31	7	18	8	6	9	12	0	1	4	4	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north3_all	80	22420	10673	5728	2259	1642	1038	783	602	562	423	295	456	182	150	258	77	70	69	57	89	48	44	29	44	26	27	11	11	11	16	10	8	8	6	2	7	5	3	4	0	3	2	0	0	1	1	2	0	1	1	0	0	0	1	0	0	0	0	7	3	0	0	1	0	0	0	0	0
0.03	north3_active	80	18604	9072	4777	1458	993	480	367	303	362	247	94	373	48	51	217	27	17	27	17	71	10	22	15	35	11	18	6	5	9	14	1	1	6	4	0	2	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	7	3	0	0	1	0	0	0	0	0
0.03	north4_all	80	22328	10761	5775	2248	1609	1025	785	636	540	425	297	462	174	171	275	82	65	70	54	72	43	39	31	42	23	32	10	23	12	18	11	8	9	5	6	4	1	3	5	2	1	2	0	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	7	3	0	0	1	0	0	0	0	1
0.03	north4_active	80	18500	9091	4816	1477	982	473	374	339	339	237	91	371	44	55	231	26	19	22	16	58	10	17	16	33	9	25	7	18	9	15	2	1	6	3	1	2	0	1	1	2	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	7	3	0	0	1	0	0	0	0	0
0.03	north5_all	80	22167	10637	5846	2204	1628	1016	810	591	537	402	291	476	159	159	250	94	65	88	51	66	35	35	28	53	20	23	15	26	20	15	14	9	9	2	9	5	0	1	5	3	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	1
0.03	north5_active	80	18328	8994	4882	1430	1004	441	384	319	353	223	84	386	39	48	208	31	19	40	12	57	10	17	13	46	11	17	9	20	16	13	3	2	5	1	1	3	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	0
0.03	north6_all	80	21717	10012	5565	2197	1607	995	806	585	507	388	261	456	178	138	225	100	70	81	54	67	32	40	31	50	23	28	11	23	19	13	10	7	7	0	9	2	3	0	3	3	0	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
0.03	north6_active	80	17773	8290	4590	1379	970	422	377	304	327	211	73	369	44	37	184	35	22	35	13	54	11	18	16	44	12	22	6	17	15	11	4	1	3	0	1	1	1	0	1	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	21330	9547	5431	2128	1570	957	814	557	510	377	268	403	175	131	259	101	75	81	58	79	30	44	25	49	20	31	10	26	19	11	8	10	7	1	6	3	4	0	0	1	0	0	4	2	2	2	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
0.03	north7_active	80	17343	7805	4449	1283	933	391	385	289	337	205	78	323	43	44	205	39	16	33	10	60	7	17	14	43	12	25	5	20	14	9	3	6	2	1	0	1	2	0	0	0	0	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north8_all	80	21177	9320	5287	2219	1581	991	783	575	515	353	271	422	184	142	262	107	69	76	63	86	41	46	27	48	22	30	13	16	14	13	8	12	8	10	3	4	4	0	0	2	3	0	4	3	1	6	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	17080	7574	4267	1357	914	416	388	308	340	204	80	336	57	46	202	36	12	30	12	61	10	21	14	38	12	23	7	10	9	11	3	7	3	9	1	1	2	0	0	0	1	0	1	1	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	21126	9546	5337	2360	1578	1007	766	612	522	386	279	427	168	154	251	113	86	74	67	87	37	42	22	41	17	34	15	15	17	12	5	11	6	12	3	4	3	3	2	1	3	1	5	1	1	5	2	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	17044	7833	4278	1457	922	452	397	353	330	222	82	342	48	55	195	39	20	19	11	63	12	17	9	29	10	27	10	9	13	10	0	7	2	11	1	1	2	1	0	0	1	1	2	1	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
