label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	18569	7240	1876	1366	1182	1286	468	436	503	463	205	281	356	94	127	114	147	60	78	35	32	35	26	37	21	16	12	17	7	9	10	13	4	8	2	1	4	3	4	2	0	0	2	0	1	2	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	12034	4606	853	643	666	822	203	214	291	280	101	175	248	42	75	70	85	34	47	18	18	18	13	18	13	6	7	10	3	6	5	9	2	4	1	0	1	0	2	1	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	18378	7202	1881	1362	1197	1268	477	430	485	459	191	276	352	113	127	117	140	59	78	34	37	36	28	29	20	17	12	15	11	6	8	12	3	2	5	1	5	3	3	4	1	1	2	0	1	2	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	11867	4610	842	648	680	796	222	206	275	277	85	176	246	56	80	67	77	31	54	14	18	20	14	14	11	8	8	8	5	4	4	8	1	1	4	1	1	0	2	2	0	1	2	0	1	1	1	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	18469	7124	1931	1356	1206	1280	462	456	507	437	206	284	359	124	125	115	133	51	66	34	35	35	24	25	10	17	12	13	11	7	9	6	2	1	5	2	5	4	2	5	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	11787	4554	852	656	667	779	209	208	302	255	95	174	244	52	81	65	81	22	46	12	21	20	14	10	3	9	7	7	5	4	5	4	1	0	4	2	1	1	1	4	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	18762	7088	1982	1437	1223	1355	442	445	516	429	206	255	366	124	105	101	119	45	83	35	34	24	27	24	10	15	9	13	10	5	4	7	4	3	4	4	4	3	2	5	1	4	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	12016	4472	866	690	677	822	205	210	318	244	94	158	245	57	74	50	79	17	63	16	19	12	15	10	7	11	5	8	4	4	1	5	2	2	4	4	1	1	2	4	0	4	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	18786	7058	2002	1442	1248	1407	440	455	510	457	227	263	365	110	105	109	138	43	92	37	28	26	25	21	15	19	5	13	10	5	5	5	4	3	3	5	5	5	2	2	1	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	11953	4425	889	694	695	833	202	222	314	267	103	165	243	54	67	57	89	16	68	19	15	10	15	9	10	11	3	8	5	1	3	4	2	2	2	4	1	3	2	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	18671	7089	1992	1484	1261	1338	455	435	499	429	219	269	326	110	112	94	139	51	74	41	28	19	25	23	21	18	7	18	9	6	3	9	5	6	4	3	6	5	3	1	0	3	0	0	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	12011	4449	920	711	701	789	194	224	313	248	89	166	220	57	71	50	90	24	51	22	12	8	14	14	11	12	3	10	5	1	2	8	3	2	3	2	2	3	3	1	0	3	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	18718	7066	2004	1428	1198	1350	459	438	467	425	215	270	318	111	120	96	150	60	86	44	28	26	21	27	20	14	9	21	9	5	6	8	8	3	3	4	6	2	4	1	0	3	0	0	1	2	0	1	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	12078	4435	933	705	660	806	199	223	287	247	87	162	206	59	72	54	95	30	58	23	12	15	10	19	10	6	4	10	5	0	3	6	4	0	2	3	2	2	3	1	0	3	0	0	1	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	18381	7073	1983	1389	1173	1331	444	451	463	420	203	304	361	114	114	104	143	62	83	34	32	25	16	28	20	13	14	21	7	6	10	9	7	3	1	6	5	1	2	3	0	0	0	0	0	2	0	1	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	11816	4400	911	717	627	821	177	231	289	261	81	185	246	63	75	59	94	32	50	16	14	15	7	21	11	4	5	12	4	2	4	7	3	0	1	5	2	1	1	2	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	18642	7076	1900	1348	1183	1320	453	423	465	448	183	287	383	113	98	101	134	68	93	36	35	25	13	33	18	11	14	18	7	7	11	8	8	1	2	7	2	1	1	3	0	0	1	0	1	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	11975	4388	876	676	646	824	198	214	286	280	73	170	263	64	65	61	81	29	53	17	20	14	4	22	9	3	5	10	3	3	4	5	3	0	1	6	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	18636	7173	1881	1347	1187	1331	467	426	475	447	179	282	358	116	84	97	115	52	83	40	37	26	14	27	22	14	10	15	5	11	9	8	6	0	4	8	1	1	1	3	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	12013	4476	862	648	620	820	203	218	291	277	76	165	228	60	54	54	62	21	46	18	18	12	8	20	12	5	2	9	3	6	5	4	1	0	2	4	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	18547	7153	1924	1350	1224	1365	493	446	510	396	213	290	363	104	94	104	110	46	81	30	41	25	14	22	12	16	6	23	5	6	6	10	4	1	2	0	2	0	0	1	2	2	3	0	0	0	3	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north11_active	80	11911	4522	846	646	692	885	229	197	289	250	103	179	235	52	41	68	69	22	54	15	22	13	9	15	3	9	4	15	1	1	3	7	3	0	1	0	2	0	0	1	1	2	2	0	0	0	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	18676	7092	1925	1367	1237	1333	515	451	484	416	217	281	353	104	106	111	144	49	86	34	37	33	14	20	10	16	4	27	7	6	5	11	7	3	4	4	2	2	1	2	1	1	3	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
