label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71
0.03	north1_all	80	18559	4112	1676	1144	1108	626	620	1275	312	439	201	279	161	134	103	91	86	66	138	61	38	30	23	55	19	32	17	23	17	33	5	8	6	5	6	4	9	5	1	4	7	4	1	5	0	0	1	2	5	2	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	16372	2779	447	276	728	199	395	1143	151	311	101	195	83	77	50	22	46	35	123	35	17	13	5	51	8	24	6	5	6	28	4	7	3	3	4	0	6	4	0	0	5	4	1	4	0	0	1	2	3	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	18619	4120	1701	1139	1111	627	624	1318	337	420	210	260	165	142	111	86	77	63	163	63	30	37	25	47	15	37	15	21	18	53	11	8	4	5	7	5	6	4	1	3	6	4	0	11	1	0	0	2	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	16449	2744	454	276	729	210	401	1186	170	309	103	163	87	89	56	21	46	31	147	33	13	14	4	41	8	31	6	5	7	48	7	6	1	4	5	1	1	2	0	0	5	4	0	10	1	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	18566	4112	1710	1122	1105	620	645	1381	338	385	215	279	158	148	99	88	84	60	163	56	25	39	22	46	11	40	20	17	19	48	11	9	8	5	9	6	8	5	3	2	1	2	0	12	2	0	0	2	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16403	2726	477	266	730	204	414	1251	177	278	105	183	83	104	44	21	52	29	149	29	11	14	4	41	6	33	5	4	8	41	6	6	5	2	6	1	5	3	2	0	1	1	0	11	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	18523	4149	1767	1103	1107	618	664	1368	329	353	215	295	155	146	104	83	83	65	166	48	21	27	26	42	17	36	20	9	10	46	18	10	9	9	7	6	11	5	3	1	2	2	0	10	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_active	80	16287	2761	509	258	709	194	424	1230	170	261	99	202	72	100	45	22	51	24	147	25	6	8	5	37	8	31	9	3	5	40	10	6	5	6	4	1	8	2	2	0	1	1	0	10	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	18426	4140	1721	1115	1101	632	678	1327	336	334	213	316	143	143	104	79	88	72	138	44	30	24	31	50	21	28	24	6	7	41	15	9	12	8	8	7	9	4	6	1	1	1	1	4	2	1	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	16187	2758	483	259	705	200	435	1193	163	247	96	232	66	91	48	22	55	32	120	23	10	5	6	41	9	25	12	1	4	35	8	4	7	5	4	1	7	1	3	1	0	0	0	4	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
