label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	25616	5716	3595	3302	2330	1580	822	869	575	381	292	295	195	155	116	104	96	81	58	45	58	38	30	35	28	23	13	15	10	7	1	5	10	3	3	3	4	2	2	2	1	0	0	0	0	3	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1
0.03	north1_active	80	20795	1658	1747	2420	1728	1099	249	596	354	179	94	174	85	64	35	51	47	54	14	25	44	26	20	20	14	15	2	7	4	7	1	2	7	2	1	2	1	2	0	2	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	26551	5646	3614	3465	2535	1711	803	913	610	367	282	303	210	162	131	95	86	86	59	41	46	50	44	32	30	24	10	16	8	6	1	6	8	4	5	3	3	0	1	2	1	1	4	0	1	3	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	21795	1663	1796	2553	1941	1228	239	644	380	166	92	187	94	77	43	39	37	62	17	25	33	37	34	18	15	13	1	9	2	5	1	1	6	2	3	2	1	0	0	2	1	1	4	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28592	5529	3687	3723	2718	1881	806	960	596	396	274	322	200	193	134	99	99	101	58	39	52	61	54	28	33	20	10	21	3	8	2	8	10	1	4	1	1	0	1	0	1	1	6	0	5	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	23928	1596	1944	2842	2185	1398	228	715	388	183	94	209	97	94	49	38	51	77	21	23	39	49	42	18	18	11	1	13	0	7	1	2	8	0	3	0	0	0	1	0	1	1	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	30864	5630	3793	3976	2920	1956	787	1026	638	420	277	324	192	203	118	105	104	109	60	52	55	70	48	32	24	18	11	20	8	7	7	8	10	4	3	0	1	0	2	0	1	2	6	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	26279	1578	2103	3140	2404	1501	208	791	446	214	94	207	93	110	44	46	59	85	25	31	42	56	35	24	15	11	3	14	5	5	5	2	9	3	2	0	1	0	2	0	1	2	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	33084	5643	3946	4141	2975	2004	805	1095	640	406	279	333	201	197	121	101	106	110	58	53	64	69	47	34	25	18	9	17	9	5	8	6	9	6	3	1	4	0	2	0	0	1	3	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	28539	1494	2289	3360	2474	1605	213	874	451	223	94	222	101	104	46	43	70	79	22	28	52	55	35	26	17	14	3	11	7	3	5	2	8	6	2	0	1	0	2	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	32966	5718	3937	4173	2916	1881	781	1085	643	404	273	336	190	168	116	106	122	105	54	60	75	58	29	34	18	22	10	23	14	17	7	8	5	9	3	3	4	1	2	0	0	2	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	28446	1480	2285	3370	2395	1494	190	870	462	225	92	227	104	85	41	53	75	82	20	29	63	42	14	26	11	18	5	16	9	14	5	2	4	9	2	1	1	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	33326	5636	3924	4276	2878	1801	765	1144	667	399	287	321	215	172	124	112	116	107	52	46	58	40	30	25	18	20	8	19	12	19	5	3	6	18	8	3	3	3	1	0	0	2	0	0	2	0	5	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north7_active	80	28721	1439	2256	3480	2347	1400	194	925	476	215	103	214	114	87	39	56	69	85	14	19	52	27	19	19	10	17	4	10	6	17	3	0	5	18	6	1	0	2	0	0	0	2	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_all	80	33571	5687	3860	4299	2965	1773	768	1150	686	429	275	352	220	177	121	103	113	93	56	44	64	43	32	38	15	27	7	18	11	25	4	5	12	20	8	4	2	3	1	0	1	2	3	0	1	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	29045	1447	2181	3457	2418	1363	201	910	494	227	98	252	117	88	45	55	62	71	16	22	57	35	22	30	4	21	5	10	4	24	2	0	11	20	7	1	0	2	0	0	1	1	3	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_all	80	33763	5652	3831	4295	3045	1769	769	1149	715	429	279	329	215	186	135	117	97	104	69	42	53	45	39	46	18	24	7	12	10	20	6	2	25	19	11	4	0	2	0	1	1	1	9	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
