label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	south24_active	80	3162	655	1083	217	349	288	106	78	107	32	72	44	34	56	26	12	18	8	18	16	8	17	3	2	2	0	8	0	2	1	1	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4853	1267	1582	459	525	445	210	142	178	95	119	74	71	83	26	28	24	25	27	30	16	21	8	8	2	6	9	5	3	1	3	0	3	1	4	0	2	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2854	586	962	214	299	277	90	81	102	44	71	36	38	56	15	12	16	13	19	13	10	17	5	2	2	2	8	0	1	0	2	0	3	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4477	1264	1416	471	483	405	190	139	162	103	113	71	66	75	22	29	29	23	27	28	15	20	15	5	4	5	12	4	3	2	3	0	4	1	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2525	566	840	223	252	231	90	75	90	46	64	31	33	44	12	10	16	11	15	14	8	16	9	1	1	2	10	0	1	1	2	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4053	1227	1273	473	469	424	178	136	150	96	106	74	72	70	30	29	24	20	31	15	14	19	14	3	4	5	15	3	3	4	2	2	4	2	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2240	546	736	221	239	238	84	69	83	40	56	35	32	41	17	10	13	7	19	7	7	12	7	1	1	3	13	0	2	2	1	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4260	1266	1298	502	487	439	193	123	140	104	108	76	63	63	32	21	32	18	31	12	16	17	16	4	3	8	16	2	3	4	1	3	1	2	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south28_active	80	2437	556	778	236	258	253	88	53	76	39	55	35	24	32	16	8	14	4	19	6	6	11	7	1	0	5	15	0	1	2	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4594	1310	1503	538	516	463	202	147	151	85	98	64	58	58	36	21	26	25	36	13	20	14	9	4	3	7	16	4	4	4	3	3	0	2	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	2656	620	940	247	300	270	100	63	87	34	47	31	24	31	17	11	8	9	24	9	7	10	3	1	2	4	15	3	1	1	0	2	0	2	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5012	1344	1737	538	569	458	229	158	163	87	108	63	57	59	38	18	29	27	41	25	27	15	8	5	5	10	11	8	3	2	4	2	0	1	2	0	1	0	1	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	2944	626	1106	251	339	278	106	63	88	30	61	29	28	28	19	12	9	11	33	21	14	11	1	0	3	7	10	8	0	0	0	0	0	1	2	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5264	1377	1989	491	630	528	244	174	164	94	122	72	65	80	46	29	37	16	36	31	15	24	18	6	14	4	17	7	0	2	0	4	0	1	7	3	0	0	1	3	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south31_active	80	3083	687	1256	241	350	309	129	73	88	40	77	43	40	52	29	19	17	8	22	17	10	20	8	2	8	2	13	4	0	0	0	2	0	0	5	1	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south32_all	80	5211	1375	1956	491	574	530	235	175	199	100	137	76	62	72	42	24	31	18	41	25	19	20	24	6	13	5	16	6	0	1	0	4	2	1	5	4	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south32_active	80	3119	665	1230	243	319	311	118	75	115	45	85	41	38	44	30	14	14	5	27	12	14	15	12	2	7	2	11	4	0	1	0	0	1	0	4	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	5271	1368	1912	488	583	536	211	169	200	109	140	80	74	86	35	30	34	21	56	18	19	14	23	6	6	5	18	6	0	3	0	4	2	0	2	3	0	0	2	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south33_active	80	3144	644	1230	239	341	301	110	77	121	50	89	44	40	60	22	19	15	7	36	8	14	9	12	2	4	2	10	4	0	1	0	1	1	0	2	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south34_all	80	5335	1350	1904	494	542	576	216	164	207	108	136	84	51	89	37	32	31	23	54	18	15	16	17	6	7	7	10	4	1	3	1	10	2	0	1	2	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_active	80	3131	644	1253	244	323	352	119	73	128	50	87	44	24	60	22	18	13	7	32	9	8	9	8	1	5	4	2	2	0	1	1	8	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5350	1339	1872	481	538	601	229	152	197	98	118	91	53	83	38	31	36	23	59	27	14	17	11	4	6	4	11	3	3	4	1	8	1	0	1	1	2	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south35_active	80	3135	640	1234	220	321	371	126	62	116	47	71	52	24	59	21	19	17	12	36	16	8	5	3	1	5	2	3	1	1	1	1	8	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5016	1353	1724	466	533	539	229	139	178	91	117	86	51	74	42	33	35	21	31	31	13	17	10	3	3	6	9	5	3	3	3	8	1	0	2	2	3	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south36_active	80	2923	667	1101	212	302	328	119	59	98	39	70	50	28	50	24	17	18	12	23	18	7	6	3	2	2	4	4	3	1	1	2	7	0	0	2	2	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	5022	1320	1690	472	551	486	250	153	186	95	110	82	56	75	45	31	29	24	22	44	14	27	9	1	4	7	8	6	3	2	2	2	1	1	3	2	3	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south37_active	80	2948	634	1078	208	312	292	137	59	95	47	67	44	31	42	28	15	11	13	18	32	7	9	3	1	3	5	3	2	1	1	1	0	0	1	2	2	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5020	1286	1656	462	519	456	235	140	172	104	106	70	72	74	47	36	28	23	31	52	15	28	9	3	5	7	11	6	2	3	2	2	0	1	3	3	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2965	585	1046	209	293	248	123	59	93	58	69	33	42	41	29	17	14	12	27	35	8	16	7	1	5	5	7	2	2	0	1	0	0	1	2	3	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	5304	1286	1835	490	534	516	251	146	163	101	95	76	68	76	43	28	27	27	38	43	14	30	7	3	4	11	15	5	4	2	1	5	1	3	1	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	3139	575	1194	221	319	317	145	61	90	52	58	39	35	45	25	14	12	14	33	31	8	17	6	1	4	10	14	1	3	0	1	2	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	5417	1354	1911	493	580	544	251	128	186	108	96	68	75	96	48	32	29	28	44	40	14	26	8	3	8	10	13	5	4	2	0	9	1	2	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	3265	624	1249	216	357	334	133	59	105	52	55	36	37	62	28	15	14	12	36	27	10	15	7	1	6	6	13	1	3	0	0	6	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
