label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	3638	3055	831	565	445	216	1126	93	99	88	181	35	29	190	97	48	9	8	16	4	2	3	10	6	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	729	2411	294	253	275	92	1073	21	61	47	162	12	14	181	90	44	4	3	13	3	1	1	10	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3628	3082	832	530	455	230	1032	100	116	80	185	39	28	161	107	42	9	11	16	2	2	6	8	7	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	720	2411	295	238	268	107	984	20	71	43	168	15	15	150	98	38	4	3	12	1	1	3	8	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3583	3008	823	498	459	235	1129	106	112	74	169	42	31	138	99	28	18	8	22	4	6	3	10	6	0	0	0	1	1	1	3	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	709	2344	309	222	271	108	1089	20	68	43	147	21	20	131	90	25	13	1	17	4	5	2	10	4	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	3617	2977	836	523	432	239	1116	111	113	59	170	35	36	95	118	40	20	9	24	4	6	3	6	2	0	2	0	1	0	1	3	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	718	2301	313	232	252	108	1072	23	66	32	146	18	18	88	109	37	16	2	21	4	5	2	6	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	3507	2946	854	544	420	229	1204	112	106	60	211	31	34	133	104	43	22	6	23	4	8	5	11	3	1	3	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	708	2292	288	246	239	100	1150	19	62	27	191	14	17	125	95	41	19	2	20	3	6	3	11	1	1	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0
0.03	north6_all	80	3563	2755	881	569	400	234	977	118	103	64	181	30	40	127	104	40	15	3	28	4	7	2	12	3	1	4	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	770	2114	286	249	216	94	915	26	61	22	161	10	18	123	96	36	12	1	25	3	3	1	12	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3617	2589	893	551	409	233	762	110	104	70	144	27	40	101	80	30	11	3	20	2	6	2	11	2	2	4	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	827	1913	269	219	208	95	696	29	55	20	129	5	19	99	72	25	8	1	16	1	3	1	11	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	3628	2265	894	553	399	241	656	106	98	62	105	30	37	67	64	20	8	5	15	3	5	0	8	3	2	1	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	858	1593	246	219	202	91	580	33	54	18	90	8	15	65	53	14	5	1	11	2	2	0	8	2	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	3687	2134	902	527	391	247	534	108	96	77	132	33	43	54	78	21	5	9	4	4	5	0	6	2	2	1	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0
0.03	north9_active	80	919	1454	231	194	205	94	462	33	46	29	105	8	22	50	70	16	2	3	3	4	1	0	6	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	3661	2370	885	535	356	242	778	106	86	74	141	36	38	84	101	21	8	9	3	5	4	1	19	2	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	863	1674	255	230	185	83	720	22	49	30	118	12	15	76	94	18	4	2	3	3	1	1	19	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3586	3084	836	522	408	278	1165	140	117	73	171	35	26	159	71	25	10	7	24	5	1	3	9	0	0	1	1	2	8	0	2	0	0	1	0	1	0	0	0	0	0
0.03	north11_active	80	747	2398	308	236	245	127	1114	26	72	29	154	16	6	154	65	23	4	2	22	4	1	2	8	0	0	0	1	1	8	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3643	3027	864	527	389	278	1186	124	119	72	193	39	34	123	63	25	10	10	21	7	0	0	9	0	0	1	1	3	7	0	2	0	0	2	0	0	0	0	0	0	0
0.03	north12_active	80	780	2329	311	252	211	120	1133	21	74	28	177	20	16	117	54	21	5	1	19	6	0	0	8	0	0	0	1	1	6	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3726	3100	877	559	377	254	1172	132	124	74	210	36	33	134	78	24	11	13	29	12	2	1	7	1	0	1	1	2	7	0	1	0	0	2	0	0	0	0	0	0	0
0.03	north13_active	80	802	2419	303	270	209	99	1122	24	71	29	196	14	21	131	70	21	6	1	28	8	1	1	7	1	0	0	1	1	6	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3704	3089	873	572	390	240	1160	128	111	73	204	34	38	242	79	29	16	11	40	13	2	4	5	1	0	2	1	2	6	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	753	2410	295	277	220	88	1104	25	60	30	189	14	21	237	74	25	8	1	39	8	1	4	5	1	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3731	2828	800	576	376	226	901	131	108	81	194	32	40	230	75	29	12	6	31	13	2	5	6	2	0	2	1	2	5	0	0	0	0	0	0	0	0	0	5	0	0
0.03	north15_active	80	787	2148	280	259	205	77	855	24	56	32	181	9	14	223	71	23	7	1	29	8	1	4	5	2	0	0	1	1	5	0	0	0	0	0	0	0	0	0	5	0	0
0.03	north16_all	80	3647	2540	817	546	384	237	759	133	108	84	176	35	33	179	73	20	10	3	29	11	0	4	6	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
0.03	north16_active	80	816	1884	269	239	208	92	711	29	52	30	160	12	6	172	70	15	5	1	28	7	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
0.03	north17_all	80	3676	2408	786	536	384	229	604	132	106	77	124	28	32	96	67	16	7	3	22	8	1	1	5	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
0.03	north17_active	80	880	1740	252	237	189	87	539	33	46	26	104	9	5	88	62	11	2	1	20	6	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
0.03	north18_all	80	3663	2340	810	541	394	223	528	137	114	70	112	26	25	70	63	12	9	5	22	1	3	1	6	0	2	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	889	1660	242	229	180	101	468	39	52	25	92	10	2	65	56	7	1	1	21	0	1	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3618	2506	838	568	411	243	694	136	113	65	109	28	26	92	85	9	14	6	19	0	5	1	7	0	3	4	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0
0.03	north19_active	80	851	1824	259	226	210	97	622	39	51	22	93	10	5	85	77	7	6	2	18	0	3	1	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3620	2683	790	572	418	234	906	123	103	65	149	39	35	100	105	12	14	8	14	0	7	2	6	0	2	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1
0.03	north20_active	80	815	2022	263	219	208	103	849	31	50	27	130	14	11	94	97	10	6	3	14	0	5	2	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	3737	2565	818	550	389	212	698	132	92	68	135	39	35	52	96	17	11	11	17	7	3	0	9	1	6	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	833	1899	236	237	212	74	650	25	42	34	126	15	24	49	90	14	8	5	15	5	3	0	9	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	3677	2851	823	553	432	213	818	133	108	67	175	36	22	110	92	22	10	12	15	6	3	0	5	2	7	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	769	2172	260	244	246	71	764	23	60	33	164	12	16	104	86	17	7	5	13	4	3	0	5	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	3616	3018	836	562	448	217	974	129	111	69	203	39	25	144	103	33	12	11	13	1	3	0	9	3	5	2	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	760	2340	290	252	271	83	923	22	56	29	190	14	19	137	98	28	9	5	10	0	3	0	9	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_all	80	3575	3059	858	548	449	213	1058	121	104	61	208	36	29	193	83	49	9	9	26	1	3	2	6	2	4	2	1	1	0	1	1	0	0	0	0	5	0	0	0	1	0
0.03	south24_active	80	770	2391	311	246	281	85	1005	23	51	24	195	14	18	186	79	43	4	5	24	0	3	2	5	1	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	1	0
0.03	south25_all	80	3597	2966	884	543	457	220	1089	124	94	62	145	35	23	154	110	42	9	5	28	2	4	4	6	1	1	2	0	1	2	3	0	0	0	0	0	5	0	0	0	0	0
0.03	south25_active	80	769	2315	327	244	280	85	1037	23	47	24	132	16	12	149	107	39	5	2	26	1	2	3	5	1	0	0	0	1	2	2	0	0	0	0	0	5	0	0	0	0	0
0.03	south26_all	80	3637	2858	877	531	420	196	1203	127	104	53	163	37	27	195	105	38	15	5	24	1	4	8	12	1	0	0	0	0	2	3	0	0	0	0	0	5	0	0	0	0	0
0.03	south26_active	80	786	2233	327	239	265	77	1157	19	58	28	151	16	10	190	101	36	8	2	22	1	2	4	11	1	0	0	0	0	2	2	0	0	0	0	0	5	0	0	0	0	0
0.03	south27_all	80	3674	2826	855	556	397	203	1191	122	107	57	168	36	21	182	102	25	16	2	13	3	4	7	13	2	3	1	1	0	3	3	0	0	0	0	0	5	0	0	0	0	0
0.03	south27_active	80	759	2217	321	258	234	85	1140	21	72	27	155	11	6	177	97	24	11	0	12	2	2	2	13	2	3	0	1	0	3	2	0	0	0	0	0	5	0	0	0	0	0
0.03	south28_all	80	3685	2858	846	547	400	216	1107	126	108	61	166	34	25	155	132	27	21	3	14	5	1	7	14	2	3	1	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south28_active	80	762	2268	310	250	223	88	1063	20	72	26	150	10	10	149	129	23	11	0	11	1	0	3	14	2	3	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south29_all	80	3669	2755	823	553	397	233	1022	118	92	63	167	44	24	138	126	21	21	3	16	6	2	4	4	4	3	2	1	3	1	0	0	0	0	0	1	0	3	0	1	0	0
0.03	south29_active	80	775	2133	288	256	224	86	981	19	57	22	149	10	11	129	123	16	11	1	12	1	0	1	4	1	3	1	1	2	1	0	0	0	0	0	1	0	3	0	0	0	0
0.03	south30_all	80	3690	2582	802	554	425	244	862	114	72	64	147	46	23	117	104	24	17	5	13	6	2	3	4	4	0	1	0	3	0	0	2	0	0	0	1	0	3	0	1	0	0
0.03	south30_active	80	861	1909	260	239	233	93	818	18	38	22	128	12	11	108	97	19	7	2	9	1	0	2	4	1	0	1	0	2	0	0	1	0	0	0	1	0	3	0	0	0	0
0.03	south31_all	80	3678	2449	895	547	378	262	672	115	81	76	137	28	38	71	47	25	10	4	16	8	3	1	0	2	4	2	2	0	5	0	1	1	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	867	1685	282	213	195	99	617	26	31	28	113	7	17	64	42	13	5	0	11	5	0	0	0	1	3	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3673	2506	874	552	360	240	605	111	91	66	136	28	35	73	54	20	16	6	13	7	2	2	0	3	4	3	3	0	5	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	848	1791	275	220	195	91	550	25	39	29	112	8	19	68	47	11	6	0	9	6	0	1	0	1	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3669	2604	853	563	358	236	724	112	105	49	135	30	42	73	50	17	15	7	28	10	3	2	5	2	5	3	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	796	1925	268	233	192	94	668	21	57	21	118	6	27	69	42	9	7	0	25	5	0	1	5	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3721	2771	863	573	382	229	814	116	98	60	173	35	42	103	85	18	14	7	39	7	3	2	10	3	1	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
