label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	6019	4570	1485	831	497	351	244	193	397	94	125	88	35	19	41	24	12	14	6	8	8	6	3	5	2	4	1	2	0	1	0	1	0	2	1	0	0	0	0	0	0
0.03	north1_active	80	3311	2901	837	459	278	183	136	108	253	48	78	51	15	10	26	12	4	12	2	5	6	3	3	4	0	2	1	1	0	1	0	1	0	2	1	0	0	0	0	0	0
0.03	north2_all	80	5976	4640	1463	821	483	367	248	206	401	80	130	78	36	23	47	22	12	15	7	6	10	1	2	8	3	2	1	2	2	1	0	1	0	2	1	0	0	0	0	0	0
0.03	north2_active	80	3286	2955	828	446	266	196	133	110	249	38	84	40	16	12	27	10	3	12	4	4	6	1	1	8	0	1	1	1	1	1	0	1	0	2	1	0	0	0	0	0	0
0.03	north3_all	80	5782	4691	1516	846	492	392	243	205	382	86	144	63	37	18	40	25	14	22	8	6	8	6	3	6	4	1	0	2	2	1	0	0	0	2	0	1	1	0	0	0	0
0.03	north3_active	80	3117	3031	845	467	262	224	124	113	256	43	91	34	19	8	21	14	4	17	5	4	4	6	1	5	1	0	0	1	1	1	0	0	0	2	0	0	1	0	0	0	0
0.03	north4_all	80	5824	4781	1453	831	500	403	244	194	415	86	159	58	40	21	38	31	16	20	8	5	7	6	3	6	5	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north4_active	80	3220	3130	805	466	276	239	128	105	276	49	108	29	21	11	21	17	7	15	6	3	4	6	1	5	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	5848	4836	1464	836	512	399	233	206	405	91	175	46	38	21	32	29	17	18	6	7	5	7	4	3	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
0.03	north5_active	80	3254	3152	812	469	270	240	119	111	276	55	121	22	20	13	17	18	8	11	3	5	3	7	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_all	80	5967	4853	1452	838	500	367	223	214	419	89	159	57	34	25	24	23	16	13	4	6	6	3	4	4	7	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0
0.03	north6_active	80	3374	3168	819	475	273	209	120	129	293	54	103	30	16	14	13	13	7	8	2	5	5	3	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	6019	4811	1485	855	496	367	233	208	386	92	151	62	41	21	32	26	13	16	2	7	7	7	4	5	4	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0
0.03	north7_active	80	3367	3099	831	484	255	199	130	121	266	50	93	38	22	9	20	17	7	8	1	5	6	7	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	6096	4818	1454	882	538	344	237	216	398	97	130	66	40	23	42	21	12	16	3	6	7	10	3	7	4	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0
0.03	north8_active	80	3367	3107	796	495	275	176	144	128	275	47	74	39	21	10	26	11	5	8	2	4	6	9	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north9_all	80	6140	4737	1439	858	569	365	272	195	364	105	145	59	49	18	43	21	9	19	5	4	6	13	3	7	1	3	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0
0.03	north9_active	80	3370	3032	793	484	302	195	155	115	261	53	86	36	28	8	24	10	3	9	3	1	4	10	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	6120	4751	1445	874	592	389	282	196	339	118	134	61	50	21	35	21	9	22	7	4	5	9	1	6	2	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	3286	3041	771	480	332	221	168	116	235	64	89	39	27	7	17	11	1	11	3	0	2	6	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	5933	4957	1480	845	549	389	267	226	358	108	165	45	36	32	38	18	6	22	6	4	5	4	5	8	4	7	2	3	0	2	1	0	0	2	0	0	0	1	0	0	0
0.03	north11_active	80	3216	3176	840	469	283	218	124	131	216	50	109	26	18	15	19	10	3	16	2	3	2	2	3	7	4	6	2	3	0	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north12_all	80	6012	4844	1482	839	528	397	251	216	335	114	159	49	40	31	40	17	5	35	6	8	7	7	4	6	4	8	1	3	1	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	3283	3101	840	456	266	230	128	123	192	57	98	33	20	13	20	9	2	25	1	7	2	4	2	5	4	6	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5994	4770	1471	824	516	381	258	196	336	104	176	59	36	23	33	16	6	33	8	10	9	6	0	6	5	6	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3249	3048	812	453	268	219	130	98	192	48	119	38	19	8	18	7	2	21	1	8	5	5	0	6	5	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6102	4734	1468	836	514	387	260	199	318	94	169	58	32	20	32	14	11	28	12	7	10	7	2	2	3	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3312	3030	788	433	258	206	124	109	208	45	103	34	17	7	18	7	7	19	4	5	7	5	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6004	4613	1459	823	534	386	238	200	334	77	178	54	29	16	36	18	11	14	10	4	10	4	3	1	6	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	3226	2995	791	436	270	207	107	119	215	36	115	27	18	6	24	11	6	6	5	2	9	2	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6091	4563	1441	843	564	394	239	193	338	70	173	63	33	18	34	16	15	14	7	9	10	2	4	1	6	1	1	3	1	1	0	2	1	0	0	0	0	0	1	0	0
0.03	north16_active	80	3322	2960	788	456	295	210	119	116	206	34	120	31	22	8	21	11	9	11	4	7	10	1	2	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6048	4533	1458	841	546	405	227	187	350	85	174	66	33	16	31	14	16	28	7	12	8	2	4	2	5	1	1	2	1	1	0	2	1	0	0	0	0	0	1	0	0
0.03	north17_active	80	3306	2934	797	474	290	216	124	114	224	45	116	31	20	8	18	7	5	22	5	9	8	1	4	1	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6036	4660	1409	865	521	407	218	172	338	84	166	70	35	21	28	16	16	31	7	13	9	3	5	2	5	2	1	2	0	0	1	1	2	0	0	0	0	0	0	0	0
0.03	north18_active	80	3323	3024	765	498	278	227	127	101	219	48	112	37	16	11	19	8	6	25	6	9	9	2	5	1	5	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6101	4674	1433	837	515	401	213	171	365	95	153	59	39	28	25	17	12	26	8	10	3	3	4	2	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0
0.03	north19_active	80	3360	3027	781	485	272	219	121	106	256	54	93	30	12	16	18	9	5	19	7	8	2	1	4	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6035	4727	1453	804	554	385	218	197	324	85	151	49	47	33	27	19	7	23	7	10	4	4	5	2	1	1	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0
0.03	north20_active	80	3318	3071	809	460	296	213	117	112	223	45	97	21	15	19	20	11	3	17	5	6	2	1	5	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5699	4193	1418	764	470	372	260	189	337	70	156	54	43	34	23	23	14	18	11	10	9	22	4	5	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	3085	2614	823	390	232	189	132	96	214	37	84	23	14	20	11	12	5	10	5	3	5	20	0	4	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_all	80	5805	4233	1422	794	473	368	269	180	345	73	162	47	36	34	21	18	14	23	9	10	10	21	4	4	4	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	3170	2642	817	415	240	190	144	91	212	40	85	19	14	19	10	10	4	16	4	5	7	18	0	3	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	5762	4167	1452	787	481	366	271	175	294	81	144	55	35	30	19	22	13	16	4	11	10	15	2	2	4	5	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	3120	2627	802	403	255	195	152	90	179	43	75	23	14	14	13	11	5	12	0	6	7	11	0	1	2	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	5574	3999	1417	814	489	357	224	194	284	81	127	57	36	27	21	16	11	20	7	10	5	8	1	3	2	4	2	1	2	1	0	1	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	2968	2507	758	411	247	194	121	114	185	43	70	29	18	10	15	8	3	15	3	6	4	5	0	2	1	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	5434	3934	1312	811	502	379	232	190	262	80	117	48	32	20	22	17	15	13	9	6	6	10	0	3	5	3	2	1	2	1	0	1	0	0	0	1	0	0	0	0	0
0.03	south25_active	80	2902	2442	670	419	261	203	117	114	151	42	72	25	16	6	12	10	6	8	3	1	2	7	0	3	4	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5453	3932	1335	772	518	381	223	207	267	95	114	53	38	25	30	17	19	8	9	6	6	11	0	3	6	1	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	2916	2449	692	417	283	193	115	124	167	50	73	30	19	7	17	7	6	4	5	2	3	7	0	3	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5496	4124	1367	749	492	359	239	204	291	99	137	48	36	31	29	20	19	7	8	9	6	8	0	5	8	2	3	1	0	1	1	1	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	2973	2544	763	416	266	180	126	118	176	49	91	30	19	14	14	10	5	5	4	5	2	6	0	5	5	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5505	4219	1358	700	513	336	243	213	287	98	114	58	30	35	35	23	17	10	10	9	3	8	1	4	5	3	3	0	0	0	1	2	1	0	0	0	0	0	0	0	2
0.03	south28_active	80	2892	2624	750	377	275	167	136	118	198	47	74	39	19	18	16	12	3	7	5	5	1	5	0	2	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2
0.03	south29_all	80	5705	4375	1373	694	503	335	265	216	328	96	111	60	35	34	33	21	17	12	9	9	5	8	1	6	6	3	2	0	0	0	1	2	0	0	0	0	0	0	0	0	2
0.03	south29_active	80	3040	2720	771	371	260	167	134	127	233	55	71	40	22	20	14	14	7	10	7	5	2	3	0	2	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
0.03	south30_all	80	5914	4529	1425	729	492	364	280	202	329	98	143	59	36	33	35	17	24	17	12	8	6	8	1	5	5	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	2
