label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63
0.03	north1_all	80	18865	4492	6828	2149	1325	1442	1061	532	504	708	465	364	167	176	100	132	71	109	69	109	65	34	19	52	17	12	8	12	14	9	9	5	7	5	3	1	6	10	3	1	3	4	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	14694	1078	5949	1184	596	1050	754	140	291	559	347	271	60	107	29	71	14	87	54	95	43	10	3	40	7	4	2	2	1	7	6	5	6	1	0	0	6	8	2	1	2	4	0	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	18824	4495	6753	2114	1338	1449	1074	546	517	766	467	382	157	166	104	128	85	129	72	78	82	30	16	37	15	13	8	14	12	11	11	3	6	4	5	1	3	6	3	2	3	3	2	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	14673	1096	5831	1174	598	1070	761	144	303	622	345	291	54	103	27	72	12	108	57	65	60	8	4	29	6	4	3	4	3	8	8	1	4	1	0	0	2	5	2	1	3	3	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	18858	4466	6659	2143	1357	1521	1026	516	524	726	400	418	154	163	114	129	85	143	80	75	97	32	24	23	19	14	9	10	12	15	11	5	6	3	5	0	4	5	3	1	2	0	1	3	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	14725	1100	5740	1175	612	1111	698	129	304	591	291	329	49	101	34	77	12	113	59	58	74	9	6	16	5	6	4	5	4	12	9	2	5	1	0	0	3	4	2	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	19020	4549	6838	2196	1331	1481	998	545	508	678	406	397	159	171	114	116	80	126	91	79	89	40	27	24	18	14	8	10	11	15	17	8	8	1	2	1	3	8	2	2	3	0	1	4	1	2	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1
0.03	north4_active	80	14857	1118	5928	1192	610	1069	679	139	281	555	317	315	48	106	26	64	13	98	71	64	76	13	6	16	5	8	4	3	6	13	14	3	7	0	0	0	1	6	1	1	2	0	0	4	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	19112	4529	6837	2228	1336	1491	1056	510	488	625	413	381	167	184	124	114	80	111	110	96	84	28	26	26	11	16	11	7	15	14	13	8	5	0	4	2	3	8	1	2	2	1	0	3	1	2	0	2	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1
0.03	north5_active	80	14926	1095	5935	1217	613	1076	724	142	261	513	312	314	51	110	32	49	19	81	92	80	72	10	5	21	2	8	4	3	7	13	10	3	5	0	0	1	1	6	0	1	1	1	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
