label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	4167	2030	938	1818	391	301	645	177	161	131	127	163	179	49	42	56	24	36	16	57	19	15	25	9	29	6	4	6	4	2	2	2	1	5	0	1	2	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2117	1073	469	1193	171	145	412	77	94	76	66	89	110	27	17	40	17	24	4	40	12	9	19	5	25	5	3	1	2	1	1	2	1	4	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4209	1962	949	1845	372	324	648	166	167	127	116	162	191	59	46	45	22	40	12	62	26	17	35	10	29	7	1	5	4	3	0	2	1	5	1	1	4	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2151	1056	477	1181	168	154	428	76	92	73	63	86	117	34	16	28	13	27	2	46	15	8	23	6	24	6	1	1	2	1	0	1	1	4	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4055	1972	926	1905	369	337	645	170	162	124	131	144	196	61	48	40	30	42	12	55	22	18	40	8	34	5	2	7	2	4	2	2	1	2	2	1	2	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north3_active	80	2046	1072	451	1242	169	163	416	75	88	72	76	80	122	33	19	27	15	31	3	41	11	6	24	5	28	4	2	2	0	1	0	1	1	1	1	1	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north4_all	80	4118	2003	921	1892	380	334	676	175	147	121	155	166	188	65	46	36	33	29	16	63	35	15	38	8	23	4	2	6	3	6	2	2	1	3	3	2	3	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north4_active	80	2069	1090	445	1191	184	155	435	79	79	63	88	97	127	34	21	19	14	21	7	48	21	6	22	6	18	2	1	1	1	3	0	1	1	3	2	2	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north5_all	80	4083	2010	936	1851	384	336	677	186	154	114	146	155	197	64	44	52	30	33	19	58	27	19	35	7	24	4	2	9	2	4	3	1	1	4	2	2	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0
0.03	north5_active	80	2066	1088	424	1172	186	157	438	81	83	64	85	103	133	33	21	31	12	26	8	32	17	11	20	4	21	2	1	4	1	3	0	1	0	4	1	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north6_all	80	4129	2031	947	1780	413	343	648	194	163	112	156	163	220	56	45	78	27	34	16	50	32	26	22	7	24	6	2	9	3	4	3	0	3	4	1	2	1	0	0	1	0	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0
0.03	north6_active	80	2100	1082	433	1165	196	161	442	85	85	57	85	114	139	30	21	46	12	25	8	28	22	19	14	4	20	4	1	3	2	4	0	0	0	4	1	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north7_all	80	4149	1989	965	1823	416	334	638	192	154	121	147	159	234	49	40	72	20	31	20	53	34	23	18	6	17	4	3	9	3	3	2	2	3	2	0	1	2	0	0	1	0	2	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2140	1070	453	1215	199	152	440	88	75	57	77	103	150	31	17	49	8	21	8	27	24	17	13	3	13	3	2	3	1	2	1	2	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4113	1991	935	1855	429	319	637	196	155	125	158	166	255	52	44	87	18	34	16	49	24	20	25	1	24	2	9	11	3	5	1	2	2	2	0	1	5	2	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2124	1076	458	1226	196	146	416	97	73	59	83	114	160	31	19	58	8	19	5	30	14	15	21	1	17	2	6	7	1	2	1	2	0	1	0	1	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4166	2021	894	1861	419	329	611	185	144	116	155	171	255	52	45	75	21	37	17	54	22	21	28	2	18	2	9	7	3	11	2	2	2	7	0	1	5	2	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2150	1105	429	1216	173	152	394	100	71	49	83	110	148	32	20	56	10	20	6	35	14	15	22	1	13	1	6	7	1	7	1	2	2	6	0	1	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4178	1977	860	1829	405	327	655	185	138	110	150	182	218	54	56	74	26	37	20	49	18	14	42	3	18	2	11	11	3	9	1	0	3	7	0	0	3	2	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2186	1074	414	1196	158	152	425	101	62	48	84	112	135	28	31	51	10	21	9	35	8	11	33	2	13	1	7	9	0	5	0	0	3	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4078	2046	964	1952	381	344	690	172	132	132	143	154	173	60	36	41	33	33	21	27	24	22	27	11	20	7	2	7	3	4	2	3	6	3	0	2	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2
0.03	north11_active	80	2139	1108	442	1307	179	157	447	73	56	62	87	104	121	24	17	25	15	23	3	18	14	11	15	8	11	4	1	5	0	3	1	1	2	3	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4054	2044	935	1927	381	345	665	181	125	125	132	147	187	63	41	42	24	31	19	37	23	20	34	12	23	5	4	12	5	3	4	3	4	0	0	2	3	0	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	2096	1088	405	1284	172	166	429	69	54	62	82	98	132	25	20	28	9	18	7	23	16	7	21	7	14	2	3	10	2	2	2	1	1	0	0	0	3	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4143	2029	899	1942	386	340	666	180	131	136	137	171	175	52	44	41	23	34	17	41	24	23	55	9	24	6	3	13	7	0	3	2	6	4	0	1	3	1	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2148	1088	406	1304	166	165	459	76	59	75	79	120	115	20	22	30	6	20	7	25	18	13	32	4	14	2	2	11	4	0	2	1	2	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4118	2088	910	1946	389	307	612	188	137	134	147	156	174	45	48	51	26	48	19	42	28	21	49	6	24	5	3	15	7	1	4	2	4	4	1	1	4	1	3	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2094	1113	410	1313	162	159	423	90	68	69	82	101	105	19	27	34	12	31	8	26	20	11	30	2	10	2	3	14	4	0	3	2	2	2	1	0	4	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	4218	2054	881	1916	377	284	625	187	160	132	151	158	186	44	36	48	24	48	18	45	28	19	55	7	17	4	4	12	3	2	2	3	3	6	1	2	2	3	2	0	1	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2119	1082	408	1245	156	142	455	85	77	71	71	98	104	25	18	31	13	26	5	34	22	10	30	1	3	1	3	11	2	1	1	3	2	2	1	2	1	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4230	2005	864	1909	375	304	647	171	148	129	147	152	187	47	41	48	23	37	16	42	25	18	41	5	16	5	2	14	4	2	2	4	2	3	1	3	3	3	1	1	1	6	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
